train_params/lambda_sds,train/grad_norm,train/max_step,train_params/lambda_normal_consistency,step,lr-AdamW,train/loss_sds,train/loss_normal_consistency,train/min_step,epoch
,,,,556,0.001,,,,
1.0,49.1440315246582,500.0,0.0,556,,1207.5679931640625,0.09161541610956192,20.0,0
,,,,557,0.001,,,,
1.0,3.6992921829223633,500.0,0.0,557,,6.842381000518799,0.09139347076416016,20.0,0
,,,,558,0.001,,,,
1.0,61.60092544555664,500.0,0.0,558,,1897.3367919921875,0.09147338569164276,20.0,0
,,,,559,0.001,,,,
1.0,91.08429718017578,500.0,0.0,559,,4148.1748046875,0.09234476834535599,20.0,0
,,,,560,0.001,,,,
1.0,25.57112693786621,500.0,0.0,560,,326.9412841796875,0.09373176842927933,20.0,0
,,,,561,0.001,,,,
1.0,66.73159790039062,500.0,0.0,561,,2226.552978515625,0.09517768770456314,20.0,0
,,,,562,0.001,,,,
1.0,96.48834991455078,500.0,0.0,562,,4655.0009765625,0.0959850624203682,20.0,0
,,,,563,0.001,,,,
1.0,63.55622482299805,500.0,0.0,563,,2019.69677734375,0.09793804585933685,20.0,0
,,,,564,0.001,,,,
1.0,75.58973693847656,500.0,0.0,564,,2856.904296875,0.09998346865177155,20.0,0
,,,,565,0.001,,,,
1.0,25.718294143676758,500.0,0.0,565,,330.71533203125,0.10310409218072891,20.0,0
,,,,566,0.001,,,,
1.0,128.68328857421875,500.0,0.0,566,,8279.6953125,0.10747821629047394,20.0,0
,,,,567,0.001,,,,
1.0,40.5969123840332,500.0,0.0,567,,824.0546875,0.11087310314178467,20.0,0
,,,,568,0.001,,,,
1.0,63.37065124511719,500.0,0.0,568,,2007.919921875,0.11183246970176697,20.0,0
,,,,569,0.001,,,,
1.0,8.674909591674805,500.0,0.0,569,,37.62702560424805,0.11370887607336044,20.0,0
,,,,570,0.001,,,,
1.0,24.03165626525879,500.0,0.0,570,,288.76025390625,0.11589673161506653,20.0,0
,,,,571,0.001,,,,
1.0,43.44388961791992,500.0,0.0,571,,943.6858520507812,0.11758457124233246,20.0,0
,,,,572,0.001,,,,
1.0,11.120224952697754,500.0,0.0,572,,61.82969665527344,0.11823897808790207,20.0,0
,,,,573,0.001,,,,
1.0,30.488439559936523,500.0,0.0,573,,464.7724609375,0.11957906931638718,20.0,0
,,,,574,0.001,,,,
1.0,24.053585052490234,500.0,0.0,574,,289.2874755859375,0.11983872205018997,20.0,0
,,,,575,0.001,,,,
1.0,69.72209167480469,500.0,0.0,575,,2430.585205078125,0.12093936651945114,20.0,0
,,,,576,0.001,,,,
1.0,18.355655670166016,500.0,0.0,576,,168.4650421142578,0.12121938169002533,20.0,0
,,,,577,0.001,,,,
1.0,143.2140350341797,500.0,0.0,577,,10255.130859375,0.12232345342636108,20.0,0
,,,,578,0.001,,,,
1.0,87.348388671875,500.0,0.0,578,,3814.87060546875,0.12114977836608887,20.0,0
,,,,579,0.001,,,,
1.0,67.54364013671875,500.0,0.0,579,,2281.071533203125,0.1199069619178772,20.0,0
,,,,580,0.001,,,,
1.0,65.19049072265625,500.0,0.0,580,,2124.89990234375,0.11827412992715836,20.0,0
,,,,581,0.001,,,,
1.0,84.8277816772461,500.0,0.0,581,,3597.87646484375,0.1168128177523613,20.0,0
,,,,582,0.001,,,,
1.0,44.728878021240234,500.0,0.0,582,,1000.3362426757812,0.11549993604421616,20.0,0
,,,,583,0.001,,,,
1.0,24.93216323852539,500.0,0.0,583,,310.806396484375,0.11450998485088348,20.0,0
,,,,584,0.001,,,,
1.0,86.66063690185547,500.0,0.0,584,,3755.033203125,0.11413878202438354,20.0,0
,,,,585,0.001,,,,
1.0,38.22228240966797,500.0,0.0,585,,730.4713134765625,0.1129148080945015,20.0,0
,,,,586,0.001,,,,
1.0,30.223127365112305,500.0,0.0,586,,456.71868896484375,0.11261983215808868,20.0,0
,,,,587,0.001,,,,
1.0,85.94951629638672,500.0,0.0,587,,3693.65966796875,0.11205122619867325,20.0,0
,,,,588,0.001,,,,
1.0,33.35051727294922,500.0,0.0,588,,556.1284790039062,0.11130064725875854,20.0,0
,,,,589,0.001,,,,
1.0,37.950836181640625,500.0,0.0,589,,720.1329345703125,0.11106477677822113,20.0,0
,,,,590,0.001,,,,
1.0,35.782684326171875,500.0,0.0,590,,640.2001953125,0.11068417131900787,20.0,0
,,,,591,0.001,,,,
1.0,32.66697692871094,500.0,0.0,591,,533.565673828125,0.10984135419130325,20.0,0
,,,,592,0.001,,,,
1.0,60.9409294128418,500.0,0.0,592,,1856.8984375,0.10914348065853119,20.0,0
,,,,593,0.001,,,,
1.0,66.0873794555664,500.0,0.0,593,,2183.770751953125,0.10954199731349945,20.0,0
,,,,594,0.001,,,,
1.0,40.36174774169922,500.0,0.0,594,,814.535400390625,0.11049562692642212,20.0,0
,,,,595,0.001,,,,
1.0,88.35758972167969,500.0,0.0,595,,3903.53173828125,0.10945148766040802,20.0,0
,,,,596,0.001,,,,
1.0,103.27539825439453,500.0,0.0,596,,5332.90380859375,0.10955750942230225,20.0,0
,,,,597,0.001,,,,
1.0,23.854785919189453,500.0,0.0,597,,284.525390625,0.10992433875799179,20.0,0
,,,,598,0.001,,,,
1.0,63.95740509033203,500.0,0.0,598,,2045.27490234375,0.10978904366493225,20.0,0
,,,,599,0.001,,,,
1.0,69.09867095947266,500.0,0.0,599,,2387.31298828125,0.1097593829035759,20.0,0
,,,,600,0.001,,,,
1.0,64.64347839355469,500.0,0.0,600,,2089.3896484375,0.10849317163228989,20.0,0
,,,,601,0.001,,,,
1.0,50.21091842651367,500.0,0.0,601,,1260.5679931640625,0.10867008566856384,20.0,0
,,,,602,0.001,,,,
1.0,23.943851470947266,500.0,0.0,602,,286.6540222167969,0.1085585355758667,20.0,0
,,,,603,0.001,,,,
1.0,98.58285522460938,500.0,0.0,603,,4859.2900390625,0.10786266624927521,20.0,0
,,,,604,0.001,,,,
1.0,96.76791381835938,500.0,0.0,604,,4682.0146484375,0.10828372091054916,20.0,0
,,,,605,0.001,,,,
1.0,73.1743392944336,500.0,0.0,605,,2677.2421875,0.1088118851184845,20.0,0
,,,,606,0.001,,,,
1.0,83.27238464355469,500.0,0.0,606,,3467.145263671875,0.10974404960870743,20.0,0
,,,,607,0.001,,,,
1.0,82.39383697509766,500.0,0.0,607,,3394.372314453125,0.11143539845943451,20.0,0
,,,,608,0.001,,,,
1.0,41.17729568481445,500.0,0.0,608,,847.7847900390625,0.11067475378513336,20.0,0
,,,,609,0.001,,,,
1.0,13.05581283569336,500.0,0.0,609,,85.22712707519531,0.11008892208337784,20.0,0
,,,,610,0.001,,,,
1.0,118.04066467285156,500.0,0.0,610,,6966.798828125,0.10983078926801682,20.0,0
,,,,611,0.001,,,,
1.0,75.21192169189453,500.0,0.0,611,,2828.416748046875,0.10989826917648315,20.0,0
,,,,612,0.001,,,,
1.0,83.35713958740234,500.0,0.0,612,,3474.205810546875,0.10830502957105637,20.0,0
,,,,613,0.001,,,,
1.0,86.69310760498047,500.0,0.0,613,,3757.84716796875,0.10832923650741577,20.0,0
,,,,614,0.001,,,,
1.0,132.04258728027344,500.0,0.0,614,,8717.623046875,0.10886810719966888,20.0,0
,,,,615,0.001,,,,
1.0,97.06037902832031,500.0,0.0,615,,4710.3583984375,0.10848049819469452,20.0,0
,,,,616,0.001,,,,
1.0,30.2324161529541,500.0,0.0,616,,456.9994812011719,0.10759568959474564,20.0,0
,,,,617,0.001,,,,
1.0,65.18793487548828,500.0,0.0,617,,2124.733642578125,0.10726682096719742,20.0,0
,,,,618,0.001,,,,
1.0,97.55328369140625,500.0,0.0,618,,4758.322265625,0.1070849820971489,20.0,0
,,,,619,0.001,,,,
1.0,59.88851547241211,500.0,0.0,619,,1793.317138671875,0.10704073309898376,20.0,0
,,,,620,0.001,,,,
1.0,44.77568435668945,500.0,0.0,620,,1002.4310302734375,0.10692684352397919,20.0,0
,,,,621,0.001,,,,
1.0,79.17922973632812,500.0,0.0,621,,3134.67529296875,0.10625548660755157,20.0,0
,,,,622,0.001,,,,
1.0,108.32579040527344,500.0,0.0,622,,5867.23828125,0.10532250255346298,20.0,0
,,,,623,0.001,,,,
1.0,175.36825561523438,500.0,0.0,623,,15377.0146484375,0.10503651946783066,20.0,0
,,,,624,0.001,,,,
1.0,29.36415672302246,500.0,0.0,624,,431.12689208984375,0.10525957494974136,20.0,0
,,,,625,0.001,,,,
1.0,32.23929214477539,500.0,0.0,625,,519.6859741210938,0.10547638684511185,20.0,0
,,,,626,0.001,,,,
1.0,61.00666809082031,500.0,0.0,626,,1860.90673828125,0.10529245436191559,20.0,0
,,,,627,0.001,,,,
1.0,19.36802864074707,500.0,0.0,627,,187.56027221679688,0.1057027131319046,20.0,0
,,,,628,0.001,,,,
1.0,41.852027893066406,500.0,0.0,628,,875.7960205078125,0.10519925504922867,20.0,0
,,,,629,0.001,,,,
1.0,13.725030899047852,500.0,0.0,629,,94.188232421875,0.10455542802810669,20.0,0
,,,,630,0.001,,,,
1.0,14.038150787353516,500.0,0.0,630,,98.53483581542969,0.10438225418329239,20.0,0
,,,,631,0.001,,,,
1.0,50.18241500854492,500.0,0.0,631,,1259.1373291015625,0.10392217338085175,20.0,0
,,,,632,0.001,,,,
1.0,26.466848373413086,500.0,0.0,632,,350.24700927734375,0.10349564254283905,20.0,0
,,,,633,0.001,,,,
1.0,40.32140350341797,500.0,0.0,633,,812.9078369140625,0.10318834334611893,20.0,0
,,,,634,0.001,,,,
1.0,99.3598861694336,500.0,0.0,634,,4936.193359375,0.10360688716173172,20.0,0
,,,,635,0.001,,,,
1.0,54.53643798828125,500.0,0.0,635,,1487.111572265625,0.10212989151477814,20.0,0
,,,,636,0.001,,,,
1.0,84.41637420654297,500.0,0.0,636,,3563.06201171875,0.10145610570907593,20.0,0
,,,,637,0.001,,,,
1.0,76.23934173583984,500.0,0.0,637,,2906.21875,0.10050519555807114,20.0,0
,,,,638,0.001,,,,
1.0,8.026820182800293,500.0,0.0,638,,32.21492004394531,0.09824198484420776,20.0,0
,,,,639,0.001,,,,
1.0,86.82538604736328,500.0,0.0,639,,3769.32373046875,0.09600502252578735,20.0,0
,,,,640,0.001,,,,
1.0,50.22869873046875,500.0,0.0,640,,1261.4610595703125,0.09537766873836517,20.0,0
,,,,641,0.001,,,,
1.0,67.58663940429688,500.0,0.0,641,,2283.97705078125,0.09433805197477341,20.0,0
,,,,642,0.001,,,,
1.0,60.65499496459961,500.0,0.0,642,,1839.5140380859375,0.09399901330471039,20.0,0
,,,,643,0.001,,,,
1.0,14.074837684631348,500.0,0.0,643,,99.05052185058594,0.09365199506282806,20.0,0
,,,,644,0.001,,,,
1.0,62.48298263549805,500.0,0.0,644,,1952.0616455078125,0.09331924468278885,20.0,0
,,,,645,0.001,,,,
1.0,3.8311715126037598,500.0,0.0,645,,7.338937759399414,0.0915350690484047,20.0,0
,,,,646,0.001,,,,
1.0,76.39534759521484,500.0,0.0,646,,2918.124755859375,0.09030715376138687,20.0,0
,,,,647,0.001,,,,
1.0,12.839570045471191,500.0,0.0,647,,82.42727661132812,0.08819180727005005,20.0,0
,,,,648,0.001,,,,
1.0,58.09486389160156,500.0,0.0,648,,1687.5068359375,0.08732183277606964,20.0,0
,,,,649,0.001,,,,
1.0,34.959537506103516,500.0,0.0,649,,611.0845947265625,0.08673087507486343,20.0,0
,,,,650,0.001,,,,
1.0,67.822998046875,500.0,0.0,650,,2299.9794921875,0.08523575216531754,20.0,0
,,,,651,0.001,,,,
1.0,72.51622009277344,500.0,0.0,651,,2629.30078125,0.08431389927864075,20.0,0
,,,,652,0.001,,,,
1.0,34.46268081665039,500.0,0.0,652,,593.838134765625,0.08380278944969177,20.0,0
,,,,653,0.001,,,,
1.0,16.005977630615234,500.0,0.0,653,,128.09567260742188,0.08293064683675766,20.0,0
,,,,654,0.001,,,,
1.0,79.58956909179688,500.0,0.0,654,,3167.24951171875,0.0820927619934082,20.0,0
,,,,655,0.001,,,,
1.0,58.52817916870117,500.0,0.0,655,,1712.77392578125,0.0820927619934082,20.0,0
,,,,656,0.001,,,,
1.0,65.40817260742188,500.0,0.0,656,,2139.11474609375,0.08163263648748398,20.0,0
,,,,657,0.001,,,,
1.0,89.37910461425781,500.0,0.0,657,,3994.3125,0.08069310337305069,20.0,0
,,,,658,0.001,,,,
1.0,87.36602020263672,500.0,0.0,658,,3816.410400390625,0.08152776211500168,20.0,0
,,,,659,0.001,,,,
1.0,73.70260620117188,500.0,0.0,659,,2716.037109375,0.08235060423612595,20.0,0
,,,,660,0.001,,,,
1.0,40.43731689453125,500.0,0.0,660,,817.5883178710938,0.08322621136903763,20.0,0
,,,,661,0.001,,,,
1.0,12.927045822143555,500.0,0.0,661,,83.55426788330078,0.08462724834680557,20.0,0
,,,,662,0.001,,,,
1.0,43.81984329223633,500.0,0.0,662,,960.0892333984375,0.08586350083351135,20.0,0
,,,,663,0.001,,,,
1.0,34.71829605102539,500.0,0.0,663,,602.6800537109375,0.08703601360321045,20.0,0
,,,,664,0.001,,,,
1.0,27.4272518157959,500.0,0.0,664,,376.1270751953125,0.08829931169748306,20.0,0
,,,,665,0.001,,,,
1.0,73.49508666992188,500.0,0.0,665,,2700.76416015625,0.08865510672330856,20.0,0
,,,,666,0.001,,,,
1.0,70.69099426269531,500.0,0.0,666,,2498.6083984375,0.08925972878932953,20.0,0
,,,,667,0.001,,,,
1.0,24.280298233032227,500.0,0.0,667,,294.7664489746094,0.0918920636177063,20.0,0
,,,,668,0.001,,,,
1.0,78.99809265136719,500.0,0.0,668,,3120.349853515625,0.09529627859592438,20.0,0
,,,,669,0.001,,,,
1.0,17.138355255126953,500.0,0.0,669,,146.8616180419922,0.09768888354301453,20.0,0
,,,,670,0.001,,,,
1.0,105.38838958740234,500.0,0.0,670,,5553.35693359375,0.09866510331630707,20.0,0
,,,,671,0.001,,,,
1.0,88.84993743896484,500.0,0.0,671,,3947.15576171875,0.09911113232374191,20.0,0
,,,,672,0.001,,,,
1.0,11.124191284179688,500.0,0.0,672,,61.87381362915039,0.10174321383237839,20.0,0
,,,,673,0.001,,,,
1.0,41.4173583984375,500.0,0.0,673,,857.6989135742188,0.103001669049263,20.0,0
,,,,674,0.001,,,,
1.0,117.95562744140625,500.0,0.0,674,,6956.76513671875,0.10339371860027313,20.0,0
,,,,675,0.001,,,,
1.0,30.445363998413086,500.0,0.0,675,,463.46014404296875,0.10512769222259521,20.0,0
,,,,676,0.001,,,,
1.0,98.4990463256836,500.0,0.0,676,,4851.03125,0.10664136707782745,20.0,0
,,,,677,0.001,,,,
1.0,88.09062957763672,500.0,0.0,677,,3879.9794921875,0.10809139907360077,20.0,0
,,,,678,0.001,,,,
1.0,90.37236022949219,500.0,0.0,678,,4083.58203125,0.10855875164270401,20.0,0
,,,,679,0.001,,,,
1.0,32.2987060546875,500.0,0.0,679,,521.6031494140625,0.11081027239561081,20.0,0
,,,,680,0.001,,,,
1.0,39.738037109375,500.0,0.0,680,,789.5557250976562,0.11277716606855392,20.0,0
,,,,681,0.001,,,,
1.0,68.71231842041016,500.0,0.0,681,,2360.69140625,0.1135053038597107,20.0,0
,,,,682,0.001,,,,
1.0,76.4538803100586,500.0,0.0,682,,2922.59765625,0.11496597528457642,20.0,0
,,,,683,0.001,,,,
1.0,41.73823928833008,500.0,0.0,683,,871.0402221679688,0.11548290401697159,20.0,0
,,,,684,0.001,,,,
1.0,107.39618682861328,500.0,0.0,684,,5766.970703125,0.1162194162607193,20.0,0
,,,,685,0.001,,,,
1.0,84.35240173339844,500.0,0.0,685,,3557.664306640625,0.11602701246738434,20.0,0
,,,,686,0.001,,,,
1.0,132.70556640625,500.0,0.0,686,,8805.3828125,0.11685813218355179,20.0,0
,,,,687,0.001,,,,
1.0,47.83829116821289,500.0,0.0,687,,1144.2509765625,0.11873850226402283,20.0,0
,,,,688,0.001,,,,
1.0,104.02745056152344,500.0,0.0,688,,5410.85498046875,0.11975833028554916,20.0,0
,,,,689,0.001,,,,
1.0,99.58924102783203,500.0,0.0,689,,4959.00830078125,0.12007488310337067,20.0,0
,,,,690,0.001,,,,
1.0,55.62674331665039,500.0,0.0,690,,1547.1673583984375,0.1201261505484581,20.0,0
,,,,691,0.001,,,,
1.0,88.11274719238281,500.0,0.0,691,,3881.92822265625,0.1194191724061966,20.0,0
,,,,692,0.001,,,,
1.0,35.16376495361328,500.0,0.0,692,,618.2451171875,0.1189446970820427,20.0,0
,,,,693,0.001,,,,
1.0,27.61346435546875,500.0,0.0,693,,381.251708984375,0.11821010708808899,20.0,0
,,,,694,0.001,,,,
1.0,91.55857849121094,500.0,0.0,694,,4191.486328125,0.11748803406953812,20.0,0
,,,,695,0.001,,,,
1.0,89.20926666259766,500.0,0.0,695,,3979.146484375,0.11659775674343109,20.0,0
,,,,696,0.001,,,,
1.0,34.08562469482422,500.0,0.0,696,,580.9149169921875,0.11607717722654343,20.0,0
,,,,697,0.001,,,,
1.0,94.70445251464844,500.0,0.0,697,,4484.46630859375,0.11494726687669754,20.0,0
,,,,698,0.001,,,,
1.0,67.0352554321289,500.0,0.0,698,,2246.862548828125,0.11505046486854553,20.0,0
,,,,699,0.001,,,,
1.0,53.896575927734375,500.0,0.0,699,,1452.42041015625,0.11520510911941528,20.0,0
,,,,700,0.001,,,,
1.0,103.96926879882812,500.0,0.0,700,,5404.8046875,0.11550232023000717,20.0,0
,,,,701,0.001,,,,
1.0,13.523661613464355,500.0,0.0,701,,91.44471740722656,0.1156822144985199,20.0,0
,,,,702,0.001,,,,
1.0,11.132743835449219,500.0,0.0,702,,61.968997955322266,0.1157306656241417,20.0,0
,,,,703,0.001,,,,
1.0,17.991931915283203,500.0,0.0,703,,161.8547821044922,0.11572340130805969,20.0,0
,,,,704,0.001,,,,
1.0,24.366539001464844,500.0,0.0,704,,296.86407470703125,0.11583199352025986,20.0,0
,,,,705,0.001,,,,
1.0,126.56144714355469,500.0,0.0,705,,8008.89990234375,0.1153092011809349,20.0,0
,,,,706,0.001,,,,
1.0,56.21001434326172,500.0,0.0,706,,1579.782958984375,0.11423292756080627,20.0,0
,,,,707,0.001,,,,
1.0,88.04264068603516,500.0,0.0,707,,3875.7529296875,0.11274824291467667,20.0,0
,,,,708,0.001,,,,
1.0,68.706298828125,500.0,0.0,708,,2360.27783203125,0.11159499734640121,20.0,0
,,,,709,0.001,,,,
1.0,4.621528625488281,500.0,0.0,709,,10.679264068603516,0.11050882190465927,20.0,0
,,,,710,0.001,,,,
1.0,22.384204864501953,500.0,0.0,710,,250.52630615234375,0.11020100861787796,20.0,0
,,,,711,0.001,,,,
1.0,89.49950408935547,500.0,0.0,711,,4005.080810546875,0.10960999131202698,20.0,0
,,,,712,0.001,,,,
1.0,103.86309051513672,500.0,0.0,712,,5393.7705078125,0.10852229595184326,20.0,0
,,,,713,0.001,,,,
1.0,20.682979583740234,500.0,0.0,713,,213.89280700683594,0.10771426558494568,20.0,0
,,,,714,0.001,,,,
1.0,38.85633850097656,500.0,0.0,714,,754.907470703125,0.10715759545564651,20.0,0
,,,,715,0.001,,,,
1.0,73.30172729492188,500.0,0.0,715,,2686.57177734375,0.10639864206314087,20.0,0
,,,,716,0.001,,,,
1.0,93.43279266357422,500.0,0.0,716,,4364.84375,0.10633020102977753,20.0,0
,,,,717,0.001,,,,
1.0,3.4217162132263184,500.0,0.0,717,,5.854071140289307,0.10553582012653351,20.0,0
,,,,718,0.001,,,,
1.0,99.67044830322266,500.0,0.0,718,,4967.099609375,0.10525272786617279,20.0,0
,,,,719,0.001,,,,
1.0,13.629483222961426,500.0,0.0,719,,92.88140106201172,0.10475648939609528,20.0,0
,,,,720,0.001,,,,
1.0,82.66470336914062,500.0,0.0,720,,3416.726806640625,0.10360836982727051,20.0,0
,,,,721,0.001,,,,
1.0,14.219541549682617,500.0,0.0,721,,101.09768676757812,0.10288428515195847,20.0,0
,,,,722,0.001,,,,
1.0,16.718229293823242,500.0,0.0,722,,139.74960327148438,0.103281669318676,20.0,0
,,,,723,0.001,,,,
1.0,53.12583541870117,500.0,0.0,723,,1411.17724609375,0.10253577679395676,20.0,0
,,,,724,0.001,,,,
1.0,5.076354503631592,500.0,0.0,724,,12.884687423706055,0.102504201233387,20.0,0
,,,,725,0.001,,,,
1.0,94.96141052246094,500.0,0.0,725,,4508.8349609375,0.10279593616724014,20.0,0
,,,,726,0.001,,,,
1.0,92.15369415283203,500.0,0.0,726,,4246.1513671875,0.1034773662686348,20.0,0
,,,,727,0.001,,,,
1.0,65.63717651367188,500.0,0.0,727,,2154.11962890625,0.10330579429864883,20.0,0
,,,,728,0.001,,,,
1.0,76.92457580566406,500.0,0.0,728,,2958.6953125,0.10298962146043777,20.0,0
,,,,729,0.001,,,,
1.0,80.04869842529297,500.0,0.0,729,,3203.897216796875,0.1032552570104599,20.0,0
,,,,730,0.001,,,,
1.0,72.73872375488281,500.0,0.0,730,,2645.46044921875,0.1027069091796875,20.0,0
,,,,731,0.001,,,,
1.0,39.926387786865234,500.0,0.0,731,,797.0582275390625,0.10228218138217926,20.0,0
,,,,732,0.001,,,,
1.0,117.67015075683594,500.0,0.0,732,,6923.13134765625,0.10220728069543839,20.0,0
,,,,733,0.001,,,,
1.0,43.44981384277344,500.0,0.0,733,,943.9431762695312,0.10155801475048065,20.0,0
,,,,734,0.001,,,,
1.0,43.99271011352539,500.0,0.0,734,,967.6792602539062,0.10066217184066772,20.0,0
,,,,735,0.001,,,,
1.0,106.13043975830078,500.0,0.0,735,,5631.8349609375,0.09950772672891617,20.0,0
,,,,736,0.001,,,,
1.0,46.160465240478516,500.0,0.0,736,,1065.394287109375,0.09906031936407089,20.0,0
,,,,737,0.001,,,,
1.0,6.96113920211792,500.0,0.0,737,,24.228729248046875,0.09866403043270111,20.0,0
,,,,738,0.001,,,,
1.0,90.38794708251953,500.0,0.0,738,,4084.990234375,0.09816531091928482,20.0,0
,,,,739,0.001,,,,
1.0,116.0906982421875,500.0,0.0,739,,6738.525390625,0.09811725467443466,20.0,0
,,,,740,0.001,,,,
1.0,11.458520889282227,500.0,0.0,740,,65.64884948730469,0.09760778397321701,20.0,0
,,,,741,0.001,,,,
1.0,101.16804504394531,500.0,0.0,741,,5117.48583984375,0.09695866703987122,20.0,0
,,,,742,0.001,,,,
1.0,47.18772888183594,500.0,0.0,742,,1113.3408203125,0.0964449942111969,20.0,0
,,,,743,0.001,,,,
1.0,28.81472396850586,500.0,0.0,743,,415.1441650390625,0.09565912932157516,20.0,0
,,,,744,0.001,,,,
1.0,28.22808265686035,500.0,0.0,744,,398.41229248046875,0.0956825539469719,20.0,0
,,,,745,0.001,,,,
1.0,36.126495361328125,500.0,0.0,745,,652.5618896484375,0.09567772597074509,20.0,0
,,,,746,0.001,,,,
1.0,69.22145080566406,500.0,0.0,746,,2395.8046875,0.09447377175092697,20.0,0
,,,,747,0.001,,,,
1.0,17.51483917236328,500.0,0.0,747,,153.38479614257812,0.09528087824583054,20.0,0
,,,,748,0.001,,,,
1.0,54.35969161987305,500.0,0.0,748,,1477.488037109375,0.09628921002149582,20.0,0
,,,,749,0.001,,,,
1.0,109.1346435546875,500.0,0.0,749,,5955.18505859375,0.09679403901100159,20.0,0
,,,,750,0.001,,,,
1.0,10.552772521972656,500.0,0.0,750,,55.68050003051758,0.09710706770420074,20.0,0
,,,,751,0.001,,,,
1.0,71.3805160522461,500.0,0.0,751,,2547.5888671875,0.09732591360807419,20.0,0
,,,,752,0.001,,,,
1.0,5.043277263641357,500.0,0.0,752,,12.717324256896973,0.09655829519033432,20.0,0
,,,,753,0.001,,,,
1.0,18.133689880371094,500.0,0.0,753,,164.41534423828125,0.09603720903396606,20.0,0
,,,,754,0.001,,,,
1.0,55.641326904296875,500.0,0.0,754,,1547.978515625,0.09561891108751297,20.0,0
,,,,755,0.001,,,,
1.0,7.593291282653809,500.0,0.0,755,,28.82903480529785,0.09540510177612305,20.0,0
,,,,756,0.001,,,,
1.0,30.034330368041992,500.0,0.0,756,,451.0304870605469,0.09482885897159576,20.0,0
,,,,757,0.001,,,,
1.0,17.97786521911621,500.0,0.0,757,,161.601806640625,0.09468900412321091,20.0,0
,,,,758,0.001,,,,
1.0,92.1382827758789,500.0,0.0,758,,4244.7314453125,0.09459968656301498,20.0,0
,,,,759,0.001,,,,
1.0,89.19866943359375,500.0,0.0,759,,3978.201416015625,0.09431464225053787,20.0,0
,,,,760,0.001,,,,
1.0,51.468833923339844,500.0,0.0,760,,1324.5205078125,0.0952969640493393,20.0,0
,,,,761,0.001,,,,
1.0,85.62443542480469,500.0,0.0,761,,3665.771728515625,0.09515224397182465,20.0,0
,,,,762,0.001,,,,
1.0,35.92072296142578,500.0,0.0,762,,645.149169921875,0.09525080770254135,20.0,0
,,,,763,0.001,,,,
1.0,45.09219741821289,500.0,0.0,763,,1016.6532592773438,0.09557095915079117,20.0,0
,,,,764,0.001,,,,
1.0,89.70330047607422,500.0,0.0,764,,4023.34130859375,0.09528970718383789,20.0,0
,,,,765,0.001,,,,
1.0,94.37445068359375,500.0,0.0,765,,4453.2685546875,0.09492426365613937,20.0,0
,,,,766,0.001,,,,
1.0,36.09770584106445,500.0,0.0,766,,651.522216796875,0.09456747025251389,20.0,0
,,,,767,0.001,,,,
1.0,28.631587982177734,500.0,0.0,767,,409.8839416503906,0.09519136697053909,20.0,0
,,,,768,0.001,,,,
1.0,83.31938171386719,500.0,0.0,768,,3471.0595703125,0.09540103375911713,20.0,0
,,,,769,0.001,,,,
1.0,95.24916076660156,500.0,0.0,769,,4536.20068359375,0.0955413281917572,20.0,0
,,,,770,0.001,,,,
1.0,58.4825553894043,500.0,0.0,770,,1710.1044921875,0.09549253433942795,20.0,0
,,,,771,0.001,,,,
1.0,64.45638275146484,500.0,0.0,771,,2077.312744140625,0.09474531561136246,20.0,0
,,,,772,0.001,,,,
1.0,84.48820495605469,500.0,0.0,772,,3569.12841796875,0.09325815737247467,20.0,0
,,,,773,0.001,,,,
1.0,40.27397918701172,500.0,0.0,773,,810.996826171875,0.09112740308046341,20.0,0
,,,,774,0.001,,,,
1.0,18.603498458862305,500.0,0.0,774,,173.04507446289062,0.09059056639671326,20.0,0
,,,,775,0.001,,,,
1.0,4.531882286071777,500.0,0.0,775,,10.2689790725708,0.09013964235782623,20.0,0
,,,,776,0.001,,,,
1.0,38.83877944946289,500.0,0.0,776,,754.2254638671875,0.08976370096206665,20.0,0
,,,,777,0.001,,,,
1.0,128.0374755859375,500.0,0.0,777,,8196.796875,0.08962174504995346,20.0,0
,,,,778,0.001,,,,
1.0,59.543949127197266,500.0,0.0,778,,1772.74072265625,0.08919423818588257,20.0,0
,,,,779,0.001,,,,
1.0,17.57422637939453,500.0,0.0,779,,154.42674255371094,0.08966905623674393,20.0,0
,,,,780,0.001,,,,
1.0,81.687255859375,500.0,0.0,780,,3336.40380859375,0.08982080966234207,20.0,0
,,,,781,0.001,,,,
1.0,61.63813018798828,500.0,0.0,781,,1899.62939453125,0.08938246220350266,20.0,0
,,,,782,0.001,,,,
1.0,86.35160064697266,500.0,0.0,782,,3728.2998046875,0.0899668037891388,20.0,0
,,,,783,0.001,,,,
1.0,86.31629943847656,500.0,0.0,783,,3725.251953125,0.09128131717443466,20.0,0
,,,,784,0.001,,,,
1.0,102.43003845214844,500.0,0.0,784,,5245.95654296875,0.09168948233127594,20.0,0
,,,,785,0.001,,,,
1.0,49.91019821166992,500.0,0.0,785,,1245.513916015625,0.09138545393943787,20.0,0
,,,,786,0.001,,,,
1.0,4.3362135887146,500.0,0.0,786,,9.401374816894531,0.09238271415233612,20.0,0
,,,,787,0.001,,,,
1.0,108.4568099975586,500.0,0.0,787,,5881.43994140625,0.09353057295084,20.0,0
,,,,788,0.001,,,,
