train_params/lambda_sds,train/grad_norm,train/max_step,train_params/lambda_normal_consistency,step,lr-AdamW,train/loss_sds,train/loss_normal_consistency,train/min_step,epoch
1.0,42.84299087524414,500.0,0.0,24,,917.7609252929688,0.08486028760671616,20.0,0
,,,,25,0.001,,,,
1.0,6.904778957366943,500.0,0.0,25,,23.83798599243164,0.08486028760671616,20.0,0
,,,,26,0.001,,,,
1.0,54.51177978515625,500.0,0.0,26,,1485.767333984375,0.09407467395067215,20.0,0
,,,,27,0.001,,,,
1.0,64.0645980834961,500.0,0.0,27,,2052.136474609375,0.10177545249462128,20.0,0
,,,,28,0.001,,,,
1.0,150.57464599609375,500.0,0.0,28,,11336.361328125,0.10655158013105392,20.0,0
,,,,29,0.001,,,,
1.0,42.67753219604492,500.0,0.0,29,,910.6859130859375,0.11285191774368286,20.0,0
,,,,30,0.001,,,,
1.0,36.75146484375,500.0,0.0,30,,675.3350219726562,0.11720269173383713,20.0,0
,,,,31,0.001,,,,
1.0,65.2535171508789,500.0,0.0,31,,2129.010986328125,0.12179137766361237,20.0,0
,,,,32,0.001,,,,
1.0,38.11948776245117,500.0,0.0,32,,726.547607421875,0.1287516951560974,20.0,0
,,,,33,0.001,,,,
1.0,51.4324951171875,500.0,0.0,33,,1322.6507568359375,0.13371960818767548,20.0,0
,,,,34,0.001,,,,
1.0,22.811717987060547,500.0,0.0,34,,260.18719482421875,0.13786651194095612,20.0,0
,,,,35,0.001,,,,
1.0,50.55189895629883,500.0,0.0,35,,1277.7470703125,0.1404608190059662,20.0,0
,,,,36,0.001,,,,
1.0,101.4774169921875,500.0,0.0,36,,5148.8330078125,0.1423683911561966,20.0,0
,,,,37,0.001,,,,
1.0,12.067177772521973,500.0,0.0,37,,72.80838012695312,0.14488667249679565,20.0,0
,,,,38,0.001,,,,
1.0,119.6942138671875,500.0,0.0,38,,7163.3525390625,0.1472807675600052,20.0,0
,,,,39,0.001,,,,
1.0,29.188949584960938,500.0,0.0,39,,425.9973449707031,0.1518985778093338,20.0,0
,,,,40,0.001,,,,
1.0,21.957319259643555,500.0,0.0,40,,241.06195068359375,0.15646882355213165,20.0,0
,,,,41,0.001,,,,
1.0,41.938697814941406,500.0,0.0,41,,879.4271850585938,0.15991447865962982,20.0,0
,,,,42,0.001,,,,
1.0,43.23576354980469,500.0,0.0,42,,934.6656494140625,0.16745632886886597,20.0,0
,,,,43,0.001,,,,
1.0,6.1606526374816895,500.0,0.0,43,,18.976821899414062,0.1720609962940216,20.0,0
,,,,44,0.001,,,,
1.0,115.29334259033203,500.0,0.0,44,,6646.2783203125,0.1764892041683197,20.0,0
,,,,45,0.001,,,,
1.0,118.39225769042969,500.0,0.0,45,,7008.3642578125,0.18049126863479614,20.0,0
,,,,46,0.001,,,,
1.0,32.30248260498047,500.0,0.0,46,,521.7252197265625,0.18260125815868378,20.0,0
,,,,47,0.001,,,,
1.0,33.81122970581055,500.0,0.0,47,,571.5996704101562,0.18525667488574982,20.0,0
,,,,48,0.001,,,,
1.0,35.335941314697266,500.0,0.0,48,,624.3143310546875,0.1859656572341919,20.0,0
,,,,49,0.001,,,,
1.0,10.316807746887207,500.0,0.0,49,,53.21826171875,0.18775752186775208,20.0,0
,,,,50,0.001,,,,
1.0,76.41975402832031,500.0,0.0,50,,2919.989501953125,0.18964767456054688,20.0,0
,,,,51,0.001,,,,
1.0,88.84785461425781,500.0,0.0,51,,3946.970947265625,0.1894628256559372,20.0,0
,,,,52,0.001,,,,
1.0,33.55780792236328,500.0,0.0,52,,563.0631713867188,0.1894628256559372,20.0,0
,,,,53,0.001,,,,
1.0,7.920905113220215,500.0,0.0,53,,31.370365142822266,0.18914738297462463,20.0,0
,,,,54,0.001,,,,
1.0,58.85933303833008,500.0,0.0,54,,1732.21044921875,0.19036957621574402,20.0,0
,,,,55,0.001,,,,
1.0,95.94354248046875,500.0,0.0,55,,4602.58203125,0.18863558769226074,20.0,0
,,,,56,0.001,,,,
1.0,137.10252380371094,500.0,0.0,56,,9398.55078125,0.18529225885868073,20.0,0
,,,,57,0.001,,,,
1.0,20.15727424621582,500.0,0.0,57,,203.15785217285156,0.1830282360315323,20.0,0
,,,,58,0.001,,,,
1.0,9.753570556640625,500.0,0.0,58,,47.566070556640625,0.1818116456270218,20.0,0
,,,,59,0.001,,,,
1.0,33.79990768432617,500.0,0.0,59,,571.2169189453125,0.18185864388942719,20.0,0
,,,,60,0.001,,,,
1.0,8.808431625366211,500.0,0.0,60,,38.79423522949219,0.1818346083164215,20.0,0
,,,,61,0.001,,,,
1.0,29.95039176940918,500.0,0.0,61,,448.51300048828125,0.18163713812828064,20.0,0
,,,,62,0.001,,,,
1.0,79.09607696533203,500.0,0.0,62,,3128.0947265625,0.18110300600528717,20.0,0
,,,,63,0.001,,,,
1.0,6.885414123535156,500.0,0.0,63,,23.704463958740234,0.18110300600528717,20.0,0
,,,,64,0.001,,,,
1.0,7.4107208251953125,500.0,0.0,64,,27.459392547607422,0.17974278330802917,20.0,0
,,,,65,0.001,,,,
1.0,48.54740905761719,500.0,0.0,65,,1178.425537109375,0.17871221899986267,20.0,0
,,,,66,0.001,,,,
1.0,60.50690460205078,500.0,0.0,66,,1830.542724609375,0.1789359152317047,20.0,0
,,,,67,0.001,,,,
1.0,15.627681732177734,500.0,0.0,67,,122.11221313476562,0.1794394999742508,20.0,0
,,,,68,0.001,,,,
1.0,46.37840270996094,500.0,0.0,68,,1075.47802734375,0.17954136431217194,20.0,0
,,,,69,0.001,,,,
1.0,93.20674896240234,500.0,0.0,69,,4343.74853515625,0.17960785329341888,20.0,0
,,,,70,0.001,,,,
1.0,117.98076629638672,500.0,0.0,70,,6959.73095703125,0.18062445521354675,20.0,0
,,,,71,0.001,,,,
1.0,54.565093994140625,500.0,0.0,71,,1488.6746826171875,0.17976616322994232,20.0,0
,,,,72,0.001,,,,
1.0,121.76827239990234,500.0,0.0,72,,7413.755859375,0.17886041104793549,20.0,0
,,,,73,0.001,,,,
1.0,85.38208770751953,500.0,0.0,73,,3645.05078125,0.17913292348384857,20.0,0
,,,,74,0.001,,,,
1.0,57.22672653198242,500.0,0.0,74,,1637.44921875,0.17819949984550476,20.0,0
,,,,75,0.001,,,,
1.0,78.83264923095703,500.0,0.0,75,,3107.293701171875,0.1782727688550949,20.0,0
,,,,76,0.001,,,,
1.0,3.117347478866577,500.0,0.0,76,,4.8589277267456055,0.17787997424602509,20.0,0
,,,,77,0.001,,,,
1.0,40.868141174316406,500.0,0.0,77,,835.1025390625,0.1772075742483139,20.0,0
,,,,78,0.001,,,,
1.0,43.638858795166016,500.0,0.0,78,,952.1749267578125,0.17719517648220062,20.0,0
,,,,79,0.001,,,,
1.0,51.30060958862305,500.0,0.0,79,,1315.8760986328125,0.1754276305437088,20.0,0
,,,,80,0.001,,,,
1.0,27.541122436523438,500.0,0.0,80,,379.2567138671875,0.17478157579898834,20.0,0
,,,,81,0.001,,,,
1.0,92.38034057617188,500.0,0.0,81,,4267.064453125,0.1741703897714615,20.0,0
,,,,82,0.001,,,,
1.0,162.68768310546875,500.0,0.0,82,,13233.640625,0.17097415030002594,20.0,0
,,,,83,0.001,,,,
1.0,7.487286567687988,500.0,0.0,83,,28.02973175048828,0.170013427734375,20.0,0
,,,,84,0.001,,,,
1.0,78.08245086669922,500.0,0.0,84,,3048.4345703125,0.16821043193340302,20.0,0
,,,,85,0.001,,,,
1.0,52.437259674072266,500.0,0.0,85,,1374.8330078125,0.16625794768333435,20.0,0
,,,,86,0.001,,,,
1.0,22.94127082824707,500.0,0.0,86,,263.15093994140625,0.16643697023391724,20.0,0
,,,,87,0.001,,,,
1.0,86.22779846191406,500.0,0.0,87,,3717.61669921875,0.1659301221370697,20.0,0
,,,,88,0.001,,,,
1.0,52.06159591674805,500.0,0.0,88,,1355.204833984375,0.16512660682201385,20.0,0
,,,,89,0.001,,,,
1.0,107.73070526123047,500.0,0.0,89,,5802.9521484375,0.16495856642723083,20.0,0
,,,,90,0.001,,,,
1.0,25.419845581054688,500.0,0.0,90,,323.08428955078125,0.16495856642723083,20.0,0
,,,,91,0.001,,,,
1.0,43.02668762207031,500.0,0.0,91,,925.64794921875,0.16298602521419525,20.0,0
,,,,92,0.001,,,,
1.0,40.004539489746094,500.0,0.0,92,,800.181640625,0.16268295049667358,20.0,0
,,,,93,0.001,,,,
1.0,32.8204460144043,500.0,0.0,93,,538.5908203125,0.1616489291191101,20.0,0
,,,,94,0.001,,,,
1.0,90.33526611328125,500.0,0.0,94,,4080.230224609375,0.16041238605976105,20.0,0
,,,,95,0.001,,,,
1.0,24.144655227661133,500.0,0.0,95,,291.482177734375,0.16072861850261688,20.0,0
,,,,96,0.001,,,,
1.0,35.387168884277344,500.0,0.0,96,,626.1258544921875,0.1596556156873703,20.0,0
,,,,97,0.001,,,,
1.0,52.54573059082031,500.0,0.0,97,,1380.52685546875,0.15844126045703888,20.0,0
,,,,98,0.001,,,,
1.0,20.089256286621094,500.0,0.0,98,,201.78909301757812,0.1588282734155655,20.0,0
,,,,99,0.001,,,,
1.0,75.39359283447266,500.0,0.0,99,,2842.0966796875,0.1575934737920761,20.0,0
,,,,100,0.001,,,,
1.0,102.32138061523438,500.0,0.0,100,,5234.83251953125,0.15651190280914307,20.0,0
,,,,101,0.001,,,,
1.0,6.884677410125732,500.0,0.0,101,,23.699392318725586,0.15568643808364868,20.0,0
,,,,102,0.001,,,,
1.0,33.487911224365234,500.0,0.0,102,,560.7200927734375,0.15452896058559418,20.0,0
,,,,103,0.001,,,,
1.0,53.764896392822266,500.0,0.0,103,,1445.33203125,0.15522822737693787,20.0,0
,,,,104,0.001,,,,
1.0,26.27291488647461,500.0,0.0,104,,345.13299560546875,0.15463770925998688,20.0,0
,,,,105,0.001,,,,
1.0,14.761321067810059,500.0,0.0,105,,108.94831085205078,0.15450462698936462,20.0,0
,,,,106,0.001,,,,
1.0,21.966840744018555,500.0,0.0,106,,241.27108764648438,0.15458853542804718,20.0,0
,,,,107,0.001,,,,
1.0,63.45248794555664,500.0,0.0,107,,2013.109130859375,0.154201939702034,20.0,0
,,,,108,0.001,,,,
1.0,27.35405921936035,500.0,0.0,108,,374.12225341796875,0.1539475917816162,20.0,0
,,,,109,0.001,,,,
1.0,12.18569278717041,500.0,0.0,109,,74.24554443359375,0.15312714874744415,20.0,0
,,,,110,0.001,,,,
1.0,105.75767517089844,500.0,0.0,110,,5592.34326171875,0.15180709958076477,20.0,0
,,,,111,0.001,,,,
1.0,8.20950984954834,500.0,0.0,111,,33.698028564453125,0.15184859931468964,20.0,0
,,,,112,0.001,,,,
1.0,103.44322967529297,500.0,0.0,112,,5350.2509765625,0.15114867687225342,20.0,0
,,,,113,0.001,,,,
1.0,45.15519714355469,500.0,0.0,113,,1019.4959716796875,0.1505262851715088,20.0,0
,,,,114,0.001,,,,
1.0,70.55355834960938,500.0,0.0,114,,2488.90234375,0.15022198855876923,20.0,0
,,,,115,0.001,,,,
1.0,13.246525764465332,500.0,0.0,115,,87.7352294921875,0.1495552361011505,20.0,0
,,,,116,0.001,,,,
1.0,55.3891716003418,500.0,0.0,116,,1533.97998046875,0.14886507391929626,20.0,0
,,,,117,0.001,,,,
1.0,23.0286865234375,500.0,0.0,117,,265.16021728515625,0.14854545891284943,20.0,0
,,,,118,0.001,,,,
1.0,108.06657409667969,500.0,0.0,118,,5839.19287109375,0.1482354998588562,20.0,0
,,,,119,0.001,,,,
1.0,67.45750427246094,500.0,0.0,119,,2275.25732421875,0.14868345856666565,20.0,0
,,,,120,0.001,,,,
1.0,52.12638854980469,500.0,0.0,120,,1358.5802001953125,0.14866483211517334,20.0,0
,,,,121,0.001,,,,
1.0,23.3018798828125,500.0,0.0,121,,271.4888000488281,0.1497804820537567,20.0,0
,,,,122,0.001,,,,
1.0,14.210359573364258,500.0,0.0,122,,100.9671630859375,0.15047906339168549,20.0,0
,,,,123,0.001,,,,
1.0,72.48081970214844,500.0,0.0,123,,2626.73486328125,0.15080469846725464,20.0,0
,,,,124,0.001,,,,
1.0,53.2520866394043,500.0,0.0,124,,1417.8924560546875,0.1511830985546112,20.0,0
,,,,125,0.001,,,,
1.0,59.07417297363281,500.0,0.0,125,,1744.87890625,0.15222518146038055,20.0,0
,,,,126,0.001,,,,
1.0,3.7799112796783447,500.0,0.0,126,,7.14386510848999,0.15134890377521515,20.0,0
,,,,127,0.001,,,,
1.0,12.117416381835938,500.0,0.0,127,,73.41588592529297,0.1509949266910553,20.0,0
,,,,128,0.001,,,,
1.0,62.63412857055664,500.0,0.0,128,,1961.5172119140625,0.15055608749389648,20.0,0
,,,,129,0.001,,,,
1.0,96.76148986816406,500.0,0.0,129,,4681.3935546875,0.14999514818191528,20.0,0
,,,,130,0.001,,,,
1.0,65.33257293701172,500.0,0.0,130,,2134.172607421875,0.14740332961082458,20.0,0
,,,,131,0.001,,,,
1.0,72.01470947265625,500.0,0.0,131,,2593.05908203125,0.14522969722747803,20.0,0
,,,,132,0.001,,,,
1.0,83.72975158691406,500.0,0.0,132,,3505.335693359375,0.14344629645347595,20.0,0
,,,,133,0.001,,,,
1.0,50.64809799194336,500.0,0.0,133,,1282.614990234375,0.14184501767158508,20.0,0
,,,,134,0.001,,,,
1.0,56.748207092285156,500.0,0.0,134,,1610.179443359375,0.1398008167743683,20.0,0
,,,,135,0.001,,,,
1.0,42.20954132080078,500.0,0.0,135,,890.8226928710938,0.13327069580554962,20.0,0
,,,,136,0.001,,,,
1.0,10.690049171447754,500.0,0.0,136,,57.138580322265625,0.12796956300735474,20.0,0
,,,,137,0.001,,,,
1.0,51.55754852294922,500.0,0.0,137,,1329.09033203125,0.1214640811085701,20.0,0
,,,,138,0.001,,,,
1.0,67.11227416992188,500.0,0.0,138,,2252.028564453125,0.11583007127046585,20.0,0
,,,,139,0.001,,,,
1.0,18.816436767578125,500.0,0.0,139,,177.02914428710938,0.1121787279844284,20.0,0
,,,,140,0.001,,,,
1.0,107.64299011230469,500.0,0.0,140,,5793.505859375,0.10963112115859985,20.0,0
,,,,141,0.001,,,,
1.0,16.444807052612305,500.0,0.0,141,,135.21585083007812,0.10517711192369461,20.0,0
,,,,142,0.001,,,,
1.0,72.13199615478516,500.0,0.0,142,,2601.51220703125,0.1022377461194992,20.0,0
,,,,143,0.001,,,,
1.0,43.55780029296875,500.0,0.0,143,,948.6410522460938,0.1000620648264885,20.0,0
,,,,144,0.001,,,,
1.0,26.07525634765625,500.0,0.0,144,,339.9595031738281,0.09776866436004639,20.0,0
,,,,145,0.001,,,,
1.0,24.15296173095703,500.0,0.0,145,,291.68280029296875,0.0970107764005661,20.0,0
,,,,146,0.001,,,,
1.0,54.63418960571289,500.0,0.0,146,,1492.4471435546875,0.09467030316591263,20.0,0
,,,,147,0.001,,,,
1.0,12.106043815612793,500.0,0.0,147,,73.27814483642578,0.09519965201616287,20.0,0
,,,,148,0.001,,,,
1.0,72.18041229248047,500.0,0.0,148,,2605.005615234375,0.0949409157037735,20.0,0
,,,,149,0.001,,,,
1.0,78.96793365478516,500.0,0.0,149,,3117.96728515625,0.09527195990085602,20.0,0
,,,,150,0.001,,,,
1.0,10.236328125,500.0,0.0,150,,52.391212463378906,0.09430774301290512,20.0,0
,,,,151,0.001,,,,
1.0,4.590298652648926,500.0,0.0,151,,10.535421371459961,0.09418081492185593,20.0,0
,,,,152,0.001,,,,
1.0,23.12558364868164,500.0,0.0,152,,267.3962707519531,0.09442074596881866,20.0,0
,,,,153,0.001,,,,
1.0,68.48229217529297,500.0,0.0,153,,2344.91259765625,0.09417661279439926,20.0,0
,,,,154,0.001,,,,
1.0,63.85670852661133,500.0,0.0,154,,2038.8397216796875,0.09389420598745346,20.0,0
,,,,155,0.001,,,,
1.0,44.804691314697266,500.0,0.0,155,,1003.7300415039062,0.09267044067382812,20.0,0
,,,,156,0.001,,,,
1.0,108.10803985595703,500.0,0.0,156,,5843.673828125,0.0919666588306427,20.0,0
,,,,157,0.001,,,,
1.0,78.51988983154297,500.0,0.0,157,,3082.68701171875,0.09296248108148575,20.0,0
,,,,158,0.001,,,,
1.0,42.349910736083984,500.0,0.0,158,,896.7573852539062,0.09530418366193771,20.0,0
,,,,159,0.001,,,,
1.0,46.50486373901367,500.0,0.0,159,,1081.3511962890625,0.095148466527462,20.0,0
,,,,160,0.001,,,,
1.0,49.807918548583984,500.0,0.0,160,,1240.414306640625,0.09320449084043503,20.0,0
,,,,161,0.001,,,,
1.0,32.485992431640625,500.0,0.0,161,,527.6698608398438,0.09051617980003357,20.0,0
,,,,162,0.001,,,,
1.0,57.186187744140625,500.0,0.0,162,,1635.1300048828125,0.09037081897258759,20.0,0
,,,,163,0.001,,,,
1.0,27.94988250732422,500.0,0.0,163,,390.59796142578125,0.08891098946332932,20.0,0
,,,,164,0.001,,,,
1.0,21.338136672973633,500.0,0.0,164,,227.65802001953125,0.08722523599863052,20.0,0
,,,,165,0.001,,,,
1.0,12.330078125,500.0,0.0,165,,76.01541900634766,0.08575714379549026,20.0,0
,,,,166,0.001,,,,
1.0,11.449932098388672,500.0,0.0,166,,65.55046844482422,0.08476026356220245,20.0,0
,,,,167,0.001,,,,
1.0,86.61539459228516,500.0,0.0,167,,3751.11328125,0.08387456834316254,20.0,0
,,,,168,0.001,,,,
1.0,67.82640075683594,500.0,0.0,168,,2300.21044921875,0.08770529925823212,20.0,0
,,,,169,0.001,,,,
1.0,60.4251823425293,500.0,0.0,169,,1825.601318359375,0.09215158224105835,20.0,0
,,,,170,0.001,,,,
1.0,8.669540405273438,500.0,0.0,170,,37.580467224121094,0.0989403948187828,20.0,0
,,,,171,0.001,,,,
1.0,3.3463592529296875,500.0,0.0,171,,5.59906005859375,0.1049656942486763,20.0,0
,,,,172,0.001,,,,
1.0,107.48397064208984,500.0,0.0,172,,5776.40234375,0.10898014903068542,20.0,0
,,,,173,0.001,,,,
1.0,33.75037384033203,500.0,0.0,173,,569.5438232421875,0.1158771961927414,20.0,0
,,,,174,0.001,,,,
1.0,45.411808013916016,500.0,0.0,174,,1031.1160888671875,0.12304995954036713,20.0,0
,,,,175,0.001,,,,
1.0,7.268413066864014,500.0,0.0,175,,26.414913177490234,0.1280357837677002,20.0,0
,,,,176,0.001,,,,
1.0,54.04372787475586,500.0,0.0,176,,1460.3623046875,0.1310003101825714,20.0,0
,,,,177,0.001,,,,
1.0,85.80607604980469,500.0,0.0,177,,3681.34130859375,0.13463614881038666,20.0,0
,,,,178,0.001,,,,
1.0,92.39681243896484,500.0,0.0,178,,4268.58544921875,0.1366468369960785,20.0,0
,,,,179,0.001,,,,
1.0,23.950069427490234,500.0,0.0,179,,286.8028869628906,0.13878533244132996,20.0,0
,,,,180,0.001,,,,
1.0,105.35588836669922,500.0,0.0,180,,5549.931640625,0.1398402899503708,20.0,0
,,,,181,0.001,,,,
1.0,63.405296325683594,500.0,0.0,181,,2010.115966796875,0.14182206988334656,20.0,0
,,,,182,0.001,,,,
1.0,63.99361038208008,500.0,0.0,182,,2047.59130859375,0.14556007087230682,20.0,0
,,,,183,0.001,,,,
1.0,74.2193832397461,500.0,0.0,183,,2754.258544921875,0.14852388203144073,20.0,0
,,,,184,0.001,,,,
1.0,86.65636444091797,500.0,0.0,184,,3754.662841796875,0.14929348230361938,20.0,0
,,,,185,0.001,,,,
1.0,47.57045364379883,500.0,0.0,185,,1131.473876953125,0.15143777430057526,20.0,0
,,,,186,0.001,,,,
1.0,9.905405044555664,500.0,0.0,186,,49.05852127075195,0.15355640649795532,20.0,0
,,,,187,0.001,,,,
1.0,43.316776275634766,500.0,0.0,187,,938.1715087890625,0.15611155331134796,20.0,0
,,,,188,0.001,,,,
1.0,28.7582950592041,500.0,0.0,188,,413.519775390625,0.1575077921152115,20.0,0
,,,,189,0.001,,,,
1.0,4.848116397857666,500.0,0.0,189,,11.752116203308105,0.1594855636358261,20.0,0
,,,,190,0.001,,,,
1.0,71.50791931152344,500.0,0.0,190,,2556.691162109375,0.16118310391902924,20.0,0
,,,,191,0.001,,,,
1.0,47.15481185913086,500.0,0.0,191,,1111.7880859375,0.16200673580169678,20.0,0
,,,,192,0.001,,,,
1.0,6.258180141448975,500.0,0.0,192,,19.582408905029297,0.16335459053516388,20.0,0
,,,,193,0.001,,,,
1.0,18.27369499206543,500.0,0.0,193,,166.96395874023438,0.16443964838981628,20.0,0
,,,,194,0.001,,,,
1.0,107.52323150634766,500.0,0.0,194,,5780.623046875,0.16573427617549896,20.0,0
,,,,195,0.001,,,,
1.0,10.970946311950684,500.0,0.0,195,,60.18083190917969,0.1655031144618988,20.0,0
,,,,196,0.001,,,,
1.0,66.63064575195312,500.0,0.0,196,,2219.821533203125,0.16489000618457794,20.0,0
,,,,197,0.001,,,,
1.0,88.3522720336914,500.0,0.0,197,,3903.06201171875,0.16477733850479126,20.0,0
,,,,198,0.001,,,,
1.0,61.285221099853516,500.0,0.0,198,,1877.939208984375,0.16476017236709595,20.0,0
,,,,199,0.001,,,,
1.0,11.607110977172852,500.0,0.0,199,,67.36251831054688,0.1648641675710678,20.0,0
,,,,200,0.001,,,,
1.0,111.66732788085938,500.0,0.0,200,,6234.796875,0.16327883303165436,20.0,0
,,,,201,0.001,,,,
1.0,30.71142578125,500.0,0.0,201,,471.5958557128906,0.1601489633321762,20.0,0
,,,,202,0.001,,,,
1.0,141.30654907226562,500.0,0.0,202,,9983.7705078125,0.15969087183475494,20.0,0
,,,,203,0.001,,,,
1.0,34.563175201416016,500.0,0.0,203,,597.3064575195312,0.15787287056446075,20.0,0
,,,,204,0.001,,,,
1.0,45.24592208862305,500.0,0.0,204,,1023.5966796875,0.155442014336586,20.0,0
,,,,205,0.001,,,,
1.0,58.30686569213867,500.0,0.0,205,,1699.8453369140625,0.15379862487316132,20.0,0
,,,,206,0.001,,,,
1.0,78.04371643066406,500.0,0.0,206,,3045.41064453125,0.15248996019363403,20.0,0
,,,,207,0.001,,,,
1.0,66.2083969116211,500.0,0.0,207,,2191.776123046875,0.15154431760311127,20.0,0
,,,,208,0.001,,,,
1.0,56.606380462646484,500.0,0.0,208,,1602.14111328125,0.15018866956233978,20.0,0
,,,,209,0.001,,,,
1.0,82.70628356933594,500.0,0.0,209,,3420.164306640625,0.14907009899616241,20.0,0
,,,,210,0.001,,,,
1.0,71.16609954833984,500.0,0.0,210,,2532.3076171875,0.14766375720500946,20.0,0
,,,,211,0.001,,,,
1.0,43.5826301574707,500.0,0.0,211,,949.722900390625,0.14573000371456146,20.0,0
,,,,212,0.001,,,,
1.0,17.5445556640625,500.0,0.0,212,,153.90570068359375,0.14453057944774628,20.0,0
,,,,213,0.001,,,,
1.0,93.65742492675781,500.0,0.0,213,,4385.8564453125,0.1433650106191635,20.0,0
,,,,214,0.001,,,,
1.0,101.53775024414062,500.0,0.0,214,,5154.95751953125,0.14042581617832184,20.0,0
,,,,215,0.001,,,,
1.0,95.48054504394531,500.0,0.0,215,,4558.267578125,0.13913728296756744,20.0,0
,,,,216,0.001,,,,
1.0,70.13871002197266,500.0,0.0,216,,2459.719482421875,0.13847598433494568,20.0,0
,,,,217,0.001,,,,
1.0,4.126062870025635,500.0,0.0,217,,8.512197494506836,0.1365104615688324,20.0,0
,,,,218,0.001,,,,
1.0,56.393985748291016,500.0,0.0,218,,1590.1407470703125,0.13593056797981262,20.0,0
,,,,219,0.001,,,,
1.0,6.534556865692139,500.0,0.0,219,,21.350215911865234,0.13563068211078644,20.0,0
,,,,220,0.001,,,,
1.0,9.754888534545898,500.0,0.0,220,,47.57892608642578,0.13485993444919586,20.0,0
,,,,221,0.001,,,,
1.0,88.9853286743164,500.0,0.0,221,,3959.1943359375,0.1337948739528656,20.0,0
,,,,222,0.001,,,,
1.0,35.256263732910156,500.0,0.0,222,,621.5020751953125,0.13336443901062012,20.0,0
,,,,223,0.001,,,,
1.0,5.72571325302124,500.0,0.0,223,,16.391895294189453,0.13345421850681305,20.0,0
,,,,224,0.001,,,,
1.0,69.183349609375,500.0,0.0,224,,2393.16796875,0.13438387215137482,20.0,0
,,,,225,0.001,,,,
1.0,17.076528549194336,500.0,0.0,225,,145.80392456054688,0.13518545031547546,20.0,0
,,,,226,0.001,,,,
1.0,7.9372663497924805,500.0,0.0,226,,31.500099182128906,0.13518722355365753,20.0,0
,,,,227,0.001,,,,
1.0,87.63223266601562,500.0,0.0,227,,3839.7041015625,0.13614444434642792,20.0,0
,,,,228,0.001,,,,
1.0,22.81717300415039,500.0,0.0,228,,260.31170654296875,0.13718673586845398,20.0,0
,,,,229,0.001,,,,
1.0,31.924062728881836,500.0,0.0,229,,509.5728759765625,0.1379922479391098,20.0,0
,,,,230,0.001,,,,
