train_params/lambda_normal_consistency,epoch,train_params/lambda_sds,train/loss_sds,lr-AdamW,train/max_step,train/min_step,step,train/grad_norm
0.0,0,1.0,19730.330078125,,500.0,20.0,278,198.64707946777344
,,,,0.01,,,279,
0.0,0,1.0,563.2322387695312,,500.0,20.0,279,33.562843322753906
,,,,0.01,,,280,
0.0,0,1.0,65339.9375,,500.0,20.0,280,361.4967041015625
,,,,0.01,,,281,
0.0,0,1.0,57644.4609375,,500.0,20.0,281,339.542236328125
,,,,0.01,,,282,
0.0,0,1.0,830.7376708984375,,500.0,20.0,282,40.761199951171875
,,,,0.01,,,283,
0.0,0,1.0,46036.296875,,500.0,20.0,283,303.4346618652344
,,,,0.01,,,284,
0.0,0,1.0,20730.6015625,,500.0,20.0,284,203.6202392578125
,,,,0.01,,,285,
0.0,0,1.0,1423.13916015625,,500.0,20.0,285,53.35052490234375
,,,,0.01,,,286,
0.0,0,1.0,87230.71875,,500.0,20.0,286,417.6858215332031
,,,,0.01,,,287,
0.0,0,1.0,55145.01953125,,500.0,20.0,287,332.09942626953125
,,,,0.01,,,288,
0.0,0,1.0,41277.64453125,,500.0,20.0,288,287.3243713378906
,,,,0.01,,,289,
0.0,0,1.0,64102.0390625,,500.0,20.0,289,358.0559997558594
,,,,0.01,,,290,
0.0,0,1.0,64232.765625,,500.0,20.0,290,358.4208984375
,,,,0.01,,,291,
0.0,0,1.0,99643.1875,,500.0,20.0,291,446.4150390625
,,,,0.01,,,292,
0.0,0,1.0,45902.6875,,500.0,20.0,292,302.9940185546875
,,,,0.01,,,293,
0.0,0,1.0,1625.949951171875,,500.0,20.0,293,57.02543258666992
,,,,0.01,,,294,
0.0,0,1.0,26013.173828125,,500.0,20.0,294,228.0928497314453
,,,,0.01,,,295,
0.0,0,1.0,232.13735961914062,,500.0,20.0,295,21.547035217285156
,,,,0.01,,,296,
0.0,0,1.0,3827.00244140625,,500.0,20.0,296,87.48716735839844
,,,,0.01,,,297,
0.0,0,1.0,34984.3515625,,500.0,20.0,297,264.5159912109375
,,,,0.01,,,298,
0.0,0,1.0,55287.1328125,,500.0,20.0,298,332.527099609375
,,,,0.01,,,299,
0.0,0,1.0,1521.8885498046875,,500.0,20.0,299,55.17043685913086
,,,,0.01,,,300,
0.0,0,1.0,98348.34375,,500.0,20.0,300,443.5050048828125
,,,,0.01,,,301,
0.0,0,1.0,2950.3466796875,,500.0,20.0,301,76.81597137451172
,,,,0.01,,,302,
0.0,0,1.0,23375.248046875,,500.0,20.0,302,216.2186279296875
,,,,0.01,,,303,
0.0,0,1.0,39903.0390625,,500.0,20.0,303,282.49969482421875
,,,,0.01,,,304,
0.0,0,1.0,84118.828125,,500.0,20.0,304,410.1678466796875
,,,,0.01,,,305,
0.0,0,1.0,93.98435974121094,,500.0,20.0,305,13.710168838500977
,,,,0.01,,,306,
0.0,0,1.0,48850.1875,,500.0,20.0,306,312.5705871582031
,,,,0.01,,,307,
0.0,0,1.0,41.24980163574219,,500.0,20.0,307,9.082929611206055
,,,,0.01,,,308,
0.0,0,1.0,1942.7685546875,,500.0,20.0,308,62.334075927734375
,,,,0.01,,,309,
0.0,0,1.0,64408.1328125,,500.0,20.0,309,358.9098205566406
,,,,0.01,,,310,
0.0,0,1.0,9027.826171875,,500.0,20.0,310,134.37132263183594
,,,,0.01,,,311,
0.0,0,1.0,35509.484375,,500.0,20.0,311,266.49383544921875
,,,,0.01,,,312,
0.0,0,1.0,2902.44384765625,,500.0,20.0,312,76.1898193359375
,,,,0.01,,,313,
0.0,0,1.0,8601.4267578125,,500.0,20.0,313,131.15963745117188
,,,,0.01,,,314,
0.0,0,1.0,159.76513671875,,500.0,20.0,314,17.875408172607422
,,,,0.01,,,315,
0.0,0,1.0,19892.595703125,,500.0,20.0,315,199.46224975585938
,,,,0.01,,,316,
0.0,0,1.0,48907.79296875,,500.0,20.0,316,312.75482177734375
,,,,0.01,,,317,
0.0,0,1.0,40700.83984375,,500.0,20.0,317,285.3097839355469
,,,,0.01,,,318,
0.0,0,1.0,5898.953125,,500.0,20.0,318,108.6181640625
,,,,0.01,,,319,
0.0,0,1.0,51190.89453125,,500.0,20.0,319,319.9715576171875
,,,,0.01,,,320,
0.0,0,1.0,49521.12109375,,500.0,20.0,320,314.7097473144531
,,,,0.01,,,321,
0.0,0,1.0,1880.6246337890625,,500.0,20.0,321,61.32902526855469
,,,,0.01,,,322,
0.0,0,1.0,34130.578125,,500.0,20.0,322,261.26837158203125
,,,,0.01,,,323,
0.0,0,1.0,759.2355346679688,,500.0,20.0,323,38.96756362915039
,,,,0.01,,,324,
0.0,0,1.0,29445.044921875,,500.0,20.0,324,242.6728057861328
,,,,0.01,,,325,
0.0,0,1.0,93.9742202758789,,500.0,20.0,325,13.709428787231445
,,,,0.01,,,326,
0.0,0,1.0,9398.376953125,,500.0,20.0,326,137.10125732421875
,,,,0.01,,,327,
0.0,0,1.0,1341.58447265625,,500.0,20.0,327,51.799312591552734
,,,,0.01,,,328,
0.0,0,1.0,2168.80810546875,,500.0,20.0,328,65.86058044433594
,,,,0.01,,,329,
0.0,0,1.0,82765.0078125,,500.0,20.0,329,406.8537902832031
,,,,0.01,,,330,
0.0,0,1.0,354.9249267578125,,500.0,20.0,330,26.643007278442383
,,,,0.01,,,331,
0.0,0,1.0,46288.4140625,,500.0,20.0,331,304.264404296875
,,,,0.01,,,332,
0.0,0,1.0,3126.794921875,,500.0,20.0,332,79.07964324951172
,,,,0.01,,,333,
0.0,0,1.0,46232.5859375,,500.0,20.0,333,304.08087158203125
,,,,0.01,,,334,
0.0,0,1.0,20351.28125,,500.0,20.0,334,201.74876403808594
,,,,0.01,,,335,
0.0,0,1.0,42578.26953125,,500.0,20.0,335,291.8159484863281
,,,,0.01,,,336,
0.0,0,1.0,13034.1650390625,,500.0,20.0,336,161.45689392089844
,,,,0.01,,,337,
0.0,0,1.0,54844.3125,,500.0,20.0,337,331.1927185058594
,,,,0.01,,,338,
0.0,0,1.0,11374.3544921875,,500.0,20.0,338,150.82675170898438
,,,,0.01,,,339,
0.0,0,1.0,112.77091979980469,,500.0,20.0,339,15.018050193786621
,,,,0.01,,,340,
0.0,0,1.0,1866.7783203125,,500.0,20.0,340,61.10283660888672
,,,,0.01,,,341,
0.0,0,1.0,3071.38037109375,,500.0,20.0,341,78.37577056884766
,,,,0.01,,,342,
0.0,0,1.0,22105.1640625,,500.0,20.0,342,210.2625274658203
,,,,0.01,,,343,
0.0,0,1.0,81.56729125976562,,500.0,20.0,343,12.772415161132812
,,,,0.01,,,344,
0.0,0,1.0,9356.494140625,,500.0,20.0,344,136.79542541503906
,,,,0.01,,,345,
0.0,0,1.0,1328.25341796875,,500.0,20.0,345,51.54131317138672
,,,,0.01,,,346,
0.0,0,1.0,3782.602783203125,,500.0,20.0,346,86.97818756103516
,,,,0.01,,,347,
0.0,0,1.0,100.45113372802734,,500.0,20.0,347,14.173999786376953
,,,,0.01,,,348,
0.0,0,1.0,8138.740234375,,500.0,20.0,348,127.5832290649414
,,,,0.01,,,349,
0.0,0,1.0,77.15618896484375,,500.0,20.0,349,12.422253608703613
,,,,0.01,,,350,
0.0,0,1.0,29060.8359375,,500.0,20.0,350,241.0843505859375
,,,,0.01,,,351,
0.0,0,1.0,17739.625,,500.0,20.0,351,188.35935974121094
,,,,0.01,,,352,
0.0,0,1.0,75269.359375,,500.0,20.0,352,387.9931945800781
,,,,0.01,,,353,
0.0,0,1.0,66.64517211914062,,500.0,20.0,353,11.545144081115723
,,,,0.01,,,354,
0.0,0,1.0,3898.187255859375,,500.0,20.0,354,88.29708099365234
,,,,0.01,,,355,
0.0,0,1.0,95060.8515625,,500.0,20.0,355,436.02947998046875
,,,,0.01,,,356,
0.0,0,1.0,1563.9208984375,,500.0,20.0,356,55.9271125793457
,,,,0.01,,,357,
0.0,0,1.0,293.060302734375,,500.0,20.0,357,24.209928512573242
,,,,0.01,,,358,
0.0,0,1.0,51523.6015625,,500.0,20.0,358,321.0096435546875
,,,,0.01,,,359,
0.0,0,1.0,12923.74609375,,500.0,20.0,359,160.77154541015625
,,,,0.01,,,360,
0.0,0,1.0,30434.91015625,,500.0,20.0,360,246.7180938720703
,,,,0.01,,,361,
0.0,0,1.0,93.52226257324219,,500.0,20.0,361,13.676423072814941
,,,,0.01,,,362,
0.0,0,1.0,1136.558837890625,,500.0,20.0,362,47.677223205566406
,,,,0.01,,,363,
0.0,0,1.0,25330.89453125,,500.0,20.0,363,225.08172607421875
,,,,0.01,,,364,
0.0,0,1.0,6822.70751953125,,500.0,20.0,364,116.8135986328125
,,,,0.01,,,365,
0.0,0,1.0,3956.458984375,,500.0,20.0,365,88.95458221435547
,,,,0.01,,,366,
0.0,0,1.0,13420.7578125,,500.0,20.0,366,163.83380126953125
,,,,0.01,,,367,
0.0,0,1.0,406.033447265625,,500.0,20.0,367,28.496788024902344
,,,,0.01,,,368,
0.0,0,1.0,26.96609878540039,,500.0,20.0,368,7.3438544273376465
,,,,0.01,,,369,
0.0,0,1.0,13538.2099609375,,500.0,20.0,369,164.54913330078125
,,,,0.01,,,370,
0.0,0,1.0,131.34213256835938,,500.0,20.0,370,16.207536697387695
,,,,0.01,,,371,
0.0,0,1.0,17.207597732543945,,500.0,20.0,371,5.866446495056152
,,,,0.01,,,372,
0.0,0,1.0,2992.4833984375,,500.0,20.0,372,77.36256408691406
,,,,0.01,,,373,
0.0,0,1.0,3190.9521484375,,500.0,20.0,373,79.8868179321289
,,,,0.01,,,374,
0.0,0,1.0,141.88291931152344,,500.0,20.0,374,16.84535026550293
,,,,0.01,,,375,
0.0,0,1.0,28955.826171875,,500.0,20.0,375,240.64840698242188
,,,,0.01,,,376,
0.0,0,1.0,2283.8447265625,,500.0,20.0,376,67.58468627929688
,,,,0.01,,,377,
0.0,0,1.0,45557.08984375,,500.0,20.0,377,301.85125732421875
,,,,0.01,,,378,
0.0,0,1.0,42420.7421875,,500.0,20.0,378,291.2756042480469
,,,,0.01,,,379,
0.0,0,1.0,68.65170288085938,,500.0,20.0,379,11.717653274536133
,,,,0.01,,,380,
0.0,0,1.0,39384.53125,,500.0,20.0,380,280.65826416015625
,,,,0.01,,,381,
0.0,0,1.0,263.74200439453125,,500.0,20.0,381,22.96702003479004
,,,,0.01,,,382,
0.0,0,1.0,33981.9296875,,500.0,20.0,382,260.69879150390625
,,,,0.01,,,383,
0.0,0,1.0,30608.6171875,,500.0,20.0,383,247.42117309570312
,,,,0.01,,,384,
0.0,0,1.0,9790.5625,,500.0,20.0,384,139.9325714111328
,,,,0.01,,,385,
0.0,0,1.0,22150.685546875,,500.0,20.0,385,210.47891235351562
,,,,0.01,,,386,
0.0,0,1.0,2784.92919921875,,500.0,20.0,386,74.63148498535156
,,,,0.01,,,387,
0.0,0,1.0,15936.509765625,,500.0,20.0,387,178.53016662597656
,,,,0.01,,,388,
0.0,0,1.0,24817.787109375,,500.0,20.0,388,222.79042053222656
,,,,0.01,,,389,
0.0,0,1.0,24612.978515625,,500.0,20.0,389,221.86923217773438
,,,,0.01,,,390,
0.0,0,1.0,59522.2421875,,500.0,20.0,390,345.0282287597656
,,,,0.01,,,391,
0.0,0,1.0,20323.6640625,,500.0,20.0,391,201.61183166503906
,,,,0.01,,,392,
0.0,0,1.0,16054.6669921875,,500.0,20.0,392,179.19078063964844
,,,,0.01,,,393,
0.0,0,1.0,2860.1259765625,,500.0,20.0,393,75.6323471069336
,,,,0.01,,,394,
0.0,0,1.0,50110.078125,,500.0,20.0,394,316.57568359375
,,,,0.01,,,395,
0.0,0,1.0,16138.7626953125,,500.0,20.0,395,179.6594696044922
,,,,0.01,,,396,
0.0,0,1.0,41540.0390625,,500.0,20.0,396,288.23614501953125
,,,,0.01,,,397,
0.0,0,1.0,43478.2109375,,500.0,20.0,397,294.88372802734375
,,,,0.01,,,398,
0.0,0,1.0,762.116455078125,,500.0,20.0,398,39.04142761230469
,,,,0.01,,,399,
0.0,0,1.0,26677.99609375,,500.0,20.0,399,230.98916625976562
,,,,0.01,,,400,
0.0,0,1.0,51925.09765625,,500.0,20.0,400,322.2579650878906
,,,,0.01,,,401,
0.0,0,1.0,2158.496826171875,,500.0,20.0,401,65.70382690429688
,,,,0.01,,,402,
0.0,0,1.0,35307.6796875,,500.0,20.0,402,265.7355041503906
,,,,0.01,,,403,
0.0,0,1.0,5763.3818359375,,500.0,20.0,403,107.3627700805664
,,,,0.01,,,404,
0.0,0,1.0,1139.964111328125,,500.0,20.0,404,47.748592376708984
,,,,0.01,,,405,
0.0,0,1.0,129859.9375,,500.0,20.0,405,509.627197265625
,,,,0.01,,,406,
0.0,0,1.0,2064.409423828125,,500.0,20.0,406,64.2558822631836
,,,,0.01,,,407,
0.0,0,1.0,56189.515625,,500.0,20.0,407,335.2298278808594
,,,,0.01,,,408,
0.0,0,1.0,20869.33203125,,500.0,20.0,408,204.30043029785156
,,,,0.01,,,409,
0.0,0,1.0,62215.4375,,500.0,20.0,409,352.74761962890625
,,,,0.01,,,410,
0.0,0,1.0,9666.87109375,,500.0,20.0,410,139.0458221435547
,,,,0.01,,,411,
0.0,0,1.0,40852.8671875,,500.0,20.0,411,285.8421630859375
,,,,0.01,,,412,
0.0,0,1.0,81589.640625,,500.0,20.0,412,403.9545593261719
,,,,0.01,,,413,
0.0,0,1.0,7860.576171875,,500.0,20.0,413,125.38401794433594
,,,,0.01,,,414,
0.0,0,1.0,72560.484375,,500.0,20.0,414,380.94744873046875
,,,,0.01,,,415,
0.0,0,1.0,63963.86328125,,500.0,20.0,415,357.6698303222656
,,,,0.01,,,416,
0.0,0,1.0,63558.21875,,500.0,20.0,416,356.533935546875
,,,,0.01,,,417,
0.0,0,1.0,43541.23828125,,500.0,20.0,417,295.097412109375
,,,,0.01,,,418,
0.0,0,1.0,1511.8333740234375,,500.0,20.0,418,54.987876892089844
,,,,0.01,,,419,
0.0,0,1.0,870.2166748046875,,500.0,20.0,419,41.718502044677734
,,,,0.01,,,420,
0.0,0,1.0,4233.85546875,,500.0,20.0,420,92.0201644897461
,,,,0.01,,,421,
0.0,0,1.0,2326.7646484375,,500.0,20.0,421,68.21678161621094
,,,,0.01,,,422,
0.0,0,1.0,11.185173988342285,,500.0,20.0,422,4.729730606079102
,,,,0.01,,,423,
0.0,0,1.0,33557.4453125,,500.0,20.0,423,259.0654296875
,,,,0.01,,,424,
0.0,0,1.0,23798.47265625,,500.0,20.0,424,218.167236328125
,,,,0.01,,,425,
0.0,0,1.0,81.10585021972656,,500.0,20.0,425,12.736235618591309
,,,,0.01,,,426,
0.0,0,1.0,14612.8076171875,,500.0,20.0,426,170.9550018310547
,,,,0.01,,,427,
0.0,0,1.0,12765.626953125,,500.0,20.0,427,159.78501892089844
,,,,0.01,,,428,
0.0,0,1.0,4607.82470703125,,500.0,20.0,428,95.99817657470703
,,,,0.01,,,429,
0.0,0,1.0,63534.79296875,,500.0,20.0,429,356.46820068359375
,,,,0.01,,,430,
0.0,0,1.0,18862.634765625,,500.0,20.0,430,194.22994995117188
,,,,0.01,,,431,
0.0,0,1.0,318.2806396484375,,500.0,20.0,431,25.230165481567383
,,,,0.01,,,432,
0.0,0,1.0,3278.54931640625,,500.0,20.0,432,80.97591400146484
,,,,0.01,,,433,
0.0,0,1.0,45655.4765625,,500.0,20.0,433,302.1770324707031
,,,,0.01,,,434,
0.0,0,1.0,53233.3203125,,500.0,20.0,434,326.2922668457031
,,,,0.01,,,435,
0.0,0,1.0,441.05718994140625,,500.0,20.0,435,29.700410842895508
,,,,0.01,,,436,
0.0,0,1.0,4507.60498046875,,500.0,20.0,436,94.94845581054688
,,,,0.01,,,437,
0.0,0,1.0,33777.9765625,,500.0,20.0,437,259.915283203125
,,,,0.01,,,438,
0.0,0,1.0,60653.5625,,500.0,20.0,438,348.2917175292969
,,,,0.01,,,439,
0.0,0,1.0,8256.6513671875,,500.0,20.0,439,128.50408935546875
,,,,0.01,,,440,
0.0,0,1.0,639.6446533203125,,500.0,20.0,440,35.767154693603516
,,,,0.01,,,441,
0.0,0,1.0,7569.5283203125,,500.0,20.0,441,123.0408706665039
,,,,0.01,,,442,
0.0,0,1.0,3734.443603515625,,500.0,20.0,442,86.42272186279297
,,,,0.01,,,443,
0.0,0,1.0,26756.84375,,500.0,20.0,443,231.33026123046875
,,,,0.01,,,444,
0.0,0,1.0,69544.234375,,500.0,20.0,444,372.9456787109375
,,,,0.01,,,445,
0.0,0,1.0,14550.4228515625,,500.0,20.0,445,170.58970642089844
,,,,0.01,,,446,
0.0,0,1.0,60557.58203125,,500.0,20.0,446,348.0160217285156
,,,,0.01,,,447,
0.0,0,1.0,23819.3671875,,500.0,20.0,447,218.26300048828125
,,,,0.01,,,448,
0.0,0,1.0,10691.140625,,500.0,20.0,448,146.22682189941406
,,,,0.01,,,449,
0.0,0,1.0,38500.6953125,,500.0,20.0,449,277.4912414550781
,,,,0.01,,,450,
0.0,0,1.0,61853.25,,500.0,20.0,450,351.7193603515625
,,,,0.01,,,451,
0.0,0,1.0,51275.19921875,,500.0,20.0,451,320.23492431640625
,,,,0.01,,,452,
0.0,0,1.0,22879.28515625,,500.0,20.0,452,213.9125213623047
,,,,0.01,,,453,
0.0,0,1.0,3501.690673828125,,500.0,20.0,453,83.68621063232422
,,,,0.01,,,454,
0.0,0,1.0,11247.2763671875,,500.0,20.0,454,149.98184204101562
,,,,0.01,,,455,
0.0,0,1.0,3524.36279296875,,500.0,20.0,455,83.9566879272461
,,,,0.01,,,456,
0.0,0,1.0,169552.4375,,500.0,20.0,456,582.3271484375
,,,,0.01,,,457,
0.0,0,1.0,39561.328125,,500.0,20.0,457,281.2875061035156
,,,,0.01,,,458,
0.0,0,1.0,19587.4140625,,500.0,20.0,458,197.9263153076172
,,,,0.01,,,459,
0.0,0,1.0,35393.09375,,500.0,20.0,459,266.0567321777344
,,,,0.01,,,460,
0.0,0,1.0,52211.10546875,,500.0,20.0,460,323.1442565917969
,,,,0.01,,,461,
0.0,0,1.0,4173.3349609375,,500.0,20.0,461,91.360107421875
,,,,0.01,,,462,
0.0,0,1.0,1339.6806640625,,500.0,20.0,462,51.76254653930664
,,,,0.01,,,463,
0.0,0,1.0,65869.4140625,,500.0,20.0,463,362.9584045410156
,,,,0.01,,,464,
0.0,0,1.0,17380.48046875,,500.0,20.0,464,186.4429168701172
,,,,0.01,,,465,
0.0,0,1.0,57355.8125,,500.0,20.0,465,338.6910400390625
,,,,0.01,,,466,
0.0,0,1.0,15503.04296875,,500.0,20.0,466,176.08544921875
,,,,0.01,,,467,
0.0,0,1.0,281.0428466796875,,500.0,20.0,467,23.70834732055664
,,,,0.01,,,468,
0.0,0,1.0,2997.5478515625,,500.0,20.0,468,77.4280014038086
,,,,0.01,,,469,
0.0,0,1.0,1264.167236328125,,500.0,20.0,469,50.28254699707031
,,,,0.01,,,470,
0.0,0,1.0,34673.875,,500.0,20.0,470,263.339599609375
,,,,0.01,,,471,
0.0,0,1.0,46110.5390625,,500.0,20.0,471,303.6792297363281
,,,,0.01,,,472,
0.0,0,1.0,3184.901123046875,,500.0,20.0,472,79.81104278564453
,,,,0.01,,,473,
0.0,0,1.0,3421.361572265625,,500.0,20.0,473,82.72074890136719
,,,,0.01,,,474,
0.0,0,1.0,94727.7421875,,500.0,20.0,474,435.26483154296875
,,,,0.01,,,475,
0.0,0,1.0,1506.49365234375,,500.0,20.0,475,54.89068603515625
,,,,0.01,,,476,
0.0,0,1.0,33274.8515625,,500.0,20.0,476,257.9722900390625
,,,,0.01,,,477,
0.0,0,1.0,25241.544921875,,500.0,20.0,477,224.68441772460938
,,,,0.01,,,478,
0.0,0,1.0,39017.921875,,500.0,20.0,478,279.3489685058594
,,,,0.01,,,479,
0.0,0,1.0,748.6700439453125,,500.0,20.0,479,38.69548034667969
,,,,0.01,,,480,
0.0,0,1.0,2332.39990234375,,500.0,20.0,480,68.2993392944336
,,,,0.01,,,481,
0.0,0,1.0,1171.711181640625,,500.0,20.0,481,48.40890884399414
,,,,0.01,,,482,
0.0,0,1.0,71371.3671875,,500.0,20.0,482,377.8131103515625
,,,,0.01,,,483,
0.0,0,1.0,35316.05859375,,500.0,20.0,483,265.76702880859375
,,,,0.01,,,484,
0.0,0,1.0,46299.04296875,,500.0,20.0,484,304.2993469238281
,,,,0.01,,,485,
0.0,0,1.0,45878.1015625,,500.0,20.0,485,302.9128723144531
,,,,0.01,,,486,
0.0,0,1.0,9241.556640625,,500.0,20.0,486,135.95262145996094
,,,,0.01,,,487,
0.0,0,1.0,10380.37109375,,500.0,20.0,487,144.0858917236328
,,,,0.01,,,488,
0.0,0,1.0,17819.505859375,,500.0,20.0,488,188.78297424316406
,,,,0.01,,,489,
0.0,0,1.0,13129.9140625,,500.0,20.0,489,162.04884338378906
,,,,0.01,,,490,
0.0,0,1.0,301.8421630859375,,500.0,20.0,490,24.569988250732422
,,,,0.01,,,491,
0.0,0,1.0,80.74236297607422,,500.0,20.0,491,12.707663536071777
,,,,0.01,,,492,
0.0,0,1.0,73403.6640625,,500.0,20.0,492,383.1544494628906
,,,,0.01,,,493,
0.0,0,1.0,280.58782958984375,,500.0,20.0,493,23.689146041870117
,,,,0.01,,,494,
0.0,0,1.0,71047.75,,500.0,20.0,494,376.95556640625
,,,,0.01,,,495,
0.0,0,1.0,2644.834228515625,,500.0,20.0,495,72.73011016845703
,,,,0.01,,,496,
0.0,0,1.0,1347.457763671875,,500.0,20.0,496,51.912574768066406
,,,,0.01,,,497,
0.0,0,1.0,35998.3671875,,500.0,20.0,497,268.32208251953125
,,,,0.01,,,498,
0.0,0,1.0,44.51879119873047,,500.0,20.0,498,9.435973167419434
,,,,0.01,,,499,
0.0,0,1.0,73603.828125,,500.0,20.0,499,383.676513671875
,,,,0.01,,,500,
0.0,0,1.0,17882.783203125,,500.0,20.0,500,189.11785888671875
,,,,0.01,,,501,
0.0,0,1.0,25.20489501953125,,500.0,20.0,501,7.099985122680664
,,,,0.01,,,502,
0.0,0,1.0,55490.109375,,500.0,20.0,502,333.1369323730469
,,,,0.01,,,503,
0.0,0,1.0,176.02728271484375,,500.0,20.0,503,18.76311683654785
,,,,0.01,,,504,
0.0,0,1.0,692.8411865234375,,500.0,20.0,504,37.224754333496094
,,,,0.01,,,505,
0.0,0,1.0,90121.8984375,,500.0,20.0,505,424.5513000488281
,,,,0.01,,,506,
0.0,0,1.0,11021.220703125,,500.0,20.0,506,148.4669647216797
,,,,0.01,,,507,
0.0,0,1.0,60987.890625,,500.0,20.0,507,349.25030517578125
,,,,0.01,,,508,
0.0,0,1.0,446.664794921875,,500.0,20.0,508,29.888620376586914
,,,,0.01,,,509,
0.0,0,1.0,54621.8984375,,500.0,20.0,509,330.5205078125
,,,,0.01,,,510,
0.0,0,1.0,50817.83984375,,500.0,20.0,510,318.80352783203125
,,,,0.01,,,511,
0.0,0,1.0,2104.114990234375,,500.0,20.0,511,64.8708724975586
,,,,0.01,,,512,
0.0,0,1.0,2756.90576171875,,500.0,20.0,512,74.25504302978516
,,,,0.01,,,513,
0.0,0,1.0,9731.720703125,,500.0,20.0,513,139.51144409179688
,,,,0.01,,,514,
0.0,0,1.0,54910.70703125,,500.0,20.0,514,331.39312744140625
,,,,0.01,,,515,
0.0,0,1.0,2979.09765625,,500.0,20.0,515,77.18934631347656
,,,,0.01,,,516,
0.0,0,1.0,66150.015625,,500.0,20.0,516,363.730712890625
,,,,0.01,,,517,
0.0,0,1.0,14988.041015625,,500.0,20.0,517,173.13601684570312
,,,,0.01,,,518,
0.0,0,1.0,10166.955078125,,500.0,20.0,518,142.59701538085938
,,,,0.01,,,519,
0.0,0,1.0,1019.0699462890625,,500.0,20.0,519,45.1457633972168
,,,,0.01,,,520,
0.0,0,1.0,7066.12890625,,500.0,20.0,520,118.8791732788086
,,,,0.01,,,521,
0.0,0,1.0,49509.19140625,,500.0,20.0,521,314.671875
,,,,0.01,,,522,
0.0,0,1.0,1490.539794921875,,500.0,20.0,522,54.59926223754883
,,,,0.01,,,523,
0.0,0,1.0,2540.88232421875,,500.0,20.0,523,71.2864990234375
,,,,0.01,,,524,
0.0,0,1.0,6314.7041015625,,500.0,20.0,524,112.3806381225586
,,,,0.01,,,525,
0.0,0,1.0,27385.26953125,,500.0,20.0,525,234.03106689453125
,,,,0.01,,,526,
0.0,0,1.0,155.29327392578125,,500.0,20.0,526,17.62346649169922
,,,,0.01,,,527,
0.0,0,1.0,8385.2412109375,,500.0,20.0,527,129.5009002685547
,,,,0.01,,,528,
0.0,0,1.0,78315.984375,,500.0,20.0,528,395.767578125
,,,,0.01,,,529,
0.0,0,1.0,83.92523956298828,,500.0,20.0,529,12.95571231842041
,,,,0.01,,,530,
0.0,0,1.0,285.72161865234375,,500.0,20.0,530,23.904878616333008
,,,,0.01,,,531,
0.0,0,1.0,57771.39453125,,500.0,20.0,531,339.91583251953125
,,,,0.01,,,532,
0.0,0,1.0,63.75601577758789,,500.0,20.0,532,11.292122840881348
,,,,0.01,,,533,
0.0,0,1.0,8073.16162109375,,500.0,20.0,533,127.06817626953125
,,,,0.01,,,534,
0.0,0,1.0,27546.23828125,,500.0,20.0,534,234.71786499023438
,,,,0.01,,,535,
0.0,0,1.0,81866.8125,,500.0,20.0,535,404.6401062011719
,,,,0.01,,,536,
0.0,0,1.0,59503.5625,,500.0,20.0,536,344.97406005859375
,,,,0.01,,,537,
0.0,0,1.0,16481.05859375,,500.0,20.0,537,181.55471801757812
,,,,0.01,,,538,
0.0,0,1.0,77430.578125,,500.0,20.0,538,393.5240173339844
,,,,0.01,,,539,
0.0,0,1.0,98589.5625,,500.0,20.0,539,444.0485534667969
,,,,0.01,,,540,
0.0,0,1.0,53181.171875,,500.0,20.0,540,326.1324157714844
,,,,0.01,,,541,
0.0,0,1.0,40586.3046875,,500.0,20.0,541,284.9080505371094
,,,,0.01,,,542,
0.0,0,1.0,13951.21875,,500.0,20.0,542,167.04022216796875
,,,,0.01,,,543,
0.0,0,1.0,60311.453125,,500.0,20.0,543,347.3080749511719
,,,,0.01,,,544,
0.0,0,1.0,90.985107421875,,500.0,20.0,544,13.489633560180664
,,,,0.01,,,545,
0.0,0,1.0,208.70297241210938,,500.0,20.0,545,20.43051528930664
,,,,0.01,,,546,
0.0,0,1.0,5694.5869140625,,500.0,20.0,546,106.7200698852539
,,,,0.01,,,547,
0.0,0,1.0,5435.654296875,,500.0,20.0,547,104.26556396484375
,,,,0.01,,,548,
0.0,0,1.0,36905.16796875,,500.0,20.0,548,271.6805725097656
,,,,0.01,,,549,
0.0,0,1.0,1256.8497314453125,,500.0,20.0,549,50.13680648803711
,,,,0.01,,,550,
0.0,0,1.0,2015.4908447265625,,500.0,20.0,550,63.490013122558594
,,,,0.01,,,551,
0.0,0,1.0,14582.2041015625,,500.0,20.0,551,170.77589416503906
,,,,0.01,,,552,
0.0,0,1.0,5575.8447265625,,500.0,20.0,552,105.6015625
,,,,0.01,,,553,
0.0,0,1.0,36740.4140625,,500.0,20.0,553,271.073486328125
,,,,0.01,,,554,
0.0,0,1.0,4611.61328125,,500.0,20.0,554,96.03762817382812
,,,,0.01,,,555,
0.0,0,1.0,63220.8671875,,500.0,20.0,555,355.5864562988281
,,,,0.01,,,556,
0.0,0,1.0,332.1086730957031,,500.0,20.0,556,25.772415161132812
,,,,0.01,,,557,
0.0,0,1.0,2085.935546875,,500.0,20.0,557,64.59002685546875
,,,,0.01,,,558,
0.0,0,1.0,11526.025390625,,500.0,20.0,558,151.8290252685547
,,,,0.01,,,559,
0.0,0,1.0,27.857912063598633,,500.0,20.0,559,7.464303493499756
,,,,0.01,,,560,
0.0,0,1.0,850.73681640625,,500.0,20.0,560,41.248924255371094
,,,,0.01,,,561,
