train/grad_norm,train/loss_sds,train/max_step,train/loss_normal_consistency,train_params/lambda_normal_consistency,train_params/lambda_sds,lr-Adam,epoch,train/min_step,step
,,,,,,0.01,,,17
102.5047378540039,5253.61083984375,500.0,0.13830678164958954,10000.0,1.0,,0,20.0,17
,,,,,,0.01,,,18
161.26731872558594,13003.576171875,500.0,0.13192318379878998,10000.0,1.0,,0,20.0,18
,,,,,,0.01,,,19
349.85894775390625,61200.64453125,500.0,0.12633927166461945,10000.0,1.0,,0,20.0,19
,,,,,,0.01,,,20
17.898637771606445,160.18063354492188,500.0,0.12147055566310883,10000.0,1.0,,0,20.0,20
,,,,,,0.01,,,21
99.8689956665039,4986.908203125,500.0,0.11680193990468979,10000.0,1.0,,0,20.0,21
,,,,,,0.01,,,22
159.80099487304688,12768.1796875,500.0,0.11255330592393875,10000.0,1.0,,0,20.0,22
,,,,,,0.01,,,23
129.2552947998047,8353.46484375,500.0,0.10895128548145294,10000.0,1.0,,0,20.0,23
,,,,,,0.01,,,24
184.7960968017578,17074.798828125,500.0,0.10549291968345642,10000.0,1.0,,0,20.0,24
,,,,,,0.01,,,25
395.8616638183594,78353.234375,500.0,0.10234706103801727,10000.0,1.0,,0,20.0,25
,,,,,,0.01,,,26
322.5530090332031,52020.2265625,500.0,0.0995621308684349,10000.0,1.0,,0,20.0,26
,,,,,,0.01,,,27
57.860992431640625,1673.947265625,500.0,0.0969308465719223,10000.0,1.0,,0,20.0,27
,,,,,,0.01,,,28
220.34373474121094,24275.6796875,500.0,0.0944458469748497,10000.0,1.0,,0,20.0,28
,,,,,,0.01,,,29
155.71356201171875,12123.357421875,500.0,0.09203938394784927,10000.0,1.0,,0,20.0,29
,,,,,,0.01,,,30
392.71368408203125,77112.015625,500.0,0.0897492840886116,10000.0,1.0,,0,20.0,30
,,,,,,0.01,,,31
56.29715347290039,1584.6846923828125,500.0,0.08755642920732498,10000.0,1.0,,0,20.0,31
,,,,,,0.01,,,32
175.31146240234375,15367.0546875,500.0,0.08549340069293976,10000.0,1.0,,0,20.0,32
,,,,,,0.01,,,33
214.24623107910156,22950.72265625,500.0,0.0835127905011177,10000.0,1.0,,0,20.0,33
,,,,,,0.01,,,34
307.8475036621094,47385.03515625,500.0,0.08172700554132462,10000.0,1.0,,0,20.0,34
,,,,,,0.01,,,35
13.526622772216797,91.48475646972656,500.0,0.08004835247993469,10000.0,1.0,,0,20.0,35
,,,,,,0.01,,,36
120.6828842163086,7282.1796875,500.0,0.07843079417943954,10000.0,1.0,,0,20.0,36
,,,,,,0.01,,,37
319.8620910644531,51155.8828125,500.0,0.07692397385835648,10000.0,1.0,,0,20.0,37
,,,,,,0.01,,,38
14.7660493850708,109.01810455322266,500.0,0.07552602887153625,10000.0,1.0,,0,20.0,38
,,,,,,0.01,,,39
66.63330078125,2219.99853515625,500.0,0.07427231222391129,10000.0,1.0,,0,20.0,39
,,,,,,0.01,,,40
200.7183074951172,20143.91796875,500.0,0.07291729748249054,10000.0,1.0,,0,20.0,40
,,,,,,0.01,,,41
100.11287689208984,5011.2939453125,500.0,0.07171782851219177,10000.0,1.0,,0,20.0,41
,,,,,,0.01,,,42
119.68663024902344,7162.44482421875,500.0,0.07058883458375931,10000.0,1.0,,0,20.0,42
,,,,,,0.01,,,43
103.3912353515625,5344.87353515625,500.0,0.06951417773962021,10000.0,1.0,,0,20.0,43
,,,,,,0.01,,,44
20.406787872314453,208.218505859375,500.0,0.06849145144224167,10000.0,1.0,,0,20.0,44
,,,,,,0.01,,,45
90.12901306152344,4061.61962890625,500.0,0.06753349304199219,10000.0,1.0,,0,20.0,45
,,,,,,0.01,,,46
5.165534019470215,13.341371536254883,500.0,0.06753348559141159,10000.0,1.0,,0,20.0,46
,,,,,,0.01,,,47
362.1369323730469,65571.578125,500.0,0.06659023463726044,10000.0,1.0,,0,20.0,47
,,,,,,0.01,,,48
146.21388244628906,10689.25,500.0,0.06568340212106705,10000.0,1.0,,0,20.0,48
,,,,,,0.01,,,49
58.78162384033203,1727.6396484375,500.0,0.0648307055234909,10000.0,1.0,,0,20.0,49
,,,,,,0.01,,,50
150.4562225341797,11318.5380859375,500.0,0.0640237033367157,10000.0,1.0,,0,20.0,50
,,,,,,0.01,,,51
169.8038330078125,14416.671875,500.0,0.06327072530984879,10000.0,1.0,,0,20.0,51
,,,,,,0.01,,,52
236.92645263671875,28067.0703125,500.0,0.06256872415542603,10000.0,1.0,,0,20.0,52
,,,,,,0.01,,,53
54.8289909362793,1503.109130859375,500.0,0.06189928203821182,10000.0,1.0,,0,20.0,53
,,,,,,0.01,,,54
155.68153381347656,12118.3701171875,500.0,0.06126534193754196,10000.0,1.0,,0,20.0,54
,,,,,,0.01,,,55
9.843379020690918,48.4460563659668,500.0,0.06065654754638672,10000.0,1.0,,0,20.0,55
,,,,,,0.01,,,56
18.97756004333496,180.07388305664062,500.0,0.060070376843214035,10000.0,1.0,,0,20.0,56
,,,,,,0.01,,,57
68.19912719726562,2325.560546875,500.0,0.05950279161334038,10000.0,1.0,,0,20.0,57
,,,,,,0.01,,,58
257.1504821777344,33063.1875,500.0,0.058944638818502426,10000.0,1.0,,0,20.0,58
,,,,,,0.01,,,59
204.656005859375,20942.041015625,500.0,0.05846261978149414,10000.0,1.0,,0,20.0,59
,,,,,,0.01,,,60
4.070636749267578,8.285041809082031,500.0,0.05793767794966698,10000.0,1.0,,0,20.0,60
,,,,,,0.01,,,61
386.31390380859375,74619.2109375,500.0,0.05747520923614502,10000.0,1.0,,0,20.0,61
,,,,,,0.01,,,62
222.3111114501953,24711.1171875,500.0,0.05705490708351135,10000.0,1.0,,0,20.0,62
,,,,,,0.01,,,63
55.32130813598633,1530.2236328125,500.0,0.05665569379925728,10000.0,1.0,,0,20.0,63
,,,,,,0.01,,,64
73.99874114990234,2737.90673828125,500.0,0.05627024546265602,10000.0,1.0,,0,20.0,64
,,,,,,0.01,,,65
52.38140106201172,1371.905517578125,500.0,0.0559128038585186,10000.0,1.0,,0,20.0,65
,,,,,,0.01,,,66
204.5189971923828,20914.009765625,500.0,0.055560361593961716,10000.0,1.0,,0,20.0,66
,,,,,,0.01,,,67
9.349076271057129,43.70261001586914,500.0,0.055202312767505646,10000.0,1.0,,0,20.0,67
,,,,,,0.01,,,68
92.1893310546875,4249.4365234375,500.0,0.05485277995467186,10000.0,1.0,,0,20.0,68
,,,,,,0.01,,,69
21.323944091796875,227.3553009033203,500.0,0.05451354384422302,10000.0,1.0,,0,20.0,69
,,,,,,0.01,,,70
137.19041442871094,9410.60546875,500.0,0.054179079830646515,10000.0,1.0,,0,20.0,70
,,,,,,0.01,,,71
178.33114624023438,15901.0,500.0,0.05384603142738342,10000.0,1.0,,0,20.0,71
,,,,,,0.01,,,72
13.982046127319336,97.7488021850586,500.0,0.05351746827363968,10000.0,1.0,,0,20.0,72
,,,,,,0.01,,,73
89.61703491210938,4015.606201171875,500.0,0.053230080753564835,10000.0,1.0,,0,20.0,73
,,,,,,0.01,,,74
103.58589935302734,5365.01953125,500.0,0.05296464264392853,10000.0,1.0,,0,20.0,74
,,,,,,0.01,,,75
129.23580932617188,8350.947265625,500.0,0.052558328956365585,10000.0,1.0,,0,20.0,75
,,,,,,0.01,,,76
2.7781848907470703,3.8591554164886475,500.0,0.05224091559648514,10000.0,1.0,,0,20.0,76
,,,,,,0.01,,,77
85.00638580322266,3613.04296875,500.0,0.05197134613990784,10000.0,1.0,,0,20.0,77
,,,,,,0.01,,,78
256.78997802734375,32970.546875,500.0,0.05163579806685448,10000.0,1.0,,0,20.0,78
,,,,,,0.01,,,79
96.63908386230469,4669.55615234375,500.0,0.05129377171397209,10000.0,1.0,,0,20.0,79
,,,,,,0.01,,,80
50.890037536621094,1294.89794921875,500.0,0.05098531022667885,10000.0,1.0,,0,20.0,80
,,,,,,0.01,,,81
28.56672477722168,408.0289001464844,500.0,0.050681862980127335,10000.0,1.0,,0,20.0,81
,,,,,,0.01,,,82
279.8075866699219,39146.140625,500.0,0.0503789521753788,10000.0,1.0,,0,20.0,82
,,,,,,0.01,,,83
119.27222442626953,7112.93212890625,500.0,0.050070781260728836,10000.0,1.0,,0,20.0,83
,,,,,,0.01,,,84
80.48355102539062,3238.80078125,500.0,0.049772948026657104,10000.0,1.0,,0,20.0,84
,,,,,,0.01,,,85
90.07150268554688,4056.4375,500.0,0.04947950318455696,10000.0,1.0,,0,20.0,85
,,,,,,0.01,,,86
12.146957397460938,73.7742919921875,500.0,0.04918745160102844,10000.0,1.0,,0,20.0,86
,,,,,,0.01,,,87
175.78680419921875,15450.5,500.0,0.04890575259923935,10000.0,1.0,,0,20.0,87
,,,,,,0.01,,,88
341.6183776855469,58351.55859375,500.0,0.048628512769937515,10000.0,1.0,,0,20.0,88
,,,,,,0.01,,,89
252.35574340820312,31841.71484375,500.0,0.048348769545555115,10000.0,1.0,,0,20.0,89
,,,,,,0.01,,,90
8.60490894317627,37.0222282409668,500.0,0.048097964376211166,10000.0,1.0,,0,20.0,90
,,,,,,0.01,,,91
135.33770751953125,9158.1474609375,500.0,0.0478619746863842,10000.0,1.0,,0,20.0,91
,,,,,,0.01,,,92
269.3138732910156,36264.984375,500.0,0.047635044902563095,10000.0,1.0,,0,20.0,92
,,,,,,0.01,,,93
517.591064453125,133950.25,500.0,0.047417059540748596,10000.0,1.0,,0,20.0,93
,,,,,,0.01,,,94
145.13670349121094,10532.3310546875,500.0,0.04722754284739494,10000.0,1.0,,0,20.0,94
,,,,,,0.01,,,95
149.09776306152344,11115.072265625,500.0,0.0470133014023304,10000.0,1.0,,0,20.0,95
,,,,,,0.01,,,96
100.54442596435547,5054.59130859375,500.0,0.0468294583261013,10000.0,1.0,,0,20.0,96
,,,,,,0.01,,,97
197.2820587158203,19460.10546875,500.0,0.046654798090457916,10000.0,1.0,,0,20.0,97
,,,,,,0.01,,,98
95.08634948730469,4520.70703125,500.0,0.0464862585067749,10000.0,1.0,,0,20.0,98
,,,,,,0.01,,,99
173.0172119140625,14967.4765625,500.0,0.04632046818733215,10000.0,1.0,,0,20.0,99
,,,,,,0.01,,,100
39.23070526123047,769.524169921875,500.0,0.04616381600499153,10000.0,1.0,,0,20.0,100
,,,,,,0.01,,,101
45.51607131958008,1035.8564453125,500.0,0.046014316380023956,10000.0,1.0,,0,20.0,101
,,,,,,0.01,,,102
101.72753143310547,5174.24560546875,500.0,0.04586911201477051,10000.0,1.0,,0,20.0,102
,,,,,,0.01,,,103
96.69195556640625,4674.66650390625,500.0,0.04572158679366112,10000.0,1.0,,0,20.0,103
,,,,,,0.01,,,104
130.7937469482422,8553.5029296875,500.0,0.045577432960271835,10000.0,1.0,,0,20.0,104
,,,,,,0.01,,,105
102.61336517333984,5264.7509765625,500.0,0.045434195548295975,10000.0,1.0,,0,20.0,105
,,,,,,0.01,,,106
374.05413818359375,69958.25,500.0,0.045297689735889435,10000.0,1.0,,0,20.0,106
,,,,,,0.01,,,107
37.57179641723633,705.8200073242188,500.0,0.04516270011663437,10000.0,1.0,,0,20.0,107
,,,,,,0.01,,,108
161.56410217285156,13051.48046875,500.0,0.045047324150800705,10000.0,1.0,,0,20.0,108
,,,,,,0.01,,,109
38.777137756347656,751.833251953125,500.0,0.04493129625916481,10000.0,1.0,,0,20.0,109
,,,,,,0.01,,,110
212.57566833496094,22594.20703125,500.0,0.04481537640094757,10000.0,1.0,,0,20.0,110
,,,,,,0.01,,,111
375.0578918457031,70334.2109375,500.0,0.04469888657331467,10000.0,1.0,,0,20.0,111
,,,,,,0.01,,,112
69.63570404052734,2424.5654296875,500.0,0.04458341374993324,10000.0,1.0,,0,20.0,112
,,,,,,0.01,,,113
20.822595596313477,216.7902374267578,500.0,0.044471316039562225,10000.0,1.0,,0,20.0,113
,,,,,,0.01,,,114
253.72811889648438,32188.98046875,500.0,0.044364627450704575,10000.0,1.0,,0,20.0,114
,,,,,,0.01,,,115
87.57974243164062,3835.10546875,500.0,0.04425577074289322,10000.0,1.0,,0,20.0,115
,,,,,,0.01,,,116
308.0499572753906,47447.390625,500.0,0.0441487580537796,10000.0,1.0,,0,20.0,116
,,,,,,0.01,,,117
137.55828857421875,9461.140625,500.0,0.044033896178007126,10000.0,1.0,,0,20.0,117
,,,,,,0.01,,,118
109.73055267333984,6020.39697265625,500.0,0.043920423835515976,10000.0,1.0,,0,20.0,118
,,,,,,0.01,,,119
41.39302444458008,856.6913452148438,500.0,0.04381093382835388,10000.0,1.0,,0,20.0,119
,,,,,,0.01,,,120
212.22666931152344,22520.078125,500.0,0.04370730742812157,10000.0,1.0,,0,20.0,120
,,,,,,0.01,,,121
265.43212890625,35227.109375,500.0,0.04359298199415207,10000.0,1.0,,0,20.0,121
,,,,,,0.01,,,122
13.248650550842285,87.76336669921875,500.0,0.0434965156018734,10000.0,1.0,,0,20.0,122
,,,,,,0.01,,,123
112.47967529296875,6325.83837890625,500.0,0.04339246079325676,10000.0,1.0,,0,20.0,123
,,,,,,0.01,,,124
86.46013641357422,3737.677490234375,500.0,0.04329277575016022,10000.0,1.0,,0,20.0,124
,,,,,,0.01,,,125
121.09428405761719,7331.9130859375,500.0,0.04319126531481743,10000.0,1.0,,0,20.0,125
,,,,,,0.01,,,126
62.79669189453125,1971.7122802734375,500.0,0.043085481971502304,10000.0,1.0,,0,20.0,126
,,,,,,0.01,,,127
354.6804504394531,62899.109375,500.0,0.042981259524822235,10000.0,1.0,,0,20.0,127
,,,,,,0.01,,,128
327.75982666015625,53713.25,500.0,0.04288368299603462,10000.0,1.0,,0,20.0,128
,,,,,,0.01,,,129
257.3004150390625,33101.75,500.0,0.04277197644114494,10000.0,1.0,,0,20.0,129
,,,,,,0.01,,,130
12.010897636413574,72.13082885742188,500.0,0.04266165941953659,10000.0,1.0,,0,20.0,130
,,,,,,0.01,,,131
128.78533935546875,8292.830078125,500.0,0.042550280690193176,10000.0,1.0,,0,20.0,131
,,,,,,0.01,,,132
26.446426391601562,349.70672607421875,500.0,0.042534325271844864,10000.0,1.0,,0,20.0,132
,,,,,,0.01,,,133
262.2826232910156,34396.0859375,500.0,0.04231097176671028,10000.0,1.0,,0,20.0,133
,,,,,,0.01,,,134
3.540968656539917,6.269229888916016,500.0,0.04219735786318779,10000.0,1.0,,0,20.0,134
,,,,,,0.01,,,135
21.04388999938965,221.42266845703125,500.0,0.042099401354789734,10000.0,1.0,,0,20.0,135
,,,,,,0.01,,,136
272.6511535644531,37169.328125,500.0,0.042119696736335754,10000.0,1.0,,0,20.0,136
,,,,,,0.01,,,137
232.0367431640625,26920.5234375,500.0,0.0419321283698082,10000.0,1.0,,0,20.0,137
,,,,,,0.01,,,138
222.69915771484375,24797.45703125,500.0,0.0419321283698082,10000.0,1.0,,0,20.0,138
,,,,,,0.01,,,139
219.4171905517578,24071.953125,500.0,0.04186893627047539,10000.0,1.0,,0,20.0,139
,,,,,,0.01,,,140
34.34593963623047,589.82177734375,500.0,0.04180874675512314,10000.0,1.0,,0,20.0,140
,,,,,,0.01,,,141
21.179113388061523,224.2774200439453,500.0,0.04175247624516487,10000.0,1.0,,0,20.0,141
,,,,,,0.01,,,142
305.513671875,46669.3046875,500.0,0.04169408977031708,10000.0,1.0,,0,20.0,142
,,,,,,0.01,,,143
129.95091247558594,8443.6201171875,500.0,0.041629891842603683,10000.0,1.0,,0,20.0,143
,,,,,,0.01,,,144
317.2752380371094,50331.79296875,500.0,0.041569385677576065,10000.0,1.0,,0,20.0,144
,,,,,,0.01,,,145
160.1075439453125,12817.212890625,500.0,0.041569385677576065,10000.0,1.0,,0,20.0,145
,,,,,,0.01,,,146
187.540771484375,17585.7734375,500.0,0.04151217266917229,10000.0,1.0,,0,20.0,146
,,,,,,0.01,,,147
323.80035400390625,52423.3359375,500.0,0.04145161062479019,10000.0,1.0,,0,20.0,147
,,,,,,0.01,,,148
47.29494094848633,1118.40576171875,500.0,0.041394155472517014,10000.0,1.0,,0,20.0,148
,,,,,,0.01,,,149
156.11767578125,12186.3642578125,500.0,0.041347138583660126,10000.0,1.0,,0,20.0,149
,,,,,,0.01,,,150
277.4494934082031,38489.109375,500.0,0.0413096621632576,10000.0,1.0,,0,20.0,150
,,,,,,0.01,,,151
157.84573364257812,12457.63671875,500.0,0.04126923531293869,10000.0,1.0,,0,20.0,151
,,,,,,0.01,,,152
22.553049087524414,254.32000732421875,500.0,0.04129515960812569,10000.0,1.0,,0,20.0,152
,,,,,,0.01,,,153
188.36585998535156,17740.849609375,500.0,0.04119248688220978,10000.0,1.0,,0,20.0,153
,,,,,,0.01,,,154
260.2093811035156,33854.4609375,500.0,0.04119585081934929,10000.0,1.0,,0,20.0,154
,,,,,,0.01,,,155
32.45665740966797,526.71728515625,500.0,0.041116826236248016,10000.0,1.0,,0,20.0,155
,,,,,,0.01,,,156
118.89493560791016,7068.0029296875,500.0,0.04107627645134926,10000.0,1.0,,0,20.0,156
,,,,,,0.01,,,157
376.44940185546875,70857.078125,500.0,0.04103484004735947,10000.0,1.0,,0,20.0,157
,,,,,,0.01,,,158
62.6498908996582,1962.50439453125,500.0,0.04098135977983475,10000.0,1.0,,0,20.0,158
,,,,,,0.01,,,159
325.88018798828125,53098.953125,500.0,0.04095499590039253,10000.0,1.0,,0,20.0,159
,,,,,,0.01,,,160
224.8098602294922,25269.73828125,500.0,0.04088060185313225,10000.0,1.0,,0,20.0,160
,,,,,,0.01,,,161
57.13370895385742,1632.13037109375,500.0,0.04083302989602089,10000.0,1.0,,0,20.0,161
,,,,,,0.01,,,162
345.0124816894531,59516.8046875,500.0,0.04078635945916176,10000.0,1.0,,0,20.0,162
,,,,,,0.01,,,163
40.109134674072266,804.371337890625,500.0,0.04074741527438164,10000.0,1.0,,0,20.0,163
,,,,,,0.01,,,164
58.88726806640625,1733.855224609375,500.0,0.04071829840540886,10000.0,1.0,,0,20.0,164
,,,,,,0.01,,,165
203.1001739501953,20624.841796875,500.0,0.04069022461771965,10000.0,1.0,,0,20.0,165
,,,,,,0.01,,,166
177.19630432128906,15699.2646484375,500.0,0.040662337094545364,10000.0,1.0,,0,20.0,166
,,,,,,0.01,,,167
270.86456298828125,36683.80859375,500.0,0.04063532128930092,10000.0,1.0,,0,20.0,167
,,,,,,0.01,,,168
259.2720642089844,33611.00390625,500.0,0.0406024344265461,10000.0,1.0,,0,20.0,168
,,,,,,0.01,,,169
9.56722354888916,45.76588439941406,500.0,0.04057041555643082,10000.0,1.0,,0,20.0,169
,,,,,,0.01,,,170
31.969755172729492,511.03253173828125,500.0,0.040549732744693756,10000.0,1.0,,0,20.0,170
,,,,,,0.01,,,171
175.8726043701172,15465.5859375,500.0,0.040533047169446945,10000.0,1.0,,0,20.0,171
,,,,,,0.01,,,172
128.79583740234375,8294.1826171875,500.0,0.04051624611020088,10000.0,1.0,,0,20.0,172
,,,,,,0.01,,,173
20.03420639038086,200.68470764160156,500.0,0.04049620404839516,10000.0,1.0,,0,20.0,173
,,,,,,0.01,,,174
8.586766242980957,36.86628341674805,500.0,0.04047225043177605,10000.0,1.0,,0,20.0,174
,,,,,,0.01,,,175
403.439697265625,81381.7890625,500.0,0.040445663034915924,10000.0,1.0,,0,20.0,175
,,,,,,0.01,,,176
108.10895538330078,5843.7734375,500.0,0.040402982383966446,10000.0,1.0,,0,20.0,176
,,,,,,0.01,,,177
101.6363296508789,5164.9716796875,500.0,0.04037356749176979,10000.0,1.0,,0,20.0,177
,,,,,,0.01,,,178
42.2165641784668,891.1190185546875,500.0,0.040342699736356735,10000.0,1.0,,0,20.0,178
,,,,,,0.01,,,179
375.3467712402344,70442.6015625,500.0,0.04031169414520264,10000.0,1.0,,0,20.0,179
,,,,,,0.01,,,180
62.17295837402344,1932.73828125,500.0,0.04026758670806885,10000.0,1.0,,0,20.0,180
,,,,,,0.01,,,181
18.061960220336914,163.11721801757812,500.0,0.040227387100458145,10000.0,1.0,,0,20.0,181
,,,,,,0.01,,,182
50.20634841918945,1260.3388671875,500.0,0.040186189115047455,10000.0,1.0,,0,20.0,182
,,,,,,0.01,,,183
11.40835952758789,65.07533264160156,500.0,0.04014689847826958,10000.0,1.0,,0,20.0,183
,,,,,,0.01,,,184
14.676206588745117,107.69552612304688,500.0,0.04010355472564697,10000.0,1.0,,0,20.0,184
,,,,,,0.01,,,185
325.8697204589844,53095.5390625,500.0,0.040053483098745346,10000.0,1.0,,0,20.0,185
,,,,,,0.01,,,186
318.0323791503906,50572.2890625,500.0,0.039991240948438644,10000.0,1.0,,0,20.0,186
,,,,,,0.01,,,187
456.72381591796875,104298.3125,500.0,0.03992757573723793,10000.0,1.0,,0,20.0,187
,,,,,,0.01,,,188
4.305016040802002,9.266582489013672,500.0,0.03985882177948952,10000.0,1.0,,0,20.0,188
,,,,,,0.01,,,189
28.077455520629883,394.1717224121094,500.0,0.039803195744752884,10000.0,1.0,,0,20.0,189
,,,,,,0.01,,,190
140.73458862304688,9903.111328125,500.0,0.039754536002874374,10000.0,1.0,,0,20.0,190
,,,,,,0.01,,,191
156.7598114013672,12286.8203125,500.0,0.03971049562096596,10000.0,1.0,,0,20.0,191
,,,,,,0.01,,,192
98.6387710571289,4864.8037109375,500.0,0.03967006504535675,10000.0,1.0,,0,20.0,192
,,,,,,0.01,,,193
241.07510375976562,29058.6015625,500.0,0.03963243216276169,10000.0,1.0,,0,20.0,193
,,,,,,0.01,,,194
305.2042236328125,46574.8125,500.0,0.03959780931472778,10000.0,1.0,,0,20.0,194
,,,,,,0.01,,,195
30.437816619873047,463.2303466796875,500.0,0.039554767310619354,10000.0,1.0,,0,20.0,195
,,,,,,0.01,,,196
188.34288024902344,17736.51953125,500.0,0.039516743272542953,10000.0,1.0,,0,20.0,196
,,,,,,0.01,,,197
97.43772888183594,4747.0556640625,500.0,0.03948931396007538,10000.0,1.0,,0,20.0,197
,,,,,,0.01,,,198
74.8771743774414,2803.29541015625,500.0,0.039464108645915985,10000.0,1.0,,0,20.0,198
,,,,,,0.01,,,199
10.845772743225098,58.815391540527344,500.0,0.03943745046854019,10000.0,1.0,,0,20.0,199
,,,,,,0.01,,,200
36.2645378112793,657.5584106445312,500.0,0.03941114619374275,10000.0,1.0,,0,20.0,200
,,,,,,0.01,,,201
231.6765899658203,26837.021484375,500.0,0.03938252851366997,10000.0,1.0,,0,20.0,201
,,,,,,0.01,,,202
298.73175048828125,44620.33203125,500.0,0.039356060326099396,10000.0,1.0,,0,20.0,202
,,,,,,0.01,,,203
24.701208114624023,305.0748291015625,500.0,0.039345696568489075,10000.0,1.0,,0,20.0,203
,,,,,,0.01,,,204
331.5901184082031,54976.0,500.0,0.039335303008556366,10000.0,1.0,,0,20.0,204
,,,,,,0.01,,,205
72.06843566894531,2596.929931640625,500.0,0.03931911289691925,10000.0,1.0,,0,20.0,205
,,,,,,0.01,,,206
114.19038391113281,6519.7216796875,500.0,0.03930921480059624,10000.0,1.0,,0,20.0,206
,,,,,,0.01,,,207
297.33551025390625,44204.203125,500.0,0.039297398179769516,10000.0,1.0,,0,20.0,207
,,,,,,0.01,,,208
3.5646395683288574,6.35332727432251,500.0,0.039288729429244995,10000.0,1.0,,0,20.0,208
,,,,,,0.01,,,209
173.7588653564453,15096.072265625,500.0,0.03928165137767792,10000.0,1.0,,0,20.0,209
,,,,,,0.01,,,210
2.893541097640991,4.186289310455322,500.0,0.03925801068544388,10000.0,1.0,,0,20.0,210
,,,,,,0.01,,,211
130.4372100830078,8506.93359375,500.0,0.039240941405296326,10000.0,1.0,,0,20.0,211
,,,,,,0.01,,,212
11.260199546813965,63.39604187011719,500.0,0.03921141475439072,10000.0,1.0,,0,20.0,212
,,,,,,0.01,,,213
21.840944290161133,238.513427734375,500.0,0.03917974233627319,10000.0,1.0,,0,20.0,213
,,,,,,0.01,,,214
34.26353073120117,586.9948120117188,500.0,0.03914511203765869,10000.0,1.0,,0,20.0,214
,,,,,,0.01,,,215
389.1796875,75730.4140625,500.0,0.039103955030441284,10000.0,1.0,,0,20.0,215
,,,,,,0.01,,,216
94.50267791748047,4465.3779296875,500.0,0.03904769942164421,10000.0,1.0,,0,20.0,216
,,,,,,0.01,,,217
15.972922325134277,127.56712341308594,500.0,0.038992591202259064,10000.0,1.0,,0,20.0,217
,,,,,,0.01,,,218
367.30169677734375,67455.265625,500.0,0.03894062712788582,10000.0,1.0,,0,20.0,218
,,,,,,0.01,,,219
282.6500549316406,39945.52734375,500.0,0.03888620436191559,10000.0,1.0,,0,20.0,219
,,,,,,0.01,,,220
178.60780334472656,15950.373046875,500.0,0.038847167044878006,10000.0,1.0,,0,20.0,220
,,,,,,0.01,,,221
63.02592468261719,1986.1336669921875,500.0,0.03881264850497246,10000.0,1.0,,0,20.0,221
,,,,,,0.01,,,222
11.462886810302734,65.69888305664062,500.0,0.038960326462984085,10000.0,1.0,,0,20.0,222
,,,,,,0.01,,,223
229.80848693847656,26405.96875,500.0,0.038845211267471313,10000.0,1.0,,0,20.0,223
,,,,,,0.01,,,224
51.164878845214844,1308.922607421875,500.0,0.038792531937360764,10000.0,1.0,,0,20.0,224
,,,,,,0.01,,,225
213.08375549316406,22702.34375,500.0,0.03869708254933357,10000.0,1.0,,0,20.0,225
,,,,,,0.01,,,226
168.0042724609375,14112.716796875,500.0,0.03866097331047058,10000.0,1.0,,0,20.0,226
,,,,,,0.01,,,227
3.862800359725952,7.460613250732422,500.0,0.0386166088283062,10000.0,1.0,,0,20.0,227
,,,,,,0.01,,,228
21.24590301513672,225.69418334960938,500.0,0.038573671132326126,10000.0,1.0,,0,20.0,228
,,,,,,0.01,,,229
