lr-AdamW/geometry,lr-AdamW/texture,lr-AdamW/variance,step,train/loss_rgb_mse,train/loss_rgb,train/loss_normal,train/loss_eikonal,train/loss_mask,train/loss_opaque,train/loss_sparsity,train/loss_3d_normal_smooth,train/inv_s,train_params/lambda_rgb_mse,train_params/lambda_rgb_l1,train_params/lambda_mask,train_params/lambda_eikonal,train_params/lambda_normal,train_params/lambda_3d_normal_smooth,train_params/lambda_curvature,train_params/lambda_sparsity,train_params/lambda_distortion,train_params/lambda_distortion_bg,train_params/lambda_opaque,train/num_rays,epoch,val/psnr,test/psnr
0.0007661534992489488,0.007661534992489494,0.0007661534992489488,1599,,,,,,,,,,,,,,,,,,,,,,,,
,,,1599,0.033727340400218964,0.16525201499462128,0.02868117392063141,0.01952795498073101,0.000678825774230063,0.010357053019106388,0.01432478055357933,0.02100968360900879,1028.539306640625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2801.0,0,,
0.000747806909678114,0.007478069096781146,0.000747806909678114,1699,,,,,,,,,,,,,,,,,,,,,,,,
,,,1699,0.026716211810708046,0.1540047526359558,0.030485332012176514,0.020212020725011826,0.0006856526015326381,0.011332843452692032,0.018117176368832588,0.0220330860465765,1091.669921875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2821.0,0,,
0.0007298996541953055,0.007298996541953059,0.0007298996541953055,1799,,,,,,,,,,,,,,,,,,,,,,,,
,,,1799,0.0232678409665823,0.15760864317417145,0.024288173764944077,0.02016817405819893,0.000685843697283417,0.010428451001644135,0.0147322416305542,0.02194940112531185,1231.9493408203125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2877.0,0,,
0.0007124212123471085,0.007124212123471088,0.0007124212123471085,1899,,,,,,,,,,,,,,,,,,,,,,,,
,,,1899,0.02026991732418537,0.14196465909481049,0.02618027850985527,0.019823040813207626,0.0006887882482260466,0.008772727102041245,0.01409093663096428,0.022303815931081772,1227.759765625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2864.0,0,,
0.0006953613156067008,0.006953613156067014,0.0006953613156067008,1999,,,,,,,,,,,,,,,,,,,,,,,,
,,,1999,0.028320834040641785,0.15660741925239563,0.026421161368489265,0.018776778131723404,0.000679350399877876,0.009182687848806381,0.014604502357542515,0.02133127674460411,1355.629638671875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2918.0,0,,
0.0006787099413411284,0.006787099413411296,0.0006787099413411284,2099,,,,,,,,,,,,,,,,,,,,,,,,
,,,2099,0.029951980337500572,0.15749406814575195,0.029701657593250275,0.018760472536087036,0.0006792763015255332,0.009859610348939896,0.017199024558067322,0.02135462313890457,1486.383056640625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2923.0,0,,
0.000662457306923042,0.006624573069230427,0.000662457306923042,2199,,,,,,,,,,,,,,,,,,,,,,,,
,,,2199,0.03315427526831627,0.1670193374156952,0.024791264906525612,0.019345376640558243,0.0006896134582348168,0.009469219483435154,0.016813263297080994,0.022800272330641747,1638.917236328125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2898.0,0,,
0.0006465938639834328,0.006465938639834335,0.0006465938639834328,2299,,,,,,,,,,,,,,,,,,,,,,,,
,,,2299,0.030558770522475243,0.16390712559223175,0.026896024122834206,0.019494835287332535,0.0006900526350364089,0.008967066183686256,0.019673988223075867,0.023374661803245544,1751.5458984375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2938.0,0,,
0.0006311102928020011,0.0063111029280200175,0.0006311102928020011,2399,,,,,,,,,,,,,,,,,,,,,,,,
,,,2399,0.03364453837275505,0.1658995896577835,0.026668701320886612,0.019042443484067917,0.0006838368135504425,0.008492594584822655,0.017728624865412712,0.022174334153532982,1954.6448974609375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2932.0,0,,
0.0006159974968318482,0.006159974968318494,0.0006159974968318482,2499,,,,,,,,,,,,,,,,,,,,,,,,
,,,2499,0.020180294290184975,0.1471697986125946,0.025619931519031525,0.018321972340345383,0.00068237807136029,0.008330143056809902,0.017725668847560883,0.022831197828054428,2082.68115234375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2986.0,0,,
0.000601246597355289,0.006012465973552901,0.000601246597355289,2599,,,,,,,,,,,,,,,,,,,,,,,,
,,,2599,0.02853192202746868,0.15506571531295776,0.025668073445558548,0.018264153972268105,0.0006860431749373674,0.009724671021103859,0.01866578683257103,0.020927250385284424,2174.90771484375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2974.0,0,,
0.0005868489282676302,0.005868489282676306,0.0005868489282676302,2699,,,,,,,,,,,,,,,,,,,,,,,,
,,,2699,0.015407891012728214,0.13203832507133484,0.027864305302500725,0.016992544755339622,0.0006781331612728536,0.00903777964413166,0.02074315771460533,0.021545857191085815,2302.104736328125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2954.0,0,,
0.0005727960309858642,0.005727960309858654,0.0005727960309858642,2799,,,,,,,,,,,,,,,,,,,,,,,,
,,,2799,0.023370463401079178,0.14995507895946503,0.02454739436507225,0.017387334257364273,0.0006727211293764412,0.009475568309426308,0.019005488604307175,0.020977875217795372,2445.88232421875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3010.0,0,,
0.0005590796494792832,0.005590796494792843,0.0005590796494792832,2899,,,,,,,,,,,,,,,,,,,,,,,,
,,,2899,0.037052709609270096,0.1738017350435257,0.027645062655210495,0.017248090356588364,0.0006787050515413284,0.010183588601648808,0.017738472670316696,0.02083803340792656,2569.8310546875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,2999.0,0,,
0.000545691725419082,0.005456917254190826,0.000545691725419082,2999,,,,,,,,,,,,,,,,,,,,,,,,
,,,2999,0.032545119524002075,0.15535147488117218,0.024474799633026123,0.01733080856502056,0.0006943257176317275,0.00823540985584259,0.014124222099781036,0.020003702491521835,2770.4404296875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3015.0,0,,
,,,2999,,,,,,,,,,,,,,,,,,,,,,0,22.094738006591797,
0.0005326243934441199,0.00532624393444121,0.0005326243934441199,3099,,,,,,,,,,,,,,,,,,,,,,,,
,,,3099,0.021576961502432823,0.1337459683418274,0.02273714914917946,0.017558947205543518,0.0006728314911015332,0.008583653718233109,0.01948479935526848,0.020153602585196495,2966.275390625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3026.0,0,,
0.000519869976540049,0.005198699765400499,0.000519869976540049,3199,,,,,,,,,,,,,,,,,,,,,,,,
,,,3199,0.032112039625644684,0.15696308016777039,0.02281804010272026,0.017422465607523918,0.0006777746602892876,0.00863760244101286,0.01461799256503582,0.02206823229789734,3138.943359375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3007.0,0,,
0.0005074209815290884,0.0050742098152908996,0.0005074209815290884,3299,,,,,,,,,,,,,,,,,,,,,,,,
,,,3299,0.022762030363082886,0.1459026038646698,0.02374817244708538,0.0168075580149889,0.0006942474865354598,0.008972544223070145,0.019152134656906128,0.022885030135512352,3129.587646484375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3011.0,0,,
0.0004952700946678131,0.004952700946678146,0.0004952700946678131,3399,,,,,,,,,,,,,,,,,,,,,,,,
,,,3399,0.024014553055167198,0.14368005096912384,0.02581797167658806,0.017161650583148003,0.0006866133189760149,0.009356704540550709,0.019502384588122368,0.02081003040075302,3216.48388671875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3027.0,0,,
0.0004834101773503484,0.004834101773503496,0.0004834101773503484,3499,,,,,,,,,,,,,,,,,,,,,,,,
,,,3499,0.025835998356342316,0.14861874282360077,0.023572666570544243,0.016509152948856354,0.0006880821310915053,0.009160199202597141,0.015151520259678364,0.020914709195494652,3357.650390625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3019.0,0,,
0.00047183426191446616,0.004718342619144669,0.00047183426191446616,3599,,,,,,,,,,,,,,,,,,,,,,,,
,,,3599,0.02532791718840599,0.15259949862957,0.026637665927410126,0.017381999641656876,0.0006790223997086287,0.008014106191694736,0.014600079506635666,0.021268796175718307,3480.950927734375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3032.0,0,,
0.00046053554754810433,0.004605355475481049,0.00046053554754810433,3699,,,,,,,,,,,,,,,,,,,,,,,,
,,,3699,0.023175347596406937,0.13695861399173737,0.018915055319666862,0.016907131299376488,0.0006845556781627238,0.008238446898758411,0.021293526515364647,0.020257383584976196,3448.90185546875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3042.0,0,,
0.0004495073962939136,0.004495073962939145,0.0004495073962939136,3799,,,,,,,,,,,,,,,,,,,,,,,,
,,,3799,0.03479435667395592,0.1695699244737625,0.02790720760822296,0.01753207854926586,0.000685685605276376,0.008429847657680511,0.016720570623874664,0.02172609232366085,3623.8056640625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3024.0,0,,
0.00043874332914947955,0.0043874332914948,0.00043874332914947955,3899,,,,,,,,,,,,,,,,,,,,,,,,
,,,3899,0.0180096086114645,0.1363401561975479,0.020174838602542877,0.01635913737118244,0.000688383704982698,0.008604464121162891,0.019087184220552444,0.021896611899137497,3897.42822265625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3033.0,0,,
0.0004282370222609282,0.004282370222609286,0.0004282370222609282,3999,,,,,,,,,,,,,,,,,,,,,,,,
,,,3999,0.02630957029759884,0.14770182967185974,0.025283873081207275,0.017105404287576675,0.0006860696012154222,0.008517017588019371,0.021158386021852493,0.02234337478876114,3944.618408203125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3026.0,0,,
0.0004179823032076846,0.004179823032076844,0.0004179823032076846,4099,,,,,,,,,,,,,,,,,,,,,,,,
,,,4099,0.037474267184734344,0.1602274477481842,0.024361038580536842,0.01733313500881195,0.0006863140151835978,0.008486082777380943,0.016471736133098602,0.021301861852407455,4104.97509765625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3061.0,0,,
0.00040797314737619497,0.004079731473761952,0.00040797314737619497,4199,,,,,,,,,,,,,,,,,,,,,,,,
,,,4199,0.023857492953538895,0.1431649625301361,0.02082354575395584,0.01685292460024357,0.0006775647634640336,0.008295698091387749,0.017418019473552704,0.023480843752622604,4317.40966796875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3035.0,0,,
0.0003982036744204882,0.003982036744204886,0.0003982036744204882,4299,,,,,,,,,,,,,,,,,,,,,,,,
,,,4299,0.024344956502318382,0.14938151836395264,0.023357998579740524,0.016795482486486435,0.000676764000672847,0.009040393866598606,0.020815405994653702,0.02013019472360611,4557.2587890625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3068.0,0,,
0.0003886681448074893,0.003886681448074897,0.0003886681448074893,4399,,,,,,,,,,,,,,,,,,,,,,,,
,,,4399,0.026400702074170113,0.15623682737350464,0.021155240014195442,0.016209712252020836,0.0006897046696394682,0.008719426579773426,0.016008567065000534,0.02281055971980095,4606.11328125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3071.0,0,,
0.00037936095644506456,0.003793609564450651,0.00037936095644506456,4499,,,,,,,,,,,,,,,,,,,,,,,,
,,,4499,0.032310426235198975,0.15920761227607727,0.025580285117030144,0.016556289047002792,0.0006818979163654149,0.008449273183941841,0.020373791456222534,0.02086622081696987,4519.53515625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3072.0,0,,
0.00037027664139081026,0.0037027664139081093,0.00037027664139081026,4599,,,,,,,,,,,,,,,,,,,,,,,,
,,,4599,0.026409469544887543,0.1444772183895111,0.024033665657043457,0.016264650970697403,0.0006751848850399256,0.008452655747532845,0.01977570354938507,0.021801745519042015,4539.05908203125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3083.0,0,,
0.0003614098626396544,0.0036140986263965493,0.0003614098626396544,4699,,,,,,,,,,,,,,,,,,,,,,,,
,,,4699,0.01587708666920662,0.1306273341178894,0.022623524069786072,0.015689628198742867,0.0006845880416221917,0.008948037400841713,0.01702505350112915,0.02166476473212242,4626.748046875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3058.0,0,,
0.0003527554109883842,0.0035275541098838455,0.0003527554109883842,4799,,,,,,,,,,,,,,,,,,,,,,,,
,,,4799,0.03070422261953354,0.1484656184911728,0.02259000949561596,0.015907205641269684,0.0006783081917092204,0.008564796298742294,0.019905485212802887,0.021077251061797142,4466.13525390625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3087.0,0,,
0.00034430820197525665,0.0034430820197525708,0.00034430820197525665,4899,,,,,,,,,,,,,,,,,,,,,,,,
,,,4899,0.02078489400446415,0.13622821867465973,0.02302582561969757,0.01630599983036518,0.000685699051246047,0.008410575799643993,0.018866848200559616,0.021278515458106995,4465.4111328125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3037.0,0,,
0.00033606327289289366,0.003360632728928936,0.00033606327289289366,4999,,,,,,,,,,,,,,,,,,,,,,,,
,,,4999,0.021459486335515976,0.13627731800079346,0.022469447925686836,0.015653489157557487,0.0006878350977785885,0.008075564168393612,0.020634885877370834,0.020794395357370377,4481.90966796875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3069.0,0,,
0.00032801577987270734,0.0032801577987270707,0.00032801577987270734,5099,,,,,,,,,,,,,,,,,,,,,,,,
,,,5099,0.021119065582752228,0.13399814069271088,0.024633465334773064,0.016009053215384483,0.0006846608594059944,0.008400904014706612,0.018832728266716003,0.022171329706907272,4491.21142578125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3063.0,0,,
0.00032016099503914434,0.0032016099503914403,0.00032016099503914434,5199,,,,,,,,,,,,,,,,,,,,,,,,
,,,5199,0.018887478858232498,0.13412706553936005,0.026370253413915634,0.016218988224864006,0.0006884228205308318,0.008226743899285793,0.02070440724492073,0.021244414150714874,4824.57421875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3052.0,0,,
0.0003124943037320743,0.0031249430373207405,0.0003124943037320743,5299,,,,,,,,,,,,,,,,,,,,,,,,
,,,5299,0.01714855618774891,0.13146163523197174,0.02188180945813656,0.015853866934776306,0.0006862340960651636,0.008225947618484497,0.017133457586169243,0.021565988659858704,4933.8447265625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3086.0,0,,
0.0003050112017956915,0.003050112017956916,0.0003050112017956915,5399,,,,,,,,,,,,,,,,,,,,,,,,
,,,5399,0.022386612370610237,0.14246128499507904,0.02836274355649948,0.015863174572587013,0.0006745256250724196,0.00869342777878046,0.02220013551414013,0.02215365692973137,4965.490234375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3115.0,0,,
0.00029770729293233965,0.0029770729293233968,0.00029770729293233965,5499,,,,,,,,,,,,,,,,,,,,,,,,
,,,5499,0.02218349277973175,0.13888750970363617,0.022401578724384308,0.015599501319229603,0.0006793932989239693,0.008086245507001877,0.018510181456804276,0.021418068557977676,4985.76123046875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3098.0,0,,
0.0002905782861196994,0.0029057828611969948,0.0002905782861196994,5599,,,,,,,,,,,,,,,,,,,,,,,,
,,,5599,0.02060762047767639,0.12860248982906342,0.023054221644997597,0.01569141075015068,0.0006881654262542725,0.00836996827274561,0.01878972537815571,0.020883798599243164,5064.2900390625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3117.0,0,,
0.00028361999308982916,0.0028361999308982927,0.00028361999308982916,5699,,,,,,,,,,,,,,,,,,,,,,,,
,,,5699,0.025222722440958023,0.13520285487174988,0.02373809553682804,0.01546983327716589,0.0006820659036748111,0.008094055578112602,0.018698370084166527,0.02248287759721279,5144.89990234375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3099.0,0,,
0.0002768283258685701,0.0027682832586857016,0.0002768283258685701,5799,,,,,,,,,,,,,,,,,,,,,,,,
,,,5799,0.025559095665812492,0.14601968228816986,0.02139122784137726,0.016082879155874252,0.0006851250072941184,0.008404969237744808,0.018059397116303444,0.0203015748411417,5293.8994140625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3103.0,0,,
0.00027019929437387515,0.0027019929437387532,0.00027019929437387515,5899,,,,,,,,,,,,,,,,,,,,,,,,
,,,5899,0.027719108387827873,0.14868442714214325,0.02420375868678093,0.0156620554625988,0.0007029647240415215,0.008552131243050098,0.020372502505779266,0.019988905638456345,5209.33544921875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3135.0,0,,
0.0002637290040716496,0.0026372900407164966,0.0002637290040716496,5999,,,,,,,,,,,,,,,,,,,,,,,,
,,,5999,0.02291763573884964,0.1385873556137085,0.02424113266170025,0.015721211209893227,0.0006886215414851904,0.008140346966683865,0.019229112192988396,0.020756779238581657,5194.5712890625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3109.0,0,,
,,,5999,,,,,,,,,,,,,,,,,,,,,,0,22.83115005493164,
0.00025741365368772424,0.002574136536877244,0.00025741365368772424,6099,,,,,,,,,,,,,,,,,,,,,,,,
,,,6099,0.017535904422402382,0.12422659248113632,0.02333984524011612,0.01573179103434086,0.0006791329360567033,0.008037041872739792,0.02190484292805195,0.023081723600625992,5250.92333984375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3101.0,0,,
0.00025124953297462,0.0025124953297462047,0.00025124953297462,6199,,,,,,,,,,,,,,,,,,,,,,,,
,,,6199,0.023431260138750076,0.1355883628129959,0.017898721620440483,0.015501152724027634,0.0006780726835131645,0.00828615203499794,0.02068651095032692,0.02119060605764389,5323.36376953125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3125.0,0,,
0.00024523302053178973,0.0024523302053179033,0.00024523302053178973,6299,,,,,,,,,,,,,,,,,,,,,,,,
,,,6299,0.014734813943505287,0.12348993867635727,0.022175800055265427,0.015249542891979218,0.0006856480613350868,0.008223296143114567,0.015046179294586182,0.02203761599957943,5440.41748046875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3129.0,0,,
0.00023936058167805708,0.0023936058167805733,0.00023936058167805708,6399,,,,,,,,,,,,,,,,,,,,,,,,
,,,6399,0.018345341086387634,0.12828181684017181,0.01854633539915085,0.015272490680217743,0.0006856636027805507,0.008685080334544182,0.018168650567531586,0.022823167964816093,5458.52978515625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3142.0,0,,
0.00023362876637500298,0.0023362876637500313,0.00023362876637500298,6499,,,,,,,,,,,,,,,,,,,,,,,,
,,,6499,0.028784556314349174,0.14231282472610474,0.02266259677708149,0.014925595372915268,0.0006813246291130781,0.008361686021089554,0.021943969652056694,0.02343757078051567,5505.849609375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,3167.0,0,,
0.00022803420720007977,0.0022803420720008023,0.00022803420720007977,6599,,,,,,,,,,,,,,,,,,,,,,,,
