train/loss_sparsity,train_params/lambda_orient,train_params/lambda_normal_smoothness_2d,train_params/lambda_sparsity,train_params/lambda_3d_sd,train_params/lambda_opaque,train/min_step_3d,train/max_step_3d,train/loss_rgb,train_params/lambda_sd,lr-Adam/geometry.feature_network,epoch,train/grad_norm_3d,step,train/loss_opaque,train/max_step,train_params/lambda_rgb,trian/loss_normal_smoothness_2d,train/loss_sd,lr-Adam/geometry.encoding,train_params/lambda_mask,train/min_step,train/loss_sd_3d,train/grad_norm,lr-Adam/geometry.density_network,train/loss_mask
,,,,,,,,,,0.001,,,11,,,,,,0.01,,,,,0.001,
0.25791966915130615,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07443487644195557,0.02500000037252903,,0,11.028108596801758,11,0.14131417870521545,600.0,1000.0,0.00025990355061367154,7369.541015625,,100.0,200.0,60.80958938598633,121.40462493896484,,1.2279648780822754
,,,,,,,,,,0.001,,,12,,,,,,0.01,,,,,0.001,
0.25806713104248047,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07441353797912598,0.02500000037252903,,0,11.560178756713867,12,0.14172688126564026,600.0,1000.0,0.00024352461332455277,138.82003784179688,,100.0,200.0,66.81886291503906,16.662534713745117,,1.2277932167053223
,,,,,,,,,,0.001,,,13,,,,,,0.01,,,,,0.001,
0.2581075429916382,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.0743914470076561,0.02500000037252903,,0,1.9240859746932983,13,0.141512930393219,600.0,1000.0,0.00027754122857004404,38.895084381103516,,100.0,200.0,1.851053237915039,8.819872856140137,,1.227304220199585
,,,,,,,,,,0.001,,,14,,,,,,0.01,,,,,0.001,
0.25815534591674805,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07436442375183105,0.02500000037252903,,0,10.475726127624512,14,0.14168481528759003,600.0,1000.0,0.00027631892589852214,313.5701599121094,,100.0,200.0,54.87041473388672,25.042770385742188,,1.2267537117004395
,,,,,,,,,,0.001,,,15,,,,,,0.01,,,,,0.001,
0.2581142783164978,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07433788478374481,0.02500000037252903,,0,4.2620649337768555,15,0.14162707328796387,600.0,1000.0,0.00017487224249634892,69.121826171875,,100.0,200.0,9.082598686218262,11.757705688476562,,1.2261754274368286
,,,,,,,,,,0.001,,,16,,,,,,0.01,,,,,0.001,
0.2584494352340698,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07424591481685638,0.02500000037252903,,0,2.3937978744506836,16,0.1420164406299591,600.0,1000.0,0.00019902351778000593,1251.654052734375,,100.0,200.0,2.8651344776153564,50.0330696105957,,1.2310640811920166
,,,,,,,,,,0.001,,,17,,,,,,0.01,,,,,0.001,
0.2585071921348572,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.0742078348994255,0.02500000037252903,,0,10.00521469116211,17,0.1424538493156433,600.0,1000.0,0.0001934247266035527,568.4715576171875,,100.0,200.0,50.052162170410156,33.718589782714844,,1.2302615642547607
,,,,,,,,,,0.001,,,18,,,,,,0.01,,,,,0.001,
0.25834912061691284,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07417044788599014,0.02500000037252903,,0,8.736724853515625,18,0.1416216343641281,600.0,1000.0,0.00024440206470899284,5463.66357421875,,100.0,200.0,38.16518020629883,104.53385925292969,,1.2298699617385864
,,,,,,,,,,0.001,,,19,,,,,,0.01,,,,,0.001,
0.2584455609321594,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07412508130073547,0.02500000037252903,,0,6.5539960861206055,19,0.1419115960597992,600.0,1000.0,0.00023306689399760216,59.382938385009766,,100.0,200.0,21.477432250976562,10.89797592163086,,1.2291804552078247
,,,,,,,,,,0.001,,,20,,,,,,0.01,,,,,0.001,
0.25850147008895874,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07407171279191971,0.02500000037252903,,0,6.341932773590088,20,0.14189961552619934,600.0,1000.0,0.00017607968766242266,99.73373413085938,,100.0,200.0,20.110057830810547,14.123294830322266,,1.2272090911865234
,,,,,,,,,,0.001,,,21,,,,,,0.01,,,,,0.001,
0.2586382031440735,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07402032613754272,0.02500000037252903,,0,3.7362072467803955,21,0.14229413866996765,600.0,1000.0,0.00027765348204411566,111.15733337402344,,100.0,200.0,6.979621887207031,14.9102201461792,,1.2255723476409912
,,,,,,,,,,0.001,,,22,,,,,,0.01,,,,,0.001,
0.25856345891952515,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07396252453327179,0.02500000037252903,,0,5.633610248565674,22,0.14206430315971375,600.0,1000.0,0.0002168850041925907,158.297607421875,,100.0,200.0,15.868782043457031,17.793123245239258,,1.224263310432434
,,,,,,,,,,0.001,,,23,,,,,,0.01,,,,,0.001,
0.25837242603302,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07390334457159042,0.02500000037252903,,0,2.008171319961548,23,0.14171910285949707,600.0,1000.0,0.00019366359629202634,67.927490234375,,100.0,200.0,2.016376256942749,11.655684471130371,,1.2227704524993896
,,,,,,,,,,0.001,,,24,,,,,,0.01,,,,,0.001,
0.25820469856262207,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07383783161640167,0.02500000037252903,,0,5.201846599578857,24,0.14150886237621307,600.0,1000.0,0.0002203508047387004,781.5321044921875,,100.0,200.0,13.5296049118042,39.535606384277344,,1.2211101055145264
,,,,,,,,,,0.001,,,25,,,,,,0.01,,,,,0.001,
0.2582162022590637,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07375888526439667,0.02500000037252903,,0,4.563684940338135,25,0.14137600362300873,600.0,1000.0,0.00021151549299247563,1998.2763671875,,100.0,200.0,10.413610458374023,63.21829605102539,,1.2196848392486572
,,,,,,,,,,0.001,,,26,,,,,,0.01,,,,,0.001,
0.2584928274154663,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07367955148220062,0.02500000037252903,,0,4.754058837890625,26,0.14159449934959412,600.0,1000.0,0.0002138609270332381,4942.4150390625,,100.0,200.0,11.300536155700684,99.4224853515625,,1.2183094024658203
,,,,,,,,,,0.001,,,27,,,,,,0.01,,,,,0.001,
0.2583070695400238,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07358787953853607,0.02500000037252903,,0,3.052147626876831,27,0.14146940410137177,600.0,1000.0,0.00019318558042868972,390.283935546875,,100.0,200.0,4.657802104949951,27.93864631652832,,1.2162964344024658
,,,,,,,,,,0.001,,,28,,,,,,0.01,,,,,0.001,
0.25899386405944824,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07349124550819397,0.02500000037252903,,0,3.42724609375,28,0.14303484559059143,600.0,1000.0,0.00019453297136351466,203.66128540039062,,100.0,200.0,5.8730082511901855,20.182233810424805,,1.2140071392059326
,,,,,,,,,,0.001,,,29,,,,,,0.01,,,,,0.001,
0.25852394104003906,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07338681071996689,0.02500000037252903,,0,8.792763710021973,29,0.1413213461637497,600.0,1000.0,0.00018430236377753317,67.49760437011719,,100.0,200.0,38.65634536743164,11.618743896484375,,1.2111364603042603
,,,,,,,,,,0.001,,,30,,,,,,0.01,,,,,0.001,
0.2584012746810913,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07327516376972198,0.02500000037252903,,0,2.052990674972534,30,0.14129862189292908,600.0,1000.0,0.0002023929700953886,205.20144653320312,,100.0,200.0,2.1073853969573975,20.258403778076172,,1.2089533805847168
,,,,,,,,,,0.001,,,31,,,,,,0.01,,,,,0.001,
0.2584947943687439,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07314828783273697,0.02500000037252903,,0,4.02667760848999,31,0.14142721891403198,600.0,1000.0,0.00017563159053679556,1614.301513671875,,100.0,200.0,8.107065200805664,56.820796966552734,,1.2059738636016846
,,,,,,,,,,0.001,,,32,,,,,,0.01,,,,,0.001,
0.2590055763721466,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07292340695858002,0.02500000037252903,,0,4.289711952209473,32,0.14237648248672485,600.0,1000.0,0.000258646032307297,98.07154846191406,,100.0,200.0,9.200814247131348,14.005109786987305,,1.20112144947052
,,,,,,,,,,0.001,,,33,,,,,,0.01,,,,,0.001,
0.2594912648200989,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07276180386543274,0.02500000037252903,,0,1.8917362689971924,33,0.1431664526462555,600.0,1000.0,0.0002868260198738426,744.6390380859375,,100.0,200.0,1.7893328666687012,38.59116744995117,,1.1965875625610352
,,,,,,,,,,0.001,,,34,,,,,,0.01,,,,,0.001,
0.2594038248062134,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07258478552103043,0.02500000037252903,,0,2.174129009246826,34,0.14228928089141846,600.0,1000.0,0.0001929151185322553,88.94761657714844,,100.0,200.0,2.3634188175201416,13.337737083435059,,1.1920493841171265
,,,,,,,,,,0.001,,,35,,,,,,0.01,,,,,0.001,
0.2593451142311096,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07238873094320297,0.02500000037252903,,0,4.06500768661499,35,0.14268489181995392,600.0,1000.0,0.00019713552319444716,301.36474609375,,100.0,200.0,8.262142181396484,24.55055046081543,,1.1867356300354004
,,,,,,,,,,0.001,,,36,,,,,,0.01,,,,,0.001,
0.2589268684387207,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07216790318489075,0.02500000037252903,,0,9.325746536254883,36,0.1413343995809555,600.0,1000.0,0.0003088607336394489,4822.32421875,,100.0,200.0,43.484771728515625,98.20716857910156,,1.1794829368591309
,,,,,,,,,,0.001,,,37,,,,,,0.01,,,,,0.001,
0.2588226795196533,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07194900512695312,0.02500000037252903,,0,3.6857283115386963,37,0.14041396975517273,600.0,1000.0,0.0002773612504824996,206.9427490234375,,100.0,200.0,6.792295932769775,20.34417724609375,,1.1743977069854736
,,,,,,,,,,0.001,,,38,,,,,,0.01,,,,,0.001,
0.2604190707206726,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07169707119464874,0.02500000037252903,,0,3.5909996032714844,38,0.14401423931121826,600.0,1000.0,0.00027071990189142525,104.45306396484375,,100.0,200.0,6.447639465332031,14.453585624694824,,1.1696972846984863
,,,,,,,,,,0.001,,,39,,,,,,0.01,,,,,0.001,
0.2611118257045746,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07142455875873566,0.02500000037252903,,0,4.074080467224121,39,0.14526179432868958,600.0,1000.0,0.00023401418002322316,4237.13671875,,100.0,200.0,8.299066543579102,92.05581665039062,,1.162232518196106
,,,,,,,,,,0.001,,,40,,,,,,0.01,,,,,0.001,
0.25916334986686707,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07113908231258392,0.02500000037252903,,0,6.115755081176758,40,0.14040958881378174,600.0,1000.0,0.00024360169481951743,959.1390380859375,,100.0,200.0,18.701229095458984,43.798152923583984,,1.1564457416534424
,,,,,,,,,,0.001,,,41,,,,,,0.01,,,,,0.001,
0.26103445887565613,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07082384079694748,0.02500000037252903,,0,4.583649158477783,41,0.14396551251411438,600.0,1000.0,0.0002886722795665264,750.42138671875,,100.0,200.0,10.504919052124023,38.7407112121582,,1.1478018760681152
,,,,,,,,,,0.001,,,42,,,,,,0.01,,,,,0.001,
0.2591419517993927,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.0704844743013382,0.02500000037252903,,0,8.21306324005127,42,0.1404375433921814,600.0,1000.0,0.00025921856286004186,75.43518829345703,,100.0,200.0,33.727203369140625,12.282931327819824,,1.1414804458618164
,,,,,,,,,,0.001,,,43,,,,,,0.01,,,,,0.001,
0.2591095566749573,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.07012472301721573,0.02500000037252903,,0,2.3722188472747803,43,0.13980412483215332,600.0,1000.0,0.00032112328335642815,107.25312805175781,,100.0,200.0,2.813710927963257,14.646032333374023,,1.133461833000183
,,,,,,,,,,0.001,,,44,,,,,,0.01,,,,,0.001,
0.2604038715362549,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06973566114902496,0.02500000037252903,,0,10.449284553527832,44,0.14031893014907837,600.0,1000.0,0.0003030516963917762,147.67477416992188,,100.0,200.0,54.593772888183594,17.18573760986328,,1.1261992454528809
,,,,,,,,,,0.001,,,45,,,,,,0.01,,,,,0.001,
0.2632836103439331,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06930550187826157,0.02500000037252903,,0,4.9516801834106445,45,0.14548346400260925,600.0,1000.0,0.00028010696405544877,905.3154296875,,100.0,200.0,12.25956916809082,42.55150604248047,,1.1185128688812256
,,,,,,,,,,0.001,,,46,,,,,,0.01,,,,,0.001,
0.26034098863601685,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06886866688728333,0.02500000037252903,,0,11.585959434509277,46,0.13980072736740112,600.0,1000.0,0.00029716495191678405,171.70309448242188,,100.0,200.0,67.11722564697266,18.531221389770508,,1.1111369132995605
,,,,,,,,,,0.001,,,47,,,,,,0.01,,,,,0.001,
0.25866788625717163,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06839930266141891,0.02500000037252903,,0,6.606916904449463,47,0.13698920607566833,600.0,1000.0,0.0003930240636691451,387.70819091796875,,100.0,200.0,21.82567596435547,27.84630012512207,,1.1033127307891846
,,,,,,,,,,0.001,,,48,,,,,,0.01,,,,,0.001,
0.26563888788223267,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06772860139608383,0.02500000037252903,,0,7.300510406494141,48,0.14735455811023712,600.0,1000.0,0.0003357231616973877,652.7979736328125,,100.0,200.0,26.64872932434082,36.13302993774414,,1.0797449350357056
,,,,,,,,,,0.001,,,49,,,,,,0.01,,,,,0.001,
0.2618873715400696,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06716517359018326,0.02500000037252903,,0,4.781131267547607,49,0.13899756968021393,600.0,1000.0,0.0003668004646897316,94.18382263183594,,100.0,200.0,11.429607391357422,13.724709510803223,,1.069264531135559
,,,,,,,,,,0.001,,,50,,,,,,0.01,,,,,0.001,
0.2637011706829071,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06658859550952911,0.02500000037252903,,0,9.021135330200195,50,0.14087441563606262,600.0,1000.0,0.0003343156131450087,563.8106689453125,,100.0,200.0,40.69044494628906,33.580074310302734,,1.0577843189239502
,,,,,,,,,,0.001,,,51,,,,,,0.01,,,,,0.001,
0.2619566023349762,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06597894430160522,0.02500000037252903,,0,5.419315338134766,51,0.13403522968292236,600.0,1000.0,0.0005957820685580373,279.5749206542969,,100.0,200.0,14.684488296508789,23.64634895324707,,1.0453883409500122
,,,,,,,,,,0.001,,,52,,,,,,0.01,,,,,0.001,
0.2656285762786865,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06535780429840088,0.02500000037252903,,0,1.930001139640808,52,0.1428687870502472,600.0,1000.0,0.0003803377039730549,3570.522216796875,,100.0,200.0,1.8624521493911743,84.50469970703125,,1.0343066453933716
,,,,,,,,,,0.001,,,53,,,,,,0.01,,,,,0.001,
0.2691359519958496,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06470733880996704,0.02500000037252903,,0,2.8649611473083496,53,0.14749710261821747,600.0,1000.0,0.0005614493857137859,198.90029907226562,,100.0,200.0,4.104001045227051,19.94493865966797,,1.0224252939224243
,,,,,,,,,,0.001,,,54,,,,,,0.01,,,,,0.001,
0.26589518785476685,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.064049631357193,0.02500000037252903,,0,8.644293785095215,54,0.14051410555839539,600.0,1000.0,0.0005998472915962338,329.18389892578125,,100.0,200.0,37.361907958984375,25.65867805480957,,1.0129075050354004
,,,,,,,,,,0.001,,,55,,,,,,0.01,,,,,0.001,
0.2628287672996521,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06334299594163895,0.02500000037252903,,0,7.1037702560424805,55,0.1341523826122284,600.0,1000.0,0.0006481637828983366,244.88677978515625,,100.0,200.0,25.23177719116211,22.130828857421875,,1.003180742263794
,,,,,,,,,,0.001,,,56,,,,,,0.01,,,,,0.001,
0.2657034993171692,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.0626319944858551,0.02500000037252903,,0,6.483304977416992,56,0.1318616271018982,600.0,1000.0,0.0008415187476202846,2000.18798828125,,100.0,200.0,21.01662254333496,63.2485237121582,,0.9931589365005493
,,,,,,,,,,0.001,,,57,,,,,,0.01,,,,,0.001,
0.2711397707462311,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.061911337077617645,0.02500000037252903,,0,10.374194145202637,57,0.14424848556518555,600.0,1000.0,0.0008793284650892019,835.5948486328125,,100.0,200.0,53.811954498291016,40.88018798828125,,0.9823347330093384
,,,,,,,,,,0.001,,,58,,,,,,0.01,,,,,0.001,
0.2639145255088806,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06125863641500473,0.02500000037252903,,0,2.6975018978118896,58,0.1275029480457306,600.0,1000.0,0.000805646413937211,38.47578430175781,,100.0,200.0,3.6382577419281006,8.772204399108887,,0.9731844067573547
,,,,,,,,,,0.001,,,59,,,,,,0.01,,,,,0.001,
0.27145564556121826,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.06061143800616264,0.02500000037252903,,0,7.698965549468994,59,0.1415334939956665,600.0,1000.0,0.0008317842148244381,762.4852294921875,,100.0,200.0,29.637035369873047,39.05086898803711,,0.9657191038131714
,,,,,,,,,,0.001,,,60,,,,,,0.01,,,,,0.001,
0.26827484369277954,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05994173511862755,0.02500000037252903,,0,5.256417751312256,60,0.12847375869750977,600.0,1000.0,0.0010311900405213237,1801.5860595703125,,100.0,200.0,13.814964294433594,60.02642822265625,,0.9559051990509033
,,,,,,,,,,0.001,,,61,,,,,,0.01,,,,,0.001,
0.26471585035324097,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.059298958629369736,0.02500000037252903,,0,8.364723205566406,61,0.1273716688156128,600.0,1000.0,0.0012180143967270851,306.917724609375,,100.0,200.0,34.98429489135742,24.77570343017578,,0.9483710527420044
,,,,,,,,,,0.001,,,62,,,,,,0.01,,,,,0.001,
0.2762790322303772,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05867272615432739,0.02500000037252903,,0,3.309901714324951,62,0.14025041460990906,600.0,1000.0,0.0013939384371042252,295.94366455078125,,100.0,200.0,5.477724075317383,24.3287353515625,,0.9411937594413757
,,,,,,,,,,0.001,,,63,,,,,,0.01,,,,,0.001,
0.27357009053230286,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05808257311582565,0.02500000037252903,,0,7.343430042266846,63,0.1270475685596466,600.0,1000.0,0.0018913433887064457,1894.1429443359375,,100.0,200.0,26.962982177734375,61.54905319213867,,0.9339993000030518
,,,,,,,,,,0.001,,,64,,,,,,0.01,,,,,0.001,
0.2792924642562866,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05623216927051544,0.02500000037252903,,0,8.481657981872559,64,0.13359741866588593,600.0,1000.0,0.0023416359908878803,1547.89599609375,,100.0,200.0,35.96926498413086,55.63984298706055,,0.8521740436553955
,,,,,,,,,,0.001,,,65,,,,,,0.01,,,,,0.001,
0.2715839743614197,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05550169572234154,0.02500000037252903,,0,3.0290846824645996,65,0.1305476874113083,600.0,1000.0,0.0015491833910346031,232.27455139160156,,100.0,200.0,4.587677478790283,21.553401947021484,,0.8376085758209229
,,,,,,,,,,0.001,,,66,,,,,,0.01,,,,,0.001,
0.27765974402427673,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.0547834187746048,0.02500000037252903,,0,8.669075012207031,66,0.13344508409500122,600.0,1000.0,0.001763834385201335,779.68994140625,,100.0,200.0,37.57643127441406,39.488983154296875,,0.8228684663772583
,,,,,,,,,,0.001,,,67,,,,,,0.01,,,,,0.001,
0.2883976101875305,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05403900891542435,0.02500000037252903,,0,4.624728202819824,67,0.14542526006698608,600.0,1000.0,0.0017976437229663134,1304.0728759765625,,100.0,200.0,10.69405460357666,51.07000732421875,,0.8094607591629028
,,,,,,,,,,0.001,,,68,,,,,,0.01,,,,,0.001,
0.2855028510093689,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05333776772022247,0.02500000037252903,,0,4.584946632385254,68,0.1389646828174591,600.0,1000.0,0.0018338606460019946,404.637451171875,,100.0,200.0,10.510869026184082,28.447757720947266,,0.795046329498291
,,,,,,,,,,0.001,,,69,,,,,,0.01,,,,,0.001,
0.28295063972473145,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05269214138388634,0.02500000037252903,,0,3.302597999572754,69,0.13142895698547363,600.0,1000.0,0.0017333172727376223,517.270263671875,,100.0,200.0,5.453577041625977,32.16427230834961,,0.7817023992538452
,,,,,,,,,,0.001,,,70,,,,,,0.01,,,,,0.001,
0.2926531434059143,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.052100684493780136,0.02500000037252903,,0,15.233798027038574,70,0.14196732640266418,600.0,1000.0,0.0026148445904254913,85.71429443359375,,100.0,200.0,116.0343017578125,13.093073844909668,,0.7729018926620483
,,,,,,,,,,0.001,,,71,,,,,,0.01,,,,,0.001,
0.27933982014656067,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.05156584829092026,0.02500000037252903,,0,3.8359322547912598,71,0.11177162081003189,600.0,1000.0,0.0018570155370980501,6457.869140625,,100.0,200.0,7.3571882247924805,113.64743041992188,,0.7617396116256714
,,,,,,,,,,0.001,,,72,,,,,,0.01,,,,,0.001,
0.29981595277786255,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.051031582057476044,0.02500000037252903,,0,10.33529281616211,72,0.14180846512317657,600.0,1000.0,0.003285008016973734,1172.453857421875,,100.0,200.0,53.409141540527344,48.42424774169922,,0.7526933550834656
,,,,,,,,,,0.001,,,73,,,,,,0.01,,,,,0.001,
0.296283483505249,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.050501108169555664,0.02500000037252903,,0,9.625834465026855,73,0.12966328859329224,600.0,1000.0,0.004117599688470364,6664.6513671875,,100.0,200.0,46.328346252441406,115.45259857177734,,0.7439861297607422
,,,,,,,,,,0.001,,,74,,,,,,0.01,,,,,0.001,
0.2848889231681824,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.049948692321777344,0.02500000037252903,,0,6.906124591827393,74,0.1279580295085907,600.0,1000.0,0.0024968478828668594,1032.1044921875,,100.0,200.0,23.847278594970703,45.43356704711914,,0.7370985746383667
,,,,,,,,,,0.001,,,75,,,,,,0.01,,,,,0.001,
0.28892403841018677,0.0,1000.0,0.0,1.0,0.0,200.0,600.0,0.04944532364606857,0.02500000037252903,,0,6.758617877960205,75,0.12664265930652618,600.0,1000.0,0.001679467037320137,2165.73876953125,,100.0,200.0,22.83945655822754,65.81396484375,,0.7298282980918884
,,,,,,,,,,0.001,,,76,,,,,,0.01,,,,,0.001,
