train/max_step,train_params/lambda_opaque,train/loss_sparsity,train/loss_sds,train/loss_opaque,lr-Adam/geometry,train_params/lambda_sds,train/min_step,lr-Adam/background,train_params/lambda_orient,train_params/lambda_sparsity,epoch,train/loss_orient,train/grad_norm,step
980.0,0.0,0.2268313467502594,627.3739624023438,0.1500360369682312,,1.0,20.0,,93.75399780273438,1.0,0,0.03074933961033821,35.422420501708984,423
,,,,,0.01,,,0.001,,,,,,424
980.0,0.0,0.14724594354629517,285.47503662109375,0.060438964515924454,,1.0,20.0,,93.9520034790039,1.0,0,0.03547113016247749,23.894561767578125,424
,,,,,0.01,,,0.001,,,,,,425
980.0,0.0,0.1838727593421936,838.2060546875,0.10508857667446136,,1.0,20.0,,94.1500015258789,1.0,0,0.031963031738996506,40.94401168823242,425
,,,,,0.01,,,0.001,,,,,,426
980.0,0.0,0.1912509948015213,0.09172268956899643,0.09108784794807434,,1.0,20.0,,94.3479995727539,1.0,0,0.03889589011669159,0.4283052682876587,426
,,,,,0.01,,,0.001,,,,,,427
980.0,0.0,0.20638006925582886,53.71678161621094,0.11543601751327515,,1.0,20.0,,94.5459976196289,1.0,0,0.0256338007748127,10.365015983581543,427
,,,,,0.01,,,0.001,,,,,,428
980.0,0.0,0.2537051737308502,189.6996612548828,0.1708013415336609,,1.0,20.0,,94.74400329589844,1.0,0,0.025047065690159798,19.47817611694336,428
,,,,,0.01,,,0.001,,,,,,429
980.0,0.0,0.14028853178024292,167.52708435058594,0.044443611055612564,,1.0,20.0,,94.94200134277344,1.0,0,0.029396746307611465,18.304485321044922,429
,,,,,0.01,,,0.001,,,,,,430
980.0,0.0,0.21197092533111572,152.31661987304688,0.11910327523946762,,1.0,20.0,,95.13999938964844,1.0,0,0.029952827841043472,17.453744888305664,430
,,,,,0.01,,,0.001,,,,,,431
980.0,0.0,0.14349746704101562,650.1278076171875,0.05674479901790619,,1.0,20.0,,95.33799743652344,1.0,0,0.0394132025539875,36.059059143066406,431
,,,,,0.01,,,0.001,,,,,,432
980.0,0.0,0.28015726804733276,243.0250244140625,0.18810608983039856,,1.0,20.0,,95.53600311279297,1.0,0,0.02537849359214306,22.04654312133789,432
,,,,,0.01,,,0.001,,,,,,433
980.0,0.0,0.15734422206878662,752.06005859375,0.057614658027887344,,1.0,20.0,,95.73400115966797,1.0,0,0.03639885410666466,38.78298568725586,433
,,,,,0.01,,,0.001,,,,,,434
980.0,0.0,0.16256499290466309,73.08332061767578,0.07413116097450256,,1.0,20.0,,95.93199920654297,1.0,0,0.041123270988464355,12.08993911743164,434
,,,,,0.01,,,0.001,,,,,,435
980.0,0.0,0.15541508793830872,0.32131630182266235,0.06938261538743973,,1.0,20.0,,96.12999725341797,1.0,0,0.040769968181848526,0.8016437888145447,435
,,,,,0.01,,,0.001,,,,,,436
980.0,0.0,0.2317499965429306,183.87576293945312,0.1376980096101761,,1.0,20.0,,96.3280029296875,1.0,0,0.047201067209243774,19.176849365234375,436
,,,,,0.01,,,0.001,,,,,,437
980.0,0.0,0.17723704874515533,30.05685806274414,0.08379729092121124,,1.0,20.0,,96.5260009765625,1.0,0,0.036201100796461105,7.753303527832031,437
,,,,,0.01,,,0.001,,,,,,438
980.0,0.0,0.20227061212062836,847.3485107421875,0.11912669241428375,,1.0,20.0,,96.7239990234375,1.0,0,0.034409619867801666,41.16669845581055,438
,,,,,0.01,,,0.001,,,,,,439
980.0,0.0,0.22924476861953735,504.63531494140625,0.1438663899898529,,1.0,20.0,,96.9219970703125,1.0,0,0.02837606891989708,31.769020080566406,439
,,,,,0.01,,,0.001,,,,,,440
980.0,0.0,0.17112740874290466,250.34432983398438,0.08102565258741379,,1.0,20.0,,97.12000274658203,1.0,0,0.023535307496786118,22.376073837280273,440
,,,,,0.01,,,0.001,,,,,,441
980.0,0.0,0.15122130513191223,252.56277465820312,0.06414331495761871,,1.0,20.0,,97.31800079345703,1.0,0,0.04217546433210373,22.474998474121094,441
,,,,,0.01,,,0.001,,,,,,442
980.0,0.0,0.1474781036376953,246.2734832763672,0.062567338347435,,1.0,20.0,,97.51599884033203,1.0,0,0.020729580894112587,22.19339942932129,442
,,,,,0.01,,,0.001,,,,,,443
980.0,0.0,0.19078800082206726,1.7302442789077759,0.10672115534543991,,1.0,20.0,,97.71399688720703,1.0,0,0.03656456246972084,1.8602389097213745,443
,,,,,0.01,,,0.001,,,,,,444
980.0,0.0,0.2720416784286499,46.45051574707031,0.18514230847358704,,1.0,20.0,,97.91200256347656,1.0,0,0.03196676820516586,9.638518333435059,444
,,,,,0.01,,,0.001,,,,,,445
980.0,0.0,0.1714269518852234,345.01922607421875,0.08077523112297058,,1.0,20.0,,98.11000061035156,1.0,0,0.03164346143603325,26.268583297729492,445
,,,,,0.01,,,0.001,,,,,,446
980.0,0.0,0.1697923243045807,379.6988220214844,0.0889856219291687,,1.0,20.0,,98.30799865722656,1.0,0,0.04256763309240341,27.557170867919922,446
,,,,,0.01,,,0.001,,,,,,447
980.0,0.0,0.18048277497291565,1.3172255754470825,0.08369296789169312,,1.0,20.0,,98.50599670410156,1.0,0,0.02928094007074833,1.6230992078781128,447
,,,,,0.01,,,0.001,,,,,,448
980.0,0.0,0.20039421319961548,869.5446166992188,0.12192597985267639,,1.0,20.0,,98.7040023803711,1.0,0,0.03761178255081177,41.702388763427734,448
,,,,,0.01,,,0.001,,,,,,449
980.0,0.0,0.173061341047287,456.16278076171875,0.09820833802223206,,1.0,20.0,,98.9020004272461,1.0,0,0.02846597135066986,30.204727172851562,449
,,,,,0.01,,,0.001,,,,,,450
980.0,0.0,0.1699838936328888,119.90011596679688,0.09085091203451157,,1.0,20.0,,99.0999984741211,1.0,0,0.037269752472639084,15.485485076904297,450
,,,,,0.01,,,0.001,,,,,,451
980.0,0.0,0.28116828203201294,192.0802459716797,0.19914460182189941,,1.0,20.0,,99.2979965209961,1.0,0,0.0394299253821373,19.600011825561523,451
,,,,,0.01,,,0.001,,,,,,452
980.0,0.0,0.28727608919143677,879.7806396484375,0.20222389698028564,,1.0,20.0,,99.49600219726562,1.0,0,0.05505790561437607,41.94712829589844,452
,,,,,0.01,,,0.001,,,,,,453
980.0,0.0,0.18146458268165588,142.01173400878906,0.09504153579473495,,1.0,20.0,,99.69400024414062,1.0,0,0.039360545575618744,16.852994918823242,453
,,,,,0.01,,,0.001,,,,,,454
980.0,0.0,0.15842187404632568,15.300212860107422,0.07107776403427124,,1.0,20.0,,99.89199829101562,1.0,0,0.04075579717755318,5.531765460968018,454
,,,,,0.01,,,0.001,,,,,,455
980.0,0.0,0.21132564544677734,77.80278015136719,0.13007645308971405,,1.0,20.0,,100.08999633789062,1.0,0,0.018604153767228127,12.47419548034668,455
,,,,,0.01,,,0.001,,,,,,456
980.0,0.0,0.2044152170419693,421.4380187988281,0.13853496313095093,,1.0,20.0,,100.28800201416016,1.0,0,0.026676790788769722,29.03232765197754,456
,,,,,0.01,,,0.001,,,,,,457
980.0,0.0,0.20074434578418732,6.258144378662109,0.11943875253200531,,1.0,20.0,,100.48600006103516,1.0,0,0.03190560266375542,3.537836790084839,457
,,,,,0.01,,,0.001,,,,,,458
980.0,0.0,0.21101784706115723,574.4730224609375,0.10690857470035553,,1.0,20.0,,100.68399810791016,1.0,0,0.04068169370293617,33.8961067199707,458
,,,,,0.01,,,0.001,,,,,,459
980.0,0.0,0.13637712597846985,230.31434631347656,0.045189280062913895,,1.0,20.0,,100.88200378417969,1.0,0,0.036840908229351044,21.462261199951172,459
,,,,,0.01,,,0.001,,,,,,460
980.0,0.0,0.2174343764781952,720.2440185546875,0.1346835196018219,,1.0,20.0,,101.08000183105469,1.0,0,0.042057182639837265,37.95376205444336,460
,,,,,0.01,,,0.001,,,,,,461
980.0,0.0,0.1743188351392746,475.2428283691406,0.0997108519077301,,1.0,20.0,,101.27799987792969,1.0,0,0.03968973830342293,30.829946517944336,461
,,,,,0.01,,,0.001,,,,,,462
980.0,0.0,0.16444054245948792,283.48931884765625,0.08075137436389923,,1.0,20.0,,101.47599792480469,1.0,0,0.017910201102495193,23.81131362915039,462
,,,,,0.01,,,0.001,,,,,,463
980.0,0.0,0.18226158618927002,156.21246337890625,0.08068326115608215,,1.0,20.0,,101.67400360107422,1.0,0,0.031087270006537437,17.675546646118164,463
,,,,,0.01,,,0.001,,,,,,464
980.0,0.0,0.19759917259216309,55.216270446777344,0.12338476628065109,,1.0,20.0,,101.87200164794922,1.0,0,0.03186344727873802,10.508688926696777,464
,,,,,0.01,,,0.001,,,,,,465
980.0,0.0,0.20175018906593323,0.13191361725330353,0.1099158376455307,,1.0,20.0,,102.06999969482422,1.0,0,0.0264007318764925,0.5136411190032959,465
,,,,,0.01,,,0.001,,,,,,466
980.0,0.0,0.17054873704910278,256.1071472167969,0.07770723104476929,,1.0,20.0,,102.26799774169922,1.0,0,0.01908694952726364,22.632152557373047,466
,,,,,0.01,,,0.001,,,,,,467
980.0,0.0,0.19054292142391205,766.1103515625,0.09766674041748047,,1.0,20.0,,102.46600341796875,1.0,0,0.020059047266840935,39.14358901977539,467
,,,,,0.01,,,0.001,,,,,,468
980.0,0.0,0.2307511568069458,305.741943359375,0.16191017627716064,,1.0,20.0,,102.66400146484375,1.0,0,0.0215463824570179,24.728200912475586,468
,,,,,0.01,,,0.001,,,,,,469
980.0,0.0,0.17110633850097656,238.08624267578125,0.07809138298034668,,1.0,20.0,,102.86199951171875,1.0,0,0.035071246325969696,21.82137680053711,469
,,,,,0.01,,,0.001,,,,,,470
980.0,0.0,0.2099529355764389,336.53515625,0.13491061329841614,,1.0,20.0,,103.05999755859375,1.0,0,0.02249756082892418,25.9435977935791,470
,,,,,0.01,,,0.001,,,,,,471
980.0,0.0,0.15993402898311615,14.555697441101074,0.06447679549455643,,1.0,20.0,,103.25800323486328,1.0,0,0.020933572202920914,5.395497798919678,471
,,,,,0.01,,,0.001,,,,,,472
980.0,0.0,0.18772682547569275,847.1392822265625,0.09308783710002899,,1.0,20.0,,103.45600128173828,1.0,0,0.028147617354989052,41.16161346435547,472
,,,,,0.01,,,0.001,,,,,,473
980.0,0.0,0.21707436442375183,0.23678255081176758,0.13606935739517212,,1.0,20.0,,103.65399932861328,1.0,0,0.044479310512542725,0.6881606578826904,473
,,,,,0.01,,,0.001,,,,,,474
980.0,0.0,0.2433159202337265,423.0033264160156,0.1520375907421112,,1.0,20.0,,103.85199737548828,1.0,0,0.03278299793601036,29.086193084716797,474
,,,,,0.01,,,0.001,,,,,,475
980.0,0.0,0.15509720146656036,366.69415283203125,0.05948702245950699,,1.0,20.0,,104.05000305175781,1.0,0,0.033092599362134933,27.08114242553711,475
,,,,,0.01,,,0.001,,,,,,476
980.0,0.0,0.1409495323896408,267.1049499511719,0.05703484266996384,,1.0,20.0,,104.24800109863281,1.0,0,0.04054226353764534,23.11298179626465,476
,,,,,0.01,,,0.001,,,,,,477
980.0,0.0,0.14402833580970764,785.190185546875,0.05278690159320831,,1.0,20.0,,104.44599914550781,1.0,0,0.03571847453713417,39.62802505493164,477
,,,,,0.01,,,0.001,,,,,,478
980.0,0.0,0.23869246244430542,461.4794921875,0.13623681664466858,,1.0,20.0,,104.64399719238281,1.0,0,0.026767972856760025,30.380239486694336,478
,,,,,0.01,,,0.001,,,,,,479
980.0,0.0,0.1418793499469757,1021.9638061523438,0.0512864887714386,,1.0,20.0,,104.84200286865234,1.0,0,0.03659266233444214,45.20981979370117,479
,,,,,0.01,,,0.001,,,,,,480
980.0,0.0,0.15158790349960327,5.3989338874816895,0.06916137784719467,,1.0,20.0,,105.04000091552734,1.0,0,0.03736341744661331,3.286010980606079,480
,,,,,0.01,,,0.001,,,,,,481
980.0,0.0,0.2377125322818756,1048.959716796875,0.1717219203710556,,1.0,20.0,,105.23799896240234,1.0,0,0.04920786991715431,45.80305099487305,481
,,,,,0.01,,,0.001,,,,,,482
980.0,0.0,0.2702285647392273,572.9078979492188,0.16278930008411407,,1.0,20.0,,105.43599700927734,1.0,0,0.020746221765875816,33.84989929199219,482
,,,,,0.01,,,0.001,,,,,,483
980.0,0.0,0.15361985564231873,387.3558349609375,0.0686529278755188,,1.0,20.0,,105.63400268554688,1.0,0,0.04454691335558891,27.833642959594727,483
,,,,,0.01,,,0.001,,,,,,484
980.0,0.0,0.21994549036026,49.477073669433594,0.14232227206230164,,1.0,20.0,,105.83200073242188,1.0,0,0.023164253681898117,9.947569847106934,484
,,,,,0.01,,,0.001,,,,,,485
980.0,0.0,0.16068437695503235,224.6116943359375,0.07479718327522278,,1.0,20.0,,106.02999877929688,1.0,0,0.03433678671717644,21.194889068603516,485
,,,,,0.01,,,0.001,,,,,,486
980.0,0.0,0.21331195533275604,3.144575595855713,0.11988376080989838,,1.0,20.0,,106.22799682617188,1.0,0,0.05723724141716957,2.5078179836273193,486
,,,,,0.01,,,0.001,,,,,,487
980.0,0.0,0.17650341987609863,72.38481903076172,0.09496498107910156,,1.0,20.0,,106.4260025024414,1.0,0,0.030531687662005424,12.032025337219238,487
,,,,,0.01,,,0.001,,,,,,488
980.0,0.0,0.21479777991771698,987.4347534179688,0.12905660271644592,,1.0,20.0,,106.6240005493164,1.0,0,0.031842414289712906,44.43950271606445,488
,,,,,0.01,,,0.001,,,,,,489
980.0,0.0,0.27988365292549133,246.9874725341797,0.21207135915756226,,1.0,20.0,,106.8219985961914,1.0,0,0.055866144597530365,22.225547790527344,489
,,,,,0.01,,,0.001,,,,,,490
980.0,0.0,0.22972798347473145,259.7030029296875,0.13293558359146118,,1.0,20.0,,107.0199966430664,1.0,0,0.02550099417567253,22.79047966003418,490
,,,,,0.01,,,0.001,,,,,,491
980.0,0.0,0.23311130702495575,411.7308044433594,0.1507582664489746,,1.0,20.0,,107.21800231933594,1.0,0,0.04523211345076561,28.696020126342773,491
,,,,,0.01,,,0.001,,,,,,492
980.0,0.0,0.1940489113330841,24.815452575683594,0.10185018926858902,,1.0,20.0,,107.41600036621094,1.0,0,0.043909985572099686,7.044919967651367,492
,,,,,0.01,,,0.001,,,,,,493
980.0,0.0,0.16742998361587524,67.09832763671875,0.058132950216531754,,1.0,20.0,,107.61399841308594,1.0,0,0.03686261549592018,11.584327697753906,493
,,,,,0.01,,,0.001,,,,,,494
980.0,0.0,0.19260092079639435,396.0506896972656,0.11980263888835907,,1.0,20.0,,107.81199645996094,1.0,0,0.03707817196846008,28.14429473876953,494
,,,,,0.01,,,0.001,,,,,,495
980.0,0.0,0.15218695998191833,358.901123046875,0.05991870164871216,,1.0,20.0,,108.01000213623047,1.0,0,0.030435975641012192,26.791831970214844,495
,,,,,0.01,,,0.001,,,,,,496
980.0,0.0,0.21698831021785736,647.4822998046875,0.12403801083564758,,1.0,20.0,,108.20800018310547,1.0,0,0.04605759680271149,35.98561477661133,496
,,,,,0.01,,,0.001,,,,,,497
980.0,0.0,0.1715775430202484,1.8154699802398682,0.08938215672969818,,1.0,20.0,,108.40599822998047,1.0,0,0.04674728959798813,1.9055025577545166,497
,,,,,0.01,,,0.001,,,,,,498
980.0,0.0,0.16788539290428162,111.02165985107422,0.06548373401165009,,1.0,20.0,,108.60399627685547,1.0,0,0.028568919748067856,14.901118278503418,498
,,,,,0.01,,,0.001,,,,,,499
980.0,0.0,0.1400158405303955,6.106176376342773,0.05070086568593979,,1.0,20.0,,108.802001953125,1.0,0,0.029390251263976097,3.4946177005767822,499
,,,,,0.01,,,0.001,,,,,,500
980.0,0.0,0.22250045835971832,10.290026664733887,0.1296682357788086,,1.0,20.0,,109.0,1.0,0,0.03809000179171562,4.536524295806885,500
,,,,,0.01,,,0.001,,,,,,501
980.0,0.0,0.16660858690738678,187.38467407226562,0.06679454445838928,,1.0,20.0,,109.197998046875,1.0,0,0.02740209735929966,19.35896110534668,501
,,,,,0.01,,,0.001,,,,,,502
980.0,0.0,0.15034635365009308,1133.9886474609375,0.07343032211065292,,1.0,20.0,,109.39600372314453,1.0,0,0.021028345450758934,47.62328338623047,502
,,,,,0.01,,,0.001,,,,,,503
980.0,0.0,0.1736011803150177,391.68902587890625,0.09022976458072662,,1.0,20.0,,109.59400177001953,1.0,0,0.02686919830739498,27.9888916015625,503
,,,,,0.01,,,0.001,,,,,,504
980.0,0.0,0.17310170829296112,1.3794903755187988,0.09860007464885712,,1.0,20.0,,109.79199981689453,1.0,0,0.027246804907917976,1.6610180139541626,504
,,,,,0.01,,,0.001,,,,,,505
980.0,0.0,0.18396200239658356,477.25494384765625,0.09688640385866165,,1.0,20.0,,109.98999786376953,1.0,0,0.031574949622154236,30.895143508911133,505
,,,,,0.01,,,0.001,,,,,,506
980.0,0.0,0.1484605371952057,90.4061508178711,0.05212833732366562,,1.0,20.0,,110.18800354003906,1.0,0,0.02352462150156498,13.446646690368652,506
,,,,,0.01,,,0.001,,,,,,507
980.0,0.0,0.14105911552906036,0.054756104946136475,0.046235427260398865,,1.0,20.0,,110.38600158691406,1.0,0,0.02844054624438286,0.3309262692928314,507
,,,,,0.01,,,0.001,,,,,,508
980.0,0.0,0.19327840209007263,70.20529174804688,0.11154023557901382,,1.0,20.0,,110.58399963378906,1.0,0,0.04034169763326645,11.849496841430664,508
,,,,,0.01,,,0.001,,,,,,509
980.0,0.0,0.22827714681625366,79.65425109863281,0.14798671007156372,,1.0,20.0,,110.78199768066406,1.0,0,0.04769815504550934,12.621747016906738,509
,,,,,0.01,,,0.001,,,,,,510
980.0,0.0,0.199721559882164,949.5877685546875,0.12006179988384247,,1.0,20.0,,110.9800033569336,1.0,0,0.027805862948298454,43.579532623291016,510
,,,,,0.01,,,0.001,,,,,,511
980.0,0.0,0.16962382197380066,658.4179077148438,0.08974804729223251,,1.0,20.0,,111.1780014038086,1.0,0,0.023287732154130936,36.288230895996094,511
,,,,,0.01,,,0.001,,,,,,512
980.0,0.0,0.17551133036613464,853.1248779296875,0.10266217589378357,,1.0,20.0,,111.3759994506836,1.0,0,0.024027833715081215,41.30677795410156,512
,,,,,0.01,,,0.001,,,,,,513
980.0,0.0,0.20449978113174438,12.453371047973633,0.11581392586231232,,1.0,20.0,,111.5739974975586,1.0,0,0.034570012241601944,4.990665435791016,513
,,,,,0.01,,,0.001,,,,,,514
980.0,0.0,0.22690628468990326,248.69952392578125,0.1572600156068802,,1.0,20.0,,111.77200317382812,1.0,0,0.02621876820921898,22.302444458007812,514
,,,,,0.01,,,0.001,,,,,,515
980.0,0.0,0.20025303959846497,626.5582885742188,0.13171517848968506,,1.0,20.0,,111.97000122070312,1.0,0,0.024296782910823822,35.39938735961914,515
,,,,,0.01,,,0.001,,,,,,516
980.0,0.0,0.20618140697479248,249.11009216308594,0.1326928734779358,,1.0,20.0,,112.16799926757812,1.0,0,0.047762978821992874,22.320846557617188,516
,,,,,0.01,,,0.001,,,,,,517
980.0,0.0,0.14906486868858337,1215.052490234375,0.06849128007888794,,1.0,20.0,,112.36599731445312,1.0,0,0.02665775828063488,49.29609680175781,517
,,,,,0.01,,,0.001,,,,,,518
980.0,0.0,0.16335910558700562,514.1439208984375,0.0747438371181488,,1.0,20.0,,112.56400299072266,1.0,0,0.03602153807878494,32.06692886352539,518
,,,,,0.01,,,0.001,,,,,,519
980.0,0.0,0.16923794150352478,60.655921936035156,0.08736327290534973,,1.0,20.0,,112.76200103759766,1.0,0,0.03157365694642067,11.014165878295898,519
,,,,,0.01,,,0.001,,,,,,520
980.0,0.0,0.14926494657993317,160.17724609375,0.06098455190658569,,1.0,20.0,,112.95999908447266,1.0,0,0.02374054677784443,17.898448944091797,520
,,,,,0.01,,,0.001,,,,,,521
980.0,0.0,0.23609250783920288,209.61337280273438,0.14904102683067322,,1.0,20.0,,113.15799713134766,1.0,0,0.0305267833173275,20.475027084350586,521
,,,,,0.01,,,0.001,,,,,,522
980.0,0.0,0.14318814873695374,99.09696960449219,0.05354428291320801,,1.0,20.0,,113.35600280761719,1.0,0,0.030105696991086006,14.078137397766113,522
,,,,,0.01,,,0.001,,,,,,523
980.0,0.0,0.1465359330177307,134.78253173828125,0.04665777087211609,,1.0,20.0,,113.55400085449219,1.0,0,0.032992031425237656,16.41843605041504,523
,,,,,0.01,,,0.001,,,,,,524
980.0,0.0,0.1573421210050583,12.272884368896484,0.06211891770362854,,1.0,20.0,,113.75199890136719,1.0,0,0.0313921757042408,4.954368591308594,524
,,,,,0.01,,,0.001,,,,,,525
980.0,0.0,0.26651880145072937,485.51611328125,0.16664853692054749,,1.0,20.0,,113.94999694824219,1.0,0,0.06061316281557083,31.16139030456543,525
,,,,,0.01,,,0.001,,,,,,526
980.0,0.0,0.23211482167243958,860.564453125,0.14806917309761047,,1.0,20.0,,114.14800262451172,1.0,0,0.04673882946372032,41.48649215698242,526
,,,,,0.01,,,0.001,,,,,,527
980.0,0.0,0.2148122787475586,229.38479614257812,0.09552427381277084,,1.0,20.0,,114.34600067138672,1.0,0,0.03220832347869873,21.418907165527344,527
,,,,,0.01,,,0.001,,,,,,528
980.0,0.0,0.21586874127388,616.5444946289062,0.14929670095443726,,1.0,20.0,,114.54399871826172,1.0,0,0.033685002475976944,35.1153678894043,528
,,,,,0.01,,,0.001,,,,,,529
980.0,0.0,0.2087848037481308,401.6868591308594,0.13259649276733398,,1.0,20.0,,114.74199676513672,1.0,0,0.024999063462018967,28.343847274780273,529
,,,,,0.01,,,0.001,,,,,,530
980.0,0.0,0.17703641951084137,2.0071210861206055,0.09875032305717468,,1.0,20.0,,114.94000244140625,1.0,0,0.025940483435988426,2.0035574436187744,530
,,,,,0.01,,,0.001,,,,,,531
980.0,0.0,0.1872178018093109,193.0367431640625,0.08873796463012695,,1.0,20.0,,115.13800048828125,1.0,0,0.03222116455435753,19.648752212524414,531
,,,,,0.01,,,0.001,,,,,,532
980.0,0.0,0.17801709473133087,63.703128814697266,0.10437056422233582,,1.0,20.0,,115.33599853515625,1.0,0,0.02318829670548439,11.28743839263916,532
,,,,,0.01,,,0.001,,,,,,533
980.0,0.0,0.2541007697582245,2.9467077255249023,0.18448123335838318,,1.0,20.0,,115.53399658203125,1.0,0,0.044262297451496124,2.427635669708252,533
,,,,,0.01,,,0.001,,,,,,534
980.0,0.0,0.14687307178974152,268.9656982421875,0.05911748483777046,,1.0,20.0,,115.73200225830078,1.0,0,0.03773617744445801,23.193347930908203,534
,,,,,0.01,,,0.001,,,,,,535
980.0,0.0,0.15260806679725647,369.74530029296875,0.06682184338569641,,1.0,20.0,,115.93000030517578,1.0,0,0.021734945476055145,27.19357681274414,535
,,,,,0.01,,,0.001,,,,,,536
980.0,0.0,0.24212726950645447,582.5596923828125,0.14926637709140778,,1.0,20.0,,116.12799835205078,1.0,0,0.03817432001233101,34.133846282958984,536
,,,,,0.01,,,0.001,,,,,,537
980.0,0.0,0.1870974600315094,1009.0347900390625,0.09958583116531372,,1.0,20.0,,116.32599639892578,1.0,0,0.04706066474318504,44.92292785644531,537
,,,,,0.01,,,0.001,,,,,,538
980.0,0.0,0.2154550701379776,0.04645133018493652,0.1237531453371048,,1.0,20.0,,116.52400207519531,1.0,0,0.02944144420325756,0.3047993779182434,538
,,,,,0.01,,,0.001,,,,,,539
980.0,0.0,0.1419070065021515,131.15658569335938,0.049282561987638474,,1.0,20.0,,116.72200012207031,1.0,0,0.02969261072576046,16.19608497619629,539
,,,,,0.01,,,0.001,,,,,,540
980.0,0.0,0.1587112993001938,271.52734375,0.0761205330491066,,1.0,20.0,,116.91999816894531,1.0,0,0.037791233509778976,23.30353355407715,540
,,,,,0.01,,,0.001,,,,,,541
980.0,0.0,0.16510096192359924,15.827390670776367,0.074048712849617,,1.0,20.0,,117.11799621582031,1.0,0,0.0335504412651062,5.626258373260498,541
,,,,,0.01,,,0.001,,,,,,542
980.0,0.0,0.25831493735313416,1460.878662109375,0.18882861733436584,,1.0,20.0,,117.31600189208984,1.0,0,0.0460284985601902,54.05327606201172,542
,,,,,0.01,,,0.001,,,,,,543
980.0,0.0,0.1541588008403778,875.5664672851562,0.053927693516016006,,1.0,20.0,,117.51399993896484,1.0,0,0.029297813773155212,41.84654235839844,543
,,,,,0.01,,,0.001,,,,,,544
980.0,0.0,0.15053005516529083,334.14080810546875,0.06752409040927887,,1.0,20.0,,117.71199798583984,1.0,0,0.037477172911167145,25.85114288330078,544
,,,,,0.01,,,0.001,,,,,,545
980.0,0.0,0.136298269033432,491.89056396484375,0.0511290542781353,,1.0,20.0,,117.91000366210938,1.0,0,0.038832712918519974,31.365285873413086,545
,,,,,0.01,,,0.001,,,,,,546
980.0,0.0,0.1899583339691162,879.2064208984375,0.10948242247104645,,1.0,20.0,,118.10800170898438,1.0,0,0.046141117811203,41.933433532714844,546
,,,,,0.01,,,0.001,,,,,,547
980.0,0.0,0.1353427916765213,218.6772918701172,0.04009802266955376,,1.0,20.0,,118.30599975585938,1.0,0,0.02414681203663349,20.913022994995117,547
,,,,,0.01,,,0.001,,,,,,548
980.0,0.0,0.15051349997520447,737.2275390625,0.06637346744537354,,1.0,20.0,,118.50399780273438,1.0,0,0.04717313125729561,38.39863204956055,548
,,,,,0.01,,,0.001,,,,,,549
980.0,0.0,0.19577831029891968,1091.9459228515625,0.12045060098171234,,1.0,20.0,,118.7020034790039,1.0,0,0.03671405836939812,46.73212814331055,549
,,,,,0.01,,,0.001,,,,,,550
980.0,0.0,0.16657747328281403,321.5611877441406,0.08322238177061081,,1.0,20.0,,118.9000015258789,1.0,0,0.02383732981979847,25.3598575592041,550
,,,,,0.01,,,0.001,,,,,,551
980.0,0.0,0.1436457335948944,201.91546630859375,0.05561644583940506,,1.0,20.0,,119.0979995727539,1.0,0,0.0398060567677021,20.095544815063477,551
,,,,,0.01,,,0.001,,,,,,552
980.0,0.0,0.2616899013519287,4.474609375,0.16997452080249786,,1.0,20.0,,119.2959976196289,1.0,0,0.03905152902007103,2.9915244579315186,552
,,,,,0.01,,,0.001,,,,,,553
980.0,0.0,0.1382303237915039,702.14599609375,0.05381866544485092,,1.0,20.0,,119.49400329589844,1.0,0,0.035060688853263855,37.47388458251953,553
,,,,,0.01,,,0.001,,,,,,554
980.0,0.0,0.154910147190094,135.8837890625,0.059288233518600464,,1.0,20.0,,119.69200134277344,1.0,0,0.023015165701508522,16.485374450683594,554
,,,,,0.01,,,0.001,,,,,,555
980.0,0.0,0.226384237408638,330.1278381347656,0.13847403228282928,,1.0,20.0,,119.88999938964844,1.0,0,0.022388136014342308,25.6954402923584,555
,,,,,0.01,,,0.001,,,,,,556
980.0,0.0,0.1485530287027359,228.96217346191406,0.06172335147857666,,1.0,20.0,,120.08799743652344,1.0,0,0.020680855959653854,21.399168014526367,556
,,,,,0.01,,,0.001,,,,,,557
980.0,0.0,0.20009496808052063,4.46914005279541,0.09363050758838654,,1.0,20.0,,120.28600311279297,1.0,0,0.02409089170396328,2.9896957874298096,557
,,,,,0.01,,,0.001,,,,,,558
980.0,0.0,0.2333379089832306,0.4003845751285553,0.12606558203697205,,1.0,20.0,,120.48400115966797,1.0,0,0.02658645249903202,0.8948570489883423,558
,,,,,0.01,,,0.001,,,,,,559
980.0,0.0,0.22118979692459106,77.46063232421875,0.13742470741271973,,1.0,20.0,,120.68199920654297,1.0,0,0.033299341797828674,12.446737289428711,559
,,,,,0.01,,,0.001,,,,,,560
980.0,0.0,0.19728781282901764,134.73812866210938,0.1191694587469101,,1.0,20.0,,120.87999725341797,1.0,0,0.04877656698226929,16.415733337402344,560
,,,,,0.01,,,0.001,,,,,,561
980.0,0.0,0.14792050421237946,137.53668212890625,0.06378618627786636,,1.0,20.0,,121.0780029296875,1.0,0,0.02075466699898243,16.58533477783203,561
,,,,,0.01,,,0.001,,,,,,562
980.0,0.0,0.14545278251171112,513.080322265625,0.05448668450117111,,1.0,20.0,,121.2760009765625,1.0,0,0.02269710786640644,32.03374099731445,562
,,,,,0.01,,,0.001,,,,,,563
