train/max_step,train_params/lambda_opaque,train/loss_sparsity,train/loss_sds,train/loss_opaque,lr-Adam/geometry,train_params/lambda_sds,train/min_step,lr-Adam/background,train_params/lambda_orient,train_params/lambda_sparsity,epoch,train/loss_orient,train/grad_norm,step
,,,,,0.01,,,0.001,,,,,,85
980.0,0.0,0.23360063135623932,18.219745635986328,0.1428999900817871,,1.0,20.0,,26.829999923706055,1.0,0,0.018415134400129318,6.036513328552246,85
,,,,,0.01,,,0.001,,,,,,86
980.0,0.0,0.26946699619293213,551.1763916015625,0.16890154778957367,,1.0,20.0,,27.027999877929688,1.0,0,0.01943095028400421,33.201698303222656,86
,,,,,0.01,,,0.001,,,,,,87
980.0,0.0,0.3268562853336334,8.078499794006348,0.22467930614948273,,1.0,20.0,,27.22599983215332,1.0,0,0.018941933289170265,4.0195770263671875,87
,,,,,0.01,,,0.001,,,,,,88
980.0,0.0,0.2979811429977417,43.07810974121094,0.20103666186332703,,1.0,20.0,,27.423999786376953,1.0,0,0.022109191864728928,9.282036781311035,88
,,,,,0.01,,,0.001,,,,,,89
980.0,0.0,0.2751420736312866,0.10992781072854996,0.18280819058418274,,1.0,20.0,,27.621999740600586,1.0,0,0.019196152687072754,0.468887597322464,89
,,,,,0.01,,,0.001,,,,,,90
980.0,0.0,0.22250035405158997,0.01932140439748764,0.13292288780212402,,1.0,20.0,,27.81999969482422,1.0,0,0.01810012198984623,0.1965777426958084,90
,,,,,0.01,,,0.001,,,,,,91
980.0,0.0,0.363480806350708,814.8352661132812,0.268743097782135,,1.0,20.0,,28.01799964904785,1.0,0,0.022275086492300034,40.369178771972656,91
,,,,,0.01,,,0.001,,,,,,92
980.0,0.0,0.28873831033706665,6.042932510375977,0.20436061918735504,,1.0,20.0,,28.215999603271484,1.0,0,0.020259028300642967,3.476473093032837,92
,,,,,0.01,,,0.001,,,,,,93
980.0,0.0,0.20141011476516724,546.6802978515625,0.10904169827699661,,1.0,20.0,,28.413999557495117,1.0,0,0.01649678312242031,33.066001892089844,93
,,,,,0.01,,,0.001,,,,,,94
980.0,0.0,0.21251490712165833,330.409423828125,0.1222248524427414,,1.0,20.0,,28.61199951171875,1.0,0,0.017524536699056625,25.706396102905273,94
,,,,,0.01,,,0.001,,,,,,95
980.0,0.0,0.2793741226196289,356.268798828125,0.18710201978683472,,1.0,20.0,,28.809999465942383,1.0,0,0.019322460517287254,26.69339942932129,95
,,,,,0.01,,,0.001,,,,,,96
980.0,0.0,0.332261860370636,0.008919289335608482,0.24295154213905334,,1.0,20.0,,29.007999420166016,1.0,0,0.019321395084261894,0.1335611194372177,96
,,,,,0.01,,,0.001,,,,,,97
980.0,0.0,0.343207448720932,162.81466674804688,0.23947899043560028,,1.0,20.0,,29.20599937438965,1.0,0,0.021921532228589058,18.045202255249023,97
,,,,,0.01,,,0.001,,,,,,98
980.0,0.0,0.2237132042646408,70.90715026855469,0.13535210490226746,,1.0,20.0,,29.40399932861328,1.0,0,0.018076248466968536,11.908580780029297,98
,,,,,0.01,,,0.001,,,,,,99
980.0,0.0,0.19903306663036346,1047.35986328125,0.11070958524942398,,1.0,20.0,,29.601999282836914,1.0,0,0.018668282777071,45.76810836791992,99
,,,,,0.01,,,0.001,,,,,,100
980.0,0.0,0.2614295482635498,148.22715759277344,0.1680023968219757,,1.0,20.0,,29.799999237060547,1.0,0,0.01778908632695675,17.21784782409668,100
,,,,,0.01,,,0.001,,,,,,101
980.0,0.0,0.2593591809272766,56.99392318725586,0.17391268908977509,,1.0,20.0,,29.99799919128418,1.0,0,0.017605410888791084,10.676509857177734,101
,,,,,0.01,,,0.001,,,,,,102
980.0,0.0,0.20520217716693878,71.30057525634766,0.10491945594549179,,1.0,20.0,,30.195999145507812,1.0,0,0.019097406417131424,11.941572189331055,102
,,,,,0.01,,,0.001,,,,,,103
980.0,0.0,0.24918727576732635,15.729084014892578,0.13314829766750336,,1.0,20.0,,30.393999099731445,1.0,0,0.021673627197742462,5.608757972717285,103
,,,,,0.01,,,0.001,,,,,,104
980.0,0.0,0.23937854170799255,24.437368392944336,0.14889009296894073,,1.0,20.0,,30.591999053955078,1.0,0,0.01964818313717842,6.991046905517578,104
,,,,,0.01,,,0.001,,,,,,105
980.0,0.0,0.4290712773799896,210.97450256347656,0.29536253213882446,,1.0,20.0,,30.790000915527344,1.0,0,0.02208859473466873,20.541397094726562,105
,,,,,0.01,,,0.001,,,,,,106
980.0,0.0,0.26797616481781006,63.91655349731445,0.1795138120651245,,1.0,20.0,,30.988000869750977,1.0,0,0.019903479143977165,11.306330680847168,106
,,,,,0.01,,,0.001,,,,,,107
980.0,0.0,0.30080366134643555,77.71817016601562,0.19481061398983002,,1.0,20.0,,31.18600082397461,1.0,0,0.021982328966259956,12.467411041259766,107
,,,,,0.01,,,0.001,,,,,,108
980.0,0.0,0.23679538071155548,24.69308090209961,0.14980503916740417,,1.0,20.0,,31.384000778198242,1.0,0,0.017916791141033173,7.027528762817383,108
,,,,,0.01,,,0.001,,,,,,109
980.0,0.0,0.3006773293018341,7.576139450073242,0.21361273527145386,,1.0,20.0,,31.582000732421875,1.0,0,0.016712501645088196,3.8925929069519043,109
,,,,,0.01,,,0.001,,,,,,110
980.0,0.0,0.2799006700515747,315.8028869628906,0.19329890608787537,,1.0,20.0,,31.780000686645508,1.0,0,0.022867171093821526,25.13176727294922,110
,,,,,0.01,,,0.001,,,,,,111
980.0,0.0,0.362720787525177,649.84423828125,0.2545771598815918,,1.0,20.0,,31.97800064086914,1.0,0,0.023355286568403244,36.05119323730469,111
,,,,,0.01,,,0.001,,,,,,112
980.0,0.0,0.254485547542572,288.123046875,0.16620007157325745,,1.0,20.0,,32.17599868774414,1.0,0,0.01665867120027542,24.005126953125,112
,,,,,0.01,,,0.001,,,,,,113
980.0,0.0,0.2643521726131439,101.30848693847656,0.18767137825489044,,1.0,20.0,,32.374000549316406,1.0,0,0.020187143236398697,14.234358787536621,113
,,,,,0.01,,,0.001,,,,,,114
980.0,0.0,0.26198726892471313,251.10386657714844,0.18125984072685242,,1.0,20.0,,32.571998596191406,1.0,0,0.019673265516757965,22.409992218017578,114
,,,,,0.01,,,0.001,,,,,,115
980.0,0.0,0.466896116733551,1.3149681091308594,0.3214205503463745,,1.0,20.0,,32.77000045776367,1.0,0,0.022582273930311203,1.6217079162597656,115
,,,,,0.01,,,0.001,,,,,,116
980.0,0.0,0.21364909410476685,206.4412841796875,0.1259329915046692,,1.0,20.0,,32.96799850463867,1.0,0,0.018272200599312782,20.31951141357422,116
,,,,,0.01,,,0.001,,,,,,117
980.0,0.0,0.265053391456604,0.5751116275787354,0.17891311645507812,,1.0,20.0,,33.16600036621094,1.0,0,0.016824278980493546,1.0724847316741943,117
,,,,,0.01,,,0.001,,,,,,118
980.0,0.0,0.26696711778640747,495.5836181640625,0.18411704897880554,,1.0,20.0,,33.36399841308594,1.0,0,0.01966315694153309,31.48280906677246,118
,,,,,0.01,,,0.001,,,,,,119
980.0,0.0,0.3337959945201874,112.06350708007812,0.2357572764158249,,1.0,20.0,,33.5620002746582,1.0,0,0.025121483951807022,14.970871925354004,119
,,,,,0.01,,,0.001,,,,,,120
980.0,0.0,0.23020011186599731,48.768821716308594,0.141366109251976,,1.0,20.0,,33.7599983215332,1.0,0,0.017314650118350983,9.876114845275879,120
,,,,,0.01,,,0.001,,,,,,121
980.0,0.0,0.30049675703048706,422.54937744140625,0.21371686458587646,,1.0,20.0,,33.95800018310547,1.0,0,0.018189122900366783,29.070581436157227,121
,,,,,0.01,,,0.001,,,,,,122
980.0,0.0,0.17786382138729095,14.716595649719238,0.08792565762996674,,1.0,20.0,,34.15599822998047,1.0,0,0.01737298257648945,5.425236701965332,122
,,,,,0.01,,,0.001,,,,,,123
980.0,0.0,0.2624496817588806,819.246337890625,0.17948028445243835,,1.0,20.0,,34.354000091552734,1.0,0,0.0214175283908844,40.47829818725586,123
,,,,,0.01,,,0.001,,,,,,124
980.0,0.0,0.21478602290153503,3.5022225379943848,0.1322057545185089,,1.0,20.0,,34.551998138427734,1.0,0,0.018534641712903976,2.6465911865234375,124
,,,,,0.01,,,0.001,,,,,,125
980.0,0.0,0.40400463342666626,5.976815223693848,0.32536011934280396,,1.0,20.0,,34.75,1.0,0,0.019581526517868042,3.457402229309082,125
,,,,,0.01,,,0.001,,,,,,126
980.0,0.0,0.3105011582374573,0.31176114082336426,0.23529461026191711,,1.0,20.0,,34.948001861572266,1.0,0,0.022621529176831245,0.7896342277526855,126
,,,,,0.01,,,0.001,,,,,,127
980.0,0.0,0.2150181084871292,74.72337341308594,0.13445763289928436,,1.0,20.0,,35.145999908447266,1.0,0,0.02295028790831566,12.224841117858887,127
,,,,,0.01,,,0.001,,,,,,128
980.0,0.0,0.2694793939590454,0.006913421675562859,0.18513700366020203,,1.0,20.0,,35.34400177001953,1.0,0,0.0220794677734375,0.11758759617805481,128
,,,,,0.01,,,0.001,,,,,,129
980.0,0.0,0.27378448843955994,0.2818719446659088,0.1991432011127472,,1.0,20.0,,35.54199981689453,1.0,0,0.025417573750019073,0.7508288025856018,129
,,,,,0.01,,,0.001,,,,,,130
980.0,0.0,0.24190932512283325,8.329249382019043,0.15041229128837585,,1.0,20.0,,35.7400016784668,1.0,0,0.019788194447755814,4.081482410430908,130
,,,,,0.01,,,0.001,,,,,,131
980.0,0.0,0.2696290910243988,217.28485107421875,0.18667203187942505,,1.0,20.0,,35.9379997253418,1.0,0,0.02229880727827549,20.846336364746094,131
,,,,,0.01,,,0.001,,,,,,132
980.0,0.0,0.24949245154857635,0.4044434428215027,0.16794154047966003,,1.0,20.0,,36.13600158691406,1.0,0,0.022076118737459183,0.8993813991546631,132
,,,,,0.01,,,0.001,,,,,,133
980.0,0.0,0.17194199562072754,7.597566604614258,0.08413901180028915,,1.0,20.0,,36.33399963378906,1.0,0,0.016076862812042236,3.8980934619903564,133
,,,,,0.01,,,0.001,,,,,,134
980.0,0.0,0.22435349225997925,450.7464599609375,0.13943728804588318,,1.0,20.0,,36.53200149536133,1.0,0,0.018235264346003532,30.024871826171875,134
,,,,,0.01,,,0.001,,,,,,135
980.0,0.0,0.30539244413375854,75.48648834228516,0.22627952694892883,,1.0,20.0,,36.72999954223633,1.0,0,0.026086539030075073,12.287105560302734,135
,,,,,0.01,,,0.001,,,,,,136
980.0,0.0,0.28430086374282837,661.898193359375,0.2017391473054886,,1.0,20.0,,36.928001403808594,1.0,0,0.019847597926855087,36.38401412963867,136
,,,,,0.01,,,0.001,,,,,,137
980.0,0.0,0.19874194264411926,511.5540771484375,0.11351005733013153,,1.0,20.0,,37.125999450683594,1.0,0,0.022050634026527405,31.986061096191406,137
,,,,,0.01,,,0.001,,,,,,138
