lr-AdamW,train/max_step,train_params/lambda_sds,train/grad_norm,epoch,train/min_step,train/loss_sds,step,train_params/lambda_normal_consistency,train/loss_normal_consistency
0.001,,,,,,,32,,
,500.0,1.0,100.65809631347656,0,20.0,5066.0263671875,32,0.0,0.09174451231956482
0.001,,,,,,,33,,
,500.0,1.0,178.8915252685547,0,20.0,16001.087890625,33,0.0,0.09070049971342087
0.001,,,,,,,34,,
,500.0,1.0,46.94757843017578,0,20.0,1102.03759765625,34,0.0,0.09070049971342087
0.001,,,,,,,35,,
,500.0,1.0,123.44922637939453,0,20.0,7619.8544921875,35,0.0,0.09086520969867706
0.001,,,,,,,36,,
,500.0,1.0,176.7708740234375,0,20.0,15623.9716796875,36,0.0,0.09090616554021835
0.001,,,,,,,37,,
,500.0,1.0,18.268383026123047,0,20.0,166.86691284179688,37,0.0,0.08989222347736359
0.001,,,,,,,38,,
,500.0,1.0,141.5833740234375,0,20.0,10022.927734375,38,0.0,0.08823619782924652
0.001,,,,,,,39,,
,500.0,1.0,80.76110076904297,0,20.0,3261.177734375,39,0.0,0.08585363626480103
0.001,,,,,,,40,,
,500.0,1.0,49.08185958862305,0,20.0,1204.514404296875,40,0.0,0.08480731397867203
0.001,,,,,,,41,,
,500.0,1.0,101.0318603515625,0,20.0,5103.7177734375,41,0.0,0.08360303193330765
0.001,,,,,,,42,,
,500.0,1.0,118.89234924316406,0,20.0,7067.6953125,42,0.0,0.0823243260383606
0.001,,,,,,,43,,
,500.0,1.0,12.323356628417969,0,20.0,75.93256378173828,43,0.0,0.08028004318475723
0.001,,,,,,,44,,
,500.0,1.0,158.49847412109375,0,20.0,12560.8818359375,44,0.0,0.07933388650417328
0.001,,,,,,,45,,
,500.0,1.0,110.46266174316406,0,20.0,6101.0,45,0.0,0.07902774214744568
0.001,,,,,,,46,,
,500.0,1.0,105.9615478515625,0,20.0,5613.92529296875,46,0.0,0.07923433929681778
0.001,,,,,,,47,,
,500.0,1.0,61.14408493041992,0,20.0,1869.299560546875,47,0.0,0.07821854948997498
0.001,,,,,,,48,,
,500.0,1.0,42.28375244140625,0,20.0,893.957763671875,48,0.0,0.07764602452516556
0.001,,,,,,,49,,
,500.0,1.0,19.984600067138672,0,20.0,199.692138671875,49,0.0,0.07761043310165405
0.001,,,,,,,50,,
,500.0,1.0,186.05029296875,0,20.0,17307.35546875,50,0.0,0.07680930197238922
0.001,,,,,,,51,,
,500.0,1.0,125.78643798828125,0,20.0,7911.11376953125,51,0.0,0.07694900780916214
0.001,,,,,,,52,,
,500.0,1.0,83.01193237304688,0,20.0,3445.490966796875,52,0.0,0.07708275318145752
0.001,,,,,,,53,,
,500.0,1.0,17.670358657836914,0,20.0,156.12078857421875,53,0.0,0.07714169472455978
0.001,,,,,,,54,,
,500.0,1.0,142.13194274902344,0,20.0,10100.74609375,54,0.0,0.07663285732269287
0.001,,,,,,,55,,
,500.0,1.0,154.35006713867188,0,20.0,11911.97265625,55,0.0,0.07473387569189072
0.001,,,,,,,56,,
,500.0,1.0,159.80711364746094,0,20.0,12769.1572265625,56,0.0,0.07615192234516144
0.001,,,,,,,57,,
,500.0,1.0,59.4337158203125,0,20.0,1766.183349609375,57,0.0,0.07608018070459366
0.001,,,,,,,58,,
,500.0,1.0,22.17937469482422,0,20.0,245.96234130859375,58,0.0,0.07749622315168381
0.001,,,,,,,59,,
,500.0,1.0,102.0462417602539,0,20.0,5206.7177734375,59,0.0,0.07841966301202774
0.001,,,,,,,60,,
,500.0,1.0,18.22753143310547,0,20.0,166.12149047851562,60,0.0,0.07804898917675018
0.001,,,,,,,61,,
,500.0,1.0,73.17008972167969,0,20.0,2676.93115234375,61,0.0,0.07872696220874786
0.001,,,,,,,62,,
,500.0,1.0,150.97657775878906,0,20.0,11396.96484375,62,0.0,0.07908312976360321
0.001,,,,,,,63,,
,500.0,1.0,8.286019325256348,0,20.0,34.329063415527344,63,0.0,0.0799180194735527
0.001,,,,,,,64,,
,500.0,1.0,23.3453311920166,0,20.0,272.50225830078125,64,0.0,0.08054549992084503
0.001,,,,,,,65,,
,500.0,1.0,90.92281341552734,0,20.0,4133.47900390625,65,0.0,0.08110195398330688
0.001,,,,,,,66,,
,500.0,1.0,73.66693878173828,0,20.0,2713.40869140625,66,0.0,0.08238194137811661
0.001,,,,,,,67,,
,500.0,1.0,48.01042556762695,0,20.0,1152.50048828125,67,0.0,0.08309594541788101
0.001,,,,,,,68,,
,500.0,1.0,116.23381042480469,0,20.0,6755.1494140625,68,0.0,0.08436983078718185
0.001,,,,,,,69,,
,500.0,1.0,86.86492156982422,0,20.0,3772.75732421875,69,0.0,0.0860828310251236
0.001,,,,,,,70,,
,500.0,1.0,166.71829223632812,0,20.0,13897.494140625,70,0.0,0.08841195702552795
0.001,,,,,,,71,,
,500.0,1.0,113.2880630493164,0,20.0,6417.0927734375,71,0.0,0.08973205834627151
0.001,,,,,,,72,,
,500.0,1.0,156.4630126953125,0,20.0,12240.3369140625,72,0.0,0.09192954748868942
0.001,,,,,,,73,,
,500.0,1.0,147.6619873046875,0,20.0,10902.0322265625,73,0.0,0.09247862547636032
0.001,,,,,,,74,,
,500.0,1.0,69.73988342285156,0,20.0,2431.825927734375,74,0.0,0.09333892166614532
0.001,,,,,,,75,,
,500.0,1.0,203.83221435546875,0,20.0,20773.78515625,75,0.0,0.09378501027822495
0.001,,,,,,,76,,
,500.0,1.0,4.041984558105469,0,20.0,8.168818473815918,76,0.0,0.0930556207895279
0.001,,,,,,,77,,
,500.0,1.0,170.90870666503906,0,20.0,14604.89453125,77,0.0,0.09299636632204056
0.001,,,,,,,78,,
,500.0,1.0,73.2880630493164,0,20.0,2685.5703125,78,0.0,0.09139347821474075
0.001,,,,,,,79,,
,500.0,1.0,147.59835815429688,0,20.0,10892.63671875,79,0.0,0.08946060389280319
0.001,,,,,,,80,,
,500.0,1.0,59.618961334228516,0,20.0,1777.210205078125,80,0.0,0.08900094032287598
0.001,,,,,,,81,,
,500.0,1.0,180.4882049560547,0,20.0,16287.9970703125,81,0.0,0.08807701617479324
0.001,,,,,,,82,,
,500.0,1.0,154.9554443359375,0,20.0,12005.5966796875,82,0.0,0.0867135226726532
0.001,,,,,,,83,,
,500.0,1.0,13.708436965942383,0,20.0,93.96061706542969,83,0.0,0.08634155243635178
0.001,,,,,,,84,,
,500.0,1.0,132.80645751953125,0,20.0,8818.77734375,84,0.0,0.08616737276315689
0.001,,,,,,,85,,
,500.0,1.0,73.36536407470703,0,20.0,2691.23828125,85,0.0,0.08580733835697174
0.001,,,,,,,86,,
,500.0,1.0,81.32003021240234,0,20.0,3306.4736328125,86,0.0,0.08554591238498688
0.001,,,,,,,87,,
,500.0,1.0,134.8220977783203,0,20.0,9088.5009765625,87,0.0,0.08519158512353897
0.001,,,,,,,88,,
,500.0,1.0,106.9630355834961,0,20.0,5720.5458984375,88,0.0,0.08466442674398422
0.001,,,,,,,89,,
,500.0,1.0,121.60334777832031,0,20.0,7393.6875,89,0.0,0.08429925888776779
0.001,,,,,,,90,,
,500.0,1.0,55.02801513671875,0,20.0,1514.041259765625,90,0.0,0.08347531408071518
0.001,,,,,,,91,,
,500.0,1.0,77.56199645996094,0,20.0,3007.931396484375,91,0.0,0.08197814226150513
0.001,,,,,,,92,,
,500.0,1.0,138.9225311279297,0,20.0,9649.734375,92,0.0,0.08145588636398315
0.001,,,,,,,93,,
,500.0,1.0,64.43655395507812,0,20.0,2076.03466796875,93,0.0,0.08076820522546768
0.001,,,,,,,94,,
,500.0,1.0,143.42576599121094,0,20.0,10285.474609375,94,0.0,0.08033585548400879
0.001,,,,,,,95,,
,500.0,1.0,54.228172302246094,0,20.0,1470.3475341796875,95,0.0,0.08021122962236404
0.001,,,,,,,96,,
,500.0,1.0,78.22923278808594,0,20.0,3059.90673828125,96,0.0,0.07952544838190079
0.001,,,,,,,97,,
,500.0,1.0,129.25733947753906,0,20.0,8353.7294921875,97,0.0,0.07865024358034134
0.001,,,,,,,98,,
,500.0,1.0,76.82060241699219,0,20.0,2950.702392578125,98,0.0,0.07782330363988876
0.001,,,,,,,99,,
,500.0,1.0,125.66641998291016,0,20.0,7896.0244140625,99,0.0,0.07750067859888077
0.001,,,,,,,100,,
,500.0,1.0,189.3977813720703,0,20.0,17935.76171875,100,0.0,0.0774570032954216
0.001,,,,,,,101,,
,500.0,1.0,9.373756408691406,0,20.0,43.933650970458984,101,0.0,0.07744593918323517
0.001,,,,,,,102,,
,500.0,1.0,96.7996597290039,0,20.0,4685.08642578125,102,0.0,0.07826601713895798
0.001,,,,,,,103,,
,500.0,1.0,123.07967376708984,0,20.0,7574.302734375,103,0.0,0.07859604805707932
0.001,,,,,,,104,,
,500.0,1.0,61.802242279052734,0,20.0,1909.75830078125,104,0.0,0.07937505096197128
0.001,,,,,,,105,,
,500.0,1.0,21.248119354248047,0,20.0,225.74127197265625,105,0.0,0.07971980422735214
0.001,,,,,,,106,,
,500.0,1.0,35.28665542602539,0,20.0,622.573974609375,106,0.0,0.08001380413770676
0.001,,,,,,,107,,
,500.0,1.0,117.96917724609375,0,20.0,6958.36328125,107,0.0,0.07950076460838318
0.001,,,,,,,108,,
,500.0,1.0,91.44149017333984,0,20.0,4180.7724609375,108,0.0,0.08097764104604721
0.001,,,,,,,109,,
,500.0,1.0,28.449182510375977,0,20.0,404.677978515625,109,0.0,0.08224327117204666
0.001,,,,,,,110,,
,500.0,1.0,128.01382446289062,0,20.0,8193.7685546875,110,0.0,0.08445452153682709
0.001,,,,,,,111,,
,500.0,1.0,13.599711418151855,0,20.0,92.47607421875,111,0.0,0.08498035371303558
0.001,,,,,,,112,,
,500.0,1.0,133.20970153808594,0,20.0,8872.4130859375,112,0.0,0.08529295027256012
0.001,,,,,,,113,,
,500.0,1.0,116.7491226196289,0,20.0,6815.17919921875,113,0.0,0.0870598629117012
0.001,,,,,,,114,,
,500.0,1.0,171.4031219482422,0,20.0,14689.5146484375,114,0.0,0.08802536129951477
0.001,,,,,,,115,,
,500.0,1.0,33.0702018737793,0,20.0,546.819091796875,115,0.0,0.08756957203149796
0.001,,,,,,,116,,
,500.0,1.0,71.96630096435547,0,20.0,2589.57421875,116,0.0,0.08756119757890701
0.001,,,,,,,117,,
,500.0,1.0,68.08650207519531,0,20.0,2317.88623046875,117,0.0,0.08757878094911575
0.001,,,,,,,118,,
,500.0,1.0,125.02947998046875,0,20.0,7816.185546875,118,0.0,0.08851062506437302
0.001,,,,,,,119,,
,500.0,1.0,114.70238494873047,0,20.0,6578.318359375,119,0.0,0.089108407497406
0.001,,,,,,,120,,
,500.0,1.0,90.27954864501953,0,20.0,4075.19873046875,120,0.0,0.08945057541131973
0.001,,,,,,,121,,
,500.0,1.0,57.25695037841797,0,20.0,1639.17919921875,121,0.0,0.08961482346057892
0.001,,,,,,,122,,
,500.0,1.0,38.408782958984375,0,20.0,737.6173095703125,122,0.0,0.09045485407114029
0.001,,,,,,,123,,
,500.0,1.0,118.99481201171875,0,20.0,7079.8828125,123,0.0,0.09077040106058121
0.001,,,,,,,124,,
,500.0,1.0,185.810791015625,0,20.0,17262.82421875,124,0.0,0.08983045071363449
0.001,,,,,,,125,,
,500.0,1.0,124.33606719970703,0,20.0,7729.72900390625,125,0.0,0.08878310024738312
0.001,,,,,,,126,,
,500.0,1.0,5.020020484924316,0,20.0,12.600301742553711,126,0.0,0.0880226418375969
0.001,,,,,,,127,,
,500.0,1.0,24.90806007385254,0,20.0,310.2057189941406,127,0.0,0.08691634237766266
0.001,,,,,,,128,,
,500.0,1.0,99.90596771240234,0,20.0,4990.6015625,128,0.0,0.08610866963863373
0.001,,,,,,,129,,
,500.0,1.0,164.71983337402344,0,20.0,13566.3134765625,129,0.0,0.08594729751348495
0.001,,,,,,,130,,
,500.0,1.0,177.0876007080078,0,20.0,15680.0068359375,130,0.0,0.08525403589010239
0.001,,,,,,,131,,
,500.0,1.0,139.40098571777344,0,20.0,9716.3173828125,131,0.0,0.08383159339427948
0.001,,,,,,,132,,
,500.0,1.0,135.31988525390625,0,20.0,9155.736328125,132,0.0,0.08386977016925812
0.001,,,,,,,133,,
,500.0,1.0,115.46265411376953,0,20.0,6665.8125,133,0.0,0.08425714820623398
0.001,,,,,,,134,,
,500.0,1.0,183.34283447265625,0,20.0,16807.296875,134,0.0,0.08501523733139038
0.001,,,,,,,135,,
,500.0,1.0,127.66822814941406,0,20.0,8149.587890625,135,0.0,0.08489464223384857
0.001,,,,,,,136,,
,500.0,1.0,20.064245223999023,0,20.0,201.28695678710938,136,0.0,0.08336610347032547
0.001,,,,,,,137,,
,500.0,1.0,96.11415100097656,0,20.0,4618.96533203125,137,0.0,0.08233282715082169
0.001,,,,,,,138,,
,500.0,1.0,121.31060791015625,0,20.0,7358.130859375,138,0.0,0.0826326385140419
0.001,,,,,,,139,,
,500.0,1.0,32.33768081665039,0,20.0,522.86279296875,139,0.0,0.08235663175582886
0.001,,,,,,,140,,
,500.0,1.0,222.36868286132812,0,20.0,24723.912109375,140,0.0,0.0821203887462616
0.001,,,,,,,141,,
,500.0,1.0,45.59395217895508,0,20.0,1039.404296875,141,0.0,0.08308310806751251
0.001,,,,,,,142,,
,500.0,1.0,122.10830688476562,0,20.0,7455.21923828125,142,0.0,0.08318637311458588
0.001,,,,,,,143,,
,500.0,1.0,115.49151611328125,0,20.0,6669.1455078125,143,0.0,0.08316934108734131
0.001,,,,,,,144,,
,500.0,1.0,58.457862854003906,0,20.0,1708.6607666015625,144,0.0,0.08279907703399658
0.001,,,,,,,145,,
,500.0,1.0,58.281063079833984,0,20.0,1698.341064453125,145,0.0,0.08163616806268692
0.001,,,,,,,146,,
,500.0,1.0,145.5310821533203,0,20.0,10589.6484375,146,0.0,0.08034644275903702
0.001,,,,,,,147,,
,500.0,1.0,28.443708419799805,0,20.0,404.52227783203125,147,0.0,0.07867709547281265
0.001,,,,,,,148,,
,500.0,1.0,108.61250305175781,0,20.0,5898.337890625,148,0.0,0.0775347575545311
0.001,,,,,,,149,,
,500.0,1.0,167.42303466796875,0,20.0,14015.236328125,149,0.0,0.07660245150327682
0.001,,,,,,,150,,
,500.0,1.0,19.076496124267578,0,20.0,181.95635986328125,150,0.0,0.07660245895385742
0.001,,,,,,,151,,
,500.0,1.0,6.991262912750244,0,20.0,24.438879013061523,151,0.0,0.07609625160694122
0.001,,,,,,,152,,
,500.0,1.0,43.696773529052734,0,20.0,954.7039794921875,152,0.0,0.07469931989908218
0.001,,,,,,,153,,
,500.0,1.0,114.84521484375,0,20.0,6594.7119140625,153,0.0,0.0740324929356575
0.001,,,,,,,154,,
,500.0,1.0,158.2453155517578,0,20.0,12520.791015625,154,0.0,0.07309693843126297
0.001,,,,,,,155,,
,500.0,1.0,64.65101623535156,0,20.0,2089.87646484375,155,0.0,0.07249517738819122
0.001,,,,,,,156,,
,500.0,1.0,136.73597717285156,0,20.0,9348.36328125,156,0.0,0.07225902378559113
0.001,,,,,,,157,,
,500.0,1.0,144.1813201904297,0,20.0,10394.1259765625,157,0.0,0.07347921282052994
0.001,,,,,,,158,,
,500.0,1.0,99.53968048095703,0,20.0,4954.07421875,158,0.0,0.07391228526830673
0.001,,,,,,,159,,
,500.0,1.0,78.78084564208984,0,20.0,3103.2109375,159,0.0,0.0745895579457283
0.001,,,,,,,160,,
,500.0,1.0,195.0051727294922,0,20.0,19013.505859375,160,0.0,0.07542018592357635
0.001,,,,,,,161,,
,500.0,1.0,59.88685607910156,0,20.0,1793.2177734375,161,0.0,0.07843984663486481
0.001,,,,,,,162,,
,500.0,1.0,111.96449279785156,0,20.0,6268.02392578125,162,0.0,0.08187000453472137
0.001,,,,,,,163,,
,500.0,1.0,66.14449310302734,0,20.0,2187.546875,163,0.0,0.08418172597885132
0.001,,,,,,,164,,
,500.0,1.0,61.607200622558594,0,20.0,1897.7235107421875,164,0.0,0.08671700209379196
0.001,,,,,,,165,,
,500.0,1.0,35.5226936340332,0,20.0,630.930908203125,165,0.0,0.08915456384420395
0.001,,,,,,,166,,
,500.0,1.0,21.00347137451172,0,20.0,220.5729217529297,166,0.0,0.09161648899316788
0.001,,,,,,,167,,
,500.0,1.0,123.00965881347656,0,20.0,7565.6884765625,167,0.0,0.09330855309963226
0.001,,,,,,,168,,
,500.0,1.0,159.10057067871094,0,20.0,12656.49609375,168,0.0,0.09458062052726746
0.001,,,,,,,169,,
,500.0,1.0,73.83926391601562,0,20.0,2726.11865234375,169,0.0,0.09629121422767639
0.001,,,,,,,170,,
,500.0,1.0,19.69117546081543,0,20.0,193.8712158203125,170,0.0,0.09664922207593918
0.001,,,,,,,171,,
,500.0,1.0,6.352368354797363,0,20.0,20.17629051208496,171,0.0,0.09793057292699814
0.001,,,,,,,172,,
,500.0,1.0,170.73558044433594,0,20.0,14575.3212890625,172,0.0,0.099087193608284
0.001,,,,,,,173,,
,500.0,1.0,110.70475769042969,0,20.0,6127.77197265625,173,0.0,0.09913524985313416
0.001,,,,,,,174,,
,500.0,1.0,96.69215393066406,0,20.0,4674.6865234375,174,0.0,0.09949803352355957
0.001,,,,,,,175,,
,500.0,1.0,11.370137214660645,0,20.0,64.6400146484375,175,0.0,0.09992726147174835
0.001,,,,,,,176,,
,500.0,1.0,129.48158264160156,0,20.0,8382.740234375,176,0.0,0.1003192812204361
0.001,,,,,,,177,,
,500.0,1.0,166.7769317626953,0,20.0,13907.271484375,177,0.0,0.10066112875938416
0.001,,,,,,,178,,
,500.0,1.0,178.28289794921875,0,20.0,15892.3955078125,178,0.0,0.0989728793501854
0.001,,,,,,,179,,
,500.0,1.0,54.876441955566406,0,20.0,1505.712158203125,179,0.0,0.0965609923005104
0.001,,,,,,,180,,
,500.0,1.0,157.4498291015625,0,20.0,12395.224609375,180,0.0,0.09444848448038101
0.001,,,,,,,181,,
,500.0,1.0,203.52017211914062,0,20.0,20710.234375,181,0.0,0.09250252693891525
0.001,,,,,,,182,,
,500.0,1.0,147.273681640625,0,20.0,10844.7666015625,182,0.0,0.09197822958230972
0.001,,,,,,,183,,
,500.0,1.0,92.63055419921875,0,20.0,4290.2099609375,183,0.0,0.09196090698242188
0.001,,,,,,,184,,
,500.0,1.0,139.30517578125,0,20.0,9702.966796875,184,0.0,0.09242625534534454
0.001,,,,,,,185,,
,500.0,1.0,154.94442749023438,0,20.0,12003.888671875,185,0.0,0.09339697659015656
0.001,,,,,,,186,,
,500.0,1.0,24.87312889099121,0,20.0,309.3363037109375,186,0.0,0.09323616325855255
0.001,,,,,,,187,,
,500.0,1.0,104.14256286621094,0,20.0,5422.8369140625,187,0.0,0.09348228573799133
0.001,,,,,,,188,,
,500.0,1.0,69.44031524658203,0,20.0,2410.978271484375,188,0.0,0.09270211309194565
0.001,,,,,,,189,,
,500.0,1.0,9.234068870544434,0,20.0,42.63401794433594,189,0.0,0.09215418994426727
0.001,,,,,,,190,,
,500.0,1.0,169.12551879882812,0,20.0,14301.720703125,190,0.0,0.09184139966964722
0.001,,,,,,,191,,
,500.0,1.0,168.99749755859375,0,20.0,14280.0771484375,191,0.0,0.0921088457107544
0.001,,,,,,,192,,
,500.0,1.0,14.226719856262207,0,20.0,101.19978332519531,192,0.0,0.09160756319761276
0.001,,,,,,,193,,
,500.0,1.0,35.49839401245117,0,20.0,630.0680541992188,193,0.0,0.09098033607006073
0.001,,,,,,,194,,
,500.0,1.0,174.5856170654297,0,20.0,15240.068359375,194,0.0,0.09108280390501022
0.001,,,,,,,195,,
,500.0,1.0,28.39946174621582,0,20.0,403.26470947265625,195,0.0,0.09039255976676941
0.001,,,,,,,196,,
,500.0,1.0,101.01937103271484,0,20.0,5102.45703125,196,0.0,0.08984608203172684
0.001,,,,,,,197,,
,500.0,1.0,105.63863372802734,0,20.0,5579.76025390625,197,0.0,0.08969925343990326
0.001,,,,,,,198,,
,500.0,1.0,123.41635131835938,0,20.0,7615.7978515625,198,0.0,0.08867821842432022
0.001,,,,,,,199,,
,500.0,1.0,20.429744720458984,0,20.0,208.68722534179688,199,0.0,0.08879939466714859
0.001,,,,,,,200,,
,500.0,1.0,147.1629638671875,0,20.0,10828.46875,200,0.0,0.08908920735120773
0.001,,,,,,,201,,
,500.0,1.0,59.16144943237305,0,20.0,1750.03857421875,201,0.0,0.08971169590950012
0.001,,,,,,,202,,
,500.0,1.0,166.27078247070312,0,20.0,13822.986328125,202,0.0,0.08943852037191391
0.001,,,,,,,203,,
,500.0,1.0,68.47710418701172,0,20.0,2344.556640625,203,0.0,0.0880768746137619
0.001,,,,,,,204,,
,500.0,1.0,117.06304168701172,0,20.0,6851.8779296875,204,0.0,0.08594731241464615
0.001,,,,,,,205,,
,500.0,1.0,85.78978729248047,0,20.0,3679.94384765625,205,0.0,0.0866948813199997
0.001,,,,,,,206,,
,500.0,1.0,224.2621307373047,0,20.0,25146.75,206,0.0,0.08541087806224823
0.001,,,,,,,207,,
,500.0,1.0,163.3324432373047,0,20.0,13338.744140625,207,0.0,0.08410842716693878
0.001,,,,,,,208,,
,500.0,1.0,103.4159927368164,0,20.0,5347.4345703125,208,0.0,0.0836830660700798
0.001,,,,,,,209,,
,500.0,1.0,168.7014617919922,0,20.0,14230.091796875,209,0.0,0.08310932666063309
0.001,,,,,,,210,,
,500.0,1.0,112.57398986816406,0,20.0,6336.451171875,210,0.0,0.08275153487920761
0.001,,,,,,,211,,
,500.0,1.0,175.18922424316406,0,20.0,15345.6328125,211,0.0,0.08229771256446838
0.001,,,,,,,212,,
,500.0,1.0,46.144107818603516,0,20.0,1064.6395263671875,212,0.0,0.08262865990400314
0.001,,,,,,,213,,
,500.0,1.0,131.03941345214844,0,20.0,8585.6640625,213,0.0,0.08247146010398865
0.001,,,,,,,214,,
,500.0,1.0,166.1432647705078,0,20.0,13801.791015625,214,0.0,0.08202923089265823
0.001,,,,,,,215,,
,500.0,1.0,139.32553100585938,0,20.0,9705.802734375,215,0.0,0.08236247301101685
0.001,,,,,,,216,,
,500.0,1.0,132.42428588867188,0,20.0,8768.0947265625,216,0.0,0.08281449228525162
0.001,,,,,,,217,,
,500.0,1.0,6.409796714782715,0,20.0,20.542747497558594,217,0.0,0.08319414407014847
0.001,,,,,,,218,,
,500.0,1.0,127.88917541503906,0,20.0,8177.8212890625,218,0.0,0.08357752859592438
0.001,,,,,,,219,,
,500.0,1.0,13.187126159667969,0,20.0,86.95016479492188,219,0.0,0.0852777287364006
0.001,,,,,,,220,,
,500.0,1.0,18.617408752441406,0,20.0,173.303955078125,220,0.0,0.08759302645921707
0.001,,,,,,,221,,
,500.0,1.0,159.3897705078125,0,20.0,12702.5498046875,221,0.0,0.0884377732872963
0.001,,,,,,,222,,
,500.0,1.0,60.334800720214844,0,20.0,1820.14404296875,222,0.0,0.08872032910585403
0.001,,,,,,,223,,
,500.0,1.0,8.001432418823242,0,20.0,32.01145935058594,223,0.0,0.0896013006567955
0.001,,,,,,,224,,
,500.0,1.0,145.52389526367188,0,20.0,10588.603515625,224,0.0,0.08993034064769745
0.001,,,,,,,225,,
,500.0,1.0,33.584835052490234,0,20.0,563.9705200195312,225,0.0,0.09120988100767136
0.001,,,,,,,226,,
,500.0,1.0,18.035600662231445,0,20.0,162.64144897460938,226,0.0,0.09164416790008545
0.001,,,,,,,227,,
,500.0,1.0,104.05310821533203,0,20.0,5413.5244140625,227,0.0,0.09163878113031387
0.001,,,,,,,228,,
,500.0,1.0,72.81493377685547,0,20.0,2651.007080078125,228,0.0,0.09173242747783661
0.001,,,,,,,229,,
,500.0,1.0,64.89432525634766,0,20.0,2105.63671875,229,0.0,0.09186926484107971
0.001,,,,,,,230,,
,500.0,1.0,153.6095733642578,0,20.0,11797.951171875,230,0.0,0.0925474688410759
0.001,,,,,,,231,,
,500.0,1.0,91.98841857910156,0,20.0,4230.9345703125,231,0.0,0.09344968944787979
0.001,,,,,,,232,,
