lr-AdamW,train/max_step,train_params/lambda_sds,train/grad_norm,epoch,train/min_step,train/loss_sds,step,train_params/lambda_normal_consistency,train/loss_normal_consistency
,500.0,1.0,257.3619689941406,0,20.0,33117.59375,3176,0.0,0.08271602541208267
0.001,,,,,,,3177,,
,500.0,1.0,231.34938049316406,0,20.0,26761.26953125,3177,0.0,0.08299766480922699
0.001,,,,,,,3178,,
,500.0,1.0,229.83998107910156,0,20.0,26413.20703125,3178,0.0,0.08348586410284042
0.001,,,,,,,3179,,
,500.0,1.0,16.8369140625,0,20.0,141.74082946777344,3179,0.0,0.08377465605735779
0.001,,,,,,,3180,,
,500.0,1.0,163.84490966796875,0,20.0,13422.578125,3180,0.0,0.08423662930727005
0.001,,,,,,,3181,,
,500.0,1.0,232.18423461914062,0,20.0,26954.7578125,3181,0.0,0.08417513966560364
0.001,,,,,,,3182,,
,500.0,1.0,119.81974029541016,0,20.0,7178.384765625,3182,0.0,0.08448722958564758
0.001,,,,,,,3183,,
,500.0,1.0,25.322315216064453,0,20.0,320.60980224609375,3183,0.0,0.08485621213912964
0.001,,,,,,,3184,,
,500.0,1.0,198.04136657714844,0,20.0,19610.189453125,3184,0.0,0.08506187051534653
0.001,,,,,,,3185,,
,500.0,1.0,35.301692962646484,0,20.0,623.104736328125,3185,0.0,0.085671067237854
0.001,,,,,,,3186,,
,500.0,1.0,186.8309783935547,0,20.0,17452.90625,3186,0.0,0.08628161251544952
0.001,,,,,,,3187,,
,500.0,1.0,99.28868865966797,0,20.0,4929.12158203125,3187,0.0,0.08660179376602173
0.001,,,,,,,3188,,
,500.0,1.0,76.38600158691406,0,20.0,2917.410400390625,3188,0.0,0.08678923547267914
0.001,,,,,,,3189,,
,500.0,1.0,194.40859985351562,0,20.0,18897.3515625,3189,0.0,0.08740359544754028
0.001,,,,,,,3190,,
,500.0,1.0,12.007133483886719,0,20.0,72.08563232421875,3190,0.0,0.0875842273235321
0.001,,,,,,,3191,,
,500.0,1.0,101.21392822265625,0,20.0,5122.1298828125,3191,0.0,0.08802533894777298
0.001,,,,,,,3192,,
,500.0,1.0,229.57476806640625,0,20.0,26352.287109375,3192,0.0,0.08830849081277847
0.001,,,,,,,3193,,
,500.0,1.0,206.24038696289062,0,20.0,21267.548828125,3193,0.0,0.08848562091588974
0.001,,,,,,,3194,,
,500.0,1.0,118.91171264648438,0,20.0,7069.998046875,3194,0.0,0.08837152272462845
0.001,,,,,,,3195,,
,500.0,1.0,186.52294921875,0,20.0,17395.40625,3195,0.0,0.08847269415855408
0.001,,,,,,,3196,,
,500.0,1.0,9.115349769592285,0,20.0,41.544803619384766,3196,0.0,0.08865784853696823
0.001,,,,,,,3197,,
,500.0,1.0,73.21695709228516,0,20.0,2680.361328125,3197,0.0,0.08889229595661163
0.001,,,,,,,3198,,
,500.0,1.0,4.086160659790039,0,20.0,8.348356246948242,3198,0.0,0.08894066512584686
0.001,,,,,,,3199,,
,500.0,1.0,227.14907836914062,0,20.0,25798.353515625,3199,0.0,0.08884019404649734
0.001,,,,,,,3200,,
,500.0,1.0,22.907230377197266,0,20.0,262.37060546875,3200,0.0,0.08902041614055634
0.001,,,,,,,3201,,
,500.0,1.0,204.6850128173828,0,20.0,20947.9765625,3201,0.0,0.08861520141363144
0.001,,,,,,,3202,,
,500.0,1.0,152.2613067626953,0,20.0,11591.75390625,3202,0.0,0.08863530308008194
0.001,,,,,,,3203,,
,500.0,1.0,179.386474609375,0,20.0,16089.75390625,3203,0.0,0.08864966779947281
0.001,,,,,,,3204,,
,500.0,1.0,186.4042510986328,0,20.0,17373.2734375,3204,0.0,0.08876621723175049
0.001,,,,,,,3205,,
,500.0,1.0,187.72500610351562,0,20.0,17620.337890625,3205,0.0,0.08875403553247452
0.001,,,,,,,3206,,
,500.0,1.0,195.47999572753906,0,20.0,19106.21484375,3206,0.0,0.08882483839988708
0.001,,,,,,,3207,,
,500.0,1.0,91.86932373046875,0,20.0,4219.986328125,3207,0.0,0.08913616836071014
0.001,,,,,,,3208,,
,500.0,1.0,113.69983673095703,0,20.0,6463.826171875,3208,0.0,0.0892329066991806
0.001,,,,,,,3209,,
,500.0,1.0,251.9417266845703,0,20.0,31737.31640625,3209,0.0,0.08936817944049835
0.001,,,,,,,3210,,
,500.0,1.0,22.198171615600586,0,20.0,246.37939453125,3210,0.0,0.0894000232219696
0.001,,,,,,,3211,,
,500.0,1.0,193.27723693847656,0,20.0,18678.044921875,3211,0.0,0.0892161950469017
0.001,,,,,,,3212,,
,500.0,1.0,125.72853088378906,0,20.0,7903.83203125,3212,0.0,0.08942514657974243
0.001,,,,,,,3213,,
,500.0,1.0,163.6739501953125,0,20.0,13394.5810546875,3213,0.0,0.08927054703235626
0.001,,,,,,,3214,,
,500.0,1.0,148.2772979736328,0,20.0,10993.078125,3214,0.0,0.08897314220666885
0.001,,,,,,,3215,,
,500.0,1.0,41.236690521240234,0,20.0,850.2322998046875,3215,0.0,0.0886070728302002
0.001,,,,,,,3216,,
,500.0,1.0,209.36474609375,0,20.0,21916.796875,3216,0.0,0.08827276527881622
0.001,,,,,,,3217,,
,500.0,1.0,128.87867736816406,0,20.0,8304.857421875,3217,0.0,0.08809364587068558
0.001,,,,,,,3218,,
,500.0,1.0,33.10567855834961,0,20.0,547.992919921875,3218,0.0,0.08758049458265305
0.001,,,,,,,3219,,
,500.0,1.0,8.99966812133789,0,20.0,40.49701690673828,3219,0.0,0.08731061965227127
0.001,,,,,,,3220,,
,500.0,1.0,3.699662685394287,0,20.0,6.843751907348633,3220,0.0,0.08654850721359253
0.001,,,,,,,3221,,
,500.0,1.0,39.23660659790039,0,20.0,769.755615234375,3221,0.0,0.08616742491722107
0.001,,,,,,,3222,,
,500.0,1.0,133.01904296875,0,20.0,8847.033203125,3222,0.0,0.08595621585845947
0.001,,,,,,,3223,,
,500.0,1.0,83.70378112792969,0,20.0,3503.16162109375,3223,0.0,0.08553354442119598
0.001,,,,,,,3224,,
,500.0,1.0,14.329866409301758,0,20.0,102.67253875732422,3224,0.0,0.08536677062511444
0.001,,,,,,,3225,,
,500.0,1.0,135.7856903076172,0,20.0,9218.876953125,3225,0.0,0.08510681241750717
0.001,,,,,,,3226,,
,500.0,1.0,172.1043243408203,0,20.0,14809.94921875,3226,0.0,0.0848424881696701
0.001,,,,,,,3227,,
,500.0,1.0,189.7740478515625,0,20.0,18007.095703125,3227,0.0,0.08454155921936035
0.001,,,,,,,3228,,
,500.0,1.0,145.9264373779297,0,20.0,10647.2626953125,3228,0.0,0.08440600335597992
0.001,,,,,,,3229,,
,500.0,1.0,246.14669799804688,0,20.0,30294.099609375,3229,0.0,0.0843372493982315
0.001,,,,,,,3230,,
,500.0,1.0,30.119298934936523,0,20.0,453.5860595703125,3230,0.0,0.08442224562168121
0.001,,,,,,,3231,,
,500.0,1.0,206.55838012695312,0,20.0,21333.18359375,3231,0.0,0.0845063254237175
0.001,,,,,,,3232,,
,500.0,1.0,236.36570739746094,0,20.0,27934.375,3232,0.0,0.08459848910570145
0.001,,,,,,,3233,,
,500.0,1.0,100.50331115722656,0,20.0,5050.4580078125,3233,0.0,0.08458875119686127
0.001,,,,,,,3234,,
,500.0,1.0,290.01519775390625,0,20.0,42054.40625,3234,0.0,0.08467289060354233
0.001,,,,,,,3235,,
,500.0,1.0,233.04237365722656,0,20.0,27154.373046875,3235,0.0,0.08434794098138809
0.001,,,,,,,3236,,
,500.0,1.0,160.51451110839844,0,20.0,12882.453125,3236,0.0,0.08389347791671753
0.001,,,,,,,3237,,
,500.0,1.0,194.55413818359375,0,20.0,18925.65625,3237,0.0,0.08348360657691956
0.001,,,,,,,3238,,
,500.0,1.0,197.54185485839844,0,20.0,19511.392578125,3238,0.0,0.08348360657691956
0.001,,,,,,,3239,,
,500.0,1.0,11.964539527893066,0,20.0,71.5750961303711,3239,0.0,0.08329041302204132
0.001,,,,,,,3240,,
,500.0,1.0,247.9407501220703,0,20.0,30737.310546875,3240,0.0,0.08305034041404724
0.001,,,,,,,3241,,
,500.0,1.0,250.89590454101562,0,20.0,31474.375,3241,0.0,0.08295007795095444
0.001,,,,,,,3242,,
,500.0,1.0,10.018760681152344,0,20.0,50.18778991699219,3242,0.0,0.08267053961753845
0.001,,,,,,,3243,,
,500.0,1.0,105.56884765625,0,20.0,5572.390625,3243,0.0,0.08265367895364761
0.001,,,,,,,3244,,
,500.0,1.0,218.33216857910156,0,20.0,23834.46875,3244,0.0,0.08255629986524582
0.001,,,,,,,3245,,
,500.0,1.0,20.09636688232422,0,20.0,201.93197631835938,3245,0.0,0.08265402168035507
0.001,,,,,,,3246,,
,500.0,1.0,11.47879695892334,0,20.0,65.88138580322266,3246,0.0,0.08240695297718048
0.001,,,,,,,3247,,
,500.0,1.0,11.461647987365723,0,20.0,65.68468475341797,3247,0.0,0.08239135146141052
0.001,,,,,,,3248,,
,500.0,1.0,121.08646392822266,0,20.0,7330.9658203125,3248,0.0,0.08215662091970444
0.001,,,,,,,3249,,
,500.0,1.0,57.640438079833984,0,20.0,1661.210205078125,3249,0.0,0.08208456635475159
0.001,,,,,,,3250,,
,500.0,1.0,178.1947021484375,0,20.0,15876.677734375,3250,0.0,0.08210193365812302
0.001,,,,,,,3251,,
,500.0,1.0,92.99745178222656,0,20.0,4324.2626953125,3251,0.0,0.08170231431722641
0.001,,,,,,,3252,,
,500.0,1.0,137.93283081054688,0,20.0,9512.732421875,3252,0.0,0.08146098256111145
0.001,,,,,,,3253,,
,500.0,1.0,232.41831970214844,0,20.0,27009.13671875,3253,0.0,0.08132747560739517
0.001,,,,,,,3254,,
,500.0,1.0,181.79904174804688,0,20.0,16525.4453125,3254,0.0,0.08138545602560043
0.001,,,,,,,3255,,
,500.0,1.0,210.83595275878906,0,20.0,22225.8984375,3255,0.0,0.08156780898571014
0.001,,,,,,,3256,,
,500.0,1.0,166.8587646484375,0,20.0,13920.923828125,3256,0.0,0.0824504867196083
0.001,,,,,,,3257,,
,500.0,1.0,43.33063888549805,0,20.0,938.7720947265625,3257,0.0,0.08261407166719437
0.001,,,,,,,3258,,
,500.0,1.0,178.56932067871094,0,20.0,15943.5,3258,0.0,0.0832911878824234
0.001,,,,,,,3259,,
,500.0,1.0,144.5252227783203,0,20.0,10443.7705078125,3259,0.0,0.08354786038398743
0.001,,,,,,,3260,,
,500.0,1.0,10.999015808105469,0,20.0,60.48917770385742,3260,0.0,0.08412140607833862
0.001,,,,,,,3261,,
,500.0,1.0,17.358936309814453,0,20.0,150.66632080078125,3261,0.0,0.08444714546203613
0.001,,,,,,,3262,,
,500.0,1.0,21.89991569519043,0,20.0,239.8031463623047,3262,0.0,0.08482825011014938
0.001,,,,,,,3263,,
,500.0,1.0,311.3388977050781,0,20.0,48465.95703125,3263,0.0,0.08492065966129303
0.001,,,,,,,3264,,
,500.0,1.0,261.6987609863281,0,20.0,34243.1171875,3264,0.0,0.08497481048107147
0.001,,,,,,,3265,,
,500.0,1.0,196.1945343017578,0,20.0,19246.1484375,3265,0.0,0.08520212769508362
0.001,,,,,,,3266,,
,500.0,1.0,178.55978393554688,0,20.0,15941.796875,3266,0.0,0.08477458357810974
0.001,,,,,,,3267,,
,500.0,1.0,201.8736114501953,0,20.0,20376.4765625,3267,0.0,0.08439983427524567
0.001,,,,,,,3268,,
,500.0,1.0,53.136966705322266,0,20.0,1411.7686767578125,3268,0.0,0.08417648077011108
0.001,,,,,,,3269,,
,500.0,1.0,134.21212768554688,0,20.0,9006.447265625,3269,0.0,0.0842718854546547
0.001,,,,,,,3270,,
,500.0,1.0,206.3026885986328,0,20.0,21280.3984375,3270,0.0,0.08434199541807175
0.001,,,,,,,3271,,
,500.0,1.0,239.47312927246094,0,20.0,28673.69140625,3271,0.0,0.08429374545812607
0.001,,,,,,,3272,,
,500.0,1.0,256.5243835449219,0,20.0,32902.37890625,3272,0.0,0.08457044512033463
0.001,,,,,,,3273,,
,500.0,1.0,8.876626014709473,0,20.0,39.39724349975586,3273,0.0,0.08492396026849747
0.001,,,,,,,3274,,
,500.0,1.0,100.4715805053711,0,20.0,5047.26953125,3274,0.0,0.08545074611902237
0.001,,,,,,,3275,,
,500.0,1.0,198.10096740722656,0,20.0,19621.99609375,3275,0.0,0.08559035509824753
0.001,,,,,,,3276,,
,500.0,1.0,184.53143310546875,0,20.0,17025.92578125,3276,0.0,0.08570472151041031
0.001,,,,,,,3277,,
,500.0,1.0,227.50587463378906,0,20.0,25879.4609375,3277,0.0,0.08542487770318985
0.001,,,,,,,3278,,
,500.0,1.0,174.3973846435547,0,20.0,15207.22265625,3278,0.0,0.08612344413995743
0.001,,,,,,,3279,,
,500.0,1.0,88.24031829833984,0,20.0,3893.176513671875,3279,0.0,0.08671466261148453
0.001,,,,,,,3280,,
,500.0,1.0,159.99710083007812,0,20.0,12799.53515625,3280,0.0,0.08730054646730423
0.001,,,,,,,3281,,
,500.0,1.0,229.17269897460938,0,20.0,26260.0625,3281,0.0,0.08796599507331848
0.001,,,,,,,3282,,
,500.0,1.0,148.3070526123047,0,20.0,10997.490234375,3282,0.0,0.08772523701190948
0.001,,,,,,,3283,,
,500.0,1.0,84.36392211914062,0,20.0,3558.6357421875,3283,0.0,0.09031956642866135
0.001,,,,,,,3284,,
,500.0,1.0,18.10232925415039,0,20.0,163.84716796875,3284,0.0,0.09344519674777985
0.001,,,,,,,3285,,
,500.0,1.0,163.6598663330078,0,20.0,13392.275390625,3285,0.0,0.09635564684867859
0.001,,,,,,,3286,,
,500.0,1.0,197.41819763183594,0,20.0,19486.97265625,3286,0.0,0.0989171639084816
0.001,,,,,,,3287,,
,500.0,1.0,190.78091430664062,0,20.0,18198.6796875,3287,0.0,0.10201096534729004
0.001,,,,,,,3288,,
,500.0,1.0,275.49658203125,0,20.0,37949.18359375,3288,0.0,0.1037261039018631
0.001,,,,,,,3289,,
,500.0,1.0,100.11311340332031,0,20.0,5011.31787109375,3289,0.0,0.10599536448717117
0.001,,,,,,,3290,,
,500.0,1.0,205.91688537597656,0,20.0,21200.8828125,3290,0.0,0.10816723108291626
0.001,,,,,,,3291,,
,500.0,1.0,201.4469757080078,0,20.0,20290.44140625,3291,0.0,0.10997993499040604
0.001,,,,,,,3292,,
,500.0,1.0,15.142220497131348,0,20.0,114.64341735839844,3292,0.0,0.11175289750099182
0.001,,,,,,,3293,,
,500.0,1.0,253.2132568359375,0,20.0,32058.478515625,3293,0.0,0.1133326068520546
0.001,,,,,,,3294,,
,500.0,1.0,53.76603317260742,0,20.0,1445.39306640625,3294,0.0,0.11489330232143402
0.001,,,,,,,3295,,
,500.0,1.0,228.11514282226562,0,20.0,26018.2578125,3295,0.0,0.11628402024507523
0.001,,,,,,,3296,,
,500.0,1.0,44.306297302246094,0,20.0,981.52392578125,3296,0.0,0.11819427460432053
0.001,,,,,,,3297,,
,500.0,1.0,254.55828857421875,0,20.0,32399.9609375,3297,0.0,0.12007693201303482
0.001,,,,,,,3298,,
,500.0,1.0,58.321571350097656,0,20.0,1700.702880859375,3298,0.0,0.12088989466428757
0.001,,,,,,,3299,,
,500.0,1.0,197.37693786621094,0,20.0,19478.828125,3299,0.0,0.12126193195581436
0.001,,,,,,,3300,,
,500.0,1.0,170.3374481201172,0,20.0,14507.423828125,3300,0.0,0.12088940292596817
0.001,,,,,,,3301,,
,500.0,1.0,177.8340301513672,0,20.0,15812.470703125,3301,0.0,0.12079335004091263
0.001,,,,,,,3302,,
,500.0,1.0,19.690357208251953,0,20.0,193.85508728027344,3302,0.0,0.12035111337900162
0.001,,,,,,,3303,,
,500.0,1.0,181.7542266845703,0,20.0,16517.30078125,3303,0.0,0.11992081999778748
0.001,,,,,,,3304,,
,500.0,1.0,89.75251770019531,0,20.0,4027.75732421875,3304,0.0,0.11979630589485168
0.001,,,,,,,3305,,
,500.0,1.0,169.29583740234375,0,20.0,14330.541015625,3305,0.0,0.11889690905809402
0.001,,,,,,,3306,,
,500.0,1.0,38.87370300292969,0,20.0,755.5823974609375,3306,0.0,0.11872992664575577
0.001,,,,,,,3307,,
,500.0,1.0,205.83372497558594,0,20.0,21183.76171875,3307,0.0,0.11839886009693146
0.001,,,,,,,3308,,
,500.0,1.0,207.58914184570312,0,20.0,21546.625,3308,0.0,0.11795686185359955
0.001,,,,,,,3309,,
,500.0,1.0,214.10317993164062,0,20.0,22920.0859375,3309,0.0,0.11774899810552597
0.001,,,,,,,3310,,
,500.0,1.0,203.2833251953125,0,20.0,20662.0546875,3310,0.0,0.11786644160747528
0.001,,,,,,,3311,,
,500.0,1.0,193.79925537109375,0,20.0,18779.076171875,3311,0.0,0.1186189129948616
0.001,,,,,,,3312,,
,500.0,1.0,206.89576721191406,0,20.0,21402.931640625,3312,0.0,0.11885229498147964
0.001,,,,,,,3313,,
,500.0,1.0,18.479202270507812,0,20.0,170.74044799804688,3313,0.0,0.11942669004201889
0.001,,,,,,,3314,,
,500.0,1.0,156.44403076171875,0,20.0,12237.3662109375,3314,0.0,0.11973657459020615
0.001,,,,,,,3315,,
,500.0,1.0,55.496620178222656,0,20.0,1539.9373779296875,3315,0.0,0.11967884749174118
0.001,,,,,,,3316,,
,500.0,1.0,128.7573699951172,0,20.0,8289.2294921875,3316,0.0,0.11962492763996124
0.001,,,,,,,3317,,
,500.0,1.0,101.7257308959961,0,20.0,5174.0625,3317,0.0,0.11955680698156357
0.001,,,,,,,3318,,
,500.0,1.0,14.187009811401367,0,20.0,100.63562774658203,3318,0.0,0.1197279766201973
0.001,,,,,,,3319,,
,500.0,1.0,16.138277053833008,0,20.0,130.22198486328125,3319,0.0,0.11984711140394211
0.001,,,,,,,3320,,
,500.0,1.0,120.04664611816406,0,20.0,7205.5986328125,3320,0.0,0.11956470459699631
0.001,,,,,,,3321,,
,500.0,1.0,70.19662475585938,0,20.0,2463.783203125,3321,0.0,0.11977767944335938
0.001,,,,,,,3322,,
,500.0,1.0,281.2884216308594,0,20.0,39561.58984375,3322,0.0,0.11982239782810211
0.001,,,,,,,3323,,
,500.0,1.0,254.9255828857422,0,20.0,32493.529296875,3323,0.0,0.11975357681512833
0.001,,,,,,,3324,,
,500.0,1.0,321.3948974609375,0,20.0,51647.3359375,3324,0.0,0.11932697147130966
0.001,,,,,,,3325,,
,500.0,1.0,215.6490936279297,0,20.0,23252.265625,3325,0.0,0.11882060766220093
0.001,,,,,,,3326,,
,500.0,1.0,103.82536315917969,0,20.0,5389.8525390625,3326,0.0,0.11854913085699081
0.001,,,,,,,3327,,
,500.0,1.0,13.8516263961792,0,20.0,95.93377685546875,3327,0.0,0.11833222210407257
0.001,,,,,,,3328,,
,500.0,1.0,228.64109802246094,0,20.0,26138.376953125,3328,0.0,0.11782895773649216
0.001,,,,,,,3329,,
,500.0,1.0,175.61077880859375,0,20.0,15419.572265625,3329,0.0,0.11777397990226746
0.001,,,,,,,3330,,
,500.0,1.0,241.5536346435547,0,20.0,29174.080078125,3330,0.0,0.1174875944852829
0.001,,,,,,,3331,,
,500.0,1.0,13.144225120544434,0,20.0,86.38533020019531,3331,0.0,0.11695072054862976
0.001,,,,,,,3332,,
,500.0,1.0,149.31024169921875,0,20.0,11146.7734375,3332,0.0,0.11651743203401566
0.001,,,,,,,3333,,
,500.0,1.0,175.20559692382812,0,20.0,15348.5,3333,0.0,0.11605419963598251
0.001,,,,,,,3334,,
,500.0,1.0,20.504749298095703,0,20.0,210.22235107421875,3334,0.0,0.11565636843442917
0.001,,,,,,,3335,,
,500.0,1.0,146.74057006835938,0,20.0,10766.396484375,3335,0.0,0.11530202627182007
0.001,,,,,,,3336,,
,500.0,1.0,179.5950927734375,0,20.0,16127.19921875,3336,0.0,0.11536893993616104
0.001,,,,,,,3337,,
,500.0,1.0,177.9661407470703,0,20.0,15835.97265625,3337,0.0,0.11516421288251877
0.001,,,,,,,3338,,
,500.0,1.0,19.64705467224121,0,20.0,193.00338745117188,3338,0.0,0.1147928312420845
0.001,,,,,,,3339,,
,500.0,1.0,239.55641174316406,0,20.0,28693.638671875,3339,0.0,0.11468860507011414
0.001,,,,,,,3340,,
,500.0,1.0,246.6922149658203,0,20.0,30428.525390625,3340,0.0,0.11458512395620346
0.001,,,,,,,3341,,
,500.0,1.0,254.79835510253906,0,20.0,32461.099609375,3341,0.0,0.11349675059318542
0.001,,,,,,,3342,,
,500.0,1.0,253.9590301513672,0,20.0,32247.59375,3342,0.0,0.1128610223531723
0.001,,,,,,,3343,,
,500.0,1.0,203.27879333496094,0,20.0,20661.1328125,3343,0.0,0.11269797384738922
0.001,,,,,,,3344,,
,500.0,1.0,208.53643798828125,0,20.0,21743.720703125,3344,0.0,0.1124609112739563
0.001,,,,,,,3345,,
,500.0,1.0,145.5584716796875,0,20.0,10593.634765625,3345,0.0,0.11240343749523163
0.001,,,,,,,3346,,
,500.0,1.0,174.10751342773438,0,20.0,15156.712890625,3346,0.0,0.11246977746486664
0.001,,,,,,,3347,,
,500.0,1.0,103.90160369873047,0,20.0,5397.77197265625,3347,0.0,0.11279438436031342
0.001,,,,,,,3348,,
,500.0,1.0,211.11004638671875,0,20.0,22283.7265625,3348,0.0,0.11298833787441254
0.001,,,,,,,3349,,
,500.0,1.0,211.92434692382812,0,20.0,22455.962890625,3349,0.0,0.11323832720518112
0.001,,,,,,,3350,,
,500.0,1.0,236.7354736328125,0,20.0,28021.84375,3350,0.0,0.11340617388486862
0.001,,,,,,,3351,,
,500.0,1.0,8.51856803894043,0,20.0,36.28299331665039,3351,0.0,0.11350758373737335
0.001,,,,,,,3352,,
,500.0,1.0,225.63568115234375,0,20.0,25455.73046875,3352,0.0,0.11392612010240555
0.001,,,,,,,3353,,
,500.0,1.0,256.81903076171875,0,20.0,32978.0078125,3353,0.0,0.11377891153097153
0.001,,,,,,,3354,,
,500.0,1.0,47.748313903808594,0,20.0,1139.95068359375,3354,0.0,0.11388100683689117
0.001,,,,,,,3355,,
,500.0,1.0,180.221923828125,0,20.0,16239.970703125,3355,0.0,0.11378014832735062
0.001,,,,,,,3356,,
,500.0,1.0,5.784244537353516,0,20.0,16.728740692138672,3356,0.0,0.11382539570331573
0.001,,,,,,,3357,,
,500.0,1.0,31.84657859802246,0,20.0,507.1022644042969,3357,0.0,0.11392290145158768
0.001,,,,,,,3358,,
,500.0,1.0,26.451929092407227,0,20.0,349.8523254394531,3358,0.0,0.11375973373651505
0.001,,,,,,,3359,,
,500.0,1.0,124.33409118652344,0,20.0,7729.4833984375,3359,0.0,0.11374542117118835
0.001,,,,,,,3360,,
,500.0,1.0,3.8679628372192383,0,20.0,7.480567932128906,3360,0.0,0.11382967978715897
0.001,,,,,,,3361,,
,500.0,1.0,132.72265625,0,20.0,8807.6513671875,3361,0.0,0.11392706632614136
0.001,,,,,,,3362,,
,500.0,1.0,16.63037872314453,0,20.0,138.2847442626953,3362,0.0,0.11386530846357346
0.001,,,,,,,3363,,
,500.0,1.0,19.436504364013672,0,20.0,188.8888397216797,3363,0.0,0.11414363235235214
0.001,,,,,,,3364,,
,500.0,1.0,142.66958618164062,0,20.0,10177.3046875,3364,0.0,0.11425744742155075
0.001,,,,,,,3365,,
,500.0,1.0,135.39842224121094,0,20.0,9166.3671875,3365,0.0,0.11423467099666595
0.001,,,,,,,3366,,
,500.0,1.0,214.05581665039062,0,20.0,22909.9453125,3366,0.0,0.11444642394781113
0.001,,,,,,,3367,,
,500.0,1.0,242.677490234375,0,20.0,29446.18359375,3367,0.0,0.11445463448762894
0.001,,,,,,,3368,,
,500.0,1.0,91.44295501708984,0,20.0,4180.90673828125,3368,0.0,0.11436499655246735
0.001,,,,,,,3369,,
,500.0,1.0,233.1634063720703,0,20.0,27182.587890625,3369,0.0,0.11450854688882828
0.001,,,,,,,3370,,
,500.0,1.0,234.71324157714844,0,20.0,27545.15234375,3370,0.0,0.11437475681304932
0.001,,,,,,,3371,,
,500.0,1.0,74.48158264160156,0,20.0,2773.7529296875,3371,0.0,0.11434971541166306
0.001,,,,,,,3372,,
,500.0,1.0,34.99929428100586,0,20.0,612.475341796875,3372,0.0,0.11405947804450989
0.001,,,,,,,3373,,
,500.0,1.0,96.05467987060547,0,20.0,4613.25048828125,3373,0.0,0.11396297067403793
0.001,,,,,,,3374,,
,500.0,1.0,237.49610900878906,0,20.0,28202.201171875,3374,0.0,0.11395721137523651
0.001,,,,,,,3375,,
,500.0,1.0,70.77775573730469,0,20.0,2504.7451171875,3375,0.0,0.11373975872993469
0.001,,,,,,,3376,,
,500.0,1.0,193.88206481933594,0,20.0,18795.12890625,3376,0.0,0.11349760740995407
0.001,,,,,,,3377,,
,500.0,1.0,202.1416473388672,0,20.0,20430.623046875,3377,0.0,0.11294955015182495
0.001,,,,,,,3378,,
,500.0,1.0,223.2192840576172,0,20.0,24913.423828125,3378,0.0,0.11252281814813614
0.001,,,,,,,3379,,
,500.0,1.0,248.99127197265625,0,20.0,30998.326171875,3379,0.0,0.1122022271156311
0.001,,,,,,,3380,,
,500.0,1.0,8.567620277404785,0,20.0,36.702056884765625,3380,0.0,0.111955925822258
0.001,,,,,,,3381,,
,500.0,1.0,245.52906799316406,0,20.0,30142.26171875,3381,0.0,0.11196531355381012
0.001,,,,,,,3382,,
,500.0,1.0,217.67434692382812,0,20.0,23691.060546875,3382,0.0,0.11183521896600723
0.001,,,,,,,3383,,
,500.0,1.0,171.9928741455078,0,20.0,14790.7734375,3383,0.0,0.11187034845352173
0.001,,,,,,,3384,,
,500.0,1.0,20.608304977416992,0,20.0,212.35113525390625,3384,0.0,0.11149260401725769
0.001,,,,,,,3385,,
,500.0,1.0,228.99884033203125,0,20.0,26220.234375,3385,0.0,0.11143894493579865
0.001,,,,,,,3386,,
,500.0,1.0,43.44091033935547,0,20.0,943.5562744140625,3386,0.0,0.11164885759353638
0.001,,,,,,,3387,,
,500.0,1.0,8.751340866088867,0,20.0,38.29298400878906,3387,0.0,0.11175404489040375
0.001,,,,,,,3388,,
,500.0,1.0,57.47909164428711,0,20.0,1651.9229736328125,3388,0.0,0.11170338839292526
0.001,,,,,,,3389,,
,500.0,1.0,253.91856384277344,0,20.0,32237.322265625,3389,0.0,0.11190164089202881
0.001,,,,,,,3390,,
,500.0,1.0,202.42117309570312,0,20.0,20487.1640625,3390,0.0,0.11203145980834961
0.001,,,,,,,3391,,
,500.0,1.0,164.21170043945312,0,20.0,13482.7421875,3391,0.0,0.11169715225696564
0.001,,,,,,,3392,,
,500.0,1.0,77.52198028564453,0,20.0,3004.828857421875,3392,0.0,0.11139881610870361
0.001,,,,,,,3393,,
,500.0,1.0,187.62298583984375,0,20.0,17601.19140625,3393,0.0,0.11129457503557205
0.001,,,,,,,3394,,
,500.0,1.0,152.3990478515625,0,20.0,11612.736328125,3394,0.0,0.11094757169485092
0.001,,,,,,,3395,,
,500.0,1.0,3.6403231620788574,0,20.0,6.6259765625,3395,0.0,0.11083058267831802
0.001,,,,,,,3396,,
,500.0,1.0,171.55906677246094,0,20.0,14716.255859375,3396,0.0,0.11064375936985016
0.001,,,,,,,3397,,
,500.0,1.0,187.37158203125,0,20.0,17554.05859375,3397,0.0,0.11028094589710236
0.001,,,,,,,3398,,
,500.0,1.0,196.45265197753906,0,20.0,19296.822265625,3398,0.0,0.11042395234107971
0.001,,,,,,,3399,,
,500.0,1.0,185.5879364013672,0,20.0,17221.44140625,3399,0.0,0.1097078025341034
0.001,,,,,,,3400,,
,500.0,1.0,205.20240783691406,0,20.0,21054.015625,3400,0.0,0.10968475788831711
0.001,,,,,,,3401,,
,500.0,1.0,76.43867492675781,0,20.0,2921.435302734375,3401,0.0,0.10956279188394547
0.001,,,,,,,3402,,
,500.0,1.0,246.5852508544922,0,20.0,30402.14453125,3402,0.0,0.10911440849304199
0.001,,,,,,,3403,,
