lr-Adam/geometry,train/min_step,train_params/lambda_sds,train/loss_sparsity,train/loss_sds,train/loss_opaque,step,train_params/lambda_opaque,train_params/lambda_orient,train/grad_norm,lr-Adam/background,epoch,train_params/lambda_sparsity,train/loss_orient,train/max_step
0.01,,,,,,5700,,,,0.001,,,,
,20.0,1.0,0.23781639337539673,559.7393188476562,0.0759635716676712,5700,0.0,1000.0,33.45861053466797,,0,1.0,0.04311355575919151,980.0
0.01,,,,,,5701,,,,0.001,,,,
,20.0,1.0,0.27025824785232544,1237.68017578125,0.07485219836235046,5701,0.0,1000.0,49.752994537353516,,0,1.0,0.03745688125491142,980.0
0.01,,,,,,5702,,,,0.001,,,,
,20.0,1.0,0.2550974488258362,356.4266357421875,0.0814577266573906,5702,0.0,1000.0,26.699312210083008,,0,1.0,0.04117053002119064,980.0
0.01,,,,,,5703,,,,0.001,,,,
,20.0,1.0,0.24451303482055664,50.37736129760742,0.1366020292043686,5703,0.0,1000.0,10.037664413452148,,0,1.0,0.062013912945985794,980.0
0.01,,,,,,5704,,,,0.001,,,,
,20.0,1.0,0.4340773820877075,1535.758544921875,0.14939722418785095,5704,0.0,1000.0,55.42127227783203,,0,1.0,0.040768466889858246,980.0
0.01,,,,,,5705,,,,0.001,,,,
,20.0,1.0,0.23754528164863586,1301.8331298828125,0.06325101852416992,5705,0.0,1000.0,51.0261344909668,,0,1.0,0.03688639774918556,980.0
0.01,,,,,,5706,,,,0.001,,,,
,20.0,1.0,0.2257509082555771,1.7924529314041138,0.07685631513595581,5706,0.0,1000.0,1.8933848142623901,,0,1.0,0.04104531183838844,980.0
0.01,,,,,,5707,,,,0.001,,,,
,20.0,1.0,0.24502098560333252,3.0544888973236084,0.07557711005210876,5707,0.0,1000.0,2.47163462638855,,0,1.0,0.035745929926633835,980.0
0.01,,,,,,5708,,,,0.001,,,,
,20.0,1.0,0.27455639839172363,110.5539779663086,0.08716557174921036,5708,0.0,1000.0,14.869698524475098,,0,1.0,0.03476250171661377,980.0
0.01,,,,,,5709,,,,0.001,,,,
,20.0,1.0,0.3182280659675598,305.74542236328125,0.127383291721344,5709,0.0,1000.0,24.72834014892578,,0,1.0,0.034862734377384186,980.0
0.01,,,,,,5710,,,,0.001,,,,
,20.0,1.0,0.22308170795440674,865.4232788085938,0.06697531789541245,5710,0.0,1000.0,41.60344314575195,,0,1.0,0.03477657586336136,980.0
0.01,,,,,,5711,,,,0.001,,,,
,20.0,1.0,0.26967138051986694,6.643213748931885,0.08898954838514328,5711,0.0,1000.0,3.6450552940368652,,0,1.0,0.03255046159029007,980.0
0.01,,,,,,5712,,,,0.001,,,,
,20.0,1.0,0.21749423444271088,243.9903564453125,0.06575487554073334,5712,0.0,1000.0,22.090286254882812,,0,1.0,0.03272329643368721,980.0
0.01,,,,,,5713,,,,0.001,,,,
,20.0,1.0,0.38051196932792664,85.69569396972656,0.163905531167984,5713,0.0,1000.0,13.091653823852539,,0,1.0,0.03542707487940788,980.0
0.01,,,,,,5714,,,,0.001,,,,
,20.0,1.0,0.3654481768608093,38.94352722167969,0.16423088312149048,5714,0.0,1000.0,8.825364112854004,,0,1.0,0.03727901354432106,980.0
0.01,,,,,,5715,,,,0.001,,,,
,20.0,1.0,0.38831210136413574,4040.140625,0.14881274104118347,5715,0.0,1000.0,89.890380859375,,0,1.0,0.031204871833324432,980.0
0.01,,,,,,5716,,,,0.001,,,,
,20.0,1.0,0.21106208860874176,0.024713128805160522,0.07353085279464722,5716,0.0,1000.0,0.22232015430927277,,0,1.0,0.03284761309623718,980.0
0.01,,,,,,5717,,,,0.001,,,,
,20.0,1.0,0.3292286992073059,19.076162338256836,0.11604283004999161,5717,0.0,1000.0,6.176756858825684,,0,1.0,0.031034911051392555,980.0
0.01,,,,,,5718,,,,0.001,,,,
,20.0,1.0,0.23103439807891846,337.5318603515625,0.06891247630119324,5718,0.0,1000.0,25.98198890686035,,0,1.0,0.03086397983133793,980.0
0.01,,,,,,5719,,,,0.001,,,,
,20.0,1.0,0.3348410725593567,146.23626708984375,0.1308949887752533,5719,0.0,1000.0,17.10182762145996,,0,1.0,0.034244801849126816,980.0
0.01,,,,,,5720,,,,0.001,,,,
,20.0,1.0,0.5215411186218262,1740.32421875,0.2468847632408142,5720,0.0,1000.0,58.99702072143555,,0,1.0,0.03426176682114601,980.0
0.01,,,,,,5721,,,,0.001,,,,
,20.0,1.0,0.24963104724884033,144.43385314941406,0.10178448259830475,5721,0.0,1000.0,16.996109008789062,,0,1.0,0.03225213661789894,980.0
0.01,,,,,,5722,,,,0.001,,,,
,20.0,1.0,0.26336008310317993,474.5867919921875,0.083073690533638,5722,0.0,1000.0,30.80866241455078,,0,1.0,0.0311462190002203,980.0
0.01,,,,,,5723,,,,0.001,,,,
,20.0,1.0,0.3027191758155823,500.1508483886719,0.09821013361215591,5723,0.0,1000.0,31.627548217773438,,0,1.0,0.04021685943007469,980.0
0.01,,,,,,5724,,,,0.001,,,,
,20.0,1.0,0.4597579836845398,832.6455078125,0.2231455147266388,5724,0.0,1000.0,40.80797576904297,,0,1.0,0.03969532996416092,980.0
0.01,,,,,,5725,,,,0.001,,,,
,20.0,1.0,0.3621947765350342,1227.4385986328125,0.1465274691581726,5725,0.0,1000.0,49.54671859741211,,0,1.0,0.0371660441160202,980.0
0.01,,,,,,5726,,,,0.001,,,,
,20.0,1.0,0.3635604977607727,64.45465850830078,0.14520199596881866,5726,0.0,1000.0,11.3538236618042,,0,1.0,0.04106910154223442,980.0
0.01,,,,,,5727,,,,0.001,,,,
,20.0,1.0,0.3202926516532898,19.686729431152344,0.10768799483776093,5727,0.0,1000.0,6.274827480316162,,0,1.0,0.035173770040273666,980.0
0.01,,,,,,5728,,,,0.001,,,,
,20.0,1.0,0.3182891607284546,221.7826385498047,0.16379426419734955,5728,0.0,1000.0,21.060989379882812,,0,1.0,0.056250665336847305,980.0
0.01,,,,,,5729,,,,0.001,,,,
,20.0,1.0,0.16889077425003052,0.3362676501274109,0.041548363864421844,5729,0.0,1000.0,0.8200824856758118,,0,1.0,0.03816409036517143,980.0
0.01,,,,,,5730,,,,0.001,,,,
,20.0,1.0,0.417913556098938,1354.889404296875,0.16115617752075195,5730,0.0,1000.0,52.05553436279297,,0,1.0,0.04473044350743294,980.0
0.01,,,,,,5731,,,,0.001,,,,
,20.0,1.0,0.21251431107521057,7.926151275634766,0.060240186750888824,5731,0.0,1000.0,3.981494903564453,,0,1.0,0.03930836543440819,980.0
0.01,,,,,,5732,,,,0.001,,,,
,20.0,1.0,0.2647213339805603,1365.706298828125,0.07785137742757797,5732,0.0,1000.0,52.262916564941406,,0,1.0,0.03852085396647453,980.0
0.01,,,,,,5733,,,,0.001,,,,
,20.0,1.0,0.2930746376514435,1190.759765625,0.0919823870062828,5733,0.0,1000.0,48.80081558227539,,0,1.0,0.03777570277452469,980.0
0.01,,,,,,5734,,,,0.001,,,,
,20.0,1.0,0.47323811054229736,84.57112121582031,0.17304281890392303,5734,0.0,1000.0,13.00546932220459,,0,1.0,0.042510852217674255,980.0
0.01,,,,,,5735,,,,0.001,,,,
,20.0,1.0,0.30841511487960815,50.92231369018555,0.1060120016336441,5735,0.0,1000.0,10.09181022644043,,0,1.0,0.045322272926568985,980.0
0.01,,,,,,5736,,,,0.001,,,,
,20.0,1.0,0.19954386353492737,0.05234440416097641,0.05289533734321594,5736,0.0,1000.0,0.32355645298957825,,0,1.0,0.044747449457645416,980.0
0.01,,,,,,5737,,,,0.001,,,,
,20.0,1.0,0.4799342751502991,3.67155122756958,0.16669180989265442,5737,0.0,1000.0,2.7098159790039062,,0,1.0,0.0438256561756134,980.0
0.01,,,,,,5738,,,,0.001,,,,
,20.0,1.0,0.3207230269908905,29.71102523803711,0.09828270971775055,5738,0.0,1000.0,7.7085700035095215,,0,1.0,0.04184780269861221,980.0
0.01,,,,,,5739,,,,0.001,,,,
,20.0,1.0,0.30996373295783997,9.115964889526367,0.09642116725444794,5739,0.0,1000.0,4.269886493682861,,0,1.0,0.045977987349033356,980.0
0.01,,,,,,5740,,,,0.001,,,,
,20.0,1.0,0.31319117546081543,152.29534912109375,0.08937899768352509,5740,0.0,1000.0,17.452526092529297,,0,1.0,0.03527352586388588,980.0
0.01,,,,,,5741,,,,0.001,,,,
,20.0,1.0,0.2912266254425049,369.64129638671875,0.08646006137132645,5741,0.0,1000.0,27.18975067138672,,0,1.0,0.045249875634908676,980.0
0.01,,,,,,5742,,,,0.001,,,,
,20.0,1.0,0.27576935291290283,1488.266357421875,0.07754448801279068,5742,0.0,1000.0,54.55760955810547,,0,1.0,0.04252351447939873,980.0
0.01,,,,,,5743,,,,0.001,,,,
,20.0,1.0,0.334720641374588,1260.0257568359375,0.13586196303367615,5743,0.0,1000.0,50.200111389160156,,0,1.0,0.05649622157216072,980.0
0.01,,,,,,5744,,,,0.001,,,,
,20.0,1.0,0.24253131449222565,64.21827697753906,0.07447613775730133,5744,0.0,1000.0,11.332984924316406,,0,1.0,0.039358071982860565,980.0
0.01,,,,,,5745,,,,0.001,,,,
,20.0,1.0,0.3134007751941681,39.34595489501953,0.1429639458656311,5745,0.0,1000.0,8.870845794677734,,0,1.0,0.04781026765704155,980.0
0.01,,,,,,5746,,,,0.001,,,,
,20.0,1.0,0.36696553230285645,1307.5079345703125,0.1310214102268219,5746,0.0,1000.0,51.13722610473633,,0,1.0,0.03278214484453201,980.0
0.01,,,,,,5747,,,,0.001,,,,
,20.0,1.0,0.35580384731292725,1.9905542135238647,0.13234008848667145,5747,0.0,1000.0,1.9952715635299683,,0,1.0,0.0378592275083065,980.0
0.01,,,,,,5748,,,,0.001,,,,
,20.0,1.0,0.29568105936050415,18.52952003479004,0.09842638671398163,5748,0.0,1000.0,6.087613582611084,,0,1.0,0.03184225782752037,980.0
0.01,,,,,,5749,,,,0.001,,,,
,20.0,1.0,0.24924308061599731,213.4969940185547,0.08624754846096039,5749,0.0,1000.0,20.663833618164062,,0,1.0,0.03727656602859497,980.0
0.01,,,,,,5750,,,,0.001,,,,
,20.0,1.0,0.2668907046318054,49.340599060058594,0.09114474058151245,5750,0.0,1000.0,9.93384075164795,,0,1.0,0.03146876022219658,980.0
0.01,,,,,,5751,,,,0.001,,,,
,20.0,1.0,0.23528511822223663,204.9381866455078,0.07387616485357285,5751,0.0,1000.0,20.245403289794922,,0,1.0,0.029432563111186028,980.0
0.01,,,,,,5752,,,,0.001,,,,
,20.0,1.0,0.2209719717502594,282.3957824707031,0.05721525847911835,5752,0.0,1000.0,23.765344619750977,,0,1.0,0.024914322420954704,980.0
0.01,,,,,,5753,,,,0.001,,,,
,20.0,1.0,0.19925743341445923,149.80584716796875,0.062295399606227875,5753,0.0,1000.0,17.309295654296875,,0,1.0,0.028189411386847496,980.0
0.01,,,,,,5754,,,,0.001,,,,
,20.0,1.0,0.30310139060020447,78.04804992675781,0.09329864382743835,5754,0.0,1000.0,12.493842124938965,,0,1.0,0.02351766638457775,980.0
0.01,,,,,,5755,,,,0.001,,,,
,20.0,1.0,0.44005751609802246,1507.6083984375,0.17080622911453247,5755,0.0,1000.0,54.91099166870117,,0,1.0,0.027830690145492554,980.0
0.01,,,,,,5756,,,,0.001,,,,
,20.0,1.0,0.32175204157829285,4002.58740234375,0.12733852863311768,5756,0.0,1000.0,89.47164154052734,,0,1.0,0.028303012251853943,980.0
0.01,,,,,,5757,,,,0.001,,,,
,20.0,1.0,0.4556983709335327,173.8621368408203,0.18131192028522491,5757,0.0,1000.0,18.64736557006836,,0,1.0,0.028210870921611786,980.0
0.01,,,,,,5758,,,,0.001,,,,
,20.0,1.0,0.27904367446899414,4.8048095703125,0.08998888731002808,5758,0.0,1000.0,3.0999386310577393,,0,1.0,0.027545006945729256,980.0
0.01,,,,,,5759,,,,0.001,,,,
,20.0,1.0,0.30498456954956055,2265.357421875,0.12468747794628143,5759,0.0,1000.0,67.31058502197266,,0,1.0,0.03639032319188118,980.0
0.01,,,,,,5760,,,,0.001,,,,
,20.0,1.0,0.20506303012371063,5.276622772216797,0.07383768260478973,5760,0.0,1000.0,3.2485756874084473,,0,1.0,0.03268469125032425,980.0
0.01,,,,,,5761,,,,0.001,,,,
,20.0,1.0,0.208938866853714,24.86558723449707,0.05601392686367035,5761,0.0,1000.0,7.052033424377441,,0,1.0,0.027942512184381485,980.0
0.01,,,,,,5762,,,,0.001,,,,
,20.0,1.0,0.25361496210098267,907.8065185546875,0.0846530944108963,5762,0.0,1000.0,42.61001205444336,,0,1.0,0.0373101606965065,980.0
0.01,,,,,,5763,,,,0.001,,,,
,20.0,1.0,0.46298182010650635,93.95890808105469,0.1779482513666153,5763,0.0,1000.0,13.708312034606934,,0,1.0,0.034752257168293,980.0
0.01,,,,,,5764,,,,0.001,,,,
,20.0,1.0,0.2553328275680542,137.45556640625,0.0702943205833435,5764,0.0,1000.0,16.5804443359375,,0,1.0,0.03895425796508789,980.0
0.01,,,,,,5765,,,,0.001,,,,
,20.0,1.0,0.1838541179895401,5.5470781326293945,0.04902174323797226,5765,0.0,1000.0,3.330789089202881,,0,1.0,0.03723565861582756,980.0
0.01,,,,,,5766,,,,0.001,,,,
,20.0,1.0,0.1710699051618576,293.0460205078125,0.04205731302499771,5766,0.0,1000.0,24.20933723449707,,0,1.0,0.036175623536109924,980.0
0.01,,,,,,5767,,,,0.001,,,,
,20.0,1.0,0.25430071353912354,196.43313598632812,0.07277919352054596,5767,0.0,1000.0,19.82085418701172,,0,1.0,0.035691943019628525,980.0
0.01,,,,,,5768,,,,0.001,,,,
,20.0,1.0,0.4524497389793396,14.747633934020996,0.16864076256752014,5768,0.0,1000.0,5.430954456329346,,0,1.0,0.03816854953765869,980.0
0.01,,,,,,5769,,,,0.001,,,,
,20.0,1.0,0.3130848705768585,265.0600280761719,0.1109209954738617,5769,0.0,1000.0,23.024335861206055,,0,1.0,0.0488734170794487,980.0
0.01,,,,,,5770,,,,0.001,,,,
,20.0,1.0,0.21879425644874573,138.65179443359375,0.057682428508996964,5770,0.0,1000.0,16.652435302734375,,0,1.0,0.03336839750409126,980.0
0.01,,,,,,5771,,,,0.001,,,,
,20.0,1.0,0.3415805697441101,1723.50390625,0.10816453397274017,5771,0.0,1000.0,58.71122360229492,,0,1.0,0.03999074921011925,980.0
0.01,,,,,,5772,,,,0.001,,,,
,20.0,1.0,0.39411890506744385,308.5762939453125,0.15073487162590027,5772,0.0,1000.0,24.84255599975586,,0,1.0,0.044889334589242935,980.0
0.01,,,,,,5773,,,,0.001,,,,
,20.0,1.0,0.3168994188308716,43.686954498291016,0.10095895081758499,5773,0.0,1000.0,9.34740161895752,,0,1.0,0.03889486566185951,980.0
0.01,,,,,,5774,,,,0.001,,,,
,20.0,1.0,0.2575875520706177,455.44775390625,0.07931587100028992,5774,0.0,1000.0,30.181045532226562,,0,1.0,0.04142368212342262,980.0
0.01,,,,,,5775,,,,0.001,,,,
,20.0,1.0,0.26038238406181335,7.723908424377441,0.07563434541225433,5775,0.0,1000.0,3.930371046066284,,0,1.0,0.038458146154880524,980.0
0.01,,,,,,5776,,,,0.001,,,,
,20.0,1.0,0.22642706334590912,74.77618408203125,0.06315690279006958,5776,0.0,1000.0,12.22916030883789,,0,1.0,0.042422663420438766,980.0
0.01,,,,,,5777,,,,0.001,,,,
,20.0,1.0,0.22436092793941498,1.303125262260437,0.06820037215948105,5777,0.0,1000.0,1.6143887042999268,,0,1.0,0.040526553988456726,980.0
0.01,,,,,,5778,,,,0.001,,,,
,20.0,1.0,0.27008217573165894,178.5235595703125,0.07374269515275955,5778,0.0,1000.0,18.89569091796875,,0,1.0,0.04046688973903656,980.0
0.01,,,,,,5779,,,,0.001,,,,
,20.0,1.0,0.394010066986084,29.945844650268555,0.16847723722457886,5779,0.0,1000.0,7.738971710205078,,0,1.0,0.04524322599172592,980.0
0.01,,,,,,5780,,,,0.001,,,,
,20.0,1.0,0.3651213049888611,33.70212173461914,0.11558780819177628,5780,0.0,1000.0,8.21000862121582,,0,1.0,0.036860764026641846,980.0
0.01,,,,,,5781,,,,0.001,,,,
,20.0,1.0,0.30505669116973877,4.480456829071045,0.09305725991725922,5781,0.0,1000.0,2.993478298187256,,0,1.0,0.043880198150873184,980.0
0.01,,,,,,5782,,,,0.001,,,,
,20.0,1.0,0.354223370552063,0.0390888974070549,0.12135946750640869,5782,0.0,1000.0,0.27960294485092163,,0,1.0,0.03941688686609268,980.0
0.01,,,,,,5783,,,,0.001,,,,
,20.0,1.0,0.35826605558395386,1045.494140625,0.1320485770702362,5783,0.0,1000.0,45.727325439453125,,0,1.0,0.04183998703956604,980.0
0.01,,,,,,5784,,,,0.001,,,,
,20.0,1.0,0.5365594029426575,535.04248046875,0.2160191386938095,5784,0.0,1000.0,32.712154388427734,,0,1.0,0.05060659348964691,980.0
0.01,,,,,,5785,,,,0.001,,,,
,20.0,1.0,0.26717519760131836,1269.8592529296875,0.07789939641952515,5785,0.0,1000.0,50.3956184387207,,0,1.0,0.03609921410679817,980.0
0.01,,,,,,5786,,,,0.001,,,,
,20.0,1.0,0.28784701228141785,206.68568420410156,0.08533430099487305,5786,0.0,1000.0,20.3315372467041,,0,1.0,0.04420154541730881,980.0
0.01,,,,,,5787,,,,0.001,,,,
,20.0,1.0,0.2974002957344055,144.31417846679688,0.11638747900724411,5787,0.0,1000.0,16.989065170288086,,0,1.0,0.04174073413014412,980.0
0.01,,,,,,5788,,,,0.001,,,,
,20.0,1.0,0.2339497208595276,75.59568786621094,0.06475254893302917,5788,0.0,1000.0,12.295989990234375,,0,1.0,0.0426957868039608,980.0
0.01,,,,,,5789,,,,0.001,,,,
,20.0,1.0,0.2763598561286926,130.60250854492188,0.08961597830057144,5789,0.0,1000.0,16.16183853149414,,0,1.0,0.03764258697628975,980.0
0.01,,,,,,5790,,,,0.001,,,,
,20.0,1.0,0.24046166241168976,43.43960952758789,0.06918153166770935,5790,0.0,1000.0,9.320901870727539,,0,1.0,0.03539641574025154,980.0
0.01,,,,,,5791,,,,0.001,,,,
,20.0,1.0,0.4359339773654938,1.2417670488357544,0.15998917818069458,5791,0.0,1000.0,1.5759233236312866,,0,1.0,0.03738303482532501,980.0
0.01,,,,,,5792,,,,0.001,,,,
,20.0,1.0,0.4609748125076294,130.42051696777344,0.16873914003372192,5792,0.0,1000.0,16.15057373046875,,0,1.0,0.04205917567014694,980.0
0.01,,,,,,5793,,,,0.001,,,,
,20.0,1.0,0.30619728565216064,534.0353393554688,0.09847314655780792,5793,0.0,1000.0,32.68135070800781,,0,1.0,0.03405214846134186,980.0
0.01,,,,,,5794,,,,0.001,,,,
,20.0,1.0,0.283763587474823,5.149199485778809,0.07812189310789108,5794,0.0,1000.0,3.2091119289398193,,0,1.0,0.034256115555763245,980.0
0.01,,,,,,5795,,,,0.001,,,,
,20.0,1.0,0.28597012162208557,457.128662109375,0.10292154550552368,5795,0.0,1000.0,30.2366886138916,,0,1.0,0.03537498041987419,980.0
0.01,,,,,,5796,,,,0.001,,,,
,20.0,1.0,0.442463219165802,36.7733039855957,0.20754729211330414,5796,0.0,1000.0,8.575931549072266,,0,1.0,0.038502287119627,980.0
0.01,,,,,,5797,,,,0.001,,,,
,20.0,1.0,0.24990858137607574,64.19720458984375,0.09031488001346588,5797,0.0,1000.0,11.331125259399414,,0,1.0,0.041056979447603226,980.0
0.01,,,,,,5798,,,,0.001,,,,
,20.0,1.0,0.27708858251571655,217.75311279296875,0.0866004154086113,5798,0.0,1000.0,20.868785858154297,,0,1.0,0.03643185272812843,980.0
0.01,,,,,,5799,,,,0.001,,,,
,20.0,1.0,0.22840890288352966,21.25238037109375,0.08010462671518326,5799,0.0,1000.0,6.519567489624023,,0,1.0,0.041258398443460464,980.0
0.01,,,,,,5800,,,,0.001,,,,
,20.0,1.0,0.4028067886829376,91.73033905029297,0.1539922058582306,5800,0.0,1000.0,13.54476547241211,,0,1.0,0.0352005735039711,980.0
0.01,,,,,,5801,,,,0.001,,,,
,20.0,1.0,0.2724759578704834,115.72655487060547,0.09131224453449249,5801,0.0,1000.0,15.213583946228027,,0,1.0,0.03099922277033329,980.0
0.01,,,,,,5802,,,,0.001,,,,
,20.0,1.0,0.33659881353378296,0.3209794759750366,0.11397569626569748,5802,0.0,1000.0,0.8012233972549438,,0,1.0,0.03329047933220863,980.0
0.01,,,,,,5803,,,,0.001,,,,
,20.0,1.0,0.31644439697265625,365.83685302734375,0.11256492137908936,5803,0.0,1000.0,27.049467086791992,,0,1.0,0.032660454511642456,980.0
0.01,,,,,,5804,,,,0.001,,,,
,20.0,1.0,0.20087724924087524,305.28106689453125,0.06145937368273735,5804,0.0,1000.0,24.70955467224121,,0,1.0,0.03489942476153374,980.0
0.01,,,,,,5805,,,,0.001,,,,
,20.0,1.0,0.21139861643314362,187.83236694335938,0.058296822011470795,5805,0.0,1000.0,19.38207244873047,,0,1.0,0.03061697632074356,980.0
0.01,,,,,,5806,,,,0.001,,,,
,20.0,1.0,0.3112812042236328,0.992423415184021,0.09912373125553131,5806,0.0,1000.0,1.4088459014892578,,0,1.0,0.03789551928639412,980.0
0.01,,,,,,5807,,,,0.001,,,,
,20.0,1.0,0.32090136408805847,384.07373046875,0.11573271453380585,5807,0.0,1000.0,27.715473175048828,,0,1.0,0.03352881968021393,980.0
0.01,,,,,,5808,,,,0.001,,,,
,20.0,1.0,0.29330557584762573,1715.0872802734375,0.11510635167360306,5808,0.0,1000.0,58.567691802978516,,0,1.0,0.03519236296415329,980.0
0.01,,,,,,5809,,,,0.001,,,,
,20.0,1.0,0.21776334941387177,18.696285247802734,0.06168755143880844,5809,0.0,1000.0,6.114945888519287,,0,1.0,0.03241318464279175,980.0
0.01,,,,,,5810,,,,0.001,,,,
,20.0,1.0,0.23001334071159363,956.803955078125,0.07978171110153198,5810,0.0,1000.0,43.74480438232422,,0,1.0,0.03251880779862404,980.0
0.01,,,,,,5811,,,,0.001,,,,
,20.0,1.0,0.2971232235431671,5.584133625030518,0.11427205801010132,5811,0.0,1000.0,3.341895818710327,,0,1.0,0.0341336689889431,980.0
0.01,,,,,,5812,,,,0.001,,,,
,20.0,1.0,0.21897482872009277,18.52291488647461,0.062179841101169586,5812,0.0,1000.0,6.086528301239014,,0,1.0,0.03854568675160408,980.0
0.01,,,,,,5813,,,,0.001,,,,
,20.0,1.0,0.41888532042503357,3.673358917236328,0.19799472391605377,5813,0.0,1000.0,2.7104828357696533,,0,1.0,0.035438019782304764,980.0
0.01,,,,,,5814,,,,0.001,,,,
,20.0,1.0,0.31532183289527893,306.2694091796875,0.11033106595277786,5814,0.0,1000.0,24.749521255493164,,0,1.0,0.03301884979009628,980.0
0.01,,,,,,5815,,,,0.001,,,,
,20.0,1.0,0.20243439078330994,97.91429138183594,0.05618496611714363,5815,0.0,1000.0,13.993876457214355,,0,1.0,0.03265967220067978,980.0
0.01,,,,,,5816,,,,0.001,,,,
,20.0,1.0,0.2583010196685791,49.10564422607422,0.08140219002962112,5816,0.0,1000.0,9.910161018371582,,0,1.0,0.03156697005033493,980.0
0.01,,,,,,5817,,,,0.001,,,,
,20.0,1.0,0.35080426931381226,18.947998046875,0.1220879927277565,5817,0.0,1000.0,6.155972480773926,,0,1.0,0.03973686695098877,980.0
0.01,,,,,,5818,,,,0.001,,,,
,20.0,1.0,0.30322563648223877,30.094655990600586,0.0929940938949585,5818,0.0,1000.0,7.758177280426025,,0,1.0,0.03288239985704422,980.0
0.01,,,,,,5819,,,,0.001,,,,
,20.0,1.0,0.20633620023727417,394.67462158203125,0.06435978412628174,5819,0.0,1000.0,28.095361709594727,,0,1.0,0.03626077249646187,980.0
0.01,,,,,,5820,,,,0.001,,,,
,20.0,1.0,0.2522026002407074,82.74833679199219,0.07042580097913742,5820,0.0,1000.0,12.864550590515137,,0,1.0,0.03525109216570854,980.0
0.01,,,,,,5821,,,,0.001,,,,
,20.0,1.0,0.2831806540489197,19.057723999023438,0.09829763323068619,5821,0.0,1000.0,6.173770904541016,,0,1.0,0.04307517036795616,980.0
0.01,,,,,,5822,,,,0.001,,,,
,20.0,1.0,0.25823211669921875,18.598697662353516,0.07440750300884247,5822,0.0,1000.0,6.098966598510742,,0,1.0,0.03517591953277588,980.0
0.01,,,,,,5823,,,,0.001,,,,
,20.0,1.0,0.24971474707126617,4.583850860595703,0.0804145485162735,5823,0.0,1000.0,3.0278213024139404,,0,1.0,0.034401632845401764,980.0
0.01,,,,,,5824,,,,0.001,,,,
,20.0,1.0,0.24073348939418793,534.5850219726562,0.06711660325527191,5824,0.0,1000.0,32.69816589355469,,0,1.0,0.032940227538347244,980.0
0.01,,,,,,5825,,,,0.001,,,,
,20.0,1.0,0.3640499711036682,0.035138703882694244,0.11944672465324402,5825,0.0,1000.0,0.26509883999824524,,0,1.0,0.03147882595658302,980.0
0.01,,,,,,5826,,,,0.001,,,,
,20.0,1.0,0.35797470808029175,795.5234375,0.12663981318473816,5826,0.0,1000.0,39.88793182373047,,0,1.0,0.041602082550525665,980.0
0.01,,,,,,5827,,,,0.001,,,,
,20.0,1.0,0.2531614899635315,0.32045978307724,0.07950188964605331,5827,0.0,1000.0,0.800574541091919,,0,1.0,0.035822004079818726,980.0
0.01,,,,,,5828,,,,0.001,,,,
,20.0,1.0,0.20612123608589172,738.6083984375,0.05494946241378784,5828,0.0,1000.0,38.43457794189453,,0,1.0,0.035080134868621826,980.0
0.01,,,,,,5829,,,,0.001,,,,
,20.0,1.0,0.28054189682006836,24.63233184814453,0.09489813446998596,5829,0.0,1000.0,7.018878936767578,,0,1.0,0.03485704958438873,980.0
0.01,,,,,,5830,,,,0.001,,,,
,20.0,1.0,0.2859724760055542,890.86328125,0.08871068060398102,5830,0.0,1000.0,42.21050262451172,,0,1.0,0.03303343802690506,980.0
0.01,,,,,,5831,,,,0.001,,,,
,20.0,1.0,0.32271885871887207,919.9105224609375,0.11120767891407013,5831,0.0,1000.0,42.89313888549805,,0,1.0,0.036631662398576736,980.0
0.01,,,,,,5832,,,,0.001,,,,
,20.0,1.0,0.24694065749645233,729.463134765625,0.07074187695980072,5832,0.0,1000.0,38.195892333984375,,0,1.0,0.037075743079185486,980.0
0.01,,,,,,5833,,,,0.001,,,,
,20.0,1.0,0.21653223037719727,0.3918018341064453,0.061568811535835266,5833,0.0,1000.0,0.8852139115333557,,0,1.0,0.033014435321092606,980.0
0.01,,,,,,5834,,,,0.001,,,,
,20.0,1.0,0.20477056503295898,647.17138671875,0.05681940168142319,5834,0.0,1000.0,35.97697448730469,,0,1.0,0.03191649168729782,980.0
0.01,,,,,,5835,,,,0.001,,,,
,20.0,1.0,0.24469463527202606,0.8009889721870422,0.07453548163175583,5835,0.0,1000.0,1.2656925916671753,,0,1.0,0.03128402680158615,980.0
0.01,,,,,,5836,,,,0.001,,,,
,20.0,1.0,0.28007811307907104,15.088493347167969,0.09602691978216171,5836,0.0,1000.0,5.493358612060547,,0,1.0,0.03155705705285072,980.0
0.01,,,,,,5837,,,,0.001,,,,
,20.0,1.0,0.31795334815979004,113.33100891113281,0.12046791613101959,5837,0.0,1000.0,15.055298805236816,,0,1.0,0.03170226141810417,980.0
0.01,,,,,,5838,,,,0.001,,,,
,20.0,1.0,0.2283812016248703,3.341456413269043,0.06622105836868286,5838,0.0,1000.0,2.5851330757141113,,0,1.0,0.028271647170186043,980.0
0.01,,,,,,5839,,,,0.001,,,,
,20.0,1.0,0.21079851686954498,25.888978958129883,0.06630197167396545,5839,0.0,1000.0,7.195690155029297,,0,1.0,0.030277898535132408,980.0
0.01,,,,,,5840,,,,0.001,,,,
,20.0,1.0,0.22909942269325256,0.022047601640224457,0.07711779326200485,5840,0.0,1000.0,0.2099885642528534,,0,1.0,0.03229273855686188,980.0
0.01,,,,,,5841,,,,0.001,,,,
