lr-AdamW/geometry,lr-AdamW/texture,lr-AdamW/variance,step,train/loss_rgb_mse,train/loss_rgb,train/loss_normal,train/loss_eikonal,train/loss_mask,train/loss_opaque,train/loss_sparsity,train/loss_3d_normal_smooth,train/inv_s,train_params/lambda_rgb_mse,train_params/lambda_rgb_l1,train_params/lambda_mask,train_params/lambda_eikonal,train_params/lambda_normal,train_params/lambda_3d_normal_smooth,train_params/lambda_curvature,train_params/lambda_sparsity,train_params/lambda_distortion,train_params/lambda_distortion_bg,train_params/lambda_opaque,train/num_rays,epoch,val/psnr,test/psnr
,,,6299,0.029299262911081314,0.196011483669281,0.012801251374185085,0.010808459483087063,0.0010716081596910954,0.026674650609493256,0.00989825464785099,0.012684021145105362,215.60301208496094,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00023936058167805708,0.0023936058167805733,0.00023936058167805708,6399,,,,,,,,,,,,,,,,,,,,,,,,
,,,6399,0.025587793439626694,0.18659912049770355,0.013111255131661892,0.010830039158463478,0.0017025148263201118,0.027044149115681648,0.0047243135049939156,0.01046154648065567,216.97894287109375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00023362876637500298,0.0023362876637500313,0.00023362876637500298,6499,,,,,,,,,,,,,,,,,,,,,,,,
,,,6499,0.027889130637049675,0.18554529547691345,0.012039463967084885,0.010661104694008827,0.0013861097395420074,0.026515107601881027,0.004388623870909214,0.010976742021739483,218.13470458984375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00022803420720007977,0.0022803420720008023,0.00022803420720007977,6599,,,,,,,,,,,,,,,,,,,,,,,,
,,,6599,0.03040417470037937,0.20608067512512207,0.011723246425390244,0.010156242176890373,0.0008133233641274273,0.024378400295972824,0.004352787043899298,0.010552767664194107,220.58448791503906,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00022257361736826182,0.0022257361736826246,0.00022257361736826182,6699,,,,,,,,,,,,,,,,,,,,,,,,
,,,6699,0.021967612206935883,0.17956066131591797,0.011361787095665932,0.010336635634303093,0.001223444240167737,0.024842485785484314,0.005462446715682745,0.010199973359704018,218.28713989257812,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00021724378880106922,0.0021724378880107007,0.00021724378880106922,6799,,,,,,,,,,,,,,,,,,,,,,,,
,,,6799,0.02481767162680626,0.18123818933963776,0.012557930313050747,0.010491494089365005,0.0012279695365577936,0.026459984481334686,0.008299384266138077,0.012752527371048927,217.0700225830078,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00021204159024183352,0.0021204159024183437,0.00021204159024183352,6899,,,,,,,,,,,,,,,,,,,,,,,,
,,,6899,0.02782774716615677,0.1833544820547104,0.011858820915222168,0.010302837006747723,0.0009258033824153244,0.025355679914355278,0.006981099024415016,0.012793846428394318,219.0475616455078,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00020696396541609337,0.0020696396541609436,0.00020696396541609337,6999,,,,,,,,,,,,,,,,,,,,,,,,
,,,6999,0.02617615833878517,0.18294169008731842,0.01176889892667532,0.010202285833656788,0.0012705906992778182,0.025470200926065445,0.006745100952684879,0.011319476179778576,215.94091796875,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.000202007931236045,0.0020200793123604575,0.000202007931236045,7099,,,,,,,,,,,,,,,,,,,,,,,,
,,,7099,0.02376759797334671,0.1769876480102539,0.011681189760565758,0.010253816843032837,0.0011431300081312656,0.025215113535523415,0.005875696428120136,0.010653152130544186,217.04641723632812,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.0001971705760479865,0.0019717057604798716,0.0001971705760479865,7199,,,,,,,,,,,,,,,,,,,,,,,,
,,,7199,0.02535937912762165,0.1848851442337036,0.011637317016720772,0.010163628496229649,0.001224342966452241,0.02630453184247017,0.006244337651878595,0.011505018919706345,215.37901306152344,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00019244905792173178,0.0019244905792173226,0.00019244905792173178,7299,,,,,,,,,,,,,,,,,,,,,,,,
,,,7299,0.025744659826159477,0.18274006247520447,0.011956455186009407,0.009977852925658226,0.0014585136668756604,0.027411259710788727,0.004549626726657152,0.010198142379522324,217.42068481445312,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.0001878406029809857,0.0018784060298098607,0.0001878406029809857,7399,,,,,,,,,,,,,,,,,,,,,,,,
,,,7399,0.026389583945274353,0.18609696626663208,0.013183503411710262,0.010097960941493511,0.0010648627066984773,0.02441123127937317,0.005293508060276508,0.010691752657294273,217.35382080078125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00018334250377370073,0.0018334250377370113,0.00018334250377370073,7499,,,,,,,,,,,,,,,,,,,,,,,,
,,,7499,0.0291473176330328,0.18969494104385376,0.011124311946332455,0.010280720889568329,0.0011924090795218945,0.025976115837693214,0.006735212169587612,0.010687224566936493,217.0628662109375,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00017895211768145845,0.0017895211768145895,0.00017895211768145845,7599,,,,,,,,,,,,,,,,,,,,,,,,
,,,7599,0.024400128051638603,0.17493654787540436,0.013058245182037354,0.009934581816196442,0.0009759484673850238,0.025453001260757446,0.005244131200015545,0.00941270962357521,218.0082550048828,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.0001746668653669394,0.0017466686536693984,0.0001746668653669394,7699,,,,,,,,,,,,,,,,,,,,,,,,
,,,7699,0.029897579923272133,0.18916110694408417,0.010988779366016388,0.010093161836266518,0.0011651809327304363,0.025426849722862244,0.004023997113108635,0.010888984426856041,217.07943725585938,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00017048422925857088,0.0017048422925857146,0.00017048422925857088,7799,,,,,,,,,,,,,,,,,,,,,,,,
,,,7799,0.02725743129849434,0.18077699840068817,0.01130443625152111,0.009636101312935352,0.0011695226421579719,0.025358958169817924,0.0067622046917676926,0.01121867448091507,219.15830993652344,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00016640175207146253,0.0016640175207146312,0.00016640175207146253,7899,,,,,,,,,,,,,,,,,,,,,,,,
,,,7899,0.02514735981822014,0.1797594577074051,0.010931035503745079,0.009774229489266872,0.001196326338686049,0.024893417954444885,0.007210236042737961,0.012065649032592773,217.76461791992188,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00016241703536375895,0.0016241703536375941,0.00016241703536375895,7999,,,,,,,,,,,,,,,,,,,,,,,,
,,,7999,0.023968705907464027,0.17763927578926086,0.010815160349011421,0.009598655626177788,0.0008791196742095053,0.024893585592508316,0.005041490774601698,0.011394697241485119,217.21177673339844,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00015852773812756322,0.001585277381275637,0.00015852773812756322,8099,,,,,,,,,,,,,,,,,,,,,,,,
,,,8099,0.02570686861872673,0.1771285980939865,0.011310448870062828,0.009818078950047493,0.0009746697032824159,0.025021251291036606,0.005924023687839508,0.010687068104743958,218.78053283691406,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00015473157541360266,0.0015473157541360323,0.00015473157541360266,8199,,,,,,,,,,,,,,,,,,,,,,,,
,,,8199,0.021908661350607872,0.17729781568050385,0.011635519564151764,0.009900621138513088,0.0009046157356351614,0.025464415550231934,0.007642696611583233,0.01075432263314724,219.5334930419922,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00015102631698882878,0.0015102631698882952,0.00015102631698882878,8299,,,,,,,,,,,,,,,,,,,,,,,,
,,,8299,0.024394670501351357,0.18149545788764954,0.011073604226112366,0.009745507501065731,0.0011899397941306233,0.026336781680583954,0.006153342314064503,0.010193826630711555,219.32266235351562,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00014740978602616268,0.0014740978602616338,0.00014740978602616268,8399,,,,,,,,,,,,,,,,,,,,,,,,
,,,8399,0.02684963122010231,0.17996980249881744,0.01134713739156723,0.009883859194815159,0.0014107583556324244,0.02568148635327816,0.00554403942078352,0.011136097833514214,218.9046173095703,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00014387985782561577,0.0014387985782561641,0.00014387985782561577,8499,,,,,,,,,,,,,,,,,,,,,,,,
,,,8499,0.025620047003030777,0.18286818265914917,0.012102888897061348,0.009665603749454021,0.0017411140725016594,0.02756641060113907,0.005937804002314806,0.010803421959280968,218.43801879882812,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00014043445856603626,0.0014043445856603684,0.00014043445856603626,8599,,,,,,,,,,,,,,,,,,,,,,,,
,,,8599,0.02615046501159668,0.17754767835140228,0.012537086382508278,0.009666993282735348,0.0008929247269406915,0.024493351578712463,0.007552848197519779,0.010313745588064194,220.47207641601562,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00013707156408674571,0.0013707156408674615,0.00013707156408674571,8699,,,,,,,,,,,,,,,,,,,,,,,,
,,,8699,0.02305554412305355,0.1748889833688736,0.011943133547902107,0.009761469438672066,0.0015203007496893406,0.02651677280664444,0.004217062145471573,0.010596147738397121,221.23326110839844,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00013378919869835152,0.001337891986983518,0.00013378919869835152,8799,,,,,,,,,,,,,,,,,,,,,,,,
,,,8799,0.024363789707422256,0.17096662521362305,0.009609219618141651,0.009230379946529865,0.0009656139882281423,0.02524956688284874,0.006784176453948021,0.010578945279121399,221.1062774658203,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00013058543402203577,0.0013058543402203605,0.00013058543402203577,8899,,,,,,,,,,,,,,,,,,,,,,,,
,,,8899,0.021018611267209053,0.16951847076416016,0.010981004685163498,0.009910643100738525,0.0012428611516952515,0.026210274547338486,0.007919528521597385,0.009908090345561504,220.21107482910156,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00012745838785663935,0.001274583878566394,0.00012745838785663935,8999,,,,,,,,,,,,,,,,,,,,,,,,
,,,8999,0.018932489678263664,0.16048450767993927,0.010462729260325432,0.009690958075225353,0.0008029024465940893,0.024467088282108307,0.007125734351575375,0.010905057191848755,220.32850646972656,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
,,,8999,,,,,,,,,,,,,,,,,,,,,,0,21.22423553466797,
0.00012440622307287414,0.0012440622307287427,0.00012440622307287414,9099,,,,,,,,,,,,,,,,,,,,,,,,
,,,9099,0.02285965159535408,0.17407400906085968,0.011909162625670433,0.00945115927606821,0.0013497329782694578,0.025828935205936432,0.007109859026968479,0.00969848595559597,220.80116271972656,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.0001214271465340171,0.0012142714653401716,0.0001214271465340171,9199,,,,,,,,,,,,,,,,,,,,,,,,
,,,9199,0.023986240848898888,0.17181554436683655,0.012158272787928581,0.009526383131742477,0.0011415001936256886,0.02543598599731922,0.004652596078813076,0.009749460965394974,219.9477996826172,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00011851940804244703,0.0011851940804244716,0.00011851940804244703,9299,,,,,,,,,,,,,,,,,,,,,,,,
,,,9299,0.019631514325737953,0.16263538599014282,0.010401599109172821,0.0098319286480546,0.0010370323434472084,0.025621220469474792,0.0056538693606853485,0.010367464274168015,220.80621337890625,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00011568129931140997,0.001156812993114101,0.00011568129931140997,9399,,,,,,,,,,,,,,,,,,,,,,,,
,,,9399,0.021247252821922302,0.1712653636932373,0.010569891892373562,0.009016905911266804,0.0015199270565062761,0.025968246161937714,0.0036349832080304623,0.009933504275977612,219.41627502441406,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00011291115296140587,0.0011291115296140602,0.00011291115296140587,9499,,,,,,,,,,,,,,,,,,,,,,,,
,,,9499,0.022194478660821915,0.16442282497882843,0.011249352246522903,0.009455165825784206,0.0013691498897969723,0.026248477399349213,0.008193863555788994,0.012669606134295464,220.4128875732422,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00011020734154060924,0.0011020734154060935,0.00011020734154060924,9599,,,,,,,,,,,,,,,,,,,,,,,,
,,,9599,0.021134797483682632,0.1646842658519745,0.011086897924542427,0.009495849721133709,0.001184981083497405,0.025212597101926804,0.004941233899444342,0.009747275151312351,221.67022705078125,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.000107568276568746,0.0010756827656874617,0.000107568276568746,9699,,,,,,,,,,,,,,,,,,,,,,,,
,,,9699,0.020586537197232246,0.1637776643037796,0.010877645574510098,0.009450729936361313,0.0015143882483243942,0.026116523891687393,0.006002572365105152,0.009669506922364235,219.62844848632812,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.000104992407603867,0.0010499240760386706,0.000104992407603867,9799,,,,,,,,,,,,,,,,,,,,,,,,
,,,9799,0.022832190617918968,0.1680925488471985,0.010562359355390072,0.009480822831392288,0.0012488006614148617,0.025873256847262383,0.006206059828400612,0.008728976361453533,221.11788940429688,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00010247822133146831,0.001024782213314682,0.00010247822133146831,9899,,,,,,,,,,,,,,,,,,,,,,,,
,,,9899,0.024790041148662567,0.18059393763542175,0.011062674224376678,0.009655174799263477,0.0013721182476729155,0.026220090687274933,0.008993717841804028,0.011308401823043823,222.93716430664062,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
0.00010002424067542386,0.0010002424067542383,0.00010002424067542386,9999,,,,,,,,,,,,,,,,,,,,,,,,
,,,9999,0.021676339209079742,0.16543430089950562,0.010844521224498749,0.009200669825077057,0.0013073085574433208,0.024618342518806458,0.004922094754874706,0.009782038629055023,222.16014099121094,0.5,0.0,1.0,0.20000000298023224,1.0,1.0,0.0,0.5,0.0,0.0,0.0,8192.0,0,,
,,,10000,,,,,,,,,,,,,,,,,,,,,,1,,21.11928939819336
