train_params/lambda_sparsity,train/loss_sparsity,lr-Adam/background,train_params/lambda_sds,lr-Adam/geometry,train_params/lambda_orient,epoch,train/min_step,train/loss_orient,train/loss_opaque,train/max_step,step,train/loss_sds,train_params/lambda_opaque,train/grad_norm
,,0.001,,0.01,,,,,,,928,,,
1.0,0.4531128406524658,,1.0,,193.74400329589844,0,20.0,0.036143019795417786,0.08154109865427017,980.0,928,328.740478515625,0.0,25.64139175415039
,,0.001,,0.01,,,,,,,929,,,
1.0,0.370191752910614,,1.0,,193.94200134277344,0,20.0,0.04624033346772194,0.06310593336820602,980.0,929,1630.681884765625,0.0,57.10835266113281
,,0.001,,0.01,,,,,,,930,,,
1.0,0.5074393153190613,,1.0,,194.13999938964844,0,20.0,0.03744705766439438,0.09216253459453583,980.0,930,1138.8067626953125,0.0,47.7243537902832
,,0.001,,0.01,,,,,,,931,,,
1.0,0.32879745960235596,,1.0,,194.33799743652344,0,20.0,0.055511292070150375,0.05070412904024124,980.0,931,1257.68603515625,0.0,50.15348434448242
,,0.001,,0.01,,,,,,,932,,,
1.0,0.49470949172973633,,1.0,,194.53599548339844,0,20.0,0.06030747666954994,0.07106700539588928,980.0,932,1231.108642578125,0.0,49.62073516845703
,,0.001,,0.01,,,,,,,933,,,
1.0,0.7710046768188477,,1.0,,194.73399353027344,0,20.0,0.037318043410778046,0.11920240521430969,980.0,933,1305.943603515625,0.0,51.106624603271484
,,0.001,,0.01,,,,,,,934,,,
1.0,0.4865737557411194,,1.0,,194.9320068359375,0,20.0,0.03879106417298317,0.07068798691034317,980.0,934,1247.58984375,0.0,49.95177459716797
,,0.001,,0.01,,,,,,,935,,,
1.0,0.4669218957424164,,1.0,,195.1300048828125,0,20.0,0.05797535553574562,0.07772049307823181,980.0,935,1356.9747314453125,0.0,52.0955810546875
,,0.001,,0.01,,,,,,,936,,,
1.0,0.47316789627075195,,1.0,,195.3280029296875,0,20.0,0.05863155797123909,0.07821623980998993,980.0,936,1888.081787109375,0.0,61.450496673583984
,,0.001,,0.01,,,,,,,937,,,
1.0,0.607017993927002,,1.0,,195.5260009765625,0,20.0,0.06566321849822998,0.0729919970035553,980.0,937,2417.39404296875,0.0,69.53263854980469
,,0.001,,0.01,,,,,,,938,,,
1.0,0.7081242799758911,,1.0,,195.7239990234375,0,20.0,0.039488285779953,0.08284658193588257,980.0,938,1030.15673828125,0.0,45.39067459106445
,,0.001,,0.01,,,,,,,939,,,
1.0,0.5198044776916504,,1.0,,195.9219970703125,0,20.0,0.03771795332431793,0.08939680457115173,980.0,939,111.0472412109375,0.0,14.90283489227295
,,0.001,,0.01,,,,,,,940,,,
1.0,0.5526753664016724,,1.0,,196.1199951171875,0,20.0,0.05255810543894768,0.06402131915092468,980.0,940,1414.49267578125,0.0,53.18820571899414
,,0.001,,0.01,,,,,,,941,,,
1.0,0.4126783013343811,,1.0,,196.3179931640625,0,20.0,0.03728484734892845,0.06856715679168701,980.0,941,848.9583740234375,0.0,41.20578384399414
,,0.001,,0.01,,,,,,,942,,,
1.0,0.6353746652603149,,1.0,,196.51600646972656,0,20.0,0.054623957723379135,0.07539765536785126,980.0,942,812.485107421875,0.0,40.31092071533203
,,0.001,,0.01,,,,,,,943,,,
1.0,0.7181986570358276,,1.0,,196.71400451660156,0,20.0,0.04922628402709961,0.080101877450943,980.0,943,2552.434326171875,0.0,71.4483642578125
,,0.001,,0.01,,,,,,,944,,,
1.0,0.3506584167480469,,1.0,,196.91200256347656,0,20.0,0.059372738003730774,0.06492654234170914,980.0,944,2052.63525390625,0.0,64.0723876953125
,,0.001,,0.01,,,,,,,945,,,
1.0,0.549811601638794,,1.0,,197.11000061035156,0,20.0,0.06060181185603142,0.09935620427131653,980.0,945,112.56829833984375,0.0,15.004552841186523
,,0.001,,0.01,,,,,,,946,,,
1.0,0.34155380725860596,,1.0,,197.30799865722656,0,20.0,0.03929690644145012,0.05186405032873154,980.0,946,1661.613037109375,0.0,57.64742660522461
,,0.001,,0.01,,,,,,,947,,,
1.0,0.5016396641731262,,1.0,,197.50599670410156,0,20.0,0.05489559471607208,0.058149829506874084,980.0,947,1730.637451171875,0.0,58.83259963989258
,,0.001,,0.01,,,,,,,948,,,
1.0,0.37185609340667725,,1.0,,197.70399475097656,0,20.0,0.047379959374666214,0.06150735169649124,980.0,948,2185.86376953125,0.0,66.1190414428711
,,0.001,,0.01,,,,,,,949,,,
1.0,0.47458791732788086,,1.0,,197.90199279785156,0,20.0,0.034058574587106705,0.08189290761947632,980.0,949,1031.7421875,0.0,45.42559051513672
,,0.001,,0.01,,,,,,,950,,,
1.0,0.50504469871521,,1.0,,198.10000610351562,0,20.0,0.044281255453825,0.06952300667762756,980.0,950,139.7032470703125,0.0,16.715456008911133
,,0.001,,0.01,,,,,,,951,,,
1.0,0.4633377194404602,,1.0,,198.29800415039062,0,20.0,0.03741857036948204,0.0656782016158104,980.0,951,1718.81591796875,0.0,58.63132095336914
,,0.001,,0.01,,,,,,,952,,,
1.0,0.3727993667125702,,1.0,,198.49600219726562,0,20.0,0.054697468876838684,0.08194144070148468,980.0,952,1252.4552001953125,0.0,50.04907989501953
,,0.001,,0.01,,,,,,,953,,,
1.0,0.5686131715774536,,1.0,,198.69400024414062,0,20.0,0.05870595946907997,0.07158328592777252,980.0,953,589.6220092773438,0.0,34.34012222290039
,,0.001,,0.01,,,,,,,954,,,
1.0,0.450477659702301,,1.0,,198.89199829101562,0,20.0,0.060516271740198135,0.08246034383773804,980.0,954,1174.3094482421875,0.0,48.46255111694336
,,0.001,,0.01,,,,,,,955,,,
1.0,0.6392538547515869,,1.0,,199.08999633789062,0,20.0,0.049707021564245224,0.06903132796287537,980.0,955,1041.7281494140625,0.0,45.644893646240234
,,0.001,,0.01,,,,,,,956,,,
1.0,0.43610596656799316,,1.0,,199.28799438476562,0,20.0,0.0311187244951725,0.05852287635207176,980.0,956,1231.21142578125,0.0,49.622806549072266
,,0.001,,0.01,,,,,,,957,,,
1.0,0.7987934350967407,,1.0,,199.48599243164062,0,20.0,0.033600952476263046,0.07304544001817703,980.0,957,3289.4814453125,0.0,81.11080932617188
,,0.001,,0.01,,,,,,,958,,,
1.0,0.3845676779747009,,1.0,,199.6840057373047,0,20.0,0.028809277340769768,0.05782756209373474,980.0,958,1369.013427734375,0.0,52.32615661621094
,,0.001,,0.01,,,,,,,959,,,
1.0,0.46937471628189087,,1.0,,199.8820037841797,0,20.0,0.0422186553478241,0.08017154037952423,980.0,959,955.7345581054688,0.0,43.7203483581543
,,0.001,,0.01,,,,,,,960,,,
1.0,0.522262454032898,,1.0,,200.0800018310547,0,20.0,0.03648807108402252,0.07519753277301788,980.0,960,610.3662109375,0.0,34.93898010253906
,,0.001,,0.01,,,,,,,961,,,
1.0,0.41419193148612976,,1.0,,200.2779998779297,0,20.0,0.04025351256132126,0.05783037841320038,980.0,961,751.4092407226562,0.0,38.76620101928711
,,0.001,,0.01,,,,,,,962,,,
1.0,0.39937055110931396,,1.0,,200.4759979248047,0,20.0,0.04956644028425217,0.06924846768379211,980.0,962,2041.4266357421875,0.0,63.89720916748047
,,0.001,,0.01,,,,,,,963,,,
1.0,0.8269757032394409,,1.0,,200.6739959716797,0,20.0,0.03585090860724449,0.07068762183189392,980.0,963,3373.195556640625,0.0,82.13642120361328
,,0.001,,0.01,,,,,,,964,,,
1.0,0.6549907922744751,,1.0,,200.8719940185547,0,20.0,0.03613180294632912,0.08878272026777267,980.0,964,1230.2816162109375,0.0,49.60406494140625
,,0.001,,0.01,,,,,,,965,,,
1.0,0.640375018119812,,1.0,,201.07000732421875,0,20.0,0.033242326229810715,0.07830612361431122,980.0,965,1230.7125244140625,0.0,49.61275100708008
,,0.001,,0.01,,,,,,,966,,,
1.0,0.683875322341919,,1.0,,201.26800537109375,0,20.0,0.03369482606649399,0.09602174907922745,980.0,966,2292.37744140625,0.0,67.7108154296875
,,0.001,,0.01,,,,,,,967,,,
1.0,0.5144145488739014,,1.0,,201.46600341796875,0,20.0,0.031200412660837173,0.061138302087783813,980.0,967,853.8297119140625,0.0,41.32383346557617
,,0.001,,0.01,,,,,,,968,,,
1.0,0.5880528688430786,,1.0,,201.66400146484375,0,20.0,0.03823532909154892,0.10279938578605652,980.0,968,1465.1246337890625,0.0,54.131778717041016
,,0.001,,0.01,,,,,,,969,,,
1.0,0.49420365691185,,1.0,,201.86199951171875,0,20.0,0.04116281867027283,0.06549488008022308,980.0,969,1395.547607421875,0.0,52.83081817626953
,,0.001,,0.01,,,,,,,970,,,
1.0,0.4745207726955414,,1.0,,202.05999755859375,0,20.0,0.03489544242620468,0.05329730361700058,980.0,970,811.2301635742188,0.0,40.27977752685547
,,0.001,,0.01,,,,,,,971,,,
1.0,0.4431772232055664,,1.0,,202.25799560546875,0,20.0,0.034337081015110016,0.0661214292049408,980.0,971,1928.3668212890625,0.0,62.102603912353516
,,0.001,,0.01,,,,,,,972,,,
1.0,0.4360979199409485,,1.0,,202.45599365234375,0,20.0,0.04098356142640114,0.05174087733030319,980.0,972,1084.55517578125,0.0,46.57371139526367
,,0.001,,0.01,,,,,,,973,,,
1.0,0.977886974811554,,1.0,,202.6540069580078,0,20.0,0.04158507287502289,0.06660747528076172,980.0,973,1862.672607421875,0.0,61.035606384277344
,,0.001,,0.01,,,,,,,974,,,
1.0,0.5058226585388184,,1.0,,202.8520050048828,0,20.0,0.03447921574115753,0.07948745787143707,980.0,974,2600.974609375,0.0,72.12454223632812
,,0.001,,0.01,,,,,,,975,,,
1.0,0.38805925846099854,,1.0,,203.0500030517578,0,20.0,0.05152107775211334,0.06351059675216675,980.0,975,148.79144287109375,0.0,17.250591278076172
,,0.001,,0.01,,,,,,,976,,,
1.0,0.7872335314750671,,1.0,,203.2480010986328,0,20.0,0.04176826402544975,0.10398121178150177,980.0,976,1396.5166015625,0.0,52.84915542602539
,,0.001,,0.01,,,,,,,977,,,
1.0,0.41174179315567017,,1.0,,203.4459991455078,0,20.0,0.06046716496348381,0.07728077471256256,980.0,977,447.505859375,0.0,29.916748046875
,,0.001,,0.01,,,,,,,978,,,
1.0,0.27640944719314575,,1.0,,203.6439971923828,0,20.0,0.04824259504675865,0.04209768399596214,980.0,978,707.2891845703125,0.0,37.61088180541992
,,0.001,,0.01,,,,,,,979,,,
1.0,0.5258843898773193,,1.0,,203.8419952392578,0,20.0,0.04721837863326073,0.07412351667881012,980.0,979,1182.645263671875,0.0,48.63425064086914
,,0.001,,0.01,,,,,,,980,,,
1.0,0.6509944200515747,,1.0,,204.0399932861328,0,20.0,0.0689123198390007,0.09242133796215057,980.0,980,954.7913818359375,0.0,43.69877243041992
,,0.001,,0.01,,,,,,,981,,,
1.0,0.4295039176940918,,1.0,,204.23800659179688,0,20.0,0.06362402439117432,0.07307995855808258,980.0,981,1231.375,0.0,49.626102447509766
,,0.001,,0.01,,,,,,,982,,,
1.0,0.5991004705429077,,1.0,,204.43600463867188,0,20.0,0.03606441617012024,0.08679777383804321,980.0,982,2304.36865234375,0.0,67.88768005371094
,,0.001,,0.01,,,,,,,983,,,
1.0,0.5401262640953064,,1.0,,204.63400268554688,0,20.0,0.06695437431335449,0.11269134283065796,980.0,983,1656.271728515625,0.0,57.5546989440918
,,0.001,,0.01,,,,,,,984,,,
1.0,0.7217978835105896,,1.0,,204.83200073242188,0,20.0,0.06359483301639557,0.07332270592451096,980.0,984,1763.2784423828125,0.0,59.384822845458984
,,0.001,,0.01,,,,,,,985,,,
1.0,0.6160728931427002,,1.0,,205.02999877929688,0,20.0,0.06577280908823013,0.09219861030578613,980.0,985,254.8575439453125,0.0,22.57686996459961
,,0.001,,0.01,,,,,,,986,,,
1.0,0.402519166469574,,1.0,,205.22799682617188,0,20.0,0.04131239280104637,0.04987331107258797,980.0,986,1344.8719482421875,0.0,51.86273956298828
,,0.001,,0.01,,,,,,,987,,,
1.0,0.38801899552345276,,1.0,,205.42599487304688,0,20.0,0.039303164929151535,0.0545298233628273,980.0,987,385.9718322753906,0.0,27.78387451171875
,,0.001,,0.01,,,,,,,988,,,
1.0,0.35564088821411133,,1.0,,205.62399291992188,0,20.0,0.06473430246114731,0.06327621638774872,980.0,988,197.98812866210938,0.0,19.899152755737305
,,0.001,,0.01,,,,,,,989,,,
1.0,0.46230942010879517,,1.0,,205.82200622558594,0,20.0,0.06633055210113525,0.07900531589984894,980.0,989,186.8596954345703,0.0,19.331823348999023
,,0.001,,0.01,,,,,,,990,,,
1.0,0.44120582938194275,,1.0,,206.02000427246094,0,20.0,0.0536038763821125,0.07821130752563477,980.0,990,1943.605224609375,0.0,62.347496032714844
,,0.001,,0.01,,,,,,,991,,,
1.0,0.5475067496299744,,1.0,,206.21800231933594,0,20.0,0.05127155780792236,0.08741268515586853,980.0,991,660.301025390625,0.0,36.340087890625
,,0.001,,0.01,,,,,,,992,,,
1.0,0.4994172155857086,,1.0,,206.41600036621094,0,20.0,0.06978068500757217,0.065375417470932,980.0,992,88.15025329589844,0.0,13.277819633483887
,,0.001,,0.01,,,,,,,993,,,
1.0,0.6798077821731567,,1.0,,206.61399841308594,0,20.0,0.06245744600892067,0.12358406186103821,980.0,993,1915.10595703125,0.0,61.88870620727539
,,0.001,,0.01,,,,,,,994,,,
1.0,0.5940809845924377,,1.0,,206.81199645996094,0,20.0,0.03832671791315079,0.08671611547470093,980.0,994,2669.1064453125,0.0,73.06307220458984
,,0.001,,0.01,,,,,,,995,,,
1.0,0.5425887107849121,,1.0,,207.00999450683594,0,20.0,0.0337173193693161,0.0922650694847107,980.0,995,1642.616455078125,0.0,57.316951751708984
,,0.001,,0.01,,,,,,,996,,,
1.0,0.48009032011032104,,1.0,,207.20799255371094,0,20.0,0.039139386266469955,0.08032785356044769,980.0,996,1324.952880859375,0.0,51.47723388671875
,,0.001,,0.01,,,,,,,997,,,
1.0,0.342869371175766,,1.0,,207.406005859375,0,20.0,0.032969240099191666,0.05091419816017151,980.0,997,1732.63720703125,0.0,58.866580963134766
,,0.001,,0.01,,,,,,,998,,,
1.0,0.6550447940826416,,1.0,,207.60400390625,0,20.0,0.04180006682872772,0.10789752006530762,980.0,998,301.53619384765625,0.0,24.557531356811523
,,0.001,,0.01,,,,,,,999,,,
1.0,0.40007293224334717,,1.0,,207.802001953125,0,20.0,0.06268230080604553,0.08067063242197037,980.0,999,964.66259765625,0.0,43.9240837097168
,,0.001,,0.01,,,,,,,1000,,,
1.0,0.4760896861553192,,1.0,,208.0,0,20.0,0.04604031518101692,0.06538759171962738,980.0,1000,1222.6099853515625,0.0,49.44916534423828
,,0.001,,0.01,,,,,,,1001,,,
1.0,0.6376243829727173,,1.0,,208.197998046875,0,20.0,0.052463699132204056,0.07210861146450043,980.0,1001,1906.48486328125,0.0,61.74924850463867
,,0.001,,0.01,,,,,,,1002,,,
1.0,0.3346765637397766,,1.0,,208.39599609375,0,20.0,0.05486278980970383,0.05229924991726875,980.0,1002,978.6427001953125,0.0,44.24121856689453
,,0.001,,0.01,,,,,,,1003,,,
1.0,0.8270923495292664,,1.0,,208.593994140625,0,20.0,0.044132620096206665,0.11561013758182526,980.0,1003,1525.8218994140625,0.0,55.24168395996094
,,0.001,,0.01,,,,,,,1004,,,
1.0,0.7649449706077576,,1.0,,208.79200744628906,0,20.0,0.03602335974574089,0.11399417370557785,980.0,1004,1374.050048828125,0.0,52.422325134277344
,,0.001,,0.01,,,,,,,1005,,,
1.0,0.4691600799560547,,1.0,,208.99000549316406,0,20.0,0.03984066843986511,0.0817178338766098,980.0,1005,1079.921875,0.0,46.474117279052734
,,0.001,,0.01,,,,,,,1006,,,
1.0,0.8756649494171143,,1.0,,209.18800354003906,0,20.0,0.054780520498752594,0.102505624294281,980.0,1006,2154.3203125,0.0,65.6402359008789
,,0.001,,0.01,,,,,,,1007,,,
1.0,0.9182529449462891,,1.0,,209.38600158691406,0,20.0,0.04919973388314247,0.07298222184181213,980.0,1007,220.6020965576172,0.0,21.004859924316406
,,0.001,,0.01,,,,,,,1008,,,
1.0,0.5495420694351196,,1.0,,209.58399963378906,0,20.0,0.03940749168395996,0.06637141853570938,980.0,1008,1879.671142578125,0.0,61.3134765625
,,0.001,,0.01,,,,,,,1009,,,
1.0,0.5214609503746033,,1.0,,209.78199768066406,0,20.0,0.05465245991945267,0.07260225713253021,980.0,1009,791.5780639648438,0.0,39.78889465332031
,,0.001,,0.01,,,,,,,1010,,,
1.0,0.346694678068161,,1.0,,209.97999572753906,0,20.0,0.05947522446513176,0.06339869648218155,980.0,1010,1482.53125,0.0,54.452388763427734
,,0.001,,0.01,,,,,,,1011,,,
1.0,0.46120092272758484,,1.0,,210.17799377441406,0,20.0,0.05869469419121742,0.10171332955360413,980.0,1011,2214.89599609375,0.0,66.55667877197266
,,0.001,,0.01,,,,,,,1012,,,
1.0,0.5153610706329346,,1.0,,210.37600708007812,0,20.0,0.041245412081480026,0.08934866636991501,980.0,1012,118.75540161132812,0.0,15.411385536193848
,,0.001,,0.01,,,,,,,1013,,,
1.0,0.5224000811576843,,1.0,,210.57400512695312,0,20.0,0.05607973784208298,0.12042021751403809,980.0,1013,1019.0101318359375,0.0,45.144439697265625
,,0.001,,0.01,,,,,,,1014,,,
1.0,0.8552899360656738,,1.0,,210.77200317382812,0,20.0,0.033061303198337555,0.12092790752649307,980.0,1014,190.10086059570312,0.0,19.498762130737305
,,0.001,,0.01,,,,,,,1015,,,
1.0,0.3517102003097534,,1.0,,210.97000122070312,0,20.0,0.05813422426581383,0.06819000095129013,980.0,1015,1491.10498046875,0.0,54.609615325927734
,,0.001,,0.01,,,,,,,1016,,,
1.0,0.38155704736709595,,1.0,,211.16799926757812,0,20.0,0.03915396332740784,0.056496813893318176,980.0,1016,2230.0126953125,0.0,66.7834243774414
,,0.001,,0.01,,,,,,,1017,,,
1.0,0.3229765295982361,,1.0,,211.36599731445312,0,20.0,0.058020420372486115,0.062437720596790314,980.0,1017,729.1163940429688,0.0,38.18681335449219
,,0.001,,0.01,,,,,,,1018,,,
1.0,0.542629599571228,,1.0,,211.56399536132812,0,20.0,0.058628469705581665,0.09987114369869232,980.0,1018,542.3223876953125,0.0,32.93394470214844
,,0.001,,0.01,,,,,,,1019,,,
1.0,0.7168042659759521,,1.0,,211.76199340820312,0,20.0,0.03730189427733421,0.07305818051099777,980.0,1019,1495.8887939453125,0.0,54.6971435546875
,,0.001,,0.01,,,,,,,1020,,,
1.0,0.4458656907081604,,1.0,,211.9600067138672,0,20.0,0.05572032555937767,0.07501523941755295,980.0,1020,285.1594543457031,0.0,23.881351470947266
,,0.001,,0.01,,,,,,,1021,,,
1.0,0.37970101833343506,,1.0,,212.1580047607422,0,20.0,0.04551345854997635,0.05349179357290268,980.0,1021,3635.906494140625,0.0,85.2749252319336
,,0.001,,0.01,,,,,,,1022,,,
1.0,0.5119010806083679,,1.0,,212.3560028076172,0,20.0,0.05498378723859787,0.08631544560194016,980.0,1022,1455.3509521484375,0.0,53.95092010498047
,,0.001,,0.01,,,,,,,1023,,,
1.0,0.6435067653656006,,1.0,,212.5540008544922,0,20.0,0.033852554857730865,0.10310977697372437,980.0,1023,1599.8311767578125,0.0,56.56555938720703
,,0.001,,0.01,,,,,,,1024,,,
1.0,0.5598775744438171,,1.0,,212.7519989013672,0,20.0,0.04327736422419548,0.09865252673625946,980.0,1024,1356.667236328125,0.0,52.08967590332031
,,0.001,,0.01,,,,,,,1025,,,
1.0,0.41295719146728516,,1.0,,212.9499969482422,0,20.0,0.058540552854537964,0.07110557705163956,980.0,1025,692.876953125,0.0,37.22571563720703
,,0.001,,0.01,,,,,,,1026,,,
1.0,0.46731942892074585,,1.0,,213.1479949951172,0,20.0,0.06272714585065842,0.061478305608034134,980.0,1026,885.6962890625,0.0,42.08791732788086
,,0.001,,0.01,,,,,,,1027,,,
1.0,0.39729565382003784,,1.0,,213.3459930419922,0,20.0,0.05669660121202469,0.06805236637592316,980.0,1027,512.9583740234375,0.0,32.02993392944336
,,0.001,,0.01,,,,,,,1028,,,
1.0,0.4036554992198944,,1.0,,213.54400634765625,0,20.0,0.04080620035529137,0.06320396065711975,980.0,1028,1679.6495361328125,0.0,57.9594612121582
,,0.001,,0.01,,,,,,,1029,,,
1.0,0.5414332151412964,,1.0,,213.74200439453125,0,20.0,0.04951194301247597,0.0798943042755127,980.0,1029,1600.83642578125,0.0,56.58332824707031
,,0.001,,0.01,,,,,,,1030,,,
1.0,0.48411521315574646,,1.0,,213.94000244140625,0,20.0,0.04376609995961189,0.08216562867164612,980.0,1030,5906.298828125,0.0,108.68577575683594
,,0.001,,0.01,,,,,,,1031,,,
1.0,0.5043100118637085,,1.0,,214.13800048828125,0,20.0,0.06806109100580215,0.08280785381793976,980.0,1031,664.6768798828125,0.0,36.460304260253906
,,0.001,,0.01,,,,,,,1032,,,
1.0,0.5207017064094543,,1.0,,214.33599853515625,0,20.0,0.0480341836810112,0.056413277983665466,980.0,1032,1675.463623046875,0.0,57.8871955871582
,,0.001,,0.01,,,,,,,1033,,,
1.0,0.4251880645751953,,1.0,,214.53399658203125,0,20.0,0.060983654111623764,0.05968256667256355,980.0,1033,1271.3568115234375,0.0,50.42532730102539
,,0.001,,0.01,,,,,,,1034,,,
1.0,0.7688740491867065,,1.0,,214.73199462890625,0,20.0,0.04437787085771561,0.09623987227678299,980.0,1034,836.7342529296875,0.0,40.908050537109375
,,0.001,,0.01,,,,,,,1035,,,
1.0,0.5483947396278381,,1.0,,214.92999267578125,0,20.0,0.05109432712197304,0.09487555921077728,980.0,1035,2108.57666015625,0.0,64.93961334228516
,,0.001,,0.01,,,,,,,1036,,,
1.0,0.7799152731895447,,1.0,,215.1280059814453,0,20.0,0.08119134604930878,0.125822514295578,980.0,1036,920.9593505859375,0.0,42.917579650878906
,,0.001,,0.01,,,,,,,1037,,,
1.0,0.6538169384002686,,1.0,,215.3260040283203,0,20.0,0.04352773353457451,0.1092507392168045,980.0,1037,1799.6622314453125,0.0,59.99436950683594
,,0.001,,0.01,,,,,,,1038,,,
1.0,0.3115892708301544,,1.0,,215.5240020751953,0,20.0,0.06125709414482117,0.053428925573825836,980.0,1038,203.53366088867188,0.0,20.1759090423584
,,0.001,,0.01,,,,,,,1039,,,
1.0,0.43792855739593506,,1.0,,215.7220001220703,0,20.0,0.048573292791843414,0.06762214004993439,980.0,1039,1847.726806640625,0.0,60.79024124145508
,,0.001,,0.01,,,,,,,1040,,,
1.0,0.4275926947593689,,1.0,,215.9199981689453,0,20.0,0.03831958770751953,0.07386333495378494,980.0,1040,1733.2191162109375,0.0,58.87646484375
,,0.001,,0.01,,,,,,,1041,,,
1.0,0.5385913848876953,,1.0,,216.1179962158203,0,20.0,0.04068749397993088,0.09122824668884277,980.0,1041,975.7328491210938,0.0,44.17539596557617
,,0.001,,0.01,,,,,,,1042,,,
1.0,0.7930910587310791,,1.0,,216.3159942626953,0,20.0,0.04359101876616478,0.13207077980041504,980.0,1042,1683.287353515625,0.0,58.02219009399414
,,0.001,,0.01,,,,,,,1043,,,
1.0,0.4752383828163147,,1.0,,216.51400756835938,0,20.0,0.04959908127784729,0.09212729334831238,980.0,1043,1501.67919921875,0.0,54.80290603637695
,,0.001,,0.01,,,,,,,1044,,,
1.0,0.6052610874176025,,1.0,,216.71200561523438,0,20.0,0.04768300801515579,0.10481654107570648,980.0,1044,308.56317138671875,0.0,24.84202766418457
,,0.001,,0.01,,,,,,,1045,,,
1.0,0.6467052698135376,,1.0,,216.91000366210938,0,20.0,0.045816026628017426,0.12836825847625732,980.0,1045,2632.880615234375,0.0,72.56556701660156
,,0.001,,0.01,,,,,,,1046,,,
1.0,0.47755908966064453,,1.0,,217.10800170898438,0,20.0,0.04363417997956276,0.08501684665679932,980.0,1046,853.0255126953125,0.0,41.30437088012695
,,0.001,,0.01,,,,,,,1047,,,
1.0,0.3846137523651123,,1.0,,217.30599975585938,0,20.0,0.07543345540761948,0.09187857806682587,980.0,1047,1071.3438720703125,0.0,46.28917694091797
,,0.001,,0.01,,,,,,,1048,,,
1.0,0.685238242149353,,1.0,,217.50399780273438,0,20.0,0.04428872838616371,0.07531189918518066,980.0,1048,3006.948974609375,0.0,77.54932403564453
,,0.001,,0.01,,,,,,,1049,,,
1.0,0.5923689603805542,,1.0,,217.70199584960938,0,20.0,0.05342309921979904,0.1256956309080124,980.0,1049,1649.6229248046875,0.0,57.43906021118164
,,0.001,,0.01,,,,,,,1050,,,
1.0,0.34830909967422485,,1.0,,217.89999389648438,0,20.0,0.042716097086668015,0.055113535374403,980.0,1050,1647.735107421875,0.0,57.406185150146484
,,0.001,,0.01,,,,,,,1051,,,
1.0,0.5075204372406006,,1.0,,218.09800720214844,0,20.0,0.036467812955379486,0.08077332377433777,980.0,1051,1646.8262939453125,0.0,57.39035415649414
,,0.001,,0.01,,,,,,,1052,,,
1.0,0.5427389740943909,,1.0,,218.29600524902344,0,20.0,0.04747489467263222,0.07439839094877243,980.0,1052,2985.110107421875,0.0,77.26719665527344
,,0.001,,0.01,,,,,,,1053,,,
1.0,0.5060732960700989,,1.0,,218.49400329589844,0,20.0,0.08393590152263641,0.10893042385578156,980.0,1053,2052.406494140625,0.0,64.06881713867188
,,0.001,,0.01,,,,,,,1054,,,
1.0,0.44883719086647034,,1.0,,218.69200134277344,0,20.0,0.08224766701459885,0.08361423015594482,980.0,1054,103.5333023071289,0.0,14.389809608459473
,,0.001,,0.01,,,,,,,1055,,,
1.0,0.7104785442352295,,1.0,,218.88999938964844,0,20.0,0.055953364819288254,0.09367628395557404,980.0,1055,1821.82568359375,0.0,60.36266326904297
,,0.001,,0.01,,,,,,,1056,,,
1.0,0.5916260480880737,,1.0,,219.08799743652344,0,20.0,0.08306611329317093,0.11118771880865097,980.0,1056,936.2040405273438,0.0,43.271331787109375
,,0.001,,0.01,,,,,,,1057,,,
1.0,0.40160590410232544,,1.0,,219.28599548339844,0,20.0,0.06325111538171768,0.06578326970338821,980.0,1057,1347.9129638671875,0.0,51.92134475708008
,,0.001,,0.01,,,,,,,1058,,,
1.0,0.4443565905094147,,1.0,,219.48399353027344,0,20.0,0.05841860547661781,0.06005970388650894,980.0,1058,2703.46435546875,0.0,73.53182220458984
,,0.001,,0.01,,,,,,,1059,,,
1.0,0.6963435411453247,,1.0,,219.6820068359375,0,20.0,0.08287735283374786,0.0907609760761261,980.0,1059,391.70538330078125,0.0,27.98947525024414
,,0.001,,0.01,,,,,,,1060,,,
1.0,0.3486190438270569,,1.0,,219.8800048828125,0,20.0,0.07440860569477081,0.06693892180919647,980.0,1060,1104.6873779296875,0.0,47.00398635864258
,,0.001,,0.01,,,,,,,1061,,,
1.0,0.6665329933166504,,1.0,,220.0780029296875,0,20.0,0.06824973970651627,0.10567356646060944,980.0,1061,1660.3026123046875,0.0,57.624691009521484
,,0.001,,0.01,,,,,,,1062,,,
1.0,0.3230538070201874,,1.0,,220.2760009765625,0,20.0,0.07564102858304977,0.05522964149713516,980.0,1062,1440.118896484375,0.0,53.6678466796875
,,0.001,,0.01,,,,,,,1063,,,
1.0,0.3575095534324646,,1.0,,220.4739990234375,0,20.0,0.03965175896883011,0.04648572951555252,980.0,1063,1319.6146240234375,0.0,51.37342834472656
,,0.001,,0.01,,,,,,,1064,,,
1.0,0.5633756518363953,,1.0,,220.6719970703125,0,20.0,0.040849342942237854,0.08259843289852142,980.0,1064,1688.217529296875,0.0,58.10710144042969
,,0.001,,0.01,,,,,,,1065,,,
1.0,0.39105483889579773,,1.0,,220.8699951171875,0,20.0,0.047006428241729736,0.06016777455806732,980.0,1065,1029.33349609375,0.0,45.372535705566406
,,0.001,,0.01,,,,,,,1066,,,
1.0,0.5818773508071899,,1.0,,221.0679931640625,0,20.0,0.04601287469267845,0.062290698289871216,980.0,1066,1561.013916015625,0.0,55.8751106262207
