step,train/grad_norm,train/max_step,lr-Adam,train_params/lambda_sds,train_params/lambda_normal_consistency,train/loss_sds,train/loss_normal_consistency,train/min_step,epoch
1195,,,0.01,,,,,,
1195,31.464719772338867,500.0,,1.0,10000.0,495.0143127441406,0.023989098146557808,20.0,0
1196,,,0.01,,,,,,
1196,73.08599090576172,500.0,,1.0,10000.0,2670.78125,0.023995669558644295,20.0,0
1197,,,0.01,,,,,,
1197,68.42047882080078,500.0,,1.0,10000.0,2340.680908203125,0.024001210927963257,20.0,0
1198,,,0.01,,,,,,
1198,33.728790283203125,500.0,,1.0,10000.0,568.815673828125,0.024007752537727356,20.0,0
1199,,,0.01,,,,,,
1199,80.75521087646484,500.0,,1.0,10000.0,3260.7021484375,0.024016182869672775,20.0,0
1200,,,0.01,,,,,,
1200,238.63095092773438,500.0,,1.0,10000.0,28472.3671875,0.024032920598983765,20.0,0
1201,,,0.01,,,,,,
1201,156.95901489257812,500.0,,1.0,10000.0,12318.0654296875,0.024024618789553642,20.0,0
1202,,,0.01,,,,,,
1202,19.453208923339844,500.0,,1.0,10000.0,189.21365356445312,0.024168718606233597,20.0,0
1203,,,0.01,,,,,,
1203,172.66348266601562,500.0,,1.0,10000.0,14906.337890625,0.02426435984671116,20.0,0
1204,,,0.01,,,,,,
1204,11.33018970489502,500.0,,1.0,10000.0,64.18659973144531,0.024173537269234657,20.0,0
1205,,,0.01,,,,,,
1205,56.83591079711914,500.0,,1.0,10000.0,1615.160400390625,0.02425156906247139,20.0,0
1206,,,0.01,,,,,,
1206,109.37016296386719,500.0,,1.0,10000.0,5980.91650390625,0.02425103634595871,20.0,0
1207,,,0.01,,,,,,
1207,172.2027587890625,500.0,,1.0,10000.0,14826.89453125,0.0242567490786314,20.0,0
1208,,,0.01,,,,,,
1208,32.37775421142578,500.0,,1.0,10000.0,524.159423828125,0.024178368970751762,20.0,0
1209,,,0.01,,,,,,
1209,34.692893981933594,500.0,,1.0,10000.0,601.7984619140625,0.02417653799057007,20.0,0
1210,,,0.01,,,,,,
1210,115.26344299316406,500.0,,1.0,10000.0,6642.83056640625,0.02417147532105446,20.0,0
1211,,,0.01,,,,,,
1211,303.4079284667969,500.0,,1.0,10000.0,46028.1875,0.02416425570845604,20.0,0
1212,,,0.01,,,,,,
1212,10.8538179397583,500.0,,1.0,10000.0,58.90267562866211,0.02415553294122219,20.0,0
1213,,,0.01,,,,,,
1213,153.38589477539062,500.0,,1.0,10000.0,11763.615234375,0.02422206476330757,20.0,0
1214,,,0.01,,,,,,
1214,367.8480224609375,500.0,,1.0,10000.0,67656.0859375,0.024136938154697418,20.0,0
1215,,,0.01,,,,,,
1215,309.3604431152344,500.0,,1.0,10000.0,47851.9375,0.024125341325998306,20.0,0
1216,,,0.01,,,,,,
1216,27.05850601196289,500.0,,1.0,10000.0,366.0813903808594,0.024112384766340256,20.0,0
1217,,,0.01,,,,,,
1217,39.766868591308594,500.0,,1.0,10000.0,790.7019653320312,0.02409973368048668,20.0,0
1218,,,0.01,,,,,,
1218,9.399201393127441,500.0,,1.0,10000.0,44.17249298095703,0.024086831137537956,20.0,0
1219,,,0.01,,,,,,
1219,116.24870300292969,500.0,,1.0,10000.0,6756.880859375,0.024073544889688492,20.0,0
1220,,,0.01,,,,,,
1220,3.6110832691192627,500.0,,1.0,10000.0,6.519961357116699,0.024056561291217804,20.0,0
1221,,,0.01,,,,,,
1221,174.57957458496094,500.0,,1.0,10000.0,15239.013671875,0.024039635434746742,20.0,0
1222,,,0.01,,,,,,
1222,41.3436393737793,500.0,,1.0,10000.0,854.648193359375,0.024019036442041397,20.0,0
1223,,,0.01,,,,,,
1223,196.5137939453125,500.0,,1.0,10000.0,19308.8359375,0.02400211989879608,20.0,0
1224,,,0.01,,,,,,
1224,379.0644836425781,500.0,,1.0,10000.0,71844.9453125,0.02402203343808651,20.0,0
1225,,,0.01,,,,,,
1225,329.46649169921875,500.0,,1.0,10000.0,54274.0859375,0.024075714871287346,20.0,0
1226,,,0.01,,,,,,
1226,111.1313247680664,500.0,,1.0,10000.0,6175.08544921875,0.023972008377313614,20.0,0
1227,,,0.01,,,,,,
1227,203.39183044433594,500.0,,1.0,10000.0,20684.119140625,0.024059144780039787,20.0,0
1228,,,0.01,,,,,,
1228,460.5205078125,500.0,,1.0,10000.0,106039.5625,0.02396233007311821,20.0,0
1229,,,0.01,,,,,,
1229,211.17739868164062,500.0,,1.0,10000.0,22297.947265625,0.024030214175581932,20.0,0
1230,,,0.01,,,,,,
1230,9.359241485595703,500.0,,1.0,10000.0,43.797698974609375,0.02402213215827942,20.0,0
1231,,,0.01,,,,,,
1231,86.95562744140625,500.0,,1.0,10000.0,3780.640625,0.02393818274140358,20.0,0
1232,,,0.01,,,,,,
1232,20.31502914428711,500.0,,1.0,10000.0,206.35018920898438,0.02401319332420826,20.0,0
1233,,,0.01,,,,,,
1233,32.14529037475586,500.0,,1.0,10000.0,516.6597900390625,0.023936577141284943,20.0,0
1234,,,0.01,,,,,,
1234,98.05339813232422,500.0,,1.0,10000.0,4807.234375,0.023936400189995766,20.0,0
1235,,,0.01,,,,,,
1235,114.15620422363281,500.0,,1.0,10000.0,6515.81982421875,0.02393490821123123,20.0,0
1236,,,0.01,,,,,,
1236,11.697393417358398,500.0,,1.0,10000.0,68.41450500488281,0.023931939154863358,20.0,0
1237,,,0.01,,,,,,
1237,205.74803161621094,500.0,,1.0,10000.0,21166.125,0.0239273551851511,20.0,0
1238,,,0.01,,,,,,
1238,333.60601806640625,500.0,,1.0,10000.0,55646.4921875,0.02391855977475643,20.0,0
1239,,,0.01,,,,,,
1239,9.146081924438477,500.0,,1.0,10000.0,41.825408935546875,0.02390822395682335,20.0,0
1240,,,0.01,,,,,,
1240,40.5206413269043,500.0,,1.0,10000.0,820.9612426757812,0.023898424580693245,20.0,0
1241,,,0.01,,,,,,
1241,123.97340393066406,500.0,,1.0,10000.0,7684.70263671875,0.023887990042567253,20.0,0
1242,,,0.01,,,,,,
1242,306.1158142089844,500.0,,1.0,10000.0,46853.44921875,0.023876406252384186,20.0,0
1243,,,0.01,,,,,,
1243,34.44419479370117,500.0,,1.0,10000.0,593.2012939453125,0.0238637812435627,20.0,0
1244,,,0.01,,,,,,
1244,186.56565856933594,500.0,,1.0,10000.0,17403.37109375,0.02384980209171772,20.0,0
1245,,,0.01,,,,,,
1245,147.3829345703125,500.0,,1.0,10000.0,10860.865234375,0.023834729567170143,20.0,0
1246,,,0.01,,,,,,
1246,48.20066452026367,500.0,,1.0,10000.0,1161.652099609375,0.023818103596568108,20.0,0
1247,,,0.01,,,,,,
1247,55.353607177734375,500.0,,1.0,10000.0,1532.010986328125,0.023803390562534332,20.0,0
1248,,,0.01,,,,,,
1248,140.74139404296875,500.0,,1.0,10000.0,9904.0703125,0.02382582053542137,20.0,0
1249,,,0.01,,,,,,
1249,20.05327606201172,500.0,,1.0,10000.0,201.06695556640625,0.023778898641467094,20.0,0
1250,,,0.01,,,,,,
1250,16.131492614746094,500.0,,1.0,10000.0,130.11251831054688,0.023785702884197235,20.0,0
1251,,,0.01,,,,,,
1251,155.93218994140625,500.0,,1.0,10000.0,12157.423828125,0.023747986182570457,20.0,0
1252,,,0.01,,,,,,
1252,143.48060607910156,500.0,,1.0,10000.0,10293.341796875,0.023820193484425545,20.0,0
1253,,,0.01,,,,,,
1253,9.037110328674316,500.0,,1.0,10000.0,40.834678649902344,0.023850342258810997,20.0,0
1254,,,0.01,,,,,,
1254,57.97199630737305,500.0,,1.0,10000.0,1680.376220703125,0.023708658292889595,20.0,0
1255,,,0.01,,,,,,
1255,18.611690521240234,500.0,,1.0,10000.0,173.197509765625,0.023695342242717743,20.0,0
1256,,,0.01,,,,,,
1256,347.53875732421875,500.0,,1.0,10000.0,60391.59375,0.023685839027166367,20.0,0
1257,,,0.01,,,,,,
1257,232.79766845703125,500.0,,1.0,10000.0,27097.37890625,0.023671725764870644,20.0,0
1258,,,0.01,,,,,,
1258,92.84510040283203,500.0,,1.0,10000.0,4310.1064453125,0.023662710562348366,20.0,0
1259,,,0.01,,,,,,
1259,144.04542541503906,500.0,,1.0,10000.0,10374.5419921875,0.02365242689847946,20.0,0
1260,,,0.01,,,,,,
1260,14.376861572265625,500.0,,1.0,10000.0,103.34707641601562,0.02364477701485157,20.0,0
1261,,,0.01,,,,,,
1261,91.36016082763672,500.0,,1.0,10000.0,4173.33935546875,0.023632517084479332,20.0,0
1262,,,0.01,,,,,,
1262,118.32837677001953,500.0,,1.0,10000.0,7000.802734375,0.023623963817954063,20.0,0
1263,,,0.01,,,,,,
1263,9.563632011413574,500.0,,1.0,10000.0,45.73152542114258,0.02361675538122654,20.0,0
1264,,,0.01,,,,,,
1264,10.989593505859375,500.0,,1.0,10000.0,60.385581970214844,0.023608440533280373,20.0,0
1265,,,0.01,,,,,,
1265,43.21906280517578,500.0,,1.0,10000.0,933.9437255859375,0.02360856719315052,20.0,0
1266,,,0.01,,,,,,
1266,226.1979522705078,500.0,,1.0,10000.0,25582.7578125,0.023671196773648262,20.0,0
1267,,,0.01,,,,,,
1267,6.996109962463379,500.0,,1.0,10000.0,24.472780227661133,0.02357747033238411,20.0,0
1268,,,0.01,,,,,,
1268,103.65750122070312,500.0,,1.0,10000.0,5372.4384765625,0.023564916104078293,20.0,0
1269,,,0.01,,,,,,
1269,158.6741180419922,500.0,,1.0,10000.0,12588.7373046875,0.023545676842331886,20.0,0
1270,,,0.01,,,,,,
1270,115.79118347167969,500.0,,1.0,10000.0,6703.798828125,0.02352907881140709,20.0,0
1271,,,0.01,,,,,,
1271,393.2034606933594,500.0,,1.0,10000.0,77304.4765625,0.023516518995165825,20.0,0
1272,,,0.01,,,,,,
1272,54.62447738647461,500.0,,1.0,10000.0,1491.916748046875,0.02360072359442711,20.0,0
1273,,,0.01,,,,,,
1273,120.76008605957031,500.0,,1.0,10000.0,7291.4990234375,0.023500991985201836,20.0,0
1274,,,0.01,,,,,,
1274,65.57743835449219,500.0,,1.0,10000.0,2150.2001953125,0.023494618013501167,20.0,0
1275,,,0.01,,,,,,
1275,29.75013542175293,500.0,,1.0,10000.0,442.5352783203125,0.023490047082304955,20.0,0
1276,,,0.01,,,,,,
1276,424.50439453125,500.0,,1.0,10000.0,90101.9921875,0.023486176505684853,20.0,0
1277,,,0.01,,,,,,
1277,74.34193420410156,500.0,,1.0,10000.0,2763.36181640625,0.023478953167796135,20.0,0
1278,,,0.01,,,,,,
1278,73.36457824707031,500.0,,1.0,10000.0,2691.1806640625,0.02347348816692829,20.0,0
1279,,,0.01,,,,,,
1279,86.01911163330078,500.0,,1.0,10000.0,3699.64404296875,0.02346840873360634,20.0,0
1280,,,0.01,,,,,,
1280,54.55229187011719,500.0,,1.0,10000.0,1487.9761962890625,0.02346390299499035,20.0,0
1281,,,0.01,,,,,,
1281,375.52886962890625,500.0,,1.0,10000.0,70510.96875,0.023459501564502716,20.0,0
1282,,,0.01,,,,,,
1282,209.62591552734375,500.0,,1.0,10000.0,21971.51171875,0.02345367893576622,20.0,0
1283,,,0.01,,,,,,
1283,22.68123435974121,500.0,,1.0,10000.0,257.2192077636719,0.023447155952453613,20.0,0
1284,,,0.01,,,,,,
1284,142.92294311523438,500.0,,1.0,10000.0,10213.4833984375,0.02344047836959362,20.0,0
1285,,,0.01,,,,,,
1285,80.48805236816406,500.0,,1.0,10000.0,3239.1630859375,0.023432331159710884,20.0,0
1286,,,0.01,,,,,,
1286,226.1943359375,500.0,,1.0,10000.0,25581.9375,0.02342461422085762,20.0,0
1287,,,0.01,,,,,,
1287,16.22663688659668,500.0,,1.0,10000.0,131.65188598632812,0.02359907142817974,20.0,0
1288,,,0.01,,,,,,
1288,74.3094482421875,500.0,,1.0,10000.0,2760.947265625,0.023586753755807877,20.0,0
1289,,,0.01,,,,,,
1289,38.86446762084961,500.0,,1.0,10000.0,755.2234497070312,0.02357470989227295,20.0,0
1290,,,0.01,,,,,,
1290,239.94790649414062,500.0,,1.0,10000.0,28787.498046875,0.023560695350170135,20.0,0
1291,,,0.01,,,,,,
1291,18.007709503173828,500.0,,1.0,10000.0,162.1387939453125,0.02354113943874836,20.0,0
1292,,,0.01,,,,,,
1292,152.03932189941406,500.0,,1.0,10000.0,11557.9775390625,0.023522602394223213,20.0,0
1293,,,0.01,,,,,,
1293,42.625579833984375,500.0,,1.0,10000.0,908.4700927734375,0.023501913994550705,20.0,0
1294,,,0.01,,,,,,
1294,7.072373390197754,500.0,,1.0,10000.0,25.009235382080078,0.023482898250222206,20.0,0
1295,,,0.01,,,,,,
1295,306.3786315917969,500.0,,1.0,10000.0,46933.9375,0.023682262748479843,20.0,0
1296,,,0.01,,,,,,
1296,71.36965942382812,500.0,,1.0,10000.0,2546.81396484375,0.02352018654346466,20.0,0
1297,,,0.01,,,,,,
1297,110.9100112915039,500.0,,1.0,10000.0,6150.51513671875,0.02342700958251953,20.0,0
1298,,,0.01,,,,,,
1298,157.7681121826172,500.0,,1.0,10000.0,12445.388671875,0.023409998044371605,20.0,0
1299,,,0.01,,,,,,
1299,28.188602447509766,500.0,,1.0,10000.0,397.29864501953125,0.02355339191854,20.0,0
1300,,,0.01,,,,,,
1300,6.011692523956299,500.0,,1.0,10000.0,18.070220947265625,0.023360108956694603,20.0,0
1301,,,0.01,,,,,,
1301,3.628303289413452,500.0,,1.0,10000.0,6.582292079925537,0.02333654649555683,20.0,0
1302,,,0.01,,,,,,
1302,73.28413391113281,500.0,,1.0,10000.0,2685.2822265625,0.023312604054808617,20.0,0
1303,,,0.01,,,,,,
1303,63.88108444213867,500.0,,1.0,10000.0,2040.396484375,0.02328605018556118,20.0,0
1304,,,0.01,,,,,,
1304,87.05846405029297,500.0,,1.0,10000.0,3789.587890625,0.02335168421268463,20.0,0
1305,,,0.01,,,,,,
1305,168.38291931152344,500.0,,1.0,10000.0,14176.4033203125,0.023306269198656082,20.0,0
1306,,,0.01,,,,,,
1306,116.87600708007812,500.0,,1.0,10000.0,6830.0,0.02328496053814888,20.0,0
1307,,,0.01,,,,,,
1307,186.6025848388672,500.0,,1.0,10000.0,17410.26171875,0.023256845772266388,20.0,0
1308,,,0.01,,,,,,
1308,181.17889404296875,500.0,,1.0,10000.0,16412.896484375,0.02322964556515217,20.0,0
1309,,,0.01,,,,,,
1309,105.92778015136719,500.0,,1.0,10000.0,5610.34716796875,0.023208241909742355,20.0,0
1310,,,0.01,,,,,,
1310,181.09011840820312,500.0,,1.0,10000.0,16396.81640625,0.02319224178791046,20.0,0
1311,,,0.01,,,,,,
1311,365.6521911621094,500.0,,1.0,10000.0,66850.75,0.023181701079010963,20.0,0
1312,,,0.01,,,,,,
1312,49.32252883911133,500.0,,1.0,10000.0,1216.35595703125,0.023374706506729126,20.0,0
1313,,,0.01,,,,,,
1313,270.4601135253906,500.0,,1.0,10000.0,36574.33984375,0.023173987865447998,20.0,0
1314,,,0.01,,,,,,
1314,6.668087005615234,500.0,,1.0,10000.0,22.231693267822266,0.023177916184067726,20.0,0
1315,,,0.01,,,,,,
1315,65.19384765625,500.0,,1.0,10000.0,2125.11865234375,0.023254407569766045,20.0,0
1316,,,0.01,,,,,,
1316,122.34734344482422,500.0,,1.0,10000.0,7484.43701171875,0.023257648572325706,20.0,0
1317,,,0.01,,,,,,
1317,205.4470672607422,500.0,,1.0,10000.0,21104.25,0.023261547088623047,20.0,0
1318,,,0.01,,,,,,
1318,5.762133598327637,500.0,,1.0,10000.0,16.601093292236328,0.02326211892068386,20.0,0
1319,,,0.01,,,,,,
1319,218.50003051757812,500.0,,1.0,10000.0,23871.130859375,0.023377472534775734,20.0,0
1320,,,0.01,,,,,,
1320,243.07733154296875,500.0,,1.0,10000.0,29543.296875,0.023327376693487167,20.0,0
1321,,,0.01,,,,,,
1321,146.60459899902344,500.0,,1.0,10000.0,10746.4541015625,0.023276541382074356,20.0,0
1322,,,0.01,,,,,,
1322,54.562217712402344,500.0,,1.0,10000.0,1488.517822265625,0.02328135259449482,20.0,0
1323,,,0.01,,,,,,
1323,115.68150329589844,500.0,,1.0,10000.0,6691.1044921875,0.023381460458040237,20.0,0
1324,,,0.01,,,,,,
1324,56.96584701538086,500.0,,1.0,10000.0,1622.553955078125,0.023300735279917717,20.0,0
1325,,,0.01,,,,,,
1325,61.296485900878906,500.0,,1.0,10000.0,1878.62939453125,0.023311497643589973,20.0,0
1326,,,0.01,,,,,,
1326,10.184318542480469,500.0,,1.0,10000.0,51.86017608642578,0.02332199178636074,20.0,0
1327,,,0.01,,,,,,
1327,311.43634033203125,500.0,,1.0,10000.0,48496.29296875,0.023380471393465996,20.0,0
1328,,,0.01,,,,,,
1328,158.43544006347656,500.0,,1.0,10000.0,12550.89453125,0.02333761565387249,20.0,0
1329,,,0.01,,,,,,
1329,312.0483093261719,500.0,,1.0,10000.0,48687.0703125,0.02334710769355297,20.0,0
1330,,,0.01,,,,,,
1330,131.79002380371094,500.0,,1.0,10000.0,8684.3046875,0.02347170189023018,20.0,0
1331,,,0.01,,,,,,
1331,310.4355163574219,500.0,,1.0,10000.0,48185.109375,0.02335968241095543,20.0,0
1332,,,0.01,,,,,,
1332,119.94740295410156,500.0,,1.0,10000.0,7193.689453125,0.023303357884287834,20.0,0
1333,,,0.01,,,,,,
1333,204.59591674804688,500.0,,1.0,10000.0,20929.74609375,0.023474179208278656,20.0,0
1334,,,0.01,,,,,,
1334,106.6871337890625,500.0,,1.0,10000.0,5691.072265625,0.023314692080020905,20.0,0
1335,,,0.01,,,,,,
1335,176.77989196777344,500.0,,1.0,10000.0,15625.56640625,0.023322856053709984,20.0,0
1336,,,0.01,,,,,,
1336,422.6492614746094,500.0,,1.0,10000.0,89316.203125,0.023336736485362053,20.0,0
1337,,,0.01,,,,,,
1337,337.7747497558594,500.0,,1.0,10000.0,57045.890625,0.02334451489150524,20.0,0
1338,,,0.01,,,,,,
1338,26.65674591064453,500.0,,1.0,10000.0,355.2911376953125,0.023352518677711487,20.0,0
1339,,,0.01,,,,,,
1339,196.9794921875,500.0,,1.0,10000.0,19400.4609375,0.0233618076890707,20.0,0
1340,,,0.01,,,,,,
1340,75.7129898071289,500.0,,1.0,10000.0,2866.228515625,0.023369075730443,20.0,0
1341,,,0.01,,,,,,
1341,109.08116149902344,500.0,,1.0,10000.0,5949.34912109375,0.02338041178882122,20.0,0
1342,,,0.01,,,,,,
1342,20.73593521118164,500.0,,1.0,10000.0,214.989501953125,0.023387854918837547,20.0,0
1343,,,0.01,,,,,,
1343,224.90443420410156,500.0,,1.0,10000.0,25291.001953125,0.023397522047162056,20.0,0
1344,,,0.01,,,,,,
1344,287.8513488769531,500.0,,1.0,10000.0,41429.19140625,0.02348008006811142,20.0,0
1345,,,0.01,,,,,,
1345,43.70994186401367,500.0,,1.0,10000.0,955.279541015625,0.02340853586792946,20.0,0
1346,,,0.01,,,,,,
1346,95.72700500488281,500.0,,1.0,10000.0,4581.82958984375,0.023417003452777863,20.0,0
1347,,,0.01,,,,,,
1347,34.790283203125,500.0,,1.0,10000.0,605.1819458007812,0.023513397201895714,20.0,0
1348,,,0.01,,,,,,
1348,138.21470642089844,500.0,,1.0,10000.0,9551.65234375,0.02344052493572235,20.0,0
1349,,,0.01,,,,,,
1349,11.064753532409668,500.0,,1.0,10000.0,61.214385986328125,0.023449532687664032,20.0,0
1350,,,0.01,,,,,,
1350,250.6139678955078,500.0,,1.0,10000.0,31403.6796875,0.02345888316631317,20.0,0
1351,,,0.01,,,,,,
1351,64.43093872070312,500.0,,1.0,10000.0,2075.673095703125,0.02346307598054409,20.0,0
1352,,,0.01,,,,,,
1352,216.78607177734375,500.0,,1.0,10000.0,23498.1015625,0.02355293557047844,20.0,0
1353,,,0.01,,,,,,
1353,163.20021057128906,500.0,,1.0,10000.0,13317.154296875,0.02347515895962715,20.0,0
1354,,,0.01,,,,,,
1354,114.3878173828125,500.0,,1.0,10000.0,6542.28662109375,0.023477138951420784,20.0,0
1355,,,0.01,,,,,,
1355,20.968441009521484,500.0,,1.0,10000.0,219.8377685546875,0.023473910987377167,20.0,0
1356,,,0.01,,,,,,
1356,269.06640625,500.0,,1.0,10000.0,36198.3671875,0.02347259409725666,20.0,0
1357,,,0.01,,,,,,
1357,42.950992584228516,500.0,,1.0,10000.0,922.3939208984375,0.02350364439189434,20.0,0
1358,,,0.01,,,,,,
1358,104.26667785644531,500.0,,1.0,10000.0,5435.77001953125,0.0233756136149168,20.0,0
1359,,,0.01,,,,,,
1359,376.16839599609375,500.0,,1.0,10000.0,70751.3203125,0.023344842717051506,20.0,0
1360,,,0.01,,,,,,
1360,33.50714874267578,500.0,,1.0,10000.0,561.364501953125,0.023351013660430908,20.0,0
1361,,,0.01,,,,,,
1361,29.070714950561523,500.0,,1.0,10000.0,422.55322265625,0.023437920957803726,20.0,0
1362,,,0.01,,,,,,
1362,360.0,500.0,,1.0,10000.0,64800.0,0.02349109575152397,20.0,0
1363,,,0.01,,,,,,
1363,79.53092956542969,500.0,,1.0,10000.0,3162.58447265625,0.023456329479813576,20.0,0
1364,,,0.01,,,,,,
1364,32.89847946166992,500.0,,1.0,10000.0,541.155029296875,0.02345794066786766,20.0,0
1365,,,0.01,,,,,,
1365,27.58385467529297,500.0,,1.0,10000.0,380.43450927734375,0.023373890668153763,20.0,0
1366,,,0.01,,,,,,
1366,15.11783218383789,500.0,,1.0,10000.0,114.2744369506836,0.023377085104584694,20.0,0
1367,,,0.01,,,,,,
1367,19.142093658447266,500.0,,1.0,10000.0,183.20986938476562,0.0234543364495039,20.0,0
1368,,,0.01,,,,,,
1368,23.07103729248047,500.0,,1.0,10000.0,266.1363525390625,0.02337566204369068,20.0,0
1369,,,0.01,,,,,,
1369,11.319738388061523,500.0,,1.0,10000.0,64.0682373046875,0.023369500413537025,20.0,0
1370,,,0.01,,,,,,
1370,4.914466381072998,500.0,,1.0,10000.0,12.07598876953125,0.023361047729849815,20.0,0
1371,,,0.01,,,,,,
1371,109.5691909790039,500.0,,1.0,10000.0,6002.7041015625,0.023336559534072876,20.0,0
1372,,,0.01,,,,,,
1372,23.301923751831055,500.0,,1.0,10000.0,271.4898681640625,0.02332375757396221,20.0,0
1373,,,0.01,,,,,,
1373,127.56343078613281,500.0,,1.0,10000.0,8136.21484375,0.023440828546881676,20.0,0
1374,,,0.01,,,,,,
1374,171.81069946289062,500.0,,1.0,10000.0,14759.45703125,0.023340916261076927,20.0,0
1375,,,0.01,,,,,,
1375,238.8922882080078,500.0,,1.0,10000.0,28534.763671875,0.023290900513529778,20.0,0
1376,,,0.01,,,,,,
1376,226.09156799316406,500.0,,1.0,10000.0,25558.69921875,0.023266423493623734,20.0,0
1377,,,0.01,,,,,,
1377,17.81717872619629,500.0,,1.0,10000.0,158.72592163085938,0.023238271474838257,20.0,0
1378,,,0.01,,,,,,
1378,75.37892150878906,500.0,,1.0,10000.0,2840.990478515625,0.02321638911962509,20.0,0
1379,,,0.01,,,,,,
1379,33.142356872558594,500.0,,1.0,10000.0,549.2078857421875,0.023196913301944733,20.0,0
1380,,,0.01,,,,,,
1380,27.44654655456543,500.0,,1.0,10000.0,376.65643310546875,0.0232563279569149,20.0,0
1381,,,0.01,,,,,,
1381,121.37220001220703,500.0,,1.0,10000.0,7365.60546875,0.023165324702858925,20.0,0
1382,,,0.01,,,,,,
1382,270.23486328125,500.0,,1.0,10000.0,36513.4375,0.023192917928099632,20.0,0
1383,,,0.01,,,,,,
1383,36.910091400146484,500.0,,1.0,10000.0,681.1774291992188,0.02317269891500473,20.0,0
1384,,,0.01,,,,,,
1384,199.5514373779297,500.0,,1.0,10000.0,19910.38671875,0.023119406774640083,20.0,0
1385,,,0.01,,,,,,
1385,30.830162048339844,500.0,,1.0,10000.0,475.2494812011719,0.023103149607777596,20.0,0
1386,,,0.01,,,,,,
1386,60.76591491699219,500.0,,1.0,10000.0,1846.248291015625,0.02308964543044567,20.0,0
1387,,,0.01,,,,,,
1387,18.098052978515625,500.0,,1.0,10000.0,163.76976013183594,0.023150818422436714,20.0,0
1388,,,0.01,,,,,,
1388,56.605186462402344,500.0,,1.0,10000.0,1602.0736083984375,0.023060431703925133,20.0,0
1389,,,0.01,,,,,,
1389,184.7655029296875,500.0,,1.0,10000.0,17069.14453125,0.023047437891364098,20.0,0
1390,,,0.01,,,,,,
1390,45.688541412353516,500.0,,1.0,10000.0,1043.721435546875,0.02314925566315651,20.0,0
1391,,,0.01,,,,,,
1391,85.85548400878906,500.0,,1.0,10000.0,3685.58203125,0.023010972887277603,20.0,0
1392,,,0.01,,,,,,
1392,232.9417266845703,500.0,,1.0,10000.0,27130.92578125,0.02299581654369831,20.0,0
1393,,,0.01,,,,,,
1393,213.79696655273438,500.0,,1.0,10000.0,22854.5703125,0.02298400178551674,20.0,0
1394,,,0.01,,,,,,
1394,111.1768798828125,500.0,,1.0,10000.0,6180.14892578125,0.022967295721173286,20.0,0
1395,,,0.01,,,,,,
1395,440.4944152832031,500.0,,1.0,10000.0,97017.6640625,0.022950537502765656,20.0,0
1396,,,0.01,,,,,,
1396,231.36915588378906,500.0,,1.0,10000.0,26765.83984375,0.022934498265385628,20.0,0
1397,,,0.01,,,,,,
1397,152.5039825439453,500.0,,1.0,10000.0,11628.732421875,0.022915957495570183,20.0,0
1398,,,0.01,,,,,,
1398,190.0349884033203,500.0,,1.0,10000.0,18056.6484375,0.02290235459804535,20.0,0
1399,,,0.01,,,,,,
1399,39.83633804321289,500.0,,1.0,10000.0,793.4669189453125,0.02289630100131035,20.0,0
1400,,,0.01,,,,,,
1400,6.133066177368164,500.0,,1.0,10000.0,18.8072509765625,0.022893525660037994,20.0,0
1401,,,0.01,,,,,,
1401,288.62725830078125,500.0,,1.0,10000.0,41652.84375,0.02289208397269249,20.0,0
1402,,,0.01,,,,,,
1402,213.54661560058594,500.0,,1.0,10000.0,22801.080078125,0.02288883365690708,20.0,0
1403,,,0.01,,,,,,
1403,344.1809997558594,500.0,,1.0,10000.0,59230.28125,0.022885626181960106,20.0,0
1404,,,0.01,,,,,,
1404,131.95506286621094,500.0,,1.0,10000.0,8706.068359375,0.022883614525198936,20.0,0
1405,,,0.01,,,,,,
1405,391.14306640625,500.0,,1.0,10000.0,76496.4453125,0.022882219403982162,20.0,0
1406,,,0.01,,,,,,
1406,415.44677734375,500.0,,1.0,10000.0,86298.0078125,0.02287393808364868,20.0,0
1407,,,0.01,,,,,,
1407,16.855426788330078,500.0,,1.0,10000.0,142.05271911621094,0.022870568558573723,20.0,0
1408,,,0.01,,,,,,
1408,218.03616333007812,500.0,,1.0,10000.0,23769.8828125,0.022946367040276527,20.0,0
1409,,,0.01,,,,,,
1409,27.195316314697266,500.0,,1.0,10000.0,369.7925720214844,0.022874407470226288,20.0,0
1410,,,0.01,,,,,,
1410,297.1702880859375,500.0,,1.0,10000.0,44155.09375,0.02288041263818741,20.0,0
1411,,,0.01,,,,,,
1411,108.18803405761719,500.0,,1.0,10000.0,5852.3251953125,0.02290482074022293,20.0,0
1412,,,0.01,,,,,,
1412,262.55804443359375,500.0,,1.0,10000.0,34468.359375,0.022911420091986656,20.0,0
1413,,,0.01,,,,,,
1413,179.10308837890625,500.0,,1.0,10000.0,16038.95703125,0.022928064689040184,20.0,0
1414,,,0.01,,,,,,
1414,132.35411071777344,500.0,,1.0,10000.0,8758.8046875,0.022939469665288925,20.0,0
1415,,,0.01,,,,,,
1415,162.19692993164062,500.0,,1.0,10000.0,13153.921875,0.022944016382098198,20.0,0
1416,,,0.01,,,,,,
1416,106.92961120605469,500.0,,1.0,10000.0,5716.97119140625,0.02295198105275631,20.0,0
1417,,,0.01,,,,,,
1417,308.0491027832031,500.0,,1.0,10000.0,47447.12109375,0.022964634001255035,20.0,0
1418,,,0.01,,,,,,
