step,train/grad_norm,train/max_step,lr-Adam,train_params/lambda_sds,train_params/lambda_normal_consistency,train/loss_sds,train/loss_normal_consistency,train/min_step,epoch
4483,,,0.01,,,,,,
4483,307.8123779296875,500.0,,1.0,10000.0,47374.234375,0.02099488116800785,20.0,0
4484,,,0.01,,,,,,
4484,213.7782440185547,500.0,,1.0,10000.0,22850.568359375,0.02098306082189083,20.0,0
4485,,,0.01,,,,,,
4485,248.6692657470703,500.0,,1.0,10000.0,30918.203125,0.020998280495405197,20.0,0
4486,,,0.01,,,,,,
4486,15.978857040405273,500.0,,1.0,10000.0,127.66194152832031,0.0209657009691,20.0,0
4487,,,0.01,,,,,,
4487,82.64471435546875,500.0,,1.0,10000.0,3415.07470703125,0.020953737199306488,20.0,0
4488,,,0.01,,,,,,
4488,186.64369201660156,500.0,,1.0,10000.0,17417.93359375,0.020942967385053635,20.0,0
4489,,,0.01,,,,,,
4489,136.49078369140625,500.0,,1.0,10000.0,9314.8671875,0.02093716338276863,20.0,0
4490,,,0.01,,,,,,
4490,71.13269805908203,500.0,,1.0,10000.0,2529.93017578125,0.021010523661971092,20.0,0
4491,,,0.01,,,,,,
4491,33.77994918823242,500.0,,1.0,10000.0,570.54248046875,0.020938778296113014,20.0,0
4492,,,0.01,,,,,,
4492,223.62425231933594,500.0,,1.0,10000.0,25003.90234375,0.02094377763569355,20.0,0
4493,,,0.01,,,,,,
4493,97.25003814697266,500.0,,1.0,10000.0,4728.78515625,0.02095033973455429,20.0,0
4494,,,0.01,,,,,,
4494,431.54034423828125,500.0,,1.0,10000.0,93113.53125,0.020957814529538155,20.0,0
4495,,,0.01,,,,,,
4495,117.90965270996094,500.0,,1.0,10000.0,6951.3427734375,0.02096090465784073,20.0,0
4496,,,0.01,,,,,,
4496,74.26858520507812,500.0,,1.0,10000.0,2757.9111328125,0.021107809618115425,20.0,0
4497,,,0.01,,,,,,
4497,2.7319514751434326,500.0,,1.0,10000.0,3.7317793369293213,0.02097572758793831,20.0,0
4498,,,0.01,,,,,,
4498,174.7919921875,500.0,,1.0,10000.0,15276.119140625,0.02104247361421585,20.0,0
4499,,,0.01,,,,,,
4499,27.853090286254883,500.0,,1.0,10000.0,387.8973388671875,0.02099153771996498,20.0,0
4500,,,0.01,,,,,,
4500,60.353519439697266,500.0,,1.0,10000.0,1821.273681640625,0.020996401086449623,20.0,0
4501,,,0.01,,,,,,
4501,360.1994323730469,500.0,,1.0,10000.0,64871.8203125,0.020996462553739548,20.0,0
4502,,,0.01,,,,,,
4502,34.81871032714844,500.0,,1.0,10000.0,606.1712646484375,0.020994167774915695,20.0,0
4503,,,0.01,,,,,,
4503,8.705821990966797,500.0,,1.0,10000.0,37.89566421508789,0.021045371890068054,20.0,0
4504,,,0.01,,,,,,
4504,18.169401168823242,500.0,,1.0,10000.0,165.06356811523438,0.02098958007991314,20.0,0
4505,,,0.01,,,,,,
4505,5.975535869598389,500.0,,1.0,10000.0,17.853513717651367,0.020987534895539284,20.0,0
4506,,,0.01,,,,,,
4506,153.588623046875,500.0,,1.0,10000.0,11794.7333984375,0.020992688834667206,20.0,0
4507,,,0.01,,,,,,
4507,198.786865234375,500.0,,1.0,10000.0,19758.109375,0.02096753567457199,20.0,0
4508,,,0.01,,,,,,
4508,309.9487609863281,500.0,,1.0,10000.0,48034.1171875,0.020955923944711685,20.0,0
4509,,,0.01,,,,,,
4509,152.9906463623047,500.0,,1.0,10000.0,11703.068359375,0.02093377895653248,20.0,0
4510,,,0.01,,,,,,
4510,6.680063724517822,500.0,,1.0,10000.0,22.311626434326172,0.02091805264353752,20.0,0
4511,,,0.01,,,,,,
4511,240.260009765625,500.0,,1.0,10000.0,28862.435546875,0.021025555208325386,20.0,0
4512,,,0.01,,,,,,
4512,70.62894439697266,500.0,,1.0,10000.0,2494.2236328125,0.020890897139906883,20.0,0
4513,,,0.01,,,,,,
4513,34.155826568603516,500.0,,1.0,10000.0,583.3101806640625,0.020877573639154434,20.0,0
4514,,,0.01,,,,,,
4514,20.97602653503418,500.0,,1.0,10000.0,219.996826171875,0.020962683483958244,20.0,0
4515,,,0.01,,,,,,
4515,263.34637451171875,500.0,,1.0,10000.0,34675.65625,0.02096337452530861,20.0,0
4516,,,0.01,,,,,,
4516,25.167316436767578,500.0,,1.0,10000.0,316.6968994140625,0.020948126912117004,20.0,0
4517,,,0.01,,,,,,
4517,44.827720642089844,500.0,,1.0,10000.0,1004.7623291015625,0.020934313535690308,20.0,0
4518,,,0.01,,,,,,
4518,252.20883178710938,500.0,,1.0,10000.0,31804.6484375,0.02094663493335247,20.0,0
4519,,,0.01,,,,,,
4519,22.191959381103516,500.0,,1.0,10000.0,246.24154663085938,0.02080121636390686,20.0,0
4520,,,0.01,,,,,,
4520,549.943359375,500.0,,1.0,10000.0,151218.859375,0.020789410918951035,20.0,0
4521,,,0.01,,,,,,
4521,175.87200927734375,500.0,,1.0,10000.0,15465.4814453125,0.020852137356996536,20.0,0
4522,,,0.01,,,,,,
4522,111.86881256103516,500.0,,1.0,10000.0,6257.31494140625,0.02076360397040844,20.0,0
4523,,,0.01,,,,,,
4523,184.27362060546875,500.0,,1.0,10000.0,16978.3828125,0.020756622776389122,20.0,0
4524,,,0.01,,,,,,
4524,170.70628356933594,500.0,,1.0,10000.0,14570.318359375,0.020752571523189545,20.0,0
4525,,,0.01,,,,,,
4525,103.81745147705078,500.0,,1.0,10000.0,5389.03173828125,0.02075020968914032,20.0,0
4526,,,0.01,,,,,,
4526,203.626220703125,500.0,,1.0,10000.0,20731.8203125,0.020786745473742485,20.0,0
4527,,,0.01,,,,,,
4527,19.838348388671875,500.0,,1.0,10000.0,196.78004455566406,0.020838959142565727,20.0,0
4528,,,0.01,,,,,,
4528,365.5710144042969,500.0,,1.0,10000.0,66821.0859375,0.02084195613861084,20.0,0
4529,,,0.01,,,,,,
4529,22.996726989746094,500.0,,1.0,10000.0,264.42474365234375,0.02084621600806713,20.0,0
4530,,,0.01,,,,,,
4530,103.155517578125,500.0,,1.0,10000.0,5320.5302734375,0.02084987796843052,20.0,0
4531,,,0.01,,,,,,
4531,24.268108367919922,500.0,,1.0,10000.0,294.47052001953125,0.020779253914952278,20.0,0
4532,,,0.01,,,,,,
4532,10.835333824157715,500.0,,1.0,10000.0,58.70222473144531,0.020783940330147743,20.0,0
4533,,,0.01,,,,,,
4533,178.19528198242188,500.0,,1.0,10000.0,15876.7802734375,0.020787043496966362,20.0,0
4534,,,0.01,,,,,,
4534,34.676475524902344,500.0,,1.0,10000.0,601.2289428710938,0.02078660950064659,20.0,0
4535,,,0.01,,,,,,
4535,34.94769287109375,500.0,,1.0,10000.0,610.670654296875,0.020786937326192856,20.0,0
4536,,,0.01,,,,,,
4536,577.289306640625,500.0,,1.0,10000.0,166631.484375,0.02078665792942047,20.0,0
4537,,,0.01,,,,,,
4537,12.009967803955078,500.0,,1.0,10000.0,72.11965942382812,0.020785242319107056,20.0,0
4538,,,0.01,,,,,,
4538,308.0439758300781,500.0,,1.0,10000.0,47445.546875,0.020784206688404083,20.0,0
4539,,,0.01,,,,,,
4539,167.26956176757812,500.0,,1.0,10000.0,13989.5537109375,0.02078380435705185,20.0,0
4540,,,0.01,,,,,,
4540,24.681873321533203,500.0,,1.0,10000.0,304.597412109375,0.02083722874522209,20.0,0
4541,,,0.01,,,,,,
4541,391.49310302734375,500.0,,1.0,10000.0,76633.421875,0.02082630805671215,20.0,0
4542,,,0.01,,,,,,
4542,29.347064971923828,500.0,,1.0,10000.0,430.6250915527344,0.020891817286610603,20.0,0
4543,,,0.01,,,,,,
4543,29.819217681884766,500.0,,1.0,10000.0,444.5928955078125,0.020799048244953156,20.0,0
4544,,,0.01,,,,,,
4544,522.9336547851562,500.0,,1.0,10000.0,136729.796875,0.020799031481146812,20.0,0
4545,,,0.01,,,,,,
4545,68.16812133789062,500.0,,1.0,10000.0,2323.4462890625,0.020801503211259842,20.0,0
4546,,,0.01,,,,,,
4546,10.432570457458496,500.0,,1.0,10000.0,54.41926574707031,0.02080398239195347,20.0,0
4547,,,0.01,,,,,,
4547,30.416461944580078,500.0,,1.0,10000.0,462.58056640625,0.021025989204645157,20.0,0
4548,,,0.01,,,,,,
4548,57.577571868896484,500.0,,1.0,10000.0,1657.58837890625,0.02080325037240982,20.0,0
4549,,,0.01,,,,,,
4549,29.28104591369629,500.0,,1.0,10000.0,428.6897888183594,0.020801721140742302,20.0,0
4550,,,0.01,,,,,,
4550,149.9040985107422,500.0,,1.0,10000.0,11235.6201171875,0.020797599107027054,20.0,0
4551,,,0.01,,,,,,
4551,126.7906723022461,500.0,,1.0,10000.0,8037.9375,0.020790020003914833,20.0,0
4552,,,0.01,,,,,,
4552,8.223065376281738,500.0,,1.0,10000.0,33.80940246582031,0.020784733816981316,20.0,0
4553,,,0.01,,,,,,
4553,59.67919921875,500.0,,1.0,10000.0,1780.80322265625,0.02077850140631199,20.0,0
4554,,,0.01,,,,,,
4554,165.69369506835938,500.0,,1.0,10000.0,13727.2001953125,0.021038079634308815,20.0,0
4555,,,0.01,,,,,,
4555,36.214210510253906,500.0,,1.0,10000.0,655.7345581054688,0.021033521741628647,20.0,0
4556,,,0.01,,,,,,
4556,234.6758270263672,500.0,,1.0,10000.0,27536.37109375,0.021029654890298843,20.0,0
4557,,,0.01,,,,,,
4557,203.75331115722656,500.0,,1.0,10000.0,20757.70703125,0.021144522354006767,20.0,0
4558,,,0.01,,,,,,
4558,202.24993896484375,500.0,,1.0,10000.0,20452.51953125,0.02109629288315773,20.0,0
4559,,,0.01,,,,,,
4559,17.50471305847168,500.0,,1.0,10000.0,153.20748901367188,0.02101469598710537,20.0,0
4560,,,0.01,,,,,,
4560,65.46199798583984,500.0,,1.0,10000.0,2142.636474609375,0.021020475775003433,20.0,0
4561,,,0.01,,,,,,
4561,142.51904296875,500.0,,1.0,10000.0,10155.837890625,0.021026406437158585,20.0,0
4562,,,0.01,,,,,,
4562,18.246126174926758,500.0,,1.0,10000.0,166.4605712890625,0.021026479080319405,20.0,0
4563,,,0.01,,,,,,
4563,238.17140197753906,500.0,,1.0,10000.0,28362.80859375,0.021027185022830963,20.0,0
4564,,,0.01,,,,,,
4564,552.0381469726562,500.0,,1.0,10000.0,152373.0625,0.02108018472790718,20.0,0
4565,,,0.01,,,,,,
4565,6.580082893371582,500.0,,1.0,10000.0,21.648744583129883,0.02116791345179081,20.0,0
4566,,,0.01,,,,,,
4566,144.82357788085938,500.0,,1.0,10000.0,10486.93359375,0.021085664629936218,20.0,0
4567,,,0.01,,,,,,
4567,40.132442474365234,500.0,,1.0,10000.0,805.3064575195312,0.02101924456655979,20.0,0
4568,,,0.01,,,,,,
4568,157.443603515625,500.0,,1.0,10000.0,12394.2421875,0.021020714193582535,20.0,0
4569,,,0.01,,,,,,
4569,154.43955993652344,500.0,,1.0,10000.0,11925.7880859375,0.021023113280534744,20.0,0
4570,,,0.01,,,,,,
4570,118.75548553466797,500.0,,1.0,10000.0,7051.4326171875,0.021025720983743668,20.0,0
4571,,,0.01,,,,,,
4571,70.97564697265625,500.0,,1.0,10000.0,2518.770751953125,0.02102857455611229,20.0,0
4572,,,0.01,,,,,,
4572,27.197494506835938,500.0,,1.0,10000.0,369.85186767578125,0.02099946141242981,20.0,0
4573,,,0.01,,,,,,
4573,123.79071807861328,500.0,,1.0,10000.0,7662.07080078125,0.021001238375902176,20.0,0
4574,,,0.01,,,,,,
4574,134.4370574951172,500.0,,1.0,10000.0,9036.6611328125,0.021006161347031593,20.0,0
4575,,,0.01,,,,,,
4575,3.7041592597961426,500.0,,1.0,10000.0,6.860398292541504,0.0210038423538208,20.0,0
4576,,,0.01,,,,,,
4576,51.3956184387207,500.0,,1.0,10000.0,1320.7548828125,0.021004242822527885,20.0,0
4577,,,0.01,,,,,,
4577,263.747314453125,500.0,,1.0,10000.0,34781.3203125,0.02117042988538742,20.0,0
4578,,,0.01,,,,,,
4578,93.5156478881836,500.0,,1.0,10000.0,4372.58837890625,0.021007133647799492,20.0,0
4579,,,0.01,,,,,,
4579,182.89825439453125,500.0,,1.0,10000.0,16725.884765625,0.02131352201104164,20.0,0
4580,,,0.01,,,,,,
4580,244.48960876464844,500.0,,1.0,10000.0,29887.5859375,0.020992904901504517,20.0,0
4581,,,0.01,,,,,,
4581,21.953229904174805,500.0,,1.0,10000.0,240.97213745117188,0.020982375368475914,20.0,0
4582,,,0.01,,,,,,
4582,279.9566650390625,500.0,,1.0,10000.0,39187.8671875,0.020983882248401642,20.0,0
4583,,,0.01,,,,,,
4583,434.3386535644531,500.0,,1.0,10000.0,94325.046875,0.020991025492548943,20.0,0
4584,,,0.01,,,,,,
4584,204.4967803955078,500.0,,1.0,10000.0,20909.466796875,0.020996738225221634,20.0,0
4585,,,0.01,,,,,,
4585,371.65380859375,500.0,,1.0,10000.0,69063.28125,0.02103494666516781,20.0,0
4586,,,0.01,,,,,,
4586,17.57598114013672,500.0,,1.0,10000.0,154.45755004882812,0.02101047709584236,20.0,0
4587,,,0.01,,,,,,
4587,195.11228942871094,500.0,,1.0,10000.0,19034.40234375,0.02101735584437847,20.0,0
4588,,,0.01,,,,,,
4588,238.78073120117188,500.0,,1.0,10000.0,28508.1171875,0.02102690190076828,20.0,0
4589,,,0.01,,,,,,
4589,6.000422954559326,500.0,,1.0,10000.0,18.00253677368164,0.021110614761710167,20.0,0
4590,,,0.01,,,,,,
4590,222.94444274902344,500.0,,1.0,10000.0,24852.11328125,0.021139340475201607,20.0,0
4591,,,0.01,,,,,,
4591,110.67098999023438,500.0,,1.0,10000.0,6124.033203125,0.021055415272712708,20.0,0
4592,,,0.01,,,,,,
4592,101.05866241455078,500.0,,1.0,10000.0,5106.42626953125,0.021062221378087997,20.0,0
4593,,,0.01,,,,,,
4593,84.11322021484375,500.0,,1.0,10000.0,3537.51708984375,0.021071413531899452,20.0,0
4594,,,0.01,,,,,,
4594,143.78111267089844,500.0,,1.0,10000.0,10336.50390625,0.021081827580928802,20.0,0
4595,,,0.01,,,,,,
4595,169.57977294921875,500.0,,1.0,10000.0,14378.650390625,0.021095888689160347,20.0,0
4596,,,0.01,,,,,,
4596,79.46522521972656,500.0,,1.0,10000.0,3157.361083984375,0.02110813930630684,20.0,0
4597,,,0.01,,,,,,
4597,16.317493438720703,500.0,,1.0,10000.0,133.13031005859375,0.021120108664035797,20.0,0
4598,,,0.01,,,,,,
4598,4.862198829650879,500.0,,1.0,10000.0,11.820490837097168,0.021365301683545113,20.0,0
4599,,,0.01,,,,,,
4599,351.4732971191406,500.0,,1.0,10000.0,61766.734375,0.021144213154911995,20.0,0
4600,,,0.01,,,,,,
4600,10.997466087341309,500.0,,1.0,10000.0,60.47213363647461,0.02114858292043209,20.0,0
4601,,,0.01,,,,,,
4601,31.60732078552246,500.0,,1.0,10000.0,499.5113830566406,0.02115187607705593,20.0,0
4602,,,0.01,,,,,,
4602,65.67292785644531,500.0,,1.0,10000.0,2156.466796875,0.02115340530872345,20.0,0
4603,,,0.01,,,,,,
4603,69.67115783691406,500.0,,1.0,10000.0,2427.03515625,0.021151740103960037,20.0,0
4604,,,0.01,,,,,,
4604,15.751180648803711,500.0,,1.0,10000.0,124.04983520507812,0.02114798128604889,20.0,0
4605,,,0.01,,,,,,
4605,98.29825592041016,500.0,,1.0,10000.0,4831.2734375,0.021204790100455284,20.0,0
4606,,,0.01,,,,,,
4606,27.21202278137207,500.0,,1.0,10000.0,370.2470703125,0.021208154037594795,20.0,0
4607,,,0.01,,,,,,
4607,51.49219512939453,500.0,,1.0,10000.0,1325.72314453125,0.021158484742045403,20.0,0
4608,,,0.01,,,,,,
4608,231.56045532226562,500.0,,1.0,10000.0,26810.12109375,0.021128226071596146,20.0,0
4609,,,0.01,,,,,,
4609,66.00213623046875,500.0,,1.0,10000.0,2178.14111328125,0.02109646238386631,20.0,0
4610,,,0.01,,,,,,
4610,257.995849609375,500.0,,1.0,10000.0,33280.93359375,0.02108525112271309,20.0,0
4611,,,0.01,,,,,,
4611,320.63525390625,500.0,,1.0,10000.0,51403.48046875,0.021046631038188934,20.0,0
4612,,,0.01,,,,,,
4612,132.99981689453125,500.0,,1.0,10000.0,8844.4765625,0.021022703498601913,20.0,0
4613,,,0.01,,,,,,
4613,299.9803466796875,500.0,,1.0,10000.0,44994.1015625,0.020999658852815628,20.0,0
4614,,,0.01,,,,,,
4614,505.0372314453125,500.0,,1.0,10000.0,127531.296875,0.02098063752055168,20.0,0
4615,,,0.01,,,,,,
4615,46.031715393066406,500.0,,1.0,10000.0,1059.4593505859375,0.020968545228242874,20.0,0
4616,,,0.01,,,,,,
4616,247.06005859375,500.0,,1.0,10000.0,30519.3359375,0.02095806784927845,20.0,0
4617,,,0.01,,,,,,
4617,98.47747039794922,500.0,,1.0,10000.0,4848.90625,0.020949644967913628,20.0,0
4618,,,0.01,,,,,,
4618,123.88165283203125,500.0,,1.0,10000.0,7673.33154296875,0.020940817892551422,20.0,0
4619,,,0.01,,,,,,
4619,209.92947387695312,500.0,,1.0,10000.0,22035.19140625,0.020930945873260498,20.0,0
4620,,,0.01,,,,,,
4620,135.44593811035156,500.0,,1.0,10000.0,9172.80078125,0.020918216556310654,20.0,0
4621,,,0.01,,,,,,
4621,393.8813171386719,500.0,,1.0,10000.0,77571.25,0.020911268889904022,20.0,0
4622,,,0.01,,,,,,
4622,111.9214096069336,500.0,,1.0,10000.0,6263.201171875,0.020979424938559532,20.0,0
4623,,,0.01,,,,,,
4623,5.551957130432129,500.0,,1.0,10000.0,15.412113189697266,0.020900199189782143,20.0,0
4624,,,0.01,,,,,,
4624,42.08171463012695,500.0,,1.0,10000.0,885.4353637695312,0.020900653675198555,20.0,0
4625,,,0.01,,,,,,
4625,52.6878547668457,500.0,,1.0,10000.0,1388.0050048828125,0.02090228907763958,20.0,0
4626,,,0.01,,,,,,
4626,39.09299850463867,500.0,,1.0,10000.0,764.1312255859375,0.02098013088107109,20.0,0
4627,,,0.01,,,,,,
4627,17.619253158569336,500.0,,1.0,10000.0,155.21902465820312,0.020902907475829124,20.0,0
4628,,,0.01,,,,,,
4628,41.42354965209961,500.0,,1.0,10000.0,857.9552001953125,0.020962946116924286,20.0,0
4629,,,0.01,,,,,,
4629,23.34477424621582,500.0,,1.0,10000.0,272.4892578125,0.02089693769812584,20.0,0
4630,,,0.01,,,,,,
4630,35.0849609375,500.0,,1.0,10000.0,615.477294921875,0.020890917629003525,20.0,0
4631,,,0.01,,,,,,
4631,148.6754608154297,500.0,,1.0,10000.0,11052.197265625,0.020882295444607735,20.0,0
4632,,,0.01,,,,,,
4632,16.181163787841797,500.0,,1.0,10000.0,130.9150390625,0.02087194100022316,20.0,0
4633,,,0.01,,,,,,
4633,70.5689468383789,500.0,,1.0,10000.0,2489.98828125,0.020873647183179855,20.0,0
4634,,,0.01,,,,,,
4634,325.1610107421875,500.0,,1.0,10000.0,52864.84375,0.020860008895397186,20.0,0
4635,,,0.01,,,,,,
4635,142.77685546875,500.0,,1.0,10000.0,10192.6142578125,0.020849818363785744,20.0,0
4636,,,0.01,,,,,,
4636,88.99170684814453,500.0,,1.0,10000.0,3959.76220703125,0.02082854136824608,20.0,0
4637,,,0.01,,,,,,
4637,66.50414276123047,500.0,,1.0,10000.0,2211.400634765625,0.02081078290939331,20.0,0
4638,,,0.01,,,,,,
4638,101.06195831298828,500.0,,1.0,10000.0,5106.759765625,0.020790832117199898,20.0,0
4639,,,0.01,,,,,,
4639,233.34861755371094,500.0,,1.0,10000.0,27225.7890625,0.020769638940691948,20.0,0
4640,,,0.01,,,,,,
4640,159.87144470214844,500.0,,1.0,10000.0,12779.4384765625,0.02074868232011795,20.0,0
4641,,,0.01,,,,,,
4641,121.07972717285156,500.0,,1.0,10000.0,7330.15087890625,0.020724007859826088,20.0,0
4642,,,0.01,,,,,,
4642,34.90879440307617,500.0,,1.0,10000.0,609.31201171875,0.020700225606560707,20.0,0
4643,,,0.01,,,,,,
4643,231.35768127441406,500.0,,1.0,10000.0,26763.1875,0.02067914605140686,20.0,0
4644,,,0.01,,,,,,
4644,16.262849807739258,500.0,,1.0,10000.0,132.24014282226562,0.020746687427163124,20.0,0
4645,,,0.01,,,,,,
4645,81.6004867553711,500.0,,1.0,10000.0,3329.319580078125,0.020631130784749985,20.0,0
4646,,,0.01,,,,,,
4646,159.27798461914062,500.0,,1.0,10000.0,12684.7392578125,0.020615724846720695,20.0,0
4647,,,0.01,,,,,,
4647,26.708484649658203,500.0,,1.0,10000.0,356.6716003417969,0.020593982189893723,20.0,0
4648,,,0.01,,,,,,
4648,190.71409606933594,500.0,,1.0,10000.0,18185.93359375,0.020577814429998398,20.0,0
4649,,,0.01,,,,,,
4649,103.65559387207031,500.0,,1.0,10000.0,5372.2412109375,0.02063874900341034,20.0,0
4650,,,0.01,,,,,,
4650,249.4808349609375,500.0,,1.0,10000.0,31120.33984375,0.020585723221302032,20.0,0
4651,,,0.01,,,,,,
4651,310.20953369140625,500.0,,1.0,10000.0,48114.98046875,0.02058059349656105,20.0,0
4652,,,0.01,,,,,,
4652,75.97051239013672,500.0,,1.0,10000.0,2885.759521484375,0.020578274503350258,20.0,0
4653,,,0.01,,,,,,
4653,538.1356201171875,500.0,,1.0,10000.0,144794.96875,0.020575176924467087,20.0,0
4654,,,0.01,,,,,,
4654,192.1091766357422,500.0,,1.0,10000.0,18452.96875,0.020580630749464035,20.0,0
4655,,,0.01,,,,,,
4655,267.99603271484375,500.0,,1.0,10000.0,35910.93359375,0.020700693130493164,20.0,0
4656,,,0.01,,,,,,
4656,63.25423049926758,500.0,,1.0,10000.0,2000.548828125,0.020578086376190186,20.0,0
4657,,,0.01,,,,,,
4657,213.24107360839844,500.0,,1.0,10000.0,22735.87890625,0.020584089681506157,20.0,0
4658,,,0.01,,,,,,
4658,47.952362060546875,500.0,,1.0,10000.0,1149.7144775390625,0.020593473687767982,20.0,0
4659,,,0.01,,,,,,
4659,30.884357452392578,500.0,,1.0,10000.0,476.9217529296875,0.02079429291188717,20.0,0
4660,,,0.01,,,,,,
4660,66.62543487548828,500.0,,1.0,10000.0,2219.47412109375,0.02076072432100773,20.0,0
4661,,,0.01,,,,,,
4661,20.322839736938477,500.0,,1.0,10000.0,206.50892639160156,0.020769644528627396,20.0,0
4662,,,0.01,,,,,,
4662,110.1674575805664,500.0,,1.0,10000.0,6068.43408203125,0.020777668803930283,20.0,0
4663,,,0.01,,,,,,
4663,133.69625854492188,500.0,,1.0,10000.0,8937.345703125,0.020782580599188805,20.0,0
4664,,,0.01,,,,,,
4664,36.450782775878906,500.0,,1.0,10000.0,664.3297729492188,0.02078796736896038,20.0,0
4665,,,0.01,,,,,,
4665,29.513065338134766,500.0,,1.0,10000.0,435.5105285644531,0.020791588351130486,20.0,0
4666,,,0.01,,,,,,
4666,308.5719909667969,500.0,,1.0,10000.0,47608.3359375,0.02079382725059986,20.0,0
4667,,,0.01,,,,,,
4667,317.1554260253906,500.0,,1.0,10000.0,50293.78125,0.020790887996554375,20.0,0
4668,,,0.01,,,,,,
4668,303.0886535644531,500.0,,1.0,10000.0,45931.36328125,0.020788483321666718,20.0,0
4669,,,0.01,,,,,,
4669,488.3573913574219,500.0,,1.0,10000.0,119246.4765625,0.020783431828022003,20.0,0
4670,,,0.01,,,,,,
4670,316.7957458496094,500.0,,1.0,10000.0,50179.76953125,0.020775800570845604,20.0,0
4671,,,0.01,,,,,,
4671,160.54615783691406,500.0,,1.0,10000.0,12887.533203125,0.020764589309692383,20.0,0
4672,,,0.01,,,,,,
4672,165.47866821289062,500.0,,1.0,10000.0,13691.5947265625,0.020745573565363884,20.0,0
4673,,,0.01,,,,,,
4673,16.77659034729004,500.0,,1.0,10000.0,140.72698974609375,0.020742833614349365,20.0,0
4674,,,0.01,,,,,,
4674,25.36602020263672,500.0,,1.0,10000.0,321.71746826171875,0.020740386098623276,20.0,0
4675,,,0.01,,,,,,
4675,96.82978820800781,500.0,,1.0,10000.0,4688.00390625,0.020739251747727394,20.0,0
4676,,,0.01,,,,,,
4676,223.3530731201172,500.0,,1.0,10000.0,24943.296875,0.020731965079903603,20.0,0
4677,,,0.01,,,,,,
4677,319.46636962890625,500.0,,1.0,10000.0,51029.3828125,0.020725641399621964,20.0,0
4678,,,0.01,,,,,,
4678,163.977294921875,500.0,,1.0,10000.0,13444.2783203125,0.0207150150090456,20.0,0
4679,,,0.01,,,,,,
4679,32.79281997680664,500.0,,1.0,10000.0,537.6844482421875,0.020711470395326614,20.0,0
4680,,,0.01,,,,,,
4680,16.084774017333984,500.0,,1.0,10000.0,129.3599853515625,0.020710604265332222,20.0,0
4681,,,0.01,,,,,,
4681,51.91504669189453,500.0,,1.0,10000.0,1347.5859375,0.020711371675133705,20.0,0
4682,,,0.01,,,,,,
4682,430.9394226074219,500.0,,1.0,10000.0,92854.390625,0.020874889567494392,20.0,0
4683,,,0.01,,,,,,
4683,69.08263397216797,500.0,,1.0,10000.0,2386.205078125,0.020792417228221893,20.0,0
4684,,,0.01,,,,,,
4684,275.68243408203125,500.0,,1.0,10000.0,38000.40625,0.020723657682538033,20.0,0
4685,,,0.01,,,,,,
4685,104.26691436767578,500.0,,1.0,10000.0,5435.7939453125,0.020700505003333092,20.0,0
4686,,,0.01,,,,,,
4686,11.340482711791992,500.0,,1.0,10000.0,64.30327606201172,0.020699942484498024,20.0,0
4687,,,0.01,,,,,,
4687,12.203065872192383,500.0,,1.0,10000.0,74.45741271972656,0.0207026619464159,20.0,0
4688,,,0.01,,,,,,
4688,30.99432373046875,500.0,,1.0,10000.0,480.32403564453125,0.020702823996543884,20.0,0
4689,,,0.01,,,,,,
4689,136.08966064453125,500.0,,1.0,10000.0,9260.197265625,0.02070094831287861,20.0,0
4690,,,0.01,,,,,,
4690,5.11366081237793,500.0,,1.0,10000.0,13.074763298034668,0.020697450265288353,20.0,0
4691,,,0.01,,,,,,
4691,127.87336730957031,500.0,,1.0,10000.0,8175.798828125,0.020694490522146225,20.0,0
4692,,,0.01,,,,,,
4692,429.5439758300781,500.0,,1.0,10000.0,92254.0078125,0.020724309608340263,20.0,0
4693,,,0.01,,,,,,
4693,5.832411766052246,500.0,,1.0,10000.0,17.008514404296875,0.02069178596138954,20.0,0
4694,,,0.01,,,,,,
4694,134.67059326171875,500.0,,1.0,10000.0,9068.0859375,0.020689748227596283,20.0,0
4695,,,0.01,,,,,,
4695,178.56173706054688,500.0,,1.0,10000.0,15942.146484375,0.02068980410695076,20.0,0
4696,,,0.01,,,,,,
4696,107.7381820678711,500.0,,1.0,10000.0,5803.7578125,0.020708195865154266,20.0,0
4697,,,0.01,,,,,,
4697,81.58009338378906,500.0,,1.0,10000.0,3327.65576171875,0.020783305168151855,20.0,0
4698,,,0.01,,,,,,
4698,168.42721557617188,500.0,,1.0,10000.0,14183.86328125,0.020708627998828888,20.0,0
4699,,,0.01,,,,,,
4699,5.843328475952148,500.0,,1.0,10000.0,17.072242736816406,0.020711371675133705,20.0,0
4700,,,0.01,,,,,,
4700,156.32977294921875,500.0,,1.0,10000.0,12219.4990234375,0.02071443758904934,20.0,0
4701,,,0.01,,,,,,
4701,25.053701400756836,500.0,,1.0,10000.0,313.8439636230469,0.020716901868581772,20.0,0
4702,,,0.01,,,,,,
4702,21.722253799438477,500.0,,1.0,10000.0,235.92816162109375,0.020730748772621155,20.0,0
4703,,,0.01,,,,,,
4703,94.26712799072266,500.0,,1.0,10000.0,4443.1455078125,0.02087298035621643,20.0,0
4704,,,0.01,,,,,,
4704,188.96670532226562,500.0,,1.0,10000.0,17854.20703125,0.02083977684378624,20.0,0
4705,,,0.01,,,,,,
4705,147.4132843017578,500.0,,1.0,10000.0,10865.3369140625,0.020745426416397095,20.0,0
4706,,,0.01,,,,,,
