train_params/lambda_mask,train/loss_normal_consistency,train/loss_rgb,step,train_params/lambda_normal_consistency,epoch,train/loss_sd_3d,train/grad_norm,train_params/lambda_laplacian_smoothness,lr-Adam,train/max_step,train_params/lambda_rgb,train/grad_norm_3d,train/min_step,train/min_step_3d,train/max_step_3d,train/loss_sd,train_params/lambda_3d_sd,train/loss_mask,train_params/lambda_sd
,,,2558,,,,,,0.001,,,,,,,,,,
100.0,0.013922047801315784,0.005820638500154018,2558,1000.0,0,103.22264099121094,32.319122314453125,0.0,,600.0,1000.0,14.368203163146973,200.0,200.0,600.0,522.2628173828125,1.0,0.22956150770187378,0.02500000037252903
,,,2559,,,,,,0.001,,,,,,,,,,
100.0,0.013917799107730389,0.005816214717924595,2559,1000.0,0,168.41015625,55.48136520385742,0.0,,600.0,1000.0,18.352664947509766,200.0,200.0,600.0,1539.0909423828125,1.0,0.22957128286361694,0.02500000037252903
,,,2560,,,,,,0.001,,,,,,,,,,
100.0,0.013914010487496853,0.005813330411911011,2560,1000.0,0,17.984586715698242,199.59426879882812,0.0,,600.0,1000.0,5.997430801391602,200.0,200.0,600.0,19918.9375,1.0,0.2295290231704712,0.02500000037252903
,,,2561,,,,,,0.001,,,,,,,,,,
100.0,0.013910139910876751,0.005812953691929579,2561,1000.0,0,92.29499053955078,68.16793823242188,0.0,,600.0,1000.0,13.586389541625977,200.0,200.0,600.0,2323.43408203125,1.0,0.2295674979686737,0.02500000037252903
,,,2562,,,,,,0.001,,,,,,,,,,
100.0,0.01390622928738594,0.00581059604883194,2562,1000.0,0,108.24923706054688,269.7998352050781,0.0,,600.0,1000.0,14.713887214660645,200.0,200.0,600.0,36395.9765625,1.0,0.22963261604309082,0.02500000037252903
,,,2563,,,,,,0.001,,,,,,,,,,
100.0,0.013902515172958374,0.005816951394081116,2563,1000.0,0,136.8486328125,122.40180206298828,0.0,,600.0,1000.0,16.543798446655273,200.0,200.0,600.0,7491.1015625,1.0,0.2296634167432785,0.02500000037252903
,,,2564,,,,,,0.001,,,,,,,,,,
100.0,0.013898935168981552,0.005822073668241501,2564,1000.0,0,16.058063507080078,112.64490509033203,0.0,,600.0,1000.0,5.66710901260376,200.0,200.0,600.0,6344.4375,1.0,0.22965899109840393,0.02500000037252903
,,,2565,,,,,,0.001,,,,,,,,,,
100.0,0.01389533281326294,0.005826723761856556,2565,1000.0,0,29.602142333984375,100.48323822021484,0.0,,600.0,1000.0,7.694432735443115,200.0,200.0,600.0,5048.4404296875,1.0,0.22965821623802185,0.02500000037252903
,,,2566,,,,,,0.001,,,,,,,,,,
100.0,0.013891750946640968,0.00583244115114212,2566,1000.0,0,72.6911392211914,52.02548599243164,0.0,,600.0,1000.0,12.057456970214844,200.0,200.0,600.0,1353.3258056640625,1.0,0.2297348827123642,0.02500000037252903
,,,2567,,,,,,0.001,,,,,,,,,,
100.0,0.013888023793697357,0.005827838554978371,2567,1000.0,0,121.603515625,76.23099517822266,0.0,,600.0,1000.0,15.595096588134766,200.0,200.0,600.0,2905.58251953125,1.0,0.2296590507030487,0.02500000037252903
,,,2568,,,,,,0.001,,,,,,,,,,
100.0,0.013883896172046661,0.005823015701025724,2568,1000.0,0,82.34944152832031,172.94459533691406,0.0,,600.0,1000.0,12.83350658416748,200.0,200.0,600.0,14954.916015625,1.0,0.22962018847465515,0.02500000037252903
,,,2569,,,,,,0.001,,,,,,,,,,
100.0,0.013879952020943165,0.0058209653943777084,2569,1000.0,0,38.450401306152344,207.39654541015625,0.0,,600.0,1000.0,8.769309997558594,200.0,200.0,600.0,21506.662109375,1.0,0.22969263792037964,0.02500000037252903
,,,2570,,,,,,0.001,,,,,,,,,,
100.0,0.013875899836421013,0.005819297861307859,2570,1000.0,0,28.07329559326172,76.73705291748047,0.0,,600.0,1000.0,7.49310302734375,200.0,200.0,600.0,2944.287841796875,1.0,0.22967630624771118,0.02500000037252903
,,,2571,,,,,,0.001,,,,,,,,,,
100.0,0.013871696777641773,0.0058152321726083755,2571,1000.0,0,107.06797790527344,48.66963577270508,0.0,,600.0,1000.0,14.633384704589844,200.0,200.0,600.0,1184.36669921875,1.0,0.22963015735149384,0.02500000037252903
,,,2572,,,,,,0.001,,,,,,,,,,
100.0,0.013867047615349293,0.0058117518201470375,2572,1000.0,0,75.30680847167969,82.1792984008789,0.0,,600.0,1000.0,12.27247428894043,200.0,200.0,600.0,3376.71875,1.0,0.22966861724853516,0.02500000037252903
,,,2573,,,,,,0.001,,,,,,,,,,
100.0,0.013862397521734238,0.005806722678244114,2573,1000.0,0,107.10551452636719,73.43028259277344,0.0,,600.0,1000.0,14.635950088500977,200.0,200.0,600.0,2696.00341796875,1.0,0.2296290099620819,0.02500000037252903
,,,2574,,,,,,0.001,,,,,,,,,,
100.0,0.013857814483344555,0.005793607793748379,2574,1000.0,0,32.19001007080078,124.82691955566406,0.0,,600.0,1000.0,8.02371597290039,200.0,200.0,600.0,7790.8798828125,1.0,0.22954070568084717,0.02500000037252903
,,,2575,,,,,,0.001,,,,,,,,,,
100.0,0.013853388838469982,0.005781061947345734,2575,1000.0,0,161.01657104492188,68.63338470458984,0.0,,600.0,1000.0,17.945281982421875,200.0,200.0,600.0,2355.2705078125,1.0,0.2294573038816452,0.02500000037252903
,,,2576,,,,,,0.001,,,,,,,,,,
100.0,0.013848894275724888,0.005774165503680706,2576,1000.0,0,42.97698211669922,250.64608764648438,0.0,,600.0,1000.0,9.271136283874512,200.0,200.0,600.0,31411.728515625,1.0,0.22945672273635864,0.02500000037252903
,,,2577,,,,,,0.001,,,,,,,,,,
100.0,0.013844281435012817,0.005769766867160797,2577,1000.0,0,82.25828552246094,215.10398864746094,0.0,,600.0,1000.0,12.826401710510254,200.0,200.0,600.0,23134.861328125,1.0,0.22940310835838318,0.02500000037252903
,,,2578,,,,,,0.001,,,,,,,,,,
100.0,0.01383950188755989,0.005772055126726627,2578,1000.0,0,106.07714080810547,54.0860710144043,0.0,,600.0,1000.0,14.565516471862793,200.0,200.0,600.0,1462.6517333984375,1.0,0.22939139604568481,0.02500000037252903
,,,2579,,,,,,0.001,,,,,,,,,,
100.0,0.01383455004543066,0.005771670024842024,2579,1000.0,0,23.166872024536133,58.221153259277344,0.0,,600.0,1000.0,6.806889533996582,200.0,200.0,600.0,1694.851318359375,1.0,0.22939276695251465,0.02500000037252903
,,,2580,,,,,,0.001,,,,,,,,,,
100.0,0.013829684816300869,0.0057677049189805984,2580,1000.0,0,64.76139068603516,108.2134017944336,0.0,,600.0,1000.0,11.380807876586914,200.0,200.0,600.0,5855.07080078125,1.0,0.22928747534751892,0.02500000037252903
,,,2581,,,,,,0.001,,,,,,,,,,
100.0,0.013856722973287106,0.005763602908700705,2581,1000.0,0,33.92023849487305,41.70879364013672,0.0,,600.0,1000.0,8.236533164978027,200.0,200.0,600.0,869.8117065429688,1.0,0.22923429310321808,0.02500000037252903
,,,2582,,,,,,0.001,,,,,,,,,,
100.0,0.013851861469447613,0.005753917153924704,2582,1000.0,0,28.97633934020996,149.2945556640625,0.0,,600.0,1000.0,7.61266565322876,200.0,200.0,600.0,11144.431640625,1.0,0.229111447930336,0.02500000037252903
,,,2583,,,,,,0.001,,,,,,,,,,
100.0,0.013814931735396385,0.005744239315390587,2583,1000.0,0,33.60248565673828,254.923828125,0.0,,600.0,1000.0,8.197863578796387,200.0,200.0,600.0,32493.078125,1.0,0.22903259098529816,0.02500000037252903
,,,2584,,,,,,0.001,,,,,,,,,,
100.0,0.013810267671942711,0.005733395926654339,2584,1000.0,0,60.596832275390625,366.9366149902344,0.0,,600.0,1000.0,11.00879955291748,200.0,200.0,600.0,67321.2421875,1.0,0.22910797595977783,0.02500000037252903
,,,2585,,,,,,0.001,,,,,,,,,,
100.0,0.013805571012198925,0.005722200032323599,2585,1000.0,0,17.100379943847656,257.0790710449219,0.0,,600.0,1000.0,5.848141670227051,200.0,200.0,600.0,33044.8359375,1.0,0.22922246158123016,0.02500000037252903
,,,2586,,,,,,0.001,,,,,,,,,,
100.0,0.013800803571939468,0.005712633486837149,2586,1000.0,0,158.781982421875,262.666015625,0.0,,600.0,1000.0,17.820323944091797,200.0,200.0,600.0,34496.71875,1.0,0.2292191982269287,0.02500000037252903
,,,2587,,,,,,0.001,,,,,,,,,,
100.0,0.013796186074614525,0.005712728947401047,2587,1000.0,0,27.29958724975586,63.8908576965332,0.0,,600.0,1000.0,7.389125347137451,200.0,200.0,600.0,2041.020751953125,1.0,0.229213148355484,0.02500000037252903
,,,2588,,,,,,0.001,,,,,,,,,,
100.0,0.013791672885417938,0.0057091861963272095,2588,1000.0,0,14.503864288330078,117.36339569091797,0.0,,600.0,1000.0,5.385882377624512,200.0,200.0,600.0,6887.08349609375,1.0,0.22919154167175293,0.02500000037252903
,,,2589,,,,,,0.001,,,,,,,,,,
100.0,0.013787221163511276,0.0057077533565461636,2589,1000.0,0,53.31234359741211,53.71373748779297,0.0,,600.0,1000.0,10.325922966003418,200.0,200.0,600.0,1442.582763671875,1.0,0.22925400733947754,0.02500000037252903
,,,2590,,,,,,0.001,,,,,,,,,,
100.0,0.013782769441604614,0.005706369876861572,2590,1000.0,0,28.178455352783203,208.68228149414062,0.0,,600.0,1000.0,7.507123947143555,200.0,200.0,600.0,21774.15234375,1.0,0.2292519211769104,0.02500000037252903
,,,2591,,,,,,0.001,,,,,,,,,,
100.0,0.013778358697891235,0.0057055652141571045,2591,1000.0,0,153.64312744140625,82.27180480957031,0.0,,600.0,1000.0,17.529582977294922,200.0,200.0,600.0,3384.32470703125,1.0,0.22929063439369202,0.02500000037252903
,,,2592,,,,,,0.001,,,,,,,,,,
100.0,0.013773740269243717,0.005707459058612585,2592,1000.0,0,10.072202682495117,153.72991943359375,0.0,,600.0,1000.0,4.48825216293335,200.0,200.0,600.0,11816.443359375,1.0,0.2292875349521637,0.02500000037252903
,,,2593,,,,,,0.001,,,,,,,,,,
100.0,0.013769240118563175,0.005708175711333752,2593,1000.0,0,65.20369720458984,231.1439666748047,0.0,,600.0,1000.0,11.419605255126953,200.0,200.0,600.0,26713.76953125,1.0,0.2292531132698059,0.02500000037252903
,,,2594,,,,,,0.001,,,,,,,,,,
100.0,0.013764537870883942,0.005704594776034355,2594,1000.0,0,49.25455093383789,73.50196838378906,0.0,,600.0,1000.0,9.925174713134766,200.0,200.0,600.0,2701.269775390625,1.0,0.22925105690956116,0.02500000037252903
,,,2595,,,,,,0.001,,,,,,,,,,
100.0,0.013759855180978775,0.00569865433499217,2595,1000.0,0,36.14459991455078,231.84780883789062,0.0,,600.0,1000.0,8.50230598449707,200.0,200.0,600.0,26876.703125,1.0,0.22917088866233826,0.02500000037252903
,,,2596,,,,,,0.001,,,,,,,,,,
100.0,0.013755042105913162,0.005694971885532141,2596,1000.0,0,38.56489562988281,100.65186309814453,0.0,,600.0,1000.0,8.782357215881348,200.0,200.0,600.0,5065.39892578125,1.0,0.22917087376117706,0.02500000037252903
,,,2597,,,,,,0.001,,,,,,,,,,
100.0,0.013750237412750721,0.005690425168722868,2597,1000.0,0,155.81707763671875,185.90333557128906,0.0,,600.0,1000.0,17.653162002563477,200.0,200.0,600.0,17280.025390625,1.0,0.22916942834854126,0.02500000037252903
,,,2598,,,,,,0.001,,,,,,,,,,
100.0,0.013745706528425217,0.005695009604096413,2598,1000.0,0,104.66392517089844,176.63197326660156,0.0,,600.0,1000.0,14.468167304992676,200.0,200.0,600.0,15599.4267578125,1.0,0.2291654348373413,0.02500000037252903
,,,2599,,,,,,0.001,,,,,,,,,,
100.0,0.013741153292357922,0.005699208006262779,2599,1000.0,0,101.94950866699219,196.60731506347656,0.0,,600.0,1000.0,14.279321670532227,200.0,200.0,600.0,19327.216796875,1.0,0.22916525602340698,0.02500000037252903
,,,2600,,,,,,0.001,,,,,,,,,,
100.0,0.013736854307353497,0.0057037039659917355,2600,1000.0,0,72.60627746582031,221.20263671875,0.0,,600.0,1000.0,12.050416946411133,200.0,200.0,600.0,24465.3046875,1.0,0.22912390530109406,0.02500000037252903
,,,2601,,,,,,0.001,,,,,,,,,,
100.0,0.013732362538576126,0.005707092583179474,2601,1000.0,0,84.03524780273438,197.37208557128906,0.0,,600.0,1000.0,12.964200973510742,200.0,200.0,600.0,19477.869140625,1.0,0.2290811538696289,0.02500000037252903
,,,2602,,,,,,0.001,,,,,,,,,,
100.0,0.013727926649153233,0.0057134199887514114,2602,1000.0,0,89.22245788574219,184.25888061523438,0.0,,600.0,1000.0,13.358327865600586,200.0,200.0,600.0,16975.66796875,1.0,0.2290799915790558,0.02500000037252903
,,,2603,,,,,,0.001,,,,,,,,,,
100.0,0.013723297975957394,0.005718722473829985,2603,1000.0,0,67.93696594238281,259.0443420410156,0.0,,600.0,1000.0,11.65649700164795,200.0,200.0,600.0,33551.984375,1.0,0.22895900905132294,0.02500000037252903
,,,2604,,,,,,0.001,,,,,,,,,,
100.0,0.013718884438276291,0.005728678312152624,2604,1000.0,0,51.66167449951172,35.966739654541016,0.0,,600.0,1000.0,10.164810180664062,200.0,200.0,600.0,646.80322265625,1.0,0.22898894548416138,0.02500000037252903
,,,2605,,,,,,0.001,,,,,,,,,,
100.0,0.013714533299207687,0.005737954284995794,2605,1000.0,0,153.84930419921875,50.279544830322266,0.0,,600.0,1000.0,17.541339874267578,200.0,200.0,600.0,1264.016357421875,1.0,0.22898881137371063,0.02500000037252903
,,,2606,,,,,,0.001,,,,,,,,,,
100.0,0.013710138387978077,0.005749802570790052,2606,1000.0,0,95.75541687011719,294.1788024902344,0.0,,600.0,1000.0,13.838744163513184,200.0,200.0,600.0,43270.5859375,1.0,0.22898679971694946,0.02500000037252903
,,,2607,,,,,,0.001,,,,,,,,,,
100.0,0.013705894351005554,0.005760862957686186,2607,1000.0,0,27.43547821044922,176.42767333984375,0.0,,600.0,1000.0,7.407493591308594,200.0,200.0,600.0,15563.361328125,1.0,0.2288682907819748,0.02500000037252903
,,,2608,,,,,,0.001,,,,,,,,,,
100.0,0.013701791875064373,0.005770760588347912,2608,1000.0,0,62.54396438598633,266.3422546386719,0.0,,600.0,1000.0,11.184271812438965,200.0,200.0,600.0,35469.1015625,1.0,0.22886940836906433,0.02500000037252903
,,,2609,,,,,,0.001,,,,,,,,,,
100.0,0.013697728514671326,0.005783743225038052,2609,1000.0,0,76.7265625,58.212120056152344,0.0,,600.0,1000.0,12.387619972229004,200.0,200.0,600.0,1694.3255615234375,1.0,0.2289106249809265,0.02500000037252903
,,,2610,,,,,,0.001,,,,,,,,,,
100.0,0.013693599961698055,0.005796642508357763,2610,1000.0,0,87.51509094238281,230.95265197753906,0.0,,600.0,1000.0,13.229896545410156,200.0,200.0,600.0,26669.5625,1.0,0.22883257269859314,0.02500000037252903
,,,2611,,,,,,0.001,,,,,,,,,,
100.0,0.01368947234004736,0.005810210481286049,2611,1000.0,0,67.68189239501953,226.968017578125,0.0,,600.0,1000.0,11.634593963623047,200.0,200.0,600.0,25757.240234375,1.0,0.22887355089187622,0.02500000037252903
,,,2612,,,,,,0.001,,,,,,,,,,
100.0,0.013685495592653751,0.005822504870593548,2612,1000.0,0,39.80296325683594,249.06692504882812,0.0,,600.0,1000.0,8.922215461730957,200.0,200.0,600.0,31017.169921875,1.0,0.22887197136878967,0.02500000037252903
,,,2613,,,,,,0.001,,,,,,,,,,
100.0,0.013713319785892963,0.005835541989654303,2613,1000.0,0,81.19491577148438,78.17537689208984,0.0,,600.0,1000.0,12.743227005004883,200.0,200.0,600.0,3055.69482421875,1.0,0.2289097011089325,0.02500000037252903
,,,2614,,,,,,0.001,,,,,,,,,,
100.0,0.013761096633970737,0.005848250351846218,2614,1000.0,0,156.72576904296875,85.64154052734375,0.0,,600.0,1000.0,17.70456314086914,200.0,200.0,600.0,3667.23681640625,1.0,0.22887170314788818,0.02500000037252903
,,,2615,,,,,,0.001,,,,,,,,,,
100.0,0.013673669658601284,0.005858364515006542,2615,1000.0,0,16.47152328491211,197.72975158691406,0.0,,600.0,1000.0,5.739603519439697,200.0,200.0,600.0,19548.52734375,1.0,0.2288316935300827,0.02500000037252903
,,,2616,,,,,,0.001,,,,,,,,,,
100.0,0.013669803738594055,0.005864109843969345,2616,1000.0,0,28.97296142578125,148.9749755859375,0.0,,600.0,1000.0,7.612221717834473,200.0,200.0,600.0,11096.771484375,1.0,0.22883036732673645,0.02500000037252903
,,,2617,,,,,,0.001,,,,,,,,,,
100.0,0.013665827922523022,0.005868574138730764,2617,1000.0,0,138.57427978515625,133.46266174316406,0.0,,600.0,1000.0,16.64777946472168,200.0,200.0,600.0,8906.1416015625,1.0,0.22882819175720215,0.02500000037252903
,,,2618,,,,,,0.001,,,,,,,,,,
100.0,0.013662092387676239,0.0058813574723899364,2618,1000.0,0,124.0670394897461,153.8837432861328,0.0,,600.0,1000.0,15.752272605895996,200.0,200.0,600.0,11840.103515625,1.0,0.22878506779670715,0.02500000037252903
,,,2619,,,,,,0.001,,,,,,,,,,
100.0,0.01365826465189457,0.005907916463911533,2619,1000.0,0,59.99142074584961,186.10462951660156,0.0,,600.0,1000.0,10.953667640686035,200.0,200.0,600.0,17317.466796875,1.0,0.2287835031747818,0.02500000037252903
,,,2620,,,,,,0.001,,,,,,,,,,
100.0,0.013654328882694244,0.0059343306347727776,2620,1000.0,0,13.370647430419922,59.91139221191406,0.0,,600.0,1000.0,5.17119836807251,200.0,200.0,600.0,1794.6875,1.0,0.22880595922470093,0.02500000037252903
,,,2621,,,,,,0.001,,,,,,,,,,
100.0,0.013650525361299515,0.005957744084298611,2621,1000.0,0,39.09368896484375,106.3081283569336,0.0,,600.0,1000.0,8.842362403869629,200.0,200.0,600.0,5650.708984375,1.0,0.22880089282989502,0.02500000037252903
,,,2622,,,,,,0.001,,,,,,,,,,
100.0,0.013646711595356464,0.0059807077050209045,2622,1000.0,0,303.5748291015625,83.73173522949219,0.0,,600.0,1000.0,24.64040756225586,200.0,200.0,600.0,3505.502197265625,1.0,0.22883960604667664,0.02500000037252903
,,,2623,,,,,,0.001,,,,,,,,,,
100.0,0.01364290714263916,0.006004721857607365,2623,1000.0,0,73.89962768554688,96.45150756835938,0.0,,600.0,1000.0,12.157271385192871,200.0,200.0,600.0,4651.4462890625,1.0,0.2290233075618744,0.02500000037252903
,,,2624,,,,,,0.001,,,,,,,,,,
100.0,0.013638990931212902,0.006024174392223358,2624,1000.0,0,94.40803527832031,55.980403900146484,0.0,,600.0,1000.0,13.741036415100098,200.0,200.0,600.0,1566.90283203125,1.0,0.22900697588920593,0.02500000037252903
,,,2625,,,,,,0.001,,,,,,,,,,
100.0,0.013634977862238884,0.00604098429903388,2625,1000.0,0,13.576276779174805,76.02195739746094,0.0,,600.0,1000.0,5.210811138153076,200.0,200.0,600.0,2889.669189453125,1.0,0.2290026992559433,0.02500000037252903
,,,2626,,,,,,0.001,,,,,,,,,,
100.0,0.013630768284201622,0.006054162047803402,2626,1000.0,0,101.9161605834961,180.1212921142578,0.0,,600.0,1000.0,14.276986122131348,200.0,200.0,600.0,16221.8388671875,1.0,0.22900131344795227,0.02500000037252903
,,,2627,,,,,,0.001,,,,,,,,,,
100.0,0.013626697473227978,0.006064227782189846,2627,1000.0,0,71.7374038696289,143.35824584960938,0.0,,600.0,1000.0,11.978096961975098,200.0,200.0,600.0,10275.79296875,1.0,0.22892476618289948,0.02500000037252903
,,,2628,,,,,,0.001,,,,,,,,,,
100.0,0.01362241618335247,0.0060658082365989685,2628,1000.0,0,49.465248107910156,93.97103881835938,0.0,,600.0,1000.0,9.946380615234375,200.0,200.0,600.0,4415.2783203125,1.0,0.2289225161075592,0.02500000037252903
,,,2629,,,,,,0.001,,,,,,,,,,
100.0,0.013617908582091331,0.00605968851596117,2629,1000.0,0,19.97928237915039,121.9682388305664,0.0,,600.0,1000.0,6.3212785720825195,200.0,200.0,600.0,7438.1259765625,1.0,0.2289145290851593,0.02500000037252903
,,,2630,,,,,,0.001,,,,,,,,,,
100.0,0.0136133823543787,0.0060515860095620155,2630,1000.0,0,112.31840515136719,176.85452270507812,0.0,,600.0,1000.0,14.98788833618164,200.0,200.0,600.0,15638.7587890625,1.0,0.2288130521774292,0.02500000037252903
,,,2631,,,,,,0.001,,,,,,,,,,
100.0,0.013608898036181927,0.006043221335858107,2631,1000.0,0,29.771883010864258,212.20091247558594,0.0,,600.0,1000.0,7.716460704803467,200.0,200.0,600.0,22514.615234375,1.0,0.22880643606185913,0.02500000037252903
,,,2632,,,,,,0.001,,,,,,,,,,
100.0,0.013604464009404182,0.006035649683326483,2632,1000.0,0,9.152956008911133,189.8822479248047,0.0,,600.0,1000.0,4.278541088104248,200.0,200.0,600.0,18027.6328125,1.0,0.2288181036710739,0.02500000037252903
,,,2633,,,,,,0.001,,,,,,,,,,
100.0,0.013599996455013752,0.0060274796560406685,2633,1000.0,0,46.760128021240234,174.4267578125,0.0,,600.0,1000.0,9.670587539672852,200.0,200.0,600.0,15212.345703125,1.0,0.22877782583236694,0.02500000037252903
,,,2634,,,,,,0.001,,,,,,,,,,
100.0,0.013595601543784142,0.006017702631652355,2634,1000.0,0,55.59542465209961,86.39144897460938,0.0,,600.0,1000.0,10.544707298278809,200.0,200.0,600.0,3731.741455078125,1.0,0.22881123423576355,0.02500000037252903
,,,2635,,,,,,0.001,,,,,,,,,,
100.0,0.013591303490102291,0.00600809371098876,2635,1000.0,0,18.43402862548828,241.10154724121094,0.0,,600.0,1000.0,6.071906566619873,200.0,200.0,600.0,29064.9765625,1.0,0.2287304550409317,0.02500000037252903
,,,2636,,,,,,0.001,,,,,,,,,,
100.0,0.013587224297225475,0.005996699444949627,2636,1000.0,0,48.310089111328125,233.7708282470703,0.0,,600.0,1000.0,9.829556465148926,200.0,200.0,600.0,27324.3984375,1.0,0.22872647643089294,0.02500000037252903
,,,2637,,,,,,0.001,,,,,,,,,,
100.0,0.013583265244960785,0.005983713548630476,2637,1000.0,0,109.92153930664062,79.47819519042969,0.0,,600.0,1000.0,14.827105522155762,200.0,200.0,600.0,3158.3916015625,1.0,0.2287173867225647,0.02500000037252903
,,,2638,,,,,,0.001,,,,,,,,,,
100.0,0.013579077087342739,0.005972606595605612,2638,1000.0,0,39.43592071533203,171.5255889892578,0.0,,600.0,1000.0,8.880982398986816,200.0,200.0,600.0,14710.5126953125,1.0,0.22873760759830475,0.02500000037252903
,,,2639,,,,,,0.001,,,,,,,,,,
100.0,0.01357486005872488,0.005958370864391327,2639,1000.0,0,112.527587890625,118.72787475585938,0.0,,600.0,1000.0,15.001839637756348,200.0,200.0,600.0,7048.15380859375,1.0,0.22873203456401825,0.02500000037252903
,,,2640,,,,,,0.001,,,,,,,,,,
100.0,0.01357076782733202,0.005948989652097225,2640,1000.0,0,80.92914581298828,187.7803955078125,0.0,,600.0,1000.0,12.7223539352417,200.0,200.0,600.0,17630.73828125,1.0,0.22867321968078613,0.02500000037252903
,,,2641,,,,,,0.001,,,,,,,,,,
100.0,0.013566657900810242,0.005940323229879141,2641,1000.0,0,53.66644287109375,144.90292358398438,0.0,,600.0,1000.0,10.360158920288086,200.0,200.0,600.0,10498.427734375,1.0,0.22869405150413513,0.02500000037252903
,,,2642,,,,,,0.001,,,,,,,,,,
100.0,0.013626771047711372,0.005929154343903065,2642,1000.0,0,80.75167083740234,114.45410919189453,0.0,,600.0,1000.0,12.708396911621094,200.0,200.0,600.0,6549.87158203125,1.0,0.2286464273929596,0.02500000037252903
,,,2643,,,,,,0.001,,,,,,,,,,
100.0,0.013558300212025642,0.005919196642935276,2643,1000.0,0,35.343196868896484,133.74415588378906,0.0,,600.0,1000.0,8.407520294189453,200.0,200.0,600.0,8943.75,1.0,0.22859981656074524,0.02500000037252903
,,,2644,,,,,,0.001,,,,,,,,,,
100.0,0.013553927652537823,0.005913442932069302,2644,1000.0,0,64.18727111816406,77.77918243408203,0.0,,600.0,1000.0,11.33024787902832,200.0,200.0,600.0,3024.80029296875,1.0,0.22862498462200165,0.02500000037252903
,,,2645,,,,,,0.001,,,,,,,,,,
100.0,0.013549665920436382,0.005903743207454681,2645,1000.0,0,32.20022201538086,112.41342163085938,0.0,,600.0,1000.0,8.024989128112793,200.0,200.0,600.0,6318.388671875,1.0,0.2286212146282196,0.02500000037252903
,,,2646,,,,,,0.001,,,,,,,,,,
100.0,0.013545382767915726,0.005894867703318596,2646,1000.0,0,17.569379806518555,281.8122863769531,0.0,,600.0,1000.0,5.92779541015625,200.0,200.0,600.0,39709.078125,1.0,0.22865916788578033,0.02500000037252903
,,,2647,,,,,,0.001,,,,,,,,,,
100.0,0.013541175983846188,0.005883174017071724,2647,1000.0,0,86.79061126708984,136.07260131835938,0.0,,600.0,1000.0,13.175023078918457,200.0,200.0,600.0,9257.8759765625,1.0,0.22862508893013,0.02500000037252903
,,,2648,,,,,,0.001,,,,,,,,,,
100.0,0.01353677548468113,0.005879453849047422,2648,1000.0,0,53.246337890625,180.41281127929688,0.0,,600.0,1000.0,10.319528579711914,200.0,200.0,600.0,16274.392578125,1.0,0.22859260439872742,0.02500000037252903
,,,2649,,,,,,0.001,,,,,,,,,,
100.0,0.01353257242590189,0.005874154157936573,2649,1000.0,0,112.65274810791016,259.9917297363281,0.0,,600.0,1000.0,15.01017951965332,200.0,200.0,600.0,33797.84375,1.0,0.22858816385269165,0.02500000037252903
,,,2650,,,,,,0.001,,,,,,,,,,
100.0,0.013528509065508842,0.005875047296285629,2650,1000.0,0,78.11682891845703,63.065555572509766,0.0,,600.0,1000.0,12.499346733093262,200.0,200.0,600.0,1988.632080078125,1.0,0.22854460775852203,0.02500000037252903
,,,2651,,,,,,0.001,,,,,,,,,,
100.0,0.013524300418794155,0.005877410527318716,2651,1000.0,0,28.335857391357422,163.81565856933594,0.0,,600.0,1000.0,7.528061866760254,200.0,200.0,600.0,13417.78515625,1.0,0.2285064458847046,0.02500000037252903
,,,2652,,,,,,0.001,,,,,,,,,,
100.0,0.013519947417080402,0.005877455230802298,2652,1000.0,0,100.14568328857422,249.1031951904297,0.0,,600.0,1000.0,14.152433395385742,200.0,200.0,600.0,31026.197265625,1.0,0.22838087379932404,0.02500000037252903
,,,2653,,,,,,0.001,,,,,,,,,,
100.0,0.013515539467334747,0.005873691290616989,2653,1000.0,0,101.34430694580078,185.00186157226562,0.0,,600.0,1000.0,14.2368745803833,200.0,200.0,600.0,17112.84375,1.0,0.22834546864032745,0.02500000037252903
,,,2654,,,,,,0.001,,,,,,,,,,
100.0,0.013511142693459988,0.00587060209363699,2654,1000.0,0,88.45709991455078,148.14743041992188,0.0,,600.0,1000.0,13.300909996032715,200.0,200.0,600.0,10973.830078125,1.0,0.22830376029014587,0.02500000037252903
,,,2655,,,,,,0.001,,,,,,,,,,
100.0,0.013506712391972542,0.005865131970494986,2655,1000.0,0,25.511192321777344,248.39373779296875,0.0,,600.0,1000.0,7.142995357513428,200.0,200.0,600.0,30849.72265625,1.0,0.22830170392990112,0.02500000037252903
,,,2656,,,,,,0.001,,,,,,,,,,
100.0,0.013502212241292,0.00586217176169157,2656,1000.0,0,35.74858856201172,221.05325317382812,0.0,,600.0,1000.0,8.45560073852539,200.0,200.0,600.0,24432.2734375,1.0,0.22829996049404144,0.02500000037252903
,,,2657,,,,,,0.001,,,,,,,,,,
100.0,0.013497778214514256,0.005861046724021435,2657,1000.0,0,94.4555435180664,98.2931900024414,0.0,,600.0,1000.0,13.744492530822754,200.0,200.0,600.0,4830.775390625,1.0,0.22829669713974,0.02500000037252903
,,,2658,,,,,,0.001,,,,,,,,,,
100.0,0.013493531383574009,0.005864112637937069,2658,1000.0,0,88.82337951660156,99.85462188720703,0.0,,600.0,1000.0,13.32841968536377,200.0,200.0,600.0,4985.47265625,1.0,0.2282986044883728,0.02500000037252903
,,,2659,,,,,,0.001,,,,,,,,,,
