train_params/lambda_mask,train/loss_normal_consistency,train/loss_rgb,step,train_params/lambda_normal_consistency,epoch,train/loss_sd_3d,train/grad_norm,train_params/lambda_laplacian_smoothness,lr-Adam,train/max_step,train_params/lambda_rgb,train/grad_norm_3d,train/min_step,train/min_step_3d,train/max_step_3d,train/loss_sd,train_params/lambda_3d_sd,train/loss_mask,train_params/lambda_sd
100.0,0.0740891695022583,0.012614056468009949,19,1000.0,0,17.00104522705078,266.6536865234375,0.0,,600.0,1000.0,5.8311309814453125,200.0,200.0,600.0,35552.09375,1.0,0.25553083419799805,0.02500000037252903
,,,20,,,,,,0.001,,,,,,,,,,
100.0,0.07394549250602722,0.012470806948840618,20,1000.0,0,28.472362518310547,358.6513977050781,0.0,,600.0,1000.0,7.546173095703125,200.0,200.0,600.0,64315.41796875,1.0,0.25561994314193726,0.02500000037252903
,,,21,,,,,,0.001,,,,,,,,,,
100.0,0.07380576431751251,0.012338057160377502,21,1000.0,0,110.69383239746094,100.45405578613281,0.0,,600.0,1000.0,14.879101753234863,200.0,200.0,600.0,5045.5087890625,1.0,0.2556016445159912,0.02500000037252903
,,,22,,,,,,0.001,,,,,,,,,,
100.0,0.07366647571325302,0.012202592566609383,22,1000.0,0,18.374547958374023,178.34942626953125,0.0,,600.0,1000.0,6.062102794647217,200.0,200.0,600.0,15904.2587890625,1.0,0.2555519938468933,0.02500000037252903
,,,23,,,,,,0.001,,,,,,,,,,
100.0,0.07352709025144577,0.012074330821633339,23,1000.0,0,76.32207489013672,62.46153259277344,0.0,,600.0,1000.0,12.354924201965332,200.0,200.0,600.0,1950.7213134765625,1.0,0.2554616928100586,0.02500000037252903
,,,24,,,,,,0.001,,,,,,,,,,
100.0,0.07339011877775192,0.01194695197045803,24,1000.0,0,212.96688842773438,147.9235076904297,0.0,,600.0,1000.0,20.63816261291504,200.0,200.0,600.0,10940.681640625,1.0,0.25548696517944336,0.02500000037252903
,,,25,,,,,,0.001,,,,,,,,,,
100.0,0.07325484603643417,0.011827049776911736,25,1000.0,0,104.839599609375,193.2674560546875,0.0,,600.0,1000.0,14.480303764343262,200.0,200.0,600.0,18676.154296875,1.0,0.25550252199172974,0.02500000037252903
,,,26,,,,,,0.001,,,,,,,,,,
100.0,0.0731208398938179,0.01173644419759512,26,1000.0,0,63.59153747558594,59.00958251953125,0.0,,600.0,1000.0,11.277547836303711,200.0,200.0,600.0,1741.0650634765625,1.0,0.2555229365825653,0.02500000037252903
,,,27,,,,,,0.001,,,,,,,,,,
100.0,0.07298781722784042,0.011647634208202362,27,1000.0,0,95.24571228027344,72.27867889404297,0.0,,600.0,1000.0,13.801862716674805,200.0,200.0,600.0,2612.103515625,1.0,0.255585640668869,0.02500000037252903
,,,28,,,,,,0.001,,,,,,,,,,
100.0,0.07285524159669876,0.011554418131709099,28,1000.0,0,74.68801879882812,213.43716430664062,0.0,,600.0,1000.0,12.221948623657227,200.0,200.0,600.0,22777.712890625,1.0,0.25542783737182617,0.02500000037252903
,,,29,,,,,,0.001,,,,,,,,,,
100.0,0.072723887860775,0.01146217342466116,29,1000.0,0,108.54583740234375,55.75044631958008,0.0,,600.0,1000.0,14.734030723571777,200.0,200.0,600.0,1554.05615234375,1.0,0.2553749680519104,0.02500000037252903
,,,30,,,,,,0.001,,,,,,,,,,
100.0,0.07259386777877808,0.011366164311766624,30,1000.0,0,138.3394012451172,60.30348587036133,0.0,,600.0,1000.0,16.633665084838867,200.0,200.0,600.0,1818.2552490234375,1.0,0.25537651777267456,0.02500000037252903
,,,31,,,,,,0.001,,,,,,,,,,
100.0,0.07246354222297668,0.011265846900641918,31,1000.0,0,147.45118713378906,78.48382568359375,0.0,,600.0,1000.0,17.17272186279297,200.0,200.0,600.0,3079.85546875,1.0,0.25522997975349426,0.02500000037252903
,,,32,,,,,,0.001,,,,,,,,,,
100.0,0.07233578711748123,0.011162328533828259,32,1000.0,0,28.273006439208984,245.47799682617188,0.0,,600.0,1000.0,7.519708633422852,200.0,200.0,600.0,30129.724609375,1.0,0.25521886348724365,0.02500000037252903
,,,33,,,,,,0.001,,,,,,,,,,
100.0,0.07220946997404099,0.011077429167926311,33,1000.0,0,75.40605163574219,128.160400390625,0.0,,600.0,1000.0,12.280557632446289,200.0,200.0,600.0,8212.544921875,1.0,0.25520071387290955,0.02500000037252903
,,,34,,,,,,0.001,,,,,,,,,,
100.0,0.0720835030078888,0.010998992249369621,34,1000.0,0,120.81595611572266,222.57131958007812,0.0,,600.0,1000.0,15.544513702392578,200.0,200.0,600.0,24768.99609375,1.0,0.25506073236465454,0.02500000037252903
,,,35,,,,,,0.001,,,,,,,,,,
100.0,0.07195908576250076,0.010928142815828323,35,1000.0,0,39.17242431640625,70.33841705322266,0.0,,600.0,1000.0,8.851262092590332,200.0,200.0,600.0,2473.74658203125,1.0,0.25510233640670776,0.02500000037252903
,,,36,,,,,,0.001,,,,,,,,,,
100.0,0.07183416187763214,0.010855826549232006,36,1000.0,0,29.68040657043457,204.9410400390625,0.0,,600.0,1000.0,7.704596519470215,200.0,200.0,600.0,21000.4140625,1.0,0.25512492656707764,0.02500000037252903
,,,37,,,,,,0.001,,,,,,,,,,
100.0,0.07171007990837097,0.010790906846523285,37,1000.0,0,22.66843032836914,62.144107818603516,0.0,,600.0,1000.0,6.733265399932861,200.0,200.0,600.0,1930.945068359375,1.0,0.2551175057888031,0.02500000037252903
,,,38,,,,,,0.001,,,,,,,,,,
100.0,0.07158556580543518,0.010728154331445694,38,1000.0,0,42.10383224487305,137.4228973388672,0.0,,600.0,1000.0,9.176472663879395,200.0,200.0,600.0,9442.525390625,1.0,0.25514358282089233,0.02500000037252903
,,,39,,,,,,0.001,,,,,,,,,,
100.0,0.07146188616752625,0.01066008023917675,39,1000.0,0,124.88990783691406,142.2891082763672,0.0,,600.0,1000.0,15.804424285888672,200.0,200.0,600.0,10123.095703125,1.0,0.25513720512390137,0.02500000037252903
,,,40,,,,,,0.001,,,,,,,,,,
100.0,0.07133808732032776,0.010594206862151623,40,1000.0,0,82.96188354492188,117.18919372558594,0.0,,600.0,1000.0,12.881139755249023,200.0,200.0,600.0,6866.65380859375,1.0,0.25509899854660034,0.02500000037252903
,,,41,,,,,,0.001,,,,,,,,,,
100.0,0.07121399790048599,0.01052344124764204,41,1000.0,0,174.76531982421875,215.66737365722656,0.0,,600.0,1000.0,18.69573974609375,200.0,200.0,600.0,23256.20703125,1.0,0.25504013895988464,0.02500000037252903
,,,42,,,,,,0.001,,,,,,,,,,
100.0,0.07109102606773376,0.010454311966896057,42,1000.0,0,51.80681610107422,241.654052734375,0.0,,600.0,1000.0,10.179078102111816,200.0,200.0,600.0,29198.341796875,1.0,0.25502800941467285,0.02500000037252903
,,,43,,,,,,0.001,,,,,,,,,,
100.0,0.07102689146995544,0.010388818569481373,43,1000.0,0,46.14400863647461,72.20203399658203,0.0,,600.0,1000.0,9.60666561126709,200.0,200.0,600.0,2606.566650390625,1.0,0.2550186514854431,0.02500000037252903
,,,44,,,,,,0.001,,,,,,,,,,
100.0,0.07090511173009872,0.010318391025066376,44,1000.0,0,40.12311935424805,157.6893768310547,0.0,,600.0,1000.0,8.958026885986328,200.0,200.0,600.0,12432.9716796875,1.0,0.2550559937953949,0.02500000037252903
,,,45,,,,,,0.001,,,,,,,,,,
100.0,0.07072653621435165,0.010252121835947037,45,1000.0,0,173.72744750976562,260.7592468261719,0.0,,600.0,1000.0,18.6401424407959,200.0,200.0,600.0,33997.6953125,1.0,0.25507837533950806,0.02500000037252903
,,,46,,,,,,0.001,,,,,,,,,,
100.0,0.07060642540454865,0.010209986940026283,46,1000.0,0,41.861915588378906,59.174896240234375,0.0,,600.0,1000.0,9.150073051452637,200.0,200.0,600.0,1750.8341064453125,1.0,0.25520482659339905,0.02500000037252903
,,,47,,,,,,0.001,,,,,,,,,,
100.0,0.07048595696687698,0.010159976780414581,47,1000.0,0,154.0426788330078,179.34642028808594,0.0,,600.0,1000.0,17.55236053466797,200.0,200.0,600.0,16082.568359375,1.0,0.25513774156570435,0.02500000037252903
,,,48,,,,,,0.001,,,,,,,,,,
100.0,0.07036598771810532,0.010107247158885002,48,1000.0,0,33.498233795166016,86.80575561523438,0.0,,600.0,1000.0,8.185136795043945,200.0,200.0,600.0,3767.61962890625,1.0,0.25505250692367554,0.02500000037252903
,,,49,,,,,,0.001,,,,,,,,,,
100.0,0.07024603337049484,0.010054422542452812,49,1000.0,0,197.07745361328125,156.78500366210938,0.0,,600.0,1000.0,19.853334426879883,200.0,200.0,600.0,12290.7685546875,1.0,0.2550129294395447,0.02500000037252903
,,,50,,,,,,0.001,,,,,,,,,,
100.0,0.07012631744146347,0.010004132986068726,50,1000.0,0,85.31436157226562,204.41726684570312,0.0,,600.0,1000.0,13.062493324279785,200.0,200.0,600.0,20893.2109375,1.0,0.25483763217926025,0.02500000037252903
,,,51,,,,,,0.001,,,,,,,,,,
100.0,0.07000698149204254,0.009956784546375275,51,1000.0,0,32.38163375854492,143.31494140625,0.0,,600.0,1000.0,8.047563552856445,200.0,200.0,600.0,10269.5859375,1.0,0.25473812222480774,0.02500000037252903
,,,52,,,,,,0.001,,,,,,,,,,
100.0,0.06988731771707535,0.009911179542541504,52,1000.0,0,123.57792663574219,93.35896301269531,0.0,,600.0,1000.0,15.72119140625,200.0,200.0,600.0,4357.9482421875,1.0,0.25474774837493896,0.02500000037252903
,,,53,,,,,,0.001,,,,,,,,,,
100.0,0.06976816058158875,0.009868322871625423,53,1000.0,0,94.66667938232422,207.15481567382812,0.0,,600.0,1000.0,13.759845733642578,200.0,200.0,600.0,21456.55859375,1.0,0.2547639012336731,0.02500000037252903
,,,54,,,,,,0.001,,,,,,,,,,
100.0,0.06964972615242004,0.009834973141551018,54,1000.0,0,63.535118103027344,62.5183219909668,0.0,,600.0,1000.0,11.272543907165527,200.0,200.0,600.0,1954.270263671875,1.0,0.2549290657043457,0.02500000037252903
,,,55,,,,,,0.001,,,,,,,,,,
100.0,0.06953398138284683,0.009789830073714256,55,1000.0,0,122.03756713867188,150.40191650390625,0.0,,600.0,1000.0,15.622903823852539,200.0,200.0,600.0,11310.3671875,1.0,0.254921555519104,0.02500000037252903
,,,56,,,,,,0.001,,,,,,,,,,
100.0,0.06941837817430496,0.009747653268277645,56,1000.0,0,27.10370635986328,161.38946533203125,0.0,,600.0,1000.0,7.362568378448486,200.0,200.0,600.0,13023.2802734375,1.0,0.2549143433570862,0.02500000037252903
,,,57,,,,,,0.001,,,,,,,,,,
100.0,0.06930451840162277,0.009708315134048462,57,1000.0,0,67.08032989501953,153.1788787841797,0.0,,600.0,1000.0,11.58277416229248,200.0,200.0,600.0,11731.884765625,1.0,0.25480735301971436,0.02500000037252903
,,,58,,,,,,0.001,,,,,,,,,,
100.0,0.06919434666633606,0.00967251043766737,58,1000.0,0,62.50246047973633,207.93304443359375,0.0,,600.0,1000.0,11.180560111999512,200.0,200.0,600.0,21618.07421875,1.0,0.25475791096687317,0.02500000037252903
,,,59,,,,,,0.001,,,,,,,,,,
100.0,0.06908407062292099,0.009643561206758022,59,1000.0,0,30.861122131347656,186.97564697265625,0.0,,600.0,1000.0,7.856350898742676,200.0,200.0,600.0,17479.9453125,1.0,0.2548295855522156,0.02500000037252903
,,,60,,,,,,0.001,,,,,,,,,,
100.0,0.06897460669279099,0.00960828922688961,60,1000.0,0,18.237157821655273,125.3464126586914,0.0,,600.0,1000.0,6.0393967628479,200.0,200.0,600.0,7855.861328125,1.0,0.2548217475414276,0.02500000037252903
,,,61,,,,,,0.001,,,,,,,,,,
100.0,0.0688648596405983,0.009572493843734264,61,1000.0,0,42.09825134277344,53.54695129394531,0.0,,600.0,1000.0,9.175865173339844,200.0,200.0,600.0,1433.637939453125,1.0,0.2548046410083771,0.02500000037252903
,,,62,,,,,,0.001,,,,,,,,,,
100.0,0.06875556707382202,0.009530190378427505,62,1000.0,0,52.35484313964844,80.22163391113281,0.0,,600.0,1000.0,10.23277473449707,200.0,200.0,600.0,3217.755126953125,1.0,0.254791796207428,0.02500000037252903
,,,63,,,,,,0.001,,,,,,,,,,
100.0,0.06864713132381439,0.009494404308497906,63,1000.0,0,62.646080017089844,176.6482696533203,0.0,,600.0,1000.0,11.193398475646973,200.0,200.0,600.0,15602.306640625,1.0,0.2547839283943176,0.02500000037252903
,,,64,,,,,,0.001,,,,,,,,,,
100.0,0.06853868812322617,0.009456504136323929,64,1000.0,0,103.26832580566406,141.0650634765625,0.0,,600.0,1000.0,14.371382713317871,200.0,200.0,600.0,9949.67578125,1.0,0.2547799348831177,0.02500000037252903
,,,65,,,,,,0.001,,,,,,,,,,
100.0,0.06843072175979614,0.009425589814782143,65,1000.0,0,97.3678207397461,170.1116180419922,0.0,,600.0,1000.0,13.954771041870117,200.0,200.0,600.0,14468.9794921875,1.0,0.25477543473243713,0.02500000037252903
,,,66,,,,,,0.001,,,,,,,,,,
100.0,0.06832310557365417,0.0094032883644104,66,1000.0,0,36.60833740234375,138.78909301757812,0.0,,600.0,1000.0,8.556674003601074,200.0,200.0,600.0,9631.20703125,1.0,0.2547522485256195,0.02500000037252903
,,,67,,,,,,0.001,,,,,,,,,,
100.0,0.06821580976247787,0.009379647672176361,67,1000.0,0,50.061363220214844,254.13291931152344,0.0,,600.0,1000.0,10.006134033203125,200.0,200.0,600.0,32291.771484375,1.0,0.25471776723861694,0.02500000037252903
,,,68,,,,,,0.001,,,,,,,,,,
100.0,0.06811022758483887,0.009355038404464722,68,1000.0,0,81.08639526367188,134.39231872558594,0.0,,600.0,1000.0,12.734707832336426,200.0,200.0,600.0,9030.6484375,1.0,0.2545790374279022,0.02500000037252903
,,,69,,,,,,0.001,,,,,,,,,,
100.0,0.06800615042448044,0.009352772496640682,69,1000.0,0,78.82914733886719,51.36222457885742,0.0,,600.0,1000.0,12.556205749511719,200.0,200.0,600.0,1319.0390625,1.0,0.25451821088790894,0.02500000037252903
,,,70,,,,,,0.001,,,,,,,,,,
100.0,0.0679028332233429,0.009345509111881256,70,1000.0,0,137.85928344726562,310.631591796875,0.0,,600.0,1000.0,16.604774475097656,200.0,200.0,600.0,48245.98828125,1.0,0.2545180320739746,0.02500000037252903
,,,71,,,,,,0.001,,,,,,,,,,
100.0,0.0677991583943367,0.009342778474092484,71,1000.0,0,47.76392364501953,205.86001586914062,0.0,,600.0,1000.0,9.773835182189941,200.0,200.0,600.0,21189.171875,1.0,0.25450599193573,0.02500000037252903
,,,72,,,,,,0.001,,,,,,,,,,
100.0,0.06769639998674393,0.009327429346740246,72,1000.0,0,52.3336296081543,229.65513610839844,0.0,,600.0,1000.0,10.230701446533203,200.0,200.0,600.0,26370.7421875,1.0,0.25445863604545593,0.02500000037252903
,,,73,,,,,,0.001,,,,,,,,,,
100.0,0.06759516894817352,0.00930784922093153,73,1000.0,0,102.37751770019531,157.13217163085938,0.0,,600.0,1000.0,14.309264183044434,200.0,200.0,600.0,12345.259765625,1.0,0.25443506240844727,0.02500000037252903
,,,74,,,,,,0.001,,,,,,,,,,
100.0,0.06749335676431656,0.00928790494799614,74,1000.0,0,116.43524169921875,165.46156311035156,0.0,,600.0,1000.0,15.26009464263916,200.0,200.0,600.0,13688.763671875,1.0,0.25443631410598755,0.02500000037252903
,,,75,,,,,,0.001,,,,,,,,,,
100.0,0.06747375428676605,0.009259848855435848,75,1000.0,0,104.43683624267578,51.514522552490234,0.0,,600.0,1000.0,14.452462196350098,200.0,200.0,600.0,1326.873046875,1.0,0.2541889548301697,0.02500000037252903
,,,76,,,,,,0.001,,,,,,,,,,
100.0,0.06734111160039902,0.009240622632205486,76,1000.0,0,94.27889251708984,139.8466339111328,0.0,,600.0,1000.0,13.731634140014648,200.0,200.0,600.0,9778.5400390625,1.0,0.25423571467399597,0.02500000037252903
,,,77,,,,,,0.001,,,,,,,,,,
100.0,0.06724101305007935,0.009220804087817669,77,1000.0,0,106.8508071899414,187.65982055664062,0.0,,600.0,1000.0,14.618536949157715,200.0,200.0,600.0,17608.103515625,1.0,0.2542320489883423,0.02500000037252903
,,,78,,,,,,0.001,,,,,,,,,,
100.0,0.06708710640668869,0.009202346205711365,78,1000.0,0,37.521087646484375,65.32221984863281,0.0,,600.0,1000.0,8.662688255310059,200.0,200.0,600.0,2133.49609375,1.0,0.25434476137161255,0.02500000037252903
,,,79,,,,,,0.001,,,,,,,,,,
100.0,0.06698688864707947,0.009178560227155685,79,1000.0,0,98.22879791259766,63.68202590942383,0.0,,600.0,1000.0,14.01633358001709,200.0,200.0,600.0,2027.7001953125,1.0,0.2543802559375763,0.02500000037252903
,,,80,,,,,,0.001,,,,,,,,,,
100.0,0.06688781082630157,0.00914868526160717,80,1000.0,0,127.0313720703125,126.40235900878906,0.0,,600.0,1000.0,15.939345359802246,200.0,200.0,600.0,7988.7783203125,1.0,0.25431251525878906,0.02500000037252903
,,,81,,,,,,0.001,,,,,,,,,,
100.0,0.06678849458694458,0.009122767485678196,81,1000.0,0,58.988922119140625,189.44467163085938,0.0,,600.0,1000.0,10.861761093139648,200.0,200.0,600.0,17944.640625,1.0,0.25438305735588074,0.02500000037252903
,,,82,,,,,,0.001,,,,,,,,,,
100.0,0.06668969988822937,0.009097756817936897,82,1000.0,0,16.912612915039062,216.3708953857422,0.0,,600.0,1000.0,5.815945625305176,200.0,200.0,600.0,23408.18359375,1.0,0.25437891483306885,0.02500000037252903
,,,83,,,,,,0.001,,,,,,,,,,
100.0,0.06659111380577087,0.009077937342226505,83,1000.0,0,30.01239776611328,159.31346130371094,0.0,,600.0,1000.0,7.747567176818848,200.0,200.0,600.0,12690.390625,1.0,0.25437426567077637,0.02500000037252903
,,,84,,,,,,0.001,,,,,,,,,,
100.0,0.06649292260408401,0.009054637514054775,84,1000.0,0,20.201946258544922,87.40067291259766,0.0,,600.0,1000.0,6.356405735015869,200.0,200.0,600.0,3819.439208984375,1.0,0.25443506240844727,0.02500000037252903
,,,85,,,,,,0.001,,,,,,,,,,
100.0,0.06639495491981506,0.009027723222970963,85,1000.0,0,72.91899108886719,171.7052764892578,0.0,,600.0,1000.0,12.076339721679688,200.0,200.0,600.0,14741.3505859375,1.0,0.25434410572052,0.02500000037252903
,,,86,,,,,,0.001,,,,,,,,,,
100.0,0.0662977546453476,0.009001269936561584,86,1000.0,0,106.81631469726562,270.39501953125,0.0,,600.0,1000.0,14.61617660522461,200.0,200.0,600.0,36556.734375,1.0,0.2543342411518097,0.02500000037252903
,,,87,,,,,,0.001,,,,,,,,,,
100.0,0.06620113551616669,0.008983420208096504,87,1000.0,0,60.5396728515625,241.20260620117188,0.0,,600.0,1000.0,11.003605842590332,200.0,200.0,600.0,29089.3515625,1.0,0.25432783365249634,0.02500000037252903
,,,88,,,,,,0.001,,,,,,,,,,
100.0,0.06610666215419769,0.008960146456956863,88,1000.0,0,123.36908721923828,56.56720733642578,0.0,,600.0,1000.0,15.707901954650879,200.0,200.0,600.0,1599.9244384765625,1.0,0.2543019652366638,0.02500000037252903
,,,89,,,,,,0.001,,,,,,,,,,
100.0,0.06601223349571228,0.008931927382946014,89,1000.0,0,158.26126098632812,230.98928833007812,0.0,,600.0,1000.0,17.791080474853516,200.0,200.0,600.0,26678.02734375,1.0,0.254327654838562,0.02500000037252903
,,,90,,,,,,0.001,,,,,,,,,,
100.0,0.06591787934303284,0.00890905037522316,90,1000.0,0,78.94682312011719,220.85435485839844,0.0,,600.0,1000.0,12.565573692321777,200.0,200.0,600.0,24388.32421875,1.0,0.2542347013950348,0.02500000037252903
,,,91,,,,,,0.001,,,,,,,,,,
100.0,0.0658235177397728,0.008886764757335186,91,1000.0,0,89.17903137207031,133.216064453125,0.0,,600.0,1000.0,13.35507583618164,200.0,200.0,600.0,8873.2607421875,1.0,0.2541872262954712,0.02500000037252903
,,,92,,,,,,0.001,,,,,,,,,,
100.0,0.06573022902011871,0.00886185746639967,92,1000.0,0,150.75999450683594,258.58050537109375,0.0,,600.0,1000.0,17.364330291748047,200.0,200.0,600.0,33431.9375,1.0,0.25418031215667725,0.02500000037252903
,,,93,,,,,,0.001,,,,,,,,,,
100.0,0.06563723087310791,0.008855399675667286,93,1000.0,0,105.70075225830078,362.01947021484375,0.0,,600.0,1000.0,14.539651870727539,200.0,200.0,600.0,65529.04296875,1.0,0.2541254162788391,0.02500000037252903
,,,94,,,,,,0.001,,,,,,,,,,
100.0,0.06555379927158356,0.00886542722582817,94,1000.0,0,27.353408813476562,96.68989562988281,0.0,,600.0,1000.0,7.3964056968688965,200.0,200.0,600.0,4674.46826171875,1.0,0.25411373376846313,0.02500000037252903
,,,95,,,,,,0.001,,,,,,,,,,
100.0,0.06546121835708618,0.008870965801179409,95,1000.0,0,78.68345642089844,251.26345825195312,0.0,,600.0,1000.0,12.544596672058105,200.0,200.0,600.0,31566.6640625,1.0,0.25388750433921814,0.02500000037252903
,,,96,,,,,,0.001,,,,,,,,,,
100.0,0.06536169350147247,0.008877886459231377,96,1000.0,0,55.462059020996094,148.051025390625,0.0,,600.0,1000.0,10.532052040100098,200.0,200.0,600.0,10959.552734375,1.0,0.2538795471191406,0.02500000037252903
,,,97,,,,,,0.001,,,,,,,,,,
100.0,0.06527069211006165,0.008876198902726173,97,1000.0,0,109.86553955078125,91.98739624023438,0.0,,600.0,1000.0,14.823328971862793,200.0,200.0,600.0,4230.8408203125,1.0,0.2538578510284424,0.02500000037252903
,,,98,,,,,,0.001,,,,,,,,,,
100.0,0.06526640802621841,0.008866162970662117,98,1000.0,0,118.1021499633789,265.9893493652344,0.0,,600.0,1000.0,15.368939399719238,200.0,200.0,600.0,35375.1640625,1.0,0.2537805438041687,0.02500000037252903
,,,99,,,,,,0.001,,,,,,,,,,
100.0,0.06509535014629364,0.008861549198627472,99,1000.0,0,97.44388580322266,222.6197052001953,0.0,,600.0,1000.0,13.960221290588379,200.0,200.0,600.0,24779.765625,1.0,0.25377774238586426,0.02500000037252903
,,,100,,,,,,0.001,,,,,,,,,,
100.0,0.06500591337680817,0.008863234892487526,100,1000.0,0,65.13334655761719,47.4463005065918,0.0,,600.0,1000.0,11.413443565368652,200.0,200.0,600.0,1125.57568359375,1.0,0.253775030374527,0.02500000037252903
,,,101,,,,,,0.001,,,,,,,,,,
