lr-Adam/geometry.feature_network,train_params/lambda_3d_sd,train_params/lambda_rgb,train/loss_rgb,train/min_step,trian/loss_normal_smoothness_2d,train_params/lambda_sd,train_params/lambda_mask,lr-Adam/geometry.density_network,train_params/lambda_orient,lr-Adam/geometry.encoding,train/max_step,train_params/lambda_sparsity,train_params/lambda_opaque,train/loss_mask,step,train/loss_sd,train/loss_sd_3d,train/max_step_3d,train_params/lambda_normal_smoothness_2d,train/grad_norm_3d,epoch,train/loss_sparsity,train/loss_opaque,train/grad_norm,train/min_step_3d
0.001,,,,,,,,0.001,,0.01,,,,,5304,,,,,,,,,,
,1.0,1000.0,0.0027981591410934925,200.0,0.0044527300633490086,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00971815176308155,5304,13104.556640625,68.94792175292969,600.0,1000.0,11.742905616760254,0,0.4722557067871094,0.03823808580636978,161.8922882080078,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5305,,,,,,,,,,
,1.0,1000.0,0.002783562522381544,200.0,0.004290060605853796,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.0097391027957201,5305,1877.3580322265625,43.371429443359375,600.0,1000.0,9.313584327697754,0,0.4040907025337219,0.025258222594857216,61.27573776245117,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5306,,,,,,,,,,
,1.0,1000.0,0.002766325604170561,200.0,0.004629773087799549,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009781375527381897,5306,10915.01953125,69.97308349609375,600.0,1000.0,11.829885482788086,0,0.48411262035369873,0.036726996302604675,147.7499237060547,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5307,,,,,,,,,,
,1.0,1000.0,0.002757635898888111,200.0,0.003970042802393436,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009856699034571648,5307,3067.53466796875,13.236684799194336,600.0,1000.0,5.145227432250977,0,0.43611055612564087,0.03909097984433174,78.3266830444336,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5308,,,,,,,,,,
,1.0,1000.0,0.0027338098734617233,200.0,0.0035568708553910255,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009898827411234379,5308,32565.18359375,57.62218475341797,600.0,1000.0,10.735193252563477,0,0.3843914866447449,0.04299169033765793,255.20651245117188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5309,,,,,,,,,,
,1.0,1000.0,0.002696290612220764,200.0,0.00413555558770895,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009898494929075241,5309,2461.623046875,22.627540588378906,600.0,1000.0,6.727189540863037,0,0.41372227668762207,0.02935490757226944,70.16584777832031,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5310,,,,,,,,,,
,1.0,1000.0,0.002680288627743721,200.0,0.005244706757366657,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009931633248925209,5310,10591.3466796875,163.78115844726562,600.0,1000.0,18.098682403564453,0,0.4932310879230499,0.03501472622156143,145.54275512695312,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5311,,,,,,,,,,
,1.0,1000.0,0.0026676058769226074,200.0,0.005198282189667225,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009936525486409664,5311,27938.703125,111.99845886230469,600.0,1000.0,14.96652603149414,0,0.42203453183174133,0.041801996529102325,236.38401794433594,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5312,,,,,,,,,,
,1.0,1000.0,0.0026422739028930664,200.0,0.0049997842870652676,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009970191866159439,5312,10045.048828125,119.50040435791016,600.0,1000.0,15.459650993347168,0,0.4427185654640198,0.028648406267166138,141.7395477294922,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5313,,,,,,,,,,
,1.0,1000.0,0.0026296719443053007,200.0,0.0043600331991910934,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009962259791791439,5313,3902.10302734375,57.34705352783203,600.0,1000.0,10.70953369140625,0,0.43869203329086304,0.027807563543319702,88.34142303466797,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5314,,,,,,,,,,
,1.0,1000.0,0.0026053311303257942,200.0,0.007288141176104546,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00996263325214386,5314,1197.423583984375,279.55517578125,600.0,1000.0,23.6455135345459,0,0.5029842257499695,0.026420243084430695,48.93717575073242,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5315,,,,,,,,,,
,1.0,1000.0,0.0026243263855576515,200.0,0.003493707627058029,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009977263398468494,5315,13341.623046875,110.203857421875,600.0,1000.0,14.846135139465332,0,0.4181528389453888,0.03008129633963108,163.35006713867188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5316,,,,,,,,,,
,1.0,1000.0,0.0026296484284102917,200.0,0.0032676260452717543,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.0099489102140069,5316,2324.07958984375,92.46305084228516,600.0,1000.0,13.598753929138184,0,0.41019928455352783,0.03314673900604248,68.17740631103516,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5317,,,,,,,,,,
,1.0,1000.0,0.002625425346195698,200.0,0.003935263957828283,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009933307766914368,5317,22710.81640625,35.05415725708008,600.0,1000.0,8.37307071685791,0,0.37457048892974854,0.03775288537144661,213.12351989746094,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5318,,,,,,,,,,
,1.0,1000.0,0.0026432506274431944,200.0,0.003954188898205757,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00992151815444231,5318,783.3101196289062,14.2060546875,600.0,1000.0,5.330301284790039,0,0.3900837302207947,0.048331305384635925,39.5805549621582,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5319,,,,,,,,,,
,1.0,1000.0,0.0026362694334238768,200.0,0.004171914421021938,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009877251461148262,5319,2828.828369140625,98.76730346679688,600.0,1000.0,14.05470085144043,0,0.4314403831958771,0.026344861835241318,75.21739959716797,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5320,,,,,,,,,,
,1.0,1000.0,0.002677620155736804,200.0,0.004728063941001892,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009868662804365158,5320,9242.5810546875,97.30307006835938,600.0,1000.0,13.950130462646484,0,0.4498925805091858,0.037168264389038086,135.96014404296875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5321,,,,,,,,,,
,1.0,1000.0,0.002668750938028097,200.0,0.006553618237376213,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009853137657046318,5321,25366.23828125,170.97215270996094,600.0,1000.0,18.491735458374023,0,0.5035202503204346,0.027048522606492043,225.23870849609375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5322,,,,,,,,,,
,1.0,1000.0,0.0026849813293665648,200.0,0.004951897077262402,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009848138317465782,5322,10349.521484375,28.61782455444336,600.0,1000.0,7.56542444229126,0,0.4376799464225769,0.026018109172582626,143.87161254882812,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5323,,,,,,,,,,
,1.0,1000.0,0.002702463883906603,200.0,0.004974612034857273,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00984096061438322,5323,1208.82421875,61.21019744873047,600.0,1000.0,11.064374923706055,0,0.442116916179657,0.028178706765174866,49.16958999633789,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5324,,,,,,,,,,
,1.0,1000.0,0.002693653106689453,200.0,0.004986954852938652,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00980070699006319,5324,42479.5546875,59.76911163330078,600.0,1000.0,10.933353424072266,0,0.49030154943466187,0.034565530717372894,291.4774475097656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5325,,,,,,,,,,
,1.0,1000.0,0.002691431902348995,200.0,0.003958391025662422,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009836817160248756,5325,20316.87890625,150.23558044433594,600.0,1000.0,17.334104537963867,0,0.40547892451286316,0.04192904382944107,201.5781707763672,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5326,,,,,,,,,,
,1.0,1000.0,0.0027078818529844284,200.0,0.004966896492987871,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009850174188613892,5326,3543.681640625,24.44184684753418,600.0,1000.0,6.991687297821045,0,0.421695351600647,0.028658831492066383,84.18647766113281,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5327,,,,,,,,,,
,1.0,1000.0,0.0026927702128887177,200.0,0.0047608292661607265,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009857737459242344,5327,15405.7568359375,96.83921813964844,600.0,1000.0,13.916839599609375,0,0.4417671859264374,0.02682269550859928,175.53208923339844,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5328,,,,,,,,,,
,1.0,1000.0,0.002686490770429373,200.0,0.0035628667101264,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009857646189630032,5328,28051.22265625,123.593994140625,600.0,1000.0,15.722212791442871,0,0.3985261023044586,0.04147522523999214,236.8595428466797,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5329,,,,,,,,,,
,1.0,1000.0,0.0026798779144883156,200.0,0.004459192045032978,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009830868802964687,5329,22390.154296875,91.36689758300781,600.0,1000.0,13.517906188964844,0,0.4276033341884613,0.025196023285388947,211.61358642578125,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5330,,,,,,,,,,
,1.0,1000.0,0.0026790681295096874,200.0,0.004161900375038385,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009766165167093277,5330,24180.595703125,62.613319396972656,600.0,1000.0,11.190470695495605,0,0.4345802068710327,0.028227588161826134,219.9117889404297,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5331,,,,,,,,,,
,1.0,1000.0,0.0026686391793191433,200.0,0.004798915237188339,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009710242971777916,5331,1278.206787109375,115.92864227294922,600.0,1000.0,15.226861000061035,0,0.42753711342811584,0.034386180341243744,50.56098937988281,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5332,,,,,,,,,,
,1.0,1000.0,0.00266300980001688,200.0,0.005043924320489168,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009673096239566803,5332,14258.6640625,73.388916015625,600.0,1000.0,12.115190505981445,0,0.48340287804603577,0.03461766988039017,168.87074279785156,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5333,,,,,,,,,,
,1.0,1000.0,0.0026702173054218292,200.0,0.005679212044924498,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009676579385995865,5333,2035.5107421875,26.94757080078125,600.0,1000.0,7.3413310050964355,0,0.48762330412864685,0.02932993322610855,63.80455780029297,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5334,,,,,,,,,,
,1.0,1000.0,0.0026647269260138273,200.0,0.0037592530716210604,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009646829217672348,5334,2290.28076171875,75.9366683959961,600.0,1000.0,12.323690414428711,0,0.3804001212120056,0.04394656419754028,67.67984771728516,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5335,,,,,,,,,,
,1.0,1000.0,0.002646918874233961,200.0,0.0043572597205638885,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009589719586074352,5335,10729.7890625,49.353546142578125,600.0,1000.0,9.935144424438477,0,0.4044952094554901,0.030196428298950195,146.49087524414062,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5336,,,,,,,,,,
,1.0,1000.0,0.0026299338787794113,200.0,0.003879433497786522,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009592709131538868,5336,30576.890625,33.83229446411133,600.0,1000.0,8.225849151611328,0,0.42829883098602295,0.026760872453451157,247.29290771484375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5337,,,,,,,,,,
,1.0,1000.0,0.0026123798452317715,200.0,0.004451046697795391,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009538901038467884,5337,28592.017578125,16.007125854492188,600.0,1000.0,5.658113479614258,0,0.42300719022750854,0.025182217359542847,239.1318359375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5338,,,,,,,,,,
,1.0,1000.0,0.00261364015750587,200.0,0.006493371911346912,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009565310552716255,5338,38928.265625,122.78555297851562,600.0,1000.0,15.670708656311035,0,0.49804744124412537,0.0321333110332489,279.0278625488281,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5339,,,,,,,,,,
,1.0,1000.0,0.0026091160252690315,200.0,0.005112316459417343,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009545087814331055,5339,7696.24609375,97.74812316894531,600.0,1000.0,13.981996536254883,0,0.43980664014816284,0.026942770928144455,124.06648254394531,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5340,,,,,,,,,,
,1.0,1000.0,0.0025975555181503296,200.0,0.004198548849672079,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.0095907561480999,5340,20617.58984375,26.29526138305664,600.0,1000.0,7.251932621002197,0,0.44972020387649536,0.035855866968631744,203.06446838378906,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5341,,,,,,,,,,
,1.0,1000.0,0.002606988651677966,200.0,0.0047774892300367355,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009538121521472931,5341,14231.0986328125,109.45382690429688,600.0,1000.0,14.795528411865234,0,0.42712849378585815,0.03734807297587395,168.70742797851562,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5342,,,,,,,,,,
,1.0,1000.0,0.0026045884005725384,200.0,0.003938695415854454,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00948119442909956,5342,2806.12060546875,65.10638427734375,600.0,1000.0,11.411081314086914,0,0.4006121754646301,0.028422225266695023,74.9148941040039,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5343,,,,,,,,,,
,1.0,1000.0,0.0026097993832081556,200.0,0.004211715422570705,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009451582096517086,5343,11458.2138671875,12.986116409301758,600.0,1000.0,5.0962958335876465,0,0.40697383880615234,0.033169809728860855,151.38172912597656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5344,,,,,,,,,,
,1.0,1000.0,0.002603807020932436,200.0,0.00535591971129179,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009412197396159172,5344,3835.992919921875,33.54698944091797,600.0,1000.0,8.19109058380127,0,0.4758218228816986,0.030817775055766106,87.58987426757812,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5345,,,,,,,,,,
,1.0,1000.0,0.002598356921225786,200.0,0.0046580471098423,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00940084457397461,5345,3654.963134765625,108.83204650878906,600.0,1000.0,14.753443717956543,0,0.40558964014053345,0.026582021266222,85.49810791015625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5346,,,,,,,,,,
,1.0,1000.0,0.002590886317193508,200.0,0.004271541256457567,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00937421340495348,5346,20668.908203125,140.93026733398438,600.0,1000.0,16.7887020111084,0,0.4425894618034363,0.02855459228157997,203.31703186035156,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5347,,,,,,,,,,
,1.0,1000.0,0.0026095695793628693,200.0,0.003850080305710435,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009336961433291435,5347,12448.61328125,19.309568405151367,600.0,1000.0,6.2144293785095215,0,0.4266355335712433,0.029972396790981293,157.78854370117188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5348,,,,,,,,,,
,1.0,1000.0,0.002598769962787628,200.0,0.005480738822370768,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009309284389019012,5348,5981.888671875,155.02960205078125,600.0,1000.0,17.608497619628906,0,0.47539079189300537,0.02946133352816105,109.3790512084961,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5349,,,,,,,,,,
,1.0,1000.0,0.002607792615890503,200.0,0.004609932657331228,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009304861538112164,5349,16976.060546875,46.73953628540039,600.0,1000.0,9.668457984924316,0,0.42159050703048706,0.024425450712442398,184.26101684570312,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5350,,,,,,,,,,
,1.0,1000.0,0.0026023283135145903,200.0,0.004298943094909191,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00927584059536457,5350,5546.47900390625,48.62471008300781,600.0,1000.0,9.86151123046875,0,0.40997016429901123,0.036130692809820175,105.32311248779297,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5351,,,,,,,,,,
,1.0,1000.0,0.002601274522021413,200.0,0.0038555413484573364,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009265205822885036,5351,1737.746337890625,30.8187255859375,600.0,1000.0,7.8509521484375,0,0.4255639314651489,0.026427779346704483,58.95330810546875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5352,,,,,,,,,,
,1.0,1000.0,0.0025818634312599897,200.0,0.0070106168277561665,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00927712768316269,5352,23646.265625,161.80348205566406,600.0,1000.0,17.989078521728516,0,0.5133794546127319,0.027969293296337128,217.4684600830078,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5353,,,,,,,,,,
,1.0,1000.0,0.0025903969071805477,200.0,0.004541156813502312,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009260941296815872,5353,6048.892578125,110.19947814941406,600.0,1000.0,14.845839500427246,0,0.4235575199127197,0.02532210946083069,109.98992919921875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5354,,,,,,,,,,
,1.0,1000.0,0.0025767269544303417,200.0,0.005835705436766148,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009252800606191158,5354,8855.310546875,178.29962158203125,600.0,1000.0,18.88383674621582,0,0.4835648834705353,0.02751399204134941,133.0812530517578,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5355,,,,,,,,,,
,1.0,1000.0,0.0025798571296036243,200.0,0.003780636703595519,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00923406332731247,5355,14829.796875,102.6991958618164,600.0,1000.0,14.331727027893066,0,0.3725210428237915,0.04332638904452324,172.2196044921875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5356,,,,,,,,,,
,1.0,1000.0,0.0025909263640642166,200.0,0.003975898027420044,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009184121154248714,5356,12686.56640625,112.60894775390625,600.0,1000.0,15.007261276245117,0,0.4247535467147827,0.03646513447165489,159.28945922851562,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5357,,,,,,,,,,
,1.0,1000.0,0.0025770296342670918,200.0,0.0041741738095879555,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009150197729468346,5357,6335.896484375,127.91839599609375,600.0,1000.0,15.994898796081543,0,0.41390103101730347,0.02510831505060196,112.56906127929688,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5358,,,,,,,,,,
,1.0,1000.0,0.0025906111113727093,200.0,0.00412030192092061,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009164133109152317,5358,8027.23291015625,81.31675720214844,600.0,1000.0,12.752784729003906,0,0.3796546757221222,0.041565507650375366,126.70621490478516,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5359,,,,,,,,,,
,1.0,1000.0,0.0026022931560873985,200.0,0.006650382652878761,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00920011941343546,5359,1765.44482421875,99.09127044677734,600.0,1000.0,14.07773208618164,0,0.5057389140129089,0.0288060512393713,59.42129135131836,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5360,,,,,,,,,,
,1.0,1000.0,0.0026157856918871403,200.0,0.003662873525172472,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00924847461283207,5360,11994.921875,21.104869842529297,600.0,1000.0,6.4969024658203125,0,0.4016873240470886,0.04116302728652954,154.8865509033203,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5361,,,,,,,,,,
,1.0,1000.0,0.0026114657521247864,200.0,0.004404629115015268,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00929812341928482,5361,11522.2353515625,42.7223014831543,600.0,1000.0,9.243624687194824,0,0.4055982828140259,0.035880737006664276,151.80404663085938,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5362,,,,,,,,,,
,1.0,1000.0,0.002610346069559455,200.0,0.004426868632435799,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009367180988192558,5362,15369.248046875,93.1566162109375,600.0,1000.0,13.649660110473633,0,0.4570692777633667,0.034719422459602356,175.323974609375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5363,,,,,,,,,,
,1.0,1000.0,0.002630394883453846,200.0,0.0037991702556610107,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009425060823559761,5363,29664.990234375,33.423606872558594,600.0,1000.0,8.17601490020752,0,0.3988359570503235,0.03787367045879364,243.5774688720703,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5364,,,,,,,,,,
,1.0,1000.0,0.0026431549340486526,200.0,0.0042945691384375095,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00944511592388153,5364,23231.640625,82.28385162353516,600.0,1000.0,12.828394889831543,0,0.40863707661628723,0.029980890452861786,215.55343627929688,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5365,,,,,,,,,,
,1.0,1000.0,0.002646513981744647,200.0,0.004458561539649963,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00953703559935093,5365,6277.17578125,141.98977661132812,600.0,1000.0,16.85169219970703,0,0.41626375913619995,0.04612867906689644,112.04620361328125,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5366,,,,,,,,,,
,1.0,1000.0,0.002679688623175025,200.0,0.004050142131745815,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009597835130989552,5366,2596.35595703125,30.397769927978516,600.0,1000.0,7.797149658203125,0,0.4148722290992737,0.02569965273141861,72.06047058105469,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5367,,,,,,,,,,
,1.0,1000.0,0.002686017192900181,200.0,0.00463128462433815,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009638845920562744,5367,12986.7373046875,56.36436462402344,600.0,1000.0,10.617378234863281,0,0.3998660445213318,0.027055583894252777,161.1628875732422,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5368,,,,,,,,,,
,1.0,1000.0,0.002689898479729891,200.0,0.00719792302697897,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009680043905973434,5368,1712.0430908203125,92.45684814453125,600.0,1000.0,13.598297119140625,0,0.5123066902160645,0.027144882827997208,58.515689849853516,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5369,,,,,,,,,,
,1.0,1000.0,0.002670588903129101,200.0,0.0056190574541687965,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009722332470119,5369,2348.83154296875,29.25374984741211,600.0,1000.0,7.649019718170166,0,0.47947126626968384,0.029560772702097893,68.53949737548828,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5370,,,,,,,,,,
,1.0,1000.0,0.0026548183523118496,200.0,0.004641587845981121,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009744085371494293,5370,4648.76806640625,44.735145568847656,600.0,1000.0,9.458873748779297,0,0.4090201258659363,0.039574623107910156,96.4237289428711,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5371,,,,,,,,,,
,1.0,1000.0,0.0026236367411911488,200.0,0.0062981415539979935,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009755011647939682,5371,18380.828125,133.91592407226562,600.0,1000.0,16.365568161010742,0,0.4743654727935791,0.025134172290563583,191.73329162597656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5372,,,,,,,,,,
,1.0,1000.0,0.002606034278869629,200.0,0.006334143225103617,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009845097549259663,5372,11822.15234375,36.58544921875,600.0,1000.0,8.553998947143555,0,0.49332937598228455,0.033500585705041885,153.7670440673828,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5373,,,,,,,,,,
,1.0,1000.0,0.0025832890532910824,200.0,0.004743337631225586,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009923087432980537,5373,1004.381591796875,18.72539710998535,600.0,1000.0,6.1197052001953125,0,0.39259734749794006,0.03475283086299896,44.81922912597656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5374,,,,,,,,,,
,1.0,1000.0,0.0025604714173823595,200.0,0.004175215028226376,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00998382642865181,5374,3150.87060546875,70.76557922363281,600.0,1000.0,11.896686553955078,0,0.4356353282928467,0.028890429064631462,79.38350677490234,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5375,,,,,,,,,,
,1.0,1000.0,0.0025364900939166546,200.0,0.0042998334392905235,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01004711166024208,5375,1749.95751953125,109.41111755371094,600.0,1000.0,14.792641639709473,0,0.4292137920856476,0.03927624970674515,59.16007995605469,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5376,,,,,,,,,,
,1.0,1000.0,0.002534897066652775,200.0,0.004509664140641689,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010121230967342854,5376,2053.663330078125,35.46380615234375,600.0,1000.0,8.421853065490723,0,0.4021105468273163,0.03912346065044403,64.08842468261719,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5377,,,,,,,,,,
,1.0,1000.0,0.0025196915958076715,200.0,0.004169064573943615,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010149813257157803,5377,32146.21875,17.180471420288086,600.0,1000.0,5.861820697784424,0,0.44896796345710754,0.03770788758993149,253.55953979492188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5378,,,,,,,,,,
,1.0,1000.0,0.002492571249604225,200.0,0.00424486119300127,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010202519595623016,5378,36008.2734375,94.65451049804688,600.0,1000.0,13.75896167755127,0,0.4429607093334198,0.028285374864935875,268.3589782714844,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5379,,,,,,,,,,
,1.0,1000.0,0.0024963512551039457,200.0,0.0038703386671841145,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01022963598370552,5379,2081.89404296875,135.38174438476562,600.0,1000.0,16.454891204833984,0,0.3788655400276184,0.04179112985730171,64.52742004394531,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5380,,,,,,,,,,
,1.0,1000.0,0.002479162998497486,200.0,0.0039856028743088245,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010208118706941605,5380,3190.926025390625,104.35182189941406,600.0,1000.0,14.446578979492188,0,0.41719818115234375,0.03249647840857506,79.8864974975586,200.0
0.001,,,,,,,,0.001,,0.01,,,,,5381,,,,,,,,,,
