lr-Adam,train_params/lambda_normal_consistency,train/loss_normal_consistency,train/max_step,train/loss_mask,train/max_step_3d,train_params/lambda_3d_sd,train_params/lambda_mask,train/grad_norm_3d,train_params/lambda_rgb,step,train/loss_rgb,train_params/lambda_sd,train/grad_norm,train/loss_sd_3d,train/loss_sd,train_params/lambda_laplacian_smoothness,train/min_step,train/min_step_3d,epoch
0.001,,,,,,,,,,5592,,,,,,,,,
,1000.0,0.010087170638144016,600.0,0.12107934057712555,600.0,1.0,100.0,17.723447799682617,1000.0,5592,0.011616191826760769,0.02500000037252903,198.01585388183594,157.06027221679688,19605.140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5593,,,,,,,,,
,1000.0,0.010086503811180592,600.0,0.12107372283935547,600.0,1.0,100.0,7.225507736206055,1000.0,5593,0.011616462841629982,0.02500000037252903,290.2602233886719,26.103981018066406,42125.5,0.0,200.0,200.0,0
0.001,,,,,,,,,,5594,,,,,,,,,
,1000.0,0.010086006484925747,600.0,0.12103016674518585,600.0,1.0,100.0,9.72302532196045,1000.0,5594,0.011607281863689423,0.02500000037252903,201.2805633544922,47.26860809326172,20256.931640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5595,,,,,,,,,
,1000.0,0.01008541788905859,600.0,0.12118873000144958,600.0,1.0,100.0,8.506484985351562,1000.0,5595,0.01159844733774662,0.02500000037252903,301.81781005859375,36.180145263671875,45546.99609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5596,,,,,,,,,
,1000.0,0.010084972716867924,600.0,0.12118972092866898,600.0,1.0,100.0,18.540071487426758,1000.0,5596,0.011583236977458,0.02500000037252903,293.75238037109375,171.8671417236328,43145.234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5597,,,,,,,,,
,1000.0,0.01008453406393528,600.0,0.12127012759447098,600.0,1.0,100.0,11.998212814331055,1000.0,5597,0.011574825271964073,0.02500000037252903,254.76283264160156,71.97854614257812,32452.05078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5598,,,,,,,,,
,1000.0,0.0100841224193573,600.0,0.12115827947854996,600.0,1.0,100.0,12.36440658569336,1000.0,5598,0.011551184579730034,0.02500000037252903,183.0351104736328,76.43927764892578,16750.92578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5599,,,,,,,,,
,1000.0,0.010083721950650215,600.0,0.1209641844034195,600.0,1.0,100.0,6.9075212478637695,1000.0,5599,0.011526762507855892,0.02500000037252903,67.30068969726562,23.856924057006836,2264.69140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5600,,,,,,,,,
,1000.0,0.010083319619297981,600.0,0.1210053339600563,600.0,1.0,100.0,9.781768798828125,1000.0,5600,0.011505557224154472,0.02500000037252903,203.2044677734375,47.84150314331055,20646.02734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5601,,,,,,,,,
,1000.0,0.01008295826613903,600.0,0.12092648446559906,600.0,1.0,100.0,13.725049018859863,1000.0,5601,0.01148294284939766,0.02500000037252903,275.5091857910156,94.18849182128906,37952.65234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5602,,,,,,,,,
,1000.0,0.0100826071575284,600.0,0.12088717520236969,600.0,1.0,100.0,19.27640151977539,1000.0,5602,0.011463525705039501,0.02500000037252903,205.94435119628906,185.7898406982422,21206.537109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5603,,,,,,,,,
,1000.0,0.010082262568175793,600.0,0.12080291658639908,600.0,1.0,100.0,9.196041107177734,1000.0,5603,0.01145193912088871,0.02500000037252903,43.86553955078125,42.28358459472656,962.0927734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5604,,,,,,,,,
,1000.0,0.010081890039145947,600.0,0.12087972462177277,600.0,1.0,100.0,9.503873825073242,1000.0,5604,0.011441463604569435,0.02500000037252903,81.30101776123047,45.16180419921875,3304.927978515625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5605,,,,,,,,,
,1000.0,0.010081455111503601,600.0,0.12091483920812607,600.0,1.0,100.0,10.98911190032959,1000.0,5605,0.011424343101680279,0.02500000037252903,159.75076293945312,60.38029098510742,12760.154296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5606,,,,,,,,,
,1000.0,0.010081004351377487,600.0,0.12099489569664001,600.0,1.0,100.0,9.680402755737305,1000.0,5606,0.011410157196223736,0.02500000037252903,159.34934997558594,46.8551025390625,12696.107421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5607,,,,,,,,,
,1000.0,0.010080650448799133,600.0,0.12094953656196594,600.0,1.0,100.0,7.870241641998291,1000.0,5607,0.011388994753360748,0.02500000037252903,167.40003967285156,30.97035026550293,14011.38671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5608,,,,,,,,,
,1000.0,0.01008027046918869,600.0,0.1210290789604187,600.0,1.0,100.0,15.055719375610352,1000.0,5608,0.0113723985850811,0.02500000037252903,160.31236267089844,113.33734893798828,12850.02734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5609,,,,,,,,,
,1000.0,0.010079738683998585,600.0,0.12111318111419678,600.0,1.0,100.0,6.39377498626709,1000.0,5609,0.01136082224547863,0.02500000037252903,233.9912872314453,20.440181732177734,27375.962890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5610,,,,,,,,,
,1000.0,0.010079181753098965,600.0,0.12115183472633362,600.0,1.0,100.0,11.474052429199219,1000.0,5610,0.011343337595462799,0.02500000037252903,136.16354370117188,65.82693481445312,9270.255859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5611,,,,,,,,,
,1000.0,0.010078678838908672,600.0,0.12118812650442123,600.0,1.0,100.0,10.960076332092285,1000.0,5611,0.011328676715493202,0.02500000037252903,307.8309326171875,60.0616340637207,47379.9375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5612,,,,,,,,,
,1000.0,0.010078259743750095,600.0,0.12111669778823853,600.0,1.0,100.0,12.192337036132812,1000.0,5612,0.011310046538710594,0.02500000037252903,265.2615051269531,74.32654571533203,35181.8359375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5613,,,,,,,,,
,1000.0,0.010077937506139278,600.0,0.12111541628837585,600.0,1.0,100.0,15.388509750366211,1000.0,5613,0.011291510425508022,0.02500000037252903,252.20730590820312,118.40312957763672,31804.26171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5614,,,,,,,,,
,1000.0,0.0100775808095932,600.0,0.12111649662256241,600.0,1.0,100.0,16.31635093688965,1000.0,5614,0.011282986961305141,0.02500000037252903,66.82801055908203,133.11166381835938,2232.99169921875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5615,,,,,,,,,
,1000.0,0.01007719337940216,600.0,0.12120483815670013,600.0,1.0,100.0,4.062806606292725,1000.0,5615,0.011283020488917828,0.02500000037252903,47.302268981933594,8.253198623657227,1118.7523193359375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5616,,,,,,,,,
,1000.0,0.01007679384201765,600.0,0.12116283178329468,600.0,1.0,100.0,10.561385154724121,1000.0,5616,0.011279749684035778,0.02500000037252903,145.8398895263672,55.77143478393555,10634.6376953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5617,,,,,,,,,
,1000.0,0.01007640827447176,600.0,0.12122838944196701,600.0,1.0,100.0,5.847668647766113,1000.0,5617,0.011278925463557243,0.02500000037252903,156.58863830566406,17.097614288330078,12260.0009765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5618,,,,,,,,,
,1000.0,0.010075989179313183,600.0,0.12122106552124023,600.0,1.0,100.0,5.1575608253479,1000.0,5618,0.011276200413703918,0.02500000037252903,147.0711212158203,13.300215721130371,10814.9580078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5619,,,,,,,,,
,1000.0,0.01007571816444397,600.0,0.1211804673075676,600.0,1.0,100.0,15.681816101074219,1000.0,5619,0.011271039955317974,0.02500000037252903,133.56146240234375,122.95967102050781,8919.33203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5620,,,,,,,,,
,1000.0,0.010121130384504795,600.0,0.1211850717663765,600.0,1.0,100.0,16.0477237701416,1000.0,5620,0.011271647177636623,0.02500000037252903,120.14911651611328,128.76470947265625,7217.9052734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5621,,,,,,,,,
,1000.0,0.010075575672090054,600.0,0.12122569233179092,600.0,1.0,100.0,18.032821655273438,1000.0,5621,0.011275088414549828,0.02500000037252903,150.7602081298828,162.59132385253906,11364.3212890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5622,,,,,,,,,
,1000.0,0.010075418278574944,600.0,0.1211915910243988,600.0,1.0,100.0,17.311317443847656,1000.0,5622,0.011277200654149055,0.02500000037252903,280.86328125,149.84085083007812,39442.08984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5623,,,,,,,,,
,1000.0,0.01007531676441431,600.0,0.12131331861019135,600.0,1.0,100.0,15.52296257019043,1000.0,5623,0.011284309439361095,0.02500000037252903,56.39842224121094,120.48118591308594,1590.3909912109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5624,,,,,,,,,
,1000.0,0.010253212414681911,600.0,0.12135761976242065,600.0,1.0,100.0,5.034544467926025,1000.0,5624,0.011291551403701305,0.02500000037252903,243.36085510253906,12.673318862915039,29612.25390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5625,,,,,,,,,
,1000.0,0.010253180749714375,600.0,0.12128347158432007,600.0,1.0,100.0,8.059210777282715,1000.0,5625,0.011296970769762993,0.02500000037252903,217.974853515625,32.47543716430664,23756.517578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5626,,,,,,,,,
,1000.0,0.010235282592475414,600.0,0.12132549285888672,600.0,1.0,100.0,9.03781795501709,1000.0,5626,0.011301579885184765,0.02500000037252903,146.35752868652344,40.84107971191406,10710.263671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5627,,,,,,,,,
,1000.0,0.010235120542347431,600.0,0.12132564932107925,600.0,1.0,100.0,11.39877986907959,1000.0,5627,0.011301367543637753,0.02500000037252903,206.1820526123047,64.96609497070312,21255.51953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5628,,,,,,,,,
,1000.0,0.01016294676810503,600.0,0.12124249339103699,600.0,1.0,100.0,13.603584289550781,1000.0,5628,0.011297931894659996,0.02500000037252903,155.26220703125,92.52875518798828,12053.17578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5629,,,,,,,,,
,1000.0,0.010073203593492508,600.0,0.12129166722297668,600.0,1.0,100.0,15.809493064880371,1000.0,5629,0.01129239797592163,0.02500000037252903,147.83230590820312,124.97003936767578,10927.1953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5630,,,,,,,,,
,1000.0,0.010073109529912472,600.0,0.12129253149032593,600.0,1.0,100.0,9.211591720581055,1000.0,5630,0.011296721175312996,0.02500000037252903,137.39456176757812,42.42670822143555,9438.6328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5631,,,,,,,,,
,1000.0,0.010162552818655968,600.0,0.12128472328186035,600.0,1.0,100.0,13.182992935180664,1000.0,5631,0.011296724900603294,0.02500000037252903,300.0460205078125,86.8956527709961,45013.8046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5632,,,,,,,,,
,1000.0,0.010234424844384193,600.0,0.12133695930242538,600.0,1.0,100.0,11.980830192565918,1000.0,5632,0.011301814578473568,0.02500000037252903,138.31124877929688,71.7701416015625,9565.0,0.0,200.0,200.0,0
0.001,,,,,,,,,,5633,,,,,,,,,
,1000.0,0.010252013802528381,600.0,0.12129202485084534,600.0,1.0,100.0,15.552618026733398,1000.0,5633,0.011308548972010612,0.02500000037252903,96.81682586669922,120.94197082519531,4686.7490234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5634,,,,,,,,,
,1000.0,0.01023396197706461,600.0,0.12121601402759552,600.0,1.0,100.0,5.583709716796875,1000.0,5634,0.011318630538880825,0.02500000037252903,85.95027160644531,15.588908195495605,3693.724609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5635,,,,,,,,,
,1000.0,0.010161751881241798,600.0,0.12108136713504791,600.0,1.0,100.0,13.055298805236816,1000.0,5635,0.011323775164783001,0.02500000037252903,50.77070999145508,85.22041320800781,1288.83251953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5636,,,,,,,,,
,1000.0,0.010072024539113045,600.0,0.12104329466819763,600.0,1.0,100.0,9.394901275634766,1000.0,5636,0.011332890018820763,0.02500000037252903,55.884613037109375,44.13208770751953,1561.5450439453125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5637,,,,,,,,,
,1000.0,0.010071809403598309,600.0,0.12100238353013992,600.0,1.0,100.0,21.20204734802246,1000.0,5637,0.011338549666106701,0.02500000037252903,61.49491500854492,224.76339721679688,1890.812255859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5638,,,,,,,,,
,1000.0,0.010071496479213238,600.0,0.12105142325162888,600.0,1.0,100.0,7.093721866607666,1000.0,5638,0.011362014338374138,0.02500000037252903,138.44700622558594,25.160444259643555,9583.787109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5639,,,,,,,,,
,1000.0,0.01007121428847313,600.0,0.12101172655820847,600.0,1.0,100.0,13.445809364318848,1000.0,5639,0.011377195827662945,0.02500000037252903,94.94861602783203,90.3948974609375,4507.61962890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5640,,,,,,,,,
,1000.0,0.010070827789604664,600.0,0.12101191282272339,600.0,1.0,100.0,19.20370864868164,1000.0,5640,0.011395316570997238,0.02500000037252903,166.44723510742188,184.39120483398438,13852.341796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5641,,,,,,,,,
,1000.0,0.010070362128317356,600.0,0.1210535392165184,600.0,1.0,100.0,5.045732498168945,1000.0,5641,0.011415407061576843,0.02500000037252903,99.4490966796875,12.729708671569824,4945.0615234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5642,,,,,,,,,
,1000.0,0.010069901123642921,600.0,0.12101610749959946,600.0,1.0,100.0,11.73508358001709,1000.0,5642,0.01143239438533783,0.02500000037252903,140.1956329345703,68.85609436035156,9827.4072265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5643,,,,,,,,,
,1000.0,0.010069397278130054,600.0,0.12093523144721985,600.0,1.0,100.0,15.048951148986816,1000.0,5643,0.01144593209028244,0.02500000037252903,83.5728759765625,113.23546600341797,3492.212890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5644,,,,,,,,,
,1000.0,0.010068848729133606,600.0,0.121050164103508,600.0,1.0,100.0,5.790469646453857,1000.0,5644,0.011463921517133713,0.02500000037252903,262.9862060546875,16.764768600463867,34580.875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5645,,,,,,,,,
,1000.0,0.010068273171782494,600.0,0.1210138201713562,600.0,1.0,100.0,13.831962585449219,1000.0,5645,0.011479383334517479,0.02500000037252903,295.433349609375,95.66159057617188,43640.4296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5646,,,,,,,,,
,1000.0,0.010067715309560299,600.0,0.12100628018379211,600.0,1.0,100.0,11.84009838104248,1000.0,5646,0.011492030695080757,0.02500000037252903,187.43728637695312,70.09396362304688,17566.3671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5647,,,,,,,,,
,1000.0,0.010067194700241089,600.0,0.12117327749729156,600.0,1.0,100.0,8.38140869140625,1000.0,5647,0.01150650717318058,0.02500000037252903,58.24258804321289,35.12400817871094,1696.099609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5648,,,,,,,,,
,1000.0,0.010066557675600052,600.0,0.12113688886165619,600.0,1.0,100.0,7.230884075164795,1000.0,5648,0.011508687399327755,0.02500000037252903,142.07579040527344,26.142839431762695,10092.765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5649,,,,,,,,,
,1000.0,0.01006594393402338,600.0,0.12114124000072479,600.0,1.0,100.0,5.883882999420166,1000.0,5649,0.011507891118526459,0.02500000037252903,166.55091857910156,17.310039520263672,13869.60546875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5650,,,,,,,,,
,1000.0,0.01006532832980156,600.0,0.12109698355197906,600.0,1.0,100.0,6.040076732635498,1000.0,5650,0.011503268033266068,0.02500000037252903,170.37171936035156,18.24126625061035,14513.2626953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5651,,,,,,,,,
,1000.0,0.010064736008644104,600.0,0.12118153274059296,600.0,1.0,100.0,5.727071762084961,1000.0,5651,0.011495827697217464,0.02500000037252903,175.85928344726562,16.399677276611328,15463.244140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5652,,,,,,,,,
,1000.0,0.010064180940389633,600.0,0.1212257444858551,600.0,1.0,100.0,13.239949226379395,1000.0,5652,0.011485820636153221,0.02500000037252903,79.6552963256836,87.64813232421875,3172.48291015625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5653,,,,,,,,,
,1000.0,0.010063597932457924,600.0,0.12121816724538803,600.0,1.0,100.0,13.569510459899902,1000.0,5653,0.011471889913082123,0.02500000037252903,75.29102325439453,92.06581115722656,2834.369140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5654,,,,,,,,,
,1000.0,0.010062946006655693,600.0,0.12126326560974121,600.0,1.0,100.0,13.135117530822754,1000.0,5654,0.01146358996629715,0.02500000037252903,65.30132293701172,86.26565551757812,2132.131591796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5655,,,,,,,,,
,1000.0,0.010062281973659992,600.0,0.12137947231531143,600.0,1.0,100.0,11.662396430969238,1000.0,5655,0.01145266368985176,0.02500000037252903,100.33746337890625,68.00574493408203,5033.80322265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5656,,,,,,,,,
,1000.0,0.010061556473374367,600.0,0.1213693618774414,600.0,1.0,100.0,10.329463958740234,1000.0,5656,0.011434960179030895,0.02500000037252903,85.3226547241211,53.348915100097656,3639.97802734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5657,,,,,,,,,
,1000.0,0.010060825385153294,600.0,0.1214081197977066,600.0,1.0,100.0,6.795300006866455,1000.0,5657,0.011422254145145416,0.02500000037252903,163.61270141601562,23.088050842285156,13384.5576171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5658,,,,,,,,,
,1000.0,0.010060148313641548,600.0,0.12144163250923157,600.0,1.0,100.0,8.34799575805664,1000.0,5658,0.011400630697607994,0.02500000037252903,244.9864959716797,34.844512939453125,30009.193359375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5659,,,,,,,,,
,1000.0,0.010059346444904804,600.0,0.12148235738277435,600.0,1.0,100.0,9.766789436340332,1000.0,5659,0.011386185884475708,0.02500000037252903,129.5746612548828,47.69508361816406,8394.7958984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5660,,,,,,,,,
,1000.0,0.01005855854600668,600.0,0.12155637890100479,600.0,1.0,100.0,20.710693359375,1000.0,5660,0.011366716586053371,0.02500000037252903,300.6051330566406,214.46636962890625,45181.7265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5661,,,,,,,,,
,1000.0,0.010057695209980011,600.0,0.12155178189277649,600.0,1.0,100.0,7.625901699066162,1000.0,5661,0.01136582251638174,0.02500000037252903,303.4958190917969,29.077186584472656,46054.859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5662,,,,,,,,,
,1000.0,0.010056810453534126,600.0,0.1216309517621994,600.0,1.0,100.0,7.233424186706543,1000.0,5662,0.011363120749592781,0.02500000037252903,106.8155746459961,26.161211013793945,5704.7841796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5663,,,,,,,,,
,1000.0,0.010055952705442905,600.0,0.12151293456554413,600.0,1.0,100.0,7.30131721496582,1000.0,5663,0.011354757472872734,0.02500000037252903,158.1536865234375,26.654617309570312,12506.2939453125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5664,,,,,,,,,
,1000.0,0.010055136866867542,600.0,0.12148257344961166,600.0,1.0,100.0,18.452396392822266,1000.0,5664,0.011348647996783257,0.02500000037252903,290.7423095703125,170.24545288085938,42265.54296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5665,,,,,,,,,
,1000.0,0.010054338723421097,600.0,0.12148505449295044,600.0,1.0,100.0,11.86823558807373,1000.0,5665,0.011352693662047386,0.02500000037252903,246.8921661376953,70.42750549316406,30477.87109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5666,,,,,,,,,
,1000.0,0.010053502395749092,600.0,0.12140317261219025,600.0,1.0,100.0,12.379715919494629,1000.0,5666,0.011353189125657082,0.02500000037252903,224.51625061035156,76.6286849975586,25203.7734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5667,,,,,,,,,
,1000.0,0.010052641853690147,600.0,0.12149093300104141,600.0,1.0,100.0,8.197028160095215,1000.0,5667,0.01135511975735426,0.02500000037252903,130.32655334472656,33.59563064575195,8492.5048828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5668,,,,,,,,,
,1000.0,0.01005185954272747,600.0,0.12140292674303055,600.0,1.0,100.0,4.399532794952393,1000.0,5668,0.011347172781825066,0.02500000037252903,130.23159790039062,9.677946090698242,8480.1357421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5669,,,,,,,,,
,1000.0,0.010051182471215725,600.0,0.12136974930763245,600.0,1.0,100.0,9.27622127532959,1000.0,5669,0.0113405492156744,0.02500000037252903,221.0048828125,43.024139404296875,24421.578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5670,,,,,,,,,
,1000.0,0.010050520300865173,600.0,0.12140621989965439,600.0,1.0,100.0,20.58028793334961,1000.0,5670,0.011332375928759575,0.02500000037252903,196.69581604003906,211.77413940429688,19344.62109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5671,,,,,,,,,
,1000.0,0.010049858130514622,600.0,0.12148381769657135,600.0,1.0,100.0,5.97417688369751,1000.0,5671,0.011334558948874474,0.02500000037252903,252.3570098876953,17.845394134521484,31842.029296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5672,,,,,,,,,
,1000.0,0.010049128904938698,600.0,0.12144827842712402,600.0,1.0,100.0,17.065690994262695,1000.0,5672,0.011335670948028564,0.02500000037252903,169.35751342773438,145.618896484375,14340.984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5673,,,,,,,,,
,1000.0,0.010048494674265385,600.0,0.12161262333393097,600.0,1.0,100.0,12.745946884155273,1000.0,5673,0.011347624473273754,0.02500000037252903,230.28477478027344,81.22958374023438,26515.5390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5674,,,,,,,,,
,1000.0,0.010047994554042816,600.0,0.12171828746795654,600.0,1.0,100.0,12.83310604095459,1000.0,5674,0.011342728510499,0.02500000037252903,100.27872467041016,82.34429931640625,5027.9111328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5675,,,,,,,,,
,1000.0,0.010047504678368568,600.0,0.12172836065292358,600.0,1.0,100.0,12.186836242675781,1000.0,5675,0.011332189664244652,0.02500000037252903,62.20868682861328,74.25949096679688,1934.9603271484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5676,,,,,,,,,
,1000.0,0.01004717592149973,600.0,0.12176010012626648,600.0,1.0,100.0,16.57907485961914,1000.0,5676,0.011325756087899208,0.02500000037252903,289.27130126953125,137.432861328125,41838.94140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5677,,,,,,,,,
,1000.0,0.010047001764178276,600.0,0.1217210441827774,600.0,1.0,100.0,13.50713062286377,1000.0,5677,0.011319233104586601,0.02500000037252903,111.9359130859375,91.2212905883789,6264.82470703125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5678,,,,,,,,,
,1000.0,0.0100469421595335,600.0,0.12168677151203156,600.0,1.0,100.0,4.726861476898193,1000.0,5678,0.011326855979859829,0.02500000037252903,56.42913818359375,11.171609878540039,1592.123779296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5679,,,,,,,,,
,1000.0,0.010046874172985554,600.0,0.12163026630878448,600.0,1.0,100.0,20.294084548950195,1000.0,5679,0.011325692757964134,0.02500000037252903,102.19754791259766,205.92491149902344,5222.16943359375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5680,,,,,,,,,
,1000.0,0.010046780109405518,600.0,0.12155483663082123,600.0,1.0,100.0,8.163771629333496,1000.0,5680,0.011334422044456005,0.02500000037252903,133.59349060058594,33.323585510253906,8923.611328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5681,,,,,,,,,
,1000.0,0.010046729817986488,600.0,0.12161178141832352,600.0,1.0,100.0,9.867246627807617,1000.0,5681,0.011343428865075111,0.02500000037252903,172.86647033691406,48.6812744140625,14941.408203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5682,,,,,,,,,
,1000.0,0.01004655659198761,600.0,0.12160937488079071,600.0,1.0,100.0,6.777154922485352,1000.0,5682,0.011347847059369087,0.02500000037252903,111.86515045166016,22.964914321899414,6256.90576171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5683,,,,,,,,,
,1000.0,0.010046303272247314,600.0,0.12156745791435242,600.0,1.0,100.0,13.654800415039062,1000.0,5683,0.011345718055963516,0.02500000037252903,59.07744598388672,93.2267837524414,1745.072265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5684,,,,,,,,,
,1000.0,0.010046012699604034,600.0,0.12157225608825684,600.0,1.0,100.0,14.45000171661377,1000.0,5684,0.011350646615028381,0.02500000037252903,164.17019653320312,104.40128326416016,13475.92578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5685,,,,,,,,,
,1000.0,0.010045669972896576,600.0,0.12157146632671356,600.0,1.0,100.0,8.958356857299805,1000.0,5685,0.011347537860274315,0.02500000037252903,131.92147827148438,40.126075744628906,8701.638671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5686,,,,,,,,,
,1000.0,0.010045395232737064,600.0,0.12159512937068939,600.0,1.0,100.0,11.11060619354248,1000.0,5686,0.01134082954376936,0.02500000037252903,116.92969512939453,61.72278594970703,6836.2763671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5687,,,,,,,,,
,1000.0,0.010045059956610203,600.0,0.12159834802150726,600.0,1.0,100.0,10.040314674377441,1000.0,5687,0.01133553683757782,0.02500000037252903,167.17837524414062,50.403961181640625,13974.3046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5688,,,,,,,,,
,1000.0,0.010044673457741737,600.0,0.12154810130596161,600.0,1.0,100.0,7.347870826721191,1000.0,5688,0.011329397559165955,0.02500000037252903,197.6446990966797,26.99560546875,19531.7109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,5689,,,,,,,,,
,1000.0,0.010044299997389317,600.0,0.1216372400522232,600.0,1.0,100.0,9.992636680603027,1000.0,5689,0.01132505014538765,0.02500000037252903,78.43161010742188,49.926395416259766,3075.759033203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5690,,,,,,,,,
,1000.0,0.010043966583907604,600.0,0.12171454727649689,600.0,1.0,100.0,11.593358039855957,1000.0,5690,0.011321425437927246,0.02500000037252903,168.7054443359375,67.20297241210938,14230.763671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,5691,,,,,,,,,
,1000.0,0.010043598711490631,600.0,0.12171739339828491,600.0,1.0,100.0,11.395572662353516,1000.0,5691,0.011316168121993542,0.02500000037252903,342.9784240722656,64.92953491210938,58817.1015625,0.0,200.0,200.0,0
0.001,,,,,,,,,,5692,,,,,,,,,
,1000.0,0.010043109767138958,600.0,0.1216869130730629,600.0,1.0,100.0,5.793220520019531,1000.0,5692,0.011309846304357052,0.02500000037252903,73.36425018310547,16.780702590942383,2691.15673828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,5693,,,,,,,,,
