lr-Adam,train_params/lambda_normal_consistency,train/loss_normal_consistency,train/max_step,train/loss_mask,train/max_step_3d,train_params/lambda_3d_sd,train_params/lambda_mask,train/grad_norm_3d,train_params/lambda_rgb,step,train/loss_rgb,train_params/lambda_sd,train/grad_norm,train/loss_sd_3d,train/loss_sd,train_params/lambda_laplacian_smoothness,train/min_step,train/min_step_3d,epoch
,1000.0,0.014603578485548496,600.0,0.1260293424129486,600.0,1.0,100.0,13.604753494262695,1000.0,2101,0.01422314252704382,0.02500000037252903,70.6316909790039,92.54466247558594,2494.41796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2102,,,,,,,,,
,1000.0,0.01459981594234705,600.0,0.12599453330039978,600.0,1.0,100.0,11.950349807739258,1000.0,2102,0.014229698106646538,0.02500000037252903,99.36814880371094,71.40542602539062,4937.0146484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2103,,,,,,,,,
,1000.0,0.01459609903395176,600.0,0.12604865431785583,600.0,1.0,100.0,5.335519790649414,1000.0,2103,0.01423635147511959,0.02500000037252903,213.44595336914062,14.23388671875,22779.5859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2104,,,,,,,,,
,1000.0,0.014592563733458519,600.0,0.12612175941467285,600.0,1.0,100.0,5.911984920501709,1000.0,2104,0.014243490993976593,0.02500000037252903,254.47494506835938,17.475784301757812,32378.748046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2105,,,,,,,,,
,1000.0,0.014588966965675354,600.0,0.1261683851480484,600.0,1.0,100.0,3.8530375957489014,1000.0,2105,0.014242484234273434,0.02500000037252903,82.32853698730469,7.42294979095459,3388.994140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2106,,,,,,,,,
,1000.0,0.014585339464247227,600.0,0.12616866827011108,600.0,1.0,100.0,6.0638298988342285,1000.0,2106,0.014240138232707977,0.02500000037252903,124.77977752685547,18.38501739501953,7784.99658203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2107,,,,,,,,,
,1000.0,0.014581630937755108,600.0,0.12617681920528412,600.0,1.0,100.0,13.441984176635742,1000.0,2107,0.014232426881790161,0.02500000037252903,169.34860229492188,90.34347534179688,14339.4765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2108,,,,,,,,,
,1000.0,0.014577914029359818,600.0,0.12621843814849854,600.0,1.0,100.0,10.834392547607422,1000.0,2108,0.014225108548998833,0.02500000037252903,286.3792419433594,58.69203186035156,41006.5390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2109,,,,,,,,,
,1000.0,0.014573891647160053,600.0,0.1261899620294571,600.0,1.0,100.0,7.150712490081787,1000.0,2109,0.014218935742974281,0.02500000037252903,244.73997497558594,25.56634521484375,29948.828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2110,,,,,,,,,
,1000.0,0.014569919556379318,600.0,0.1260249763727188,600.0,1.0,100.0,9.67260456085205,1000.0,2110,0.014200869016349316,0.02500000037252903,74.39837646484375,46.77964782714844,2767.559326171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2111,,,,,,,,,
,1000.0,0.014565976336598396,600.0,0.12610769271850586,600.0,1.0,100.0,8.131145477294922,1000.0,2111,0.01418367214500904,0.02500000037252903,178.27793884277344,33.05776596069336,15891.51171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2112,,,,,,,,,
,1000.0,0.014562067575752735,600.0,0.12615615129470825,600.0,1.0,100.0,6.449089050292969,1000.0,2112,0.014163817279040813,0.02500000037252903,252.3919677734375,20.79537582397461,31850.84765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2113,,,,,,,,,
,1000.0,0.014558082446455956,600.0,0.12624336779117584,600.0,1.0,100.0,9.14702320098877,1000.0,2113,0.01415079366415739,0.02500000037252903,206.6607666015625,41.834014892578125,21354.337890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2114,,,,,,,,,
,1000.0,0.014554331079125404,600.0,0.12628944218158722,600.0,1.0,100.0,18.29735565185547,1000.0,2114,0.014135120436549187,0.02500000037252903,129.0194091796875,167.39662170410156,8323.00390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2115,,,,,,,,,
,1000.0,0.01455058716237545,600.0,0.12625136971473694,600.0,1.0,100.0,15.451312065124512,1000.0,2115,0.014117460697889328,0.02500000037252903,205.23388671875,119.37152862548828,21060.47265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2116,,,,,,,,,
,1000.0,0.014546925202012062,600.0,0.12623855471611023,600.0,1.0,100.0,10.042535781860352,1000.0,2116,0.014103940688073635,0.02500000037252903,100.68582916259766,50.42626190185547,5068.818359375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2117,,,,,,,,,
,1000.0,0.01454329863190651,600.0,0.1263289451599121,600.0,1.0,100.0,10.606935501098633,1000.0,2117,0.01409323699772358,0.02500000037252903,52.681785583496094,56.253536224365234,1387.685302734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2118,,,,,,,,,
,1000.0,0.014539563097059727,600.0,0.12637092173099518,600.0,1.0,100.0,6.104640483856201,1000.0,2118,0.014082571491599083,0.02500000037252903,190.03392028808594,18.633316040039062,18056.4453125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2119,,,,,,,,,
,1000.0,0.014535651542246342,600.0,0.12621039152145386,600.0,1.0,100.0,11.171621322631836,1000.0,2119,0.014063188806176186,0.02500000037252903,142.90646362304688,62.40256118774414,10211.12890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2120,,,,,,,,,
,1000.0,0.01453179121017456,600.0,0.12617282569408417,600.0,1.0,100.0,7.911052227020264,1000.0,2120,0.014046180061995983,0.02500000037252903,219.56930541992188,31.292373657226562,24105.33984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2121,,,,,,,,,
,1000.0,0.01452799141407013,600.0,0.12622232735157013,600.0,1.0,100.0,10.22481632232666,1000.0,2121,0.014033704996109009,0.02500000037252903,222.2289276123047,52.2734375,24692.849609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2122,,,,,,,,,
,1000.0,0.014524032361805439,600.0,0.12618054449558258,600.0,1.0,100.0,7.839568614959717,1000.0,2122,0.014023526571691036,0.02500000037252903,76.00101470947266,30.729415893554688,2888.07763671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2123,,,,,,,,,
,1000.0,0.014520237222313881,600.0,0.12613782286643982,600.0,1.0,100.0,8.809266090393066,1000.0,2123,0.014012306928634644,0.02500000037252903,247.5867462158203,38.80158233642578,30649.595703125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2124,,,,,,,,,
,1000.0,0.014516505412757397,600.0,0.12612682580947876,600.0,1.0,100.0,5.513822078704834,1000.0,2124,0.014001306146383286,0.02500000037252903,242.3281707763672,15.201116561889648,29361.47265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2125,,,,,,,,,
,1000.0,0.014512890949845314,600.0,0.12611883878707886,600.0,1.0,100.0,22.45041847229004,1000.0,2125,0.013993103057146072,0.02500000037252903,220.13417053222656,252.0106658935547,24229.52734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2126,,,,,,,,,
,1000.0,0.014509265311062336,600.0,0.12627828121185303,600.0,1.0,100.0,3.9677820205688477,1000.0,2126,0.014006312936544418,0.02500000037252903,171.671142578125,7.871647357940674,14735.490234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2127,,,,,,,,,
,1000.0,0.014505501836538315,600.0,0.12636731564998627,600.0,1.0,100.0,14.702828407287598,1000.0,2127,0.014018612913787365,0.02500000037252903,44.88443374633789,108.08658599853516,1007.3062744140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2128,,,,,,,,,
,1000.0,0.0145017821341753,600.0,0.12645111978054047,600.0,1.0,100.0,6.785510540008545,1000.0,2128,0.01402987539768219,0.02500000037252903,87.51725006103516,23.021577835083008,3829.634521484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2129,,,,,,,,,
,1000.0,0.014498020522296429,600.0,0.12658624351024628,600.0,1.0,100.0,8.379253387451172,1000.0,2129,0.014035364612936974,0.02500000037252903,120.50589752197266,35.10594940185547,7260.83544921875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2130,,,,,,,,,
,1000.0,0.014494533650577068,600.0,0.12658251821994781,600.0,1.0,100.0,11.194852828979492,1000.0,2130,0.014040670357644558,0.02500000037252903,57.51621627807617,62.66236114501953,1654.0576171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2131,,,,,,,,,
,1000.0,0.014491140842437744,600.0,0.12662273645401,600.0,1.0,100.0,6.252312660217285,1000.0,2131,0.014044791460037231,0.02500000037252903,55.260684967041016,19.54570770263672,1526.87158203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2132,,,,,,,,,
,1000.0,0.014487789012491703,600.0,0.12662288546562195,600.0,1.0,100.0,21.010421752929688,1000.0,2132,0.014044790528714657,0.02500000037252903,181.04071044921875,220.71890258789062,16387.869140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2133,,,,,,,,,
,1000.0,0.014484326355159283,600.0,0.12660792469978333,600.0,1.0,100.0,12.852474212646484,1000.0,2133,0.014059115201234818,0.02500000037252903,245.85874938964844,82.59304809570312,30223.2578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2134,,,,,,,,,
,1000.0,0.014480886049568653,600.0,0.12654806673526764,600.0,1.0,100.0,9.878408432006836,1000.0,2134,0.014075225219130516,0.02500000037252903,200.13970947265625,48.79147720336914,20027.953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2135,,,,,,,,,
,1000.0,0.014477445743978024,600.0,0.12658004462718964,600.0,1.0,100.0,19.516063690185547,1000.0,2135,0.014091241173446178,0.02500000037252903,129.93177795410156,190.43836975097656,8441.1328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2136,,,,,,,,,
,1000.0,0.014474005438387394,600.0,0.12666064500808716,600.0,1.0,100.0,20.63402557373047,1000.0,2136,0.01411740668118,0.02500000037252903,68.34721374511719,212.88150024414062,2335.6708984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2137,,,,,,,,,
,1000.0,0.014470811001956463,600.0,0.12665987014770508,600.0,1.0,100.0,10.450840950012207,1000.0,2137,0.014147977344691753,0.02500000037252903,192.3216094970703,54.61003875732422,18493.80078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2138,,,,,,,,,
,1000.0,0.014467724598944187,600.0,0.12656840682029724,600.0,1.0,100.0,18.28409194946289,1000.0,2138,0.014169102534651756,0.02500000037252903,249.54013061523438,167.15402221679688,31135.13671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2139,,,,,,,,,
,1000.0,0.014464516192674637,600.0,0.12669134140014648,600.0,1.0,100.0,13.357504844665527,1000.0,2139,0.014206204563379288,0.02500000037252903,160.1533660888672,89.21147155761719,12824.5517578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2140,,,,,,,,,
,1000.0,0.014461388811469078,600.0,0.12672173976898193,600.0,1.0,100.0,11.563724517822266,1000.0,2140,0.014238772913813591,0.02500000037252903,146.4747314453125,66.85986328125,10727.4228515625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2141,,,,,,,,,
,1000.0,0.014458538964390755,600.0,0.12672817707061768,600.0,1.0,100.0,7.865416049957275,1000.0,2141,0.014265788719058037,0.02500000037252903,146.08135986328125,30.93238639831543,10669.8828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2142,,,,,,,,,
,1000.0,0.014455695636570454,600.0,0.12659381330013275,600.0,1.0,100.0,10.459691047668457,1000.0,2142,0.014281554147601128,0.02500000037252903,212.96910095214844,54.70256423950195,22677.919921875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2143,,,,,,,,,
,1000.0,0.01452636532485485,600.0,0.12654709815979004,600.0,1.0,100.0,8.742202758789062,1000.0,2143,0.014298491179943085,0.02500000037252903,84.7326431274414,38.21305465698242,3589.810302734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2144,,,,,,,,,
,1000.0,0.014450552873313427,600.0,0.1265045404434204,600.0,1.0,100.0,16.110401153564453,1000.0,2144,0.014309488236904144,0.02500000037252903,149.05706787109375,129.77249145507812,11109.005859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2145,,,,,,,,,
,1000.0,0.014447765424847603,600.0,0.12653855979442596,600.0,1.0,100.0,7.432799339294434,1000.0,2145,0.014314435422420502,0.02500000037252903,127.67212677001953,27.623254776000977,8150.0869140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2146,,,,,,,,,
,1000.0,0.014444934204220772,600.0,0.12653963267803192,600.0,1.0,100.0,13.352252960205078,1000.0,2146,0.01431192085146904,0.02500000037252903,245.47865295410156,89.14131927490234,30129.8828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2147,,,,,,,,,
,1000.0,0.014442251063883305,600.0,0.12651501595973969,600.0,1.0,100.0,11.756179809570312,1000.0,2147,0.014311037957668304,0.02500000037252903,91.37419128417969,69.1038818359375,4174.62158203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2148,,,,,,,,,
,1000.0,0.014439512975513935,600.0,0.12638774514198303,600.0,1.0,100.0,6.813908576965332,1000.0,2148,0.014306997880339622,0.02500000037252903,65.59687042236328,23.214675903320312,2151.474609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2149,,,,,,,,,
,1000.0,0.014436762779951096,600.0,0.12642374634742737,600.0,1.0,100.0,11.617721557617188,1000.0,2149,0.014302055351436138,0.02500000037252903,227.8488006591797,67.48573303222656,25957.5390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2150,,,,,,,,,
,1000.0,0.014433866366744041,600.0,0.1264137625694275,600.0,1.0,100.0,5.890665054321289,1000.0,2150,0.01429969072341919,0.02500000037252903,212.79489135742188,17.34996795654297,22640.833984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2151,,,,,,,,,
,1000.0,0.014430929906666279,600.0,0.12644603848457336,600.0,1.0,100.0,8.897095680236816,1000.0,2151,0.0142972432076931,0.02500000037252903,288.2852783203125,39.57915496826172,41554.203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2152,,,,,,,,,
,1000.0,0.014427926391363144,600.0,0.12645597755908966,600.0,1.0,100.0,13.268644332885742,1000.0,2152,0.014294258318841457,0.02500000037252903,60.007843017578125,88.0284652709961,1800.470703125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2153,,,,,,,,,
,1000.0,0.014425047673285007,600.0,0.12653277814388275,600.0,1.0,100.0,6.065550804138184,1000.0,2153,0.01428927481174469,0.02500000037252903,185.5949249267578,18.39545249938965,17222.73828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2154,,,,,,,,,
,1000.0,0.01442207396030426,600.0,0.12656623125076294,600.0,1.0,100.0,15.014870643615723,1000.0,2154,0.01428169570863247,0.02500000037252903,190.64939880371094,112.7231674194336,18173.595703125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2155,,,,,,,,,
,1000.0,0.014419205486774445,600.0,0.12663480639457703,600.0,1.0,100.0,8.576998710632324,1000.0,2155,0.01427900418639183,0.02500000037252903,185.2455291748047,36.782447814941406,17157.953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2156,,,,,,,,,
,1000.0,0.014416209422051907,600.0,0.12666882574558258,600.0,1.0,100.0,10.613201141357422,1000.0,2156,0.014274122193455696,0.02500000037252903,149.06088256835938,56.32002258300781,11109.57421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2157,,,,,,,,,
,1000.0,0.01441317517310381,600.0,0.12658517062664032,600.0,1.0,100.0,10.312024116516113,1000.0,2157,0.014257918111979961,0.02500000037252903,161.84791564941406,53.16892623901367,13097.373046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2158,,,,,,,,,
,1000.0,0.014410184696316719,600.0,0.12678098678588867,600.0,1.0,100.0,16.425851821899414,1000.0,2158,0.01425221934914589,0.02500000037252903,337.39385986328125,134.90431213378906,56917.3046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2159,,,,,,,,,
,1000.0,0.014407111331820488,600.0,0.126736581325531,600.0,1.0,100.0,16.19625473022461,1000.0,2159,0.014244318008422852,0.02500000037252903,194.1628875732422,131.15933227539062,18849.61328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2160,,,,,,,,,
,1000.0,0.01440394762903452,600.0,0.1267472207546234,600.0,1.0,100.0,18.16899871826172,1000.0,2160,0.01424195896834135,0.02500000037252903,180.9076690673828,165.0562744140625,16363.79296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2161,,,,,,,,,
,1000.0,0.014400815591216087,600.0,0.12666448950767517,600.0,1.0,100.0,12.70600700378418,1000.0,2161,0.01424543745815754,0.02500000037252903,130.6912384033203,80.72130584716797,8540.099609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2162,,,,,,,,,
,1000.0,0.01439759787172079,600.0,0.12683144211769104,600.0,1.0,100.0,14.829057693481445,1000.0,2162,0.014256860129535198,0.02500000037252903,137.20668029785156,109.9504623413086,9412.8359375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2163,,,,,,,,,
,1000.0,0.014394423924386501,600.0,0.12687087059020996,600.0,1.0,100.0,12.673471450805664,1000.0,2163,0.01426860224455595,0.02500000037252903,214.3924560546875,80.30844116210938,22982.0625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2164,,,,,,,,,
,1000.0,0.014391054399311543,600.0,0.12686902284622192,600.0,1.0,100.0,6.946803569793701,1000.0,2164,0.01428326964378357,0.02500000037252903,219.21714782714844,24.129039764404297,24028.078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2165,,,,,,,,,
,1000.0,0.014387705363333225,600.0,0.12678547203540802,600.0,1.0,100.0,7.060512065887451,1000.0,2165,0.01428675651550293,0.02500000037252903,121.71110534667969,24.925416946411133,7406.796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2166,,,,,,,,,
,1000.0,0.014384299516677856,600.0,0.12679384648799896,600.0,1.0,100.0,9.321080207824707,1000.0,2166,0.014290809631347656,0.02500000037252903,202.0121612548828,43.44126892089844,20404.45703125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2167,,,,,,,,,
,1000.0,0.014380832202732563,600.0,0.12686610221862793,600.0,1.0,100.0,10.71029281616211,1000.0,2167,0.014290191233158112,0.02500000037252903,46.16691589355469,57.355186462402344,1065.692138671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2168,,,,,,,,,
,1000.0,0.01437740121036768,600.0,0.1268669068813324,600.0,1.0,100.0,10.106993675231934,1000.0,2168,0.014290246181190014,0.02500000037252903,167.18203735351562,51.07566452026367,13974.91796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2169,,,,,,,,,
,1000.0,0.01437398325651884,600.0,0.12686781585216522,600.0,1.0,100.0,4.439332962036133,1000.0,2169,0.01429103221744299,0.02500000037252903,67.78263854980469,9.853839874267578,2297.2431640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2170,,,,,,,,,
,1000.0,0.01437071431428194,600.0,0.1267896592617035,600.0,1.0,100.0,6.122928619384766,1000.0,2170,0.014288443140685558,0.02500000037252903,209.92770385742188,18.745128631591797,22034.8203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2171,,,,,,,,,
,1000.0,0.014367533847689629,600.0,0.12670159339904785,600.0,1.0,100.0,5.401519775390625,1000.0,2171,0.014278396964073181,0.02500000037252903,258.006103515625,14.58820915222168,33283.57421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2172,,,,,,,,,
,1000.0,0.014364266768097878,600.0,0.12679056823253632,600.0,1.0,100.0,8.036108016967773,1000.0,2172,0.014270409941673279,0.02500000037252903,289.5513916015625,32.289512634277344,41920.0,0.0,200.0,200.0,0
0.001,,,,,,,,,,2173,,,,,,,,,
,1000.0,0.014361041598021984,600.0,0.12665826082229614,600.0,1.0,100.0,7.1361494064331055,1000.0,2173,0.014259028248488903,0.02500000037252903,191.62869262695312,25.462310791015625,18360.77734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2174,,,,,,,,,
,1000.0,0.014357821084558964,600.0,0.12673792243003845,600.0,1.0,100.0,5.969234943389893,1000.0,2174,0.014251632615923882,0.02500000037252903,177.68612670898438,17.81588363647461,15786.1806640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2175,,,,,,,,,
,1000.0,0.014354512095451355,600.0,0.12678053975105286,600.0,1.0,100.0,9.720773696899414,1000.0,2175,0.014241642318665981,0.02500000037252903,227.10452270507812,47.24671936035156,25788.232421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2176,,,,,,,,,
,1000.0,0.014351222664117813,600.0,0.12682640552520752,600.0,1.0,100.0,14.629188537597656,1000.0,2176,0.014226973056793213,0.02500000037252903,103.71736145019531,107.0065689086914,5378.64599609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2177,,,,,,,,,
,1000.0,0.014347905293107033,600.0,0.12682875990867615,600.0,1.0,100.0,13.640546798706055,1000.0,2177,0.014212402515113354,0.02500000037252903,149.6493682861328,93.03225708007812,11197.4658203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2178,,,,,,,,,
,1000.0,0.014344405382871628,600.0,0.1267869770526886,600.0,1.0,100.0,13.023401260375977,1000.0,2178,0.014195544645190239,0.02500000037252903,209.25897216796875,84.80448913574219,21894.658203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2179,,,,,,,,,
,1000.0,0.01434117741882801,600.0,0.12670424580574036,600.0,1.0,100.0,6.484006881713867,1000.0,2179,0.014179140329360962,0.02500000037252903,168.48069763183594,21.02117156982422,14192.873046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2180,,,,,,,,,
,1000.0,0.014337966218590736,600.0,0.12674209475517273,600.0,1.0,100.0,4.346973419189453,1000.0,2180,0.014161080121994019,0.02500000037252903,174.03048706054688,9.448088645935059,15143.3046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2181,,,,,,,,,
,1000.0,0.014334653504192829,600.0,0.12669874727725983,600.0,1.0,100.0,6.766644477844238,1000.0,2181,0.01414049044251442,0.02500000037252903,315.4860534667969,22.89373779296875,49765.72265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2182,,,,,,,,,
,1000.0,0.014331454411149025,600.0,0.1266702264547348,600.0,1.0,100.0,22.104618072509766,1000.0,2182,0.014119558036327362,0.02500000037252903,251.95545959472656,244.30706787109375,31740.77734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2183,,,,,,,,,
,1000.0,0.014328227378427982,600.0,0.12658029794692993,600.0,1.0,100.0,12.855181694030762,1000.0,2183,0.014126105234026909,0.02500000037252903,169.55740356445312,82.62785339355469,14374.8564453125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2184,,,,,,,,,
,1000.0,0.014324869960546494,600.0,0.1265406608581543,600.0,1.0,100.0,18.933387756347656,1000.0,2184,0.01412571594119072,0.02500000037252903,169.6267547607422,179.23660278320312,14386.6181640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2185,,,,,,,,,
,1000.0,0.014321750029921532,600.0,0.12668180465698242,600.0,1.0,100.0,12.50812816619873,1000.0,2185,0.014132466167211533,0.02500000037252903,171.94630432128906,78.22663879394531,14782.765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2186,,,,,,,,,
,1000.0,0.014318621717393398,600.0,0.1266462504863739,600.0,1.0,100.0,6.391971111297607,1000.0,2186,0.014133050106465816,0.02500000037252903,170.5937957763672,20.428647994995117,14551.1201171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2187,,,,,,,,,
,1000.0,0.014315558597445488,600.0,0.12675367295742035,600.0,1.0,100.0,10.23745059967041,1000.0,2187,0.014137539081275463,0.02500000037252903,173.42276000976562,52.40269470214844,15037.7265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2188,,,,,,,,,
,1000.0,0.014312583953142166,600.0,0.12675267457962036,600.0,1.0,100.0,5.386122226715088,1000.0,2188,0.014142729341983795,0.02500000037252903,191.55502319335938,14.505157470703125,18346.6640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2189,,,,,,,,,
,1000.0,0.014309537597000599,600.0,0.12666583061218262,600.0,1.0,100.0,9.551453590393066,1000.0,2189,0.014143642038106918,0.02500000037252903,158.2342529296875,45.615142822265625,12519.0390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2190,,,,,,,,,
,1000.0,0.014306503348052502,600.0,0.12668675184249878,600.0,1.0,100.0,16.345979690551758,1000.0,2190,0.014143775217235088,0.02500000037252903,76.81587219238281,133.59552001953125,2950.339111328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2191,,,,,,,,,
,1000.0,0.014303368516266346,600.0,0.12668253481388092,600.0,1.0,100.0,10.85105037689209,1000.0,2191,0.01414355169981718,0.02500000037252903,259.90631103515625,58.872642517089844,33775.6484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2192,,,,,,,,,
,1000.0,0.014300192706286907,600.0,0.12659962475299835,600.0,1.0,100.0,7.113161087036133,1000.0,2192,0.014142138883471489,0.02500000037252903,160.06350708007812,25.29853057861328,12810.1640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2193,,,,,,,,,
,1000.0,0.01429708767682314,600.0,0.1266840398311615,600.0,1.0,100.0,8.168327331542969,1000.0,2193,0.014140892773866653,0.02500000037252903,253.46847534179688,33.36078643798828,32123.1328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2194,,,,,,,,,
,1000.0,0.014293795451521873,600.0,0.12673132121562958,600.0,1.0,100.0,13.116395950317383,1000.0,2194,0.014131316915154457,0.02500000037252903,274.0000305175781,86.01992797851562,37538.0078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2195,,,,,,,,,
,1000.0,0.01429075188934803,600.0,0.12680773437023163,600.0,1.0,100.0,8.295368194580078,1000.0,2195,0.01413356326520443,0.02500000037252903,149.86553955078125,34.40656280517578,11229.8388671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2196,,,,,,,,,
,1000.0,0.014287699945271015,600.0,0.12676633894443512,600.0,1.0,100.0,8.378003120422363,1000.0,2196,0.014130438677966595,0.02500000037252903,286.3066101074219,35.09546661376953,40985.7421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2197,,,,,,,,,
,1000.0,0.014284774661064148,600.0,0.12655577063560486,600.0,1.0,100.0,5.8133368492126465,1000.0,2197,0.014116357080638409,0.02500000037252903,176.81472778320312,16.897441864013672,15631.7216796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,2198,,,,,,,,,
,1000.0,0.014281888492405415,600.0,0.12659230828285217,600.0,1.0,100.0,8.099575996398926,1000.0,2198,0.014107940718531609,0.02500000037252903,217.2504119873047,32.80156707763672,23598.869140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2199,,,,,,,,,
,1000.0,0.01427914947271347,600.0,0.12651744484901428,600.0,1.0,100.0,8.647333145141602,1000.0,2199,0.01409649383276701,0.02500000037252903,144.3486785888672,37.38818359375,10418.2705078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,2200,,,,,,,,,
,1000.0,0.0142763527110219,600.0,0.12659822404384613,600.0,1.0,100.0,9.099573135375977,1000.0,2200,0.014084245078265667,0.02500000037252903,79.53331756591797,41.4011116027832,3162.7744140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,2201,,,,,,,,,
,1000.0,0.014273369684815407,600.0,0.12660576403141022,600.0,1.0,100.0,16.871807098388672,1000.0,2201,0.014074770733714104,0.02500000037252903,188.4674530029297,142.32894897460938,17759.990234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,2202,,,,,,,,,
